dataset,track_id,track_length,duration_frames,total_disp_um,path_length_um,straightness_ratio,net_velocity_um,mean_step_um,max_step_um,step_velocity_cv,confinement_ratio,trajectory_aspect_ratio,directed_motion_index,mean_track_intensity,min_track_intensity,max_track_intensity,std_track_intensity,mean_track_snr,min_track_snr,max_track_snr,is_gt_track
44b6_0113de3b,26,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,316.0,316.0,316.0,0.0,1.2448,1.2448,1.2448,0
44b6_0113de3b,27,75,75,118.41,198.84,0.5955,1.6,2.69,8.9,0.515,0.5955,96.5552,8.2526,524.85,417.0,698.0,63.78,2.5566,1.1209,4.0587,0
44b6_0113de3b,28,13,13,24.64,34.13,0.722,2.05,2.84,5.14,0.501,0.722,22.6206,5.3461,1035.85,748.0,1266.0,173.21,2.6747,2.1582,3.379,0
44b6_0113de3b,29,24,24,44.2,63.63,0.6947,1.92,2.77,5.86,0.3742,0.6947,35.5746,6.5411,1641.75,1414.0,1888.0,123.57,3.1267,2.2121,3.963,0
44b6_0113de3b,30,93,93,123.01,224.9,0.547,1.34,2.44,8.9,0.6345,0.5472,132.7906,7.0523,1168.38,732.0,1536.0,184.62,2.4816,1.3599,3.9235,0
44b6_0113de3b,31,59,59,114.74,179.13,0.6406,1.98,3.09,8.29,0.5461,0.6406,105.2191,9.734,1715.8,567.0,1990.0,240.93,2.8342,0.8779,4.1228,0
44b6_0113de3b,32,25,25,56.97,80.02,0.712,2.37,3.33,7.96,0.3976,0.712,39.1343,8.4496,2190.6,1273.0,2696.0,396.77,3.0623,2.3623,3.7309,0
44b6_0113de3b,33,86,86,116.75,215.09,0.5428,1.37,2.53,7.45,0.6226,0.5428,172.4431,6.9142,1215.23,684.0,1729.0,270.6,2.5955,1.0319,3.9027,0
44b6_0113de3b,34,66,66,111.42,184.68,0.6033,1.71,2.84,7.27,0.5948,0.6033,66.1094,8.4011,2057.48,897.0,2582.0,266.05,2.7738,1.1433,4.1958,0
44b6_0113de3b,35,60,60,112.92,179.23,0.6301,1.91,3.04,7.62,0.5693,0.6301,85.0606,9.3409,1803.67,1041.0,2103.0,203.48,2.7688,1.4095,4.1876,0
44b6_0113de3b,36,69,69,107.91,185.63,0.5813,1.59,2.73,9.48,0.5869,0.5813,85.3821,7.6632,1637.06,448.0,1933.0,235.9,2.765,0.9795,4.0187,0
44b6_0113de3b,37,4,4,4.6,5.55,0.8284,1.53,1.85,2.3,0.1716,0.8284,12.9641,2.5384,1141.75,576.0,1573.0,433.26,2.2521,0.9577,2.8144,0
44b6_0113de3b,38,65,65,113.91,191.94,0.5935,1.78,3.0,8.12,0.5068,0.5935,81.8137,8.5162,2057.0,895.0,3124.0,341.36,2.7406,0.9651,4.267,0
44b6_0113de3b,39,20,20,35.0,55.84,0.6268,1.84,2.94,4.88,0.3979,0.6268,21.5319,5.1642,1134.95,623.0,1319.0,161.07,2.8243,1.4546,3.8016,0
44b6_0113de3b,40,13,13,17.95,24.94,0.7195,1.5,2.08,3.63,0.4714,0.768,83.5341,3.8805,2237.15,1432.0,2522.0,286.6,2.9495,2.1779,3.5372,0
44b6_0113de3b,41,30,30,52.13,80.85,0.6447,1.8,2.79,7.08,0.5035,0.6447,25.3959,6.3475,1008.3,696.0,1312.0,141.5,2.611,1.7811,4.1521,0
44b6_0113de3b,42,6,6,7.08,8.36,0.847,1.42,1.67,2.81,0.5671,0.847,23.3939,2.9391,1054.0,961.0,1139.0,58.56,2.7542,1.4485,4.5536,0
44b6_0113de3b,43,63,63,107.86,174.93,0.6166,1.74,2.82,9.48,0.6422,0.6166,145.8365,8.5147,1628.46,751.0,1903.0,197.73,2.6932,1.5014,4.0594,0
44b6_0113de3b,44,81,81,99.18,225.37,0.4401,1.24,2.82,9.61,0.586,0.446,99.2242,4.91,1101.59,844.0,1440.0,133.45,2.7028,0.8063,4.2097,0
44b6_0113de3b,45,7,7,11.6,12.67,0.916,1.93,2.11,3.63,0.5322,0.916,70.9491,4.6873,1015.71,876.0,1172.0,93.26,2.5269,1.9132,3.7945,0
44b6_0113de3b,46,82,82,108.06,213.16,0.5069,1.33,2.63,8.75,0.5964,0.5069,69.983,6.1241,1239.3,793.0,1753.0,196.81,2.4582,0.5106,4.1419,0
44b6_0113de3b,47,24,24,40.43,66.0,0.6126,1.76,2.87,8.12,0.491,0.6126,22.9712,5.2754,1106.21,902.0,1316.0,100.04,2.6972,1.6944,4.2198,0
44b6_0113de3b,48,37,37,68.29,112.75,0.6056,1.9,3.13,9.19,0.4757,0.6056,49.3737,6.9882,1545.0,1350.0,1782.0,105.57,2.6839,1.7742,3.6999,0
44b6_0113de3b,49,28,28,56.88,80.25,0.7088,2.11,2.97,6.08,0.4548,0.7088,33.8039,7.9001,1841.89,1514.0,2110.0,122.86,2.7547,1.5845,3.8359,0
44b6_0113de3b,50,67,67,100.25,174.73,0.5738,1.52,2.65,7.45,0.5893,0.5738,163.8417,7.1336,1032.75,598.0,1550.0,190.16,2.711,1.0914,4.0184,0
44b6_0113de3b,51,56,56,102.59,162.71,0.6305,1.87,2.96,7.45,0.4784,0.6305,115.0652,8.8016,1591.5,363.0,1844.0,267.8,2.6874,0.7315,3.6888,0
44b6_0113de3b,52,55,55,103.02,160.42,0.6422,1.91,2.97,8.29,0.5394,0.649,155.7987,9.0855,2331.69,357.0,2716.0,431.34,2.9175,0.513,4.4846,0
44b6_0113de3b,53,13,13,25.02,35.16,0.7115,2.08,2.93,3.98,0.3198,0.7664,97.6134,5.3482,1736.92,1509.0,1984.0,131.9,3.0504,1.994,3.7007,0
44b6_0113de3b,54,80,80,102.94,193.15,0.5329,1.3,2.44,8.12,0.6352,0.5329,101.3338,6.2114,1079.47,812.0,1505.0,135.11,2.66,1.057,3.9781,0
44b6_0113de3b,55,19,19,34.78,53.86,0.6457,1.93,2.99,6.08,0.3835,0.6457,19.715,5.438,1662.53,1246.0,1915.0,176.17,2.9968,2.1397,4.7043,0
44b6_0113de3b,56,12,12,20.87,29.34,0.7114,1.9,2.67,3.98,0.4255,0.7114,48.8241,4.6766,1793.67,1439.0,2057.0,193.09,3.0714,2.4565,3.9946,0
44b6_0113de3b,57,21,21,37.13,61.78,0.601,1.86,3.09,6.08,0.367,0.601,18.4553,5.1123,744.43,583.0,858.0,89.17,2.7006,1.8515,3.698,0
44b6_0113de3b,58,7,7,11.94,18.06,0.6612,1.99,3.01,5.39,0.4074,0.6612,7.3615,3.4818,691.57,653.0,760.0,42.58,2.9182,2.0255,4.2633,0
44b6_0113de3b,59,50,50,82.28,133.18,0.6178,1.68,2.72,6.7,0.49,0.6178,100.9271,7.336,1301.76,754.0,1627.0,191.97,2.5566,1.7483,3.8514,0
44b6_0113de3b,60,31,31,53.16,85.64,0.6207,1.77,2.85,5.14,0.3806,0.6207,29.1475,6.1229,1042.52,853.0,1278.0,105.27,2.8922,1.7095,4.0955,0
44b6_0113de3b,61,6,6,9.33,11.48,0.8132,1.87,2.3,3.63,0.3194,0.8132,17.5717,3.7187,995.5,528.0,1212.0,254.15,2.3669,1.7598,2.8824,0
44b6_0113de3b,62,3,3,2.3,2.3,1.0,1.15,1.15,2.3,1.0,1.0,176041.6667,1.9902,1529.0,1229.0,1723.0,263.51,2.5908,2.1497,3.3003,0
44b6_0113de3b,63,61,61,93.81,157.32,0.5963,1.56,2.62,7.27,0.6238,0.5993,130.3906,7.2822,2361.77,476.0,3019.0,463.54,3.0434,1.7679,4.4326,0
44b6_0113de3b,64,59,59,87.66,162.68,0.5388,1.51,2.8,7.62,0.5336,0.5388,37.7192,6.2553,1850.17,1446.0,2719.0,214.45,2.7651,1.5854,3.4889,0
44b6_0113de3b,65,3,3,4.88,5.11,0.9535,2.44,2.56,2.81,0.101,0.9535,30.6325,4.0256,964.0,948.0,980.0,16.0,2.5087,1.4566,3.1101,0
44b6_0113de3b,66,52,52,95.24,154.94,0.6147,1.87,3.04,7.08,0.5439,0.6449,108.2033,8.2773,2254.25,727.0,2587.0,265.47,2.7548,1.1786,4.2781,0
44b6_0113de3b,67,83,83,98.27,209.25,0.4696,1.2,2.55,8.12,0.6321,0.4703,53.0779,5.1273,1250.39,573.0,1700.0,224.35,2.5966,0.9943,3.9261,0
44b6_0113de3b,68,88,88,104.23,219.94,0.4739,1.2,2.53,8.9,0.5986,0.4739,80.048,5.3259,693.86,434.0,951.0,105.18,2.5684,1.0755,4.3279,0
44b6_0113de3b,69,53,53,89.21,151.5,0.5889,1.72,2.91,8.12,0.5729,0.6126,100.6489,7.3551,1357.34,324.0,1669.0,233.21,2.6576,0.493,3.9995,0
44b6_0113de3b,70,47,47,81.59,124.07,0.6576,1.77,2.7,7.96,0.5911,0.6576,92.6675,7.9966,2002.38,1574.0,2349.0,148.6,2.9237,1.84,4.5032,0
44b6_0113de3b,71,56,56,78.96,169.88,0.4648,1.44,3.09,8.75,0.5416,0.4648,21.9873,4.9933,817.48,294.0,1633.0,269.68,2.163,0.7899,3.784,0
44b6_0113de3b,72,56,56,74.5,160.32,0.4647,1.35,2.91,9.19,0.5576,0.4647,59.6309,4.7107,1608.45,963.0,1995.0,258.17,2.7212,1.742,3.7765,0
44b6_0113de3b,73,43,43,70.78,100.48,0.7044,1.69,2.39,6.08,0.4683,0.7044,99.0561,7.7835,2426.49,1123.0,2796.0,275.94,2.8922,1.7642,3.9187,0
44b6_0113de3b,74,54,54,90.27,148.78,0.6067,1.7,2.81,8.12,0.5499,0.6207,93.507,7.594,1387.11,369.0,1644.0,224.97,3.04,1.0269,5.1929,0
44b6_0113de3b,75,43,43,70.4,117.39,0.5997,1.68,2.8,6.89,0.5288,0.6056,25.0027,6.592,995.56,356.0,1658.0,298.97,2.5152,1.013,3.6705,0
44b6_0113de3b,76,13,13,15.42,25.73,0.5992,1.28,2.14,3.98,0.386,0.5992,13.1163,2.7756,898.69,839.0,958.0,35.62,3.1039,2.3171,3.6809,0
44b6_0113de3b,77,12,12,20.23,26.27,0.7702,1.84,2.39,3.98,0.3697,0.7702,49.6121,4.9071,1467.83,1160.0,1767.0,159.9,2.8945,2.1018,3.5441,0
44b6_0113de3b,78,10,10,16.09,23.21,0.6932,1.79,2.58,3.98,0.3838,0.6932,20.9753,3.918,1135.5,928.0,1409.0,189.24,2.5464,1.5842,3.5959,0
44b6_0113de3b,79,47,47,53.62,117.44,0.4566,1.17,2.55,6.5,0.4918,0.4651,18.5781,3.6494,634.87,398.0,1113.0,146.94,2.6223,0.8591,4.0149,0
44b6_0113de3b,80,2,2,3.63,3.63,1.0,3.63,3.63,3.63,0.0,1.0,1.0,5.1387,1573.0,1328.0,1818.0,346.48,2.7161,2.3973,3.0348,0
44b6_0113de3b,81,4,4,7.08,7.41,0.9558,2.36,2.47,2.81,0.0986,0.9558,36.492,4.5134,1524.5,1204.0,1704.0,227.07,2.7731,2.1083,3.2675,0
44b6_0113de3b,82,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,459.0,459.0,459.0,0.0,0.243,0.243,0.243,0
44b6_0113de3b,83,45,45,87.6,127.9,0.6849,1.99,2.91,7.08,0.4856,0.6849,103.0076,9.1469,1872.84,614.0,2578.0,364.31,2.4776,0.7889,3.9666,0
44b6_0113de3b,84,32,32,54.33,81.61,0.6658,1.75,2.63,5.39,0.4524,0.6658,29.3029,6.6015,2367.28,1792.0,3891.0,500.22,2.903,1.8912,4.2885,0
44b6_0113de3b,85,9,9,14.62,18.42,0.7939,1.83,2.3,3.98,0.5544,0.7939,47.7908,4.3543,180.44,137.0,208.0,21.1,2.2476,0.0,4.2127,0
44b6_0113de3b,86,55,55,80.1,155.95,0.5136,1.48,2.89,8.44,0.5492,0.5166,58.765,5.6508,1513.47,405.0,2613.0,309.77,2.6556,0.6041,3.9918,0
44b6_0113de3b,87,33,33,49.95,80.1,0.6236,1.56,2.5,7.08,0.5512,0.6236,22.3792,5.5924,1460.64,1048.0,1736.0,131.64,2.7289,1.8148,3.8683,0
44b6_0113de3b,88,12,12,19.36,23.49,0.8245,1.76,2.14,4.6,0.6075,0.8245,39.8092,5.0277,1107.92,878.0,1315.0,121.47,2.5677,2.0405,3.3663,0
44b6_0113de3b,89,40,40,67.18,101.27,0.6633,1.72,2.6,6.08,0.5247,0.6633,50.1318,7.2265,1114.2,699.0,1524.0,178.41,2.6958,1.6516,4.4173,0
44b6_0113de3b,90,48,48,82.04,135.2,0.6068,1.75,2.88,7.62,0.5447,0.6068,80.2895,7.3385,1077.44,527.0,1848.0,250.11,2.6075,0.2421,3.7515,0
44b6_0113de3b,91,28,28,46.11,83.32,0.5533,1.71,3.09,7.45,0.4489,0.5639,21.5445,4.9998,817.82,486.0,1122.0,141.07,2.5546,1.5516,3.3426,0
44b6_0113de3b,92,47,47,84.16,117.66,0.7153,1.83,2.56,7.45,0.5134,0.7153,116.7571,8.971,2148.62,508.0,2648.0,442.76,2.5481,0.9391,3.8358,0
44b6_0113de3b,93,51,51,62.09,127.8,0.4859,1.24,2.56,8.12,0.6502,0.4859,48.8982,4.3088,1249.35,798.0,1658.0,170.69,2.6553,1.3149,3.8063,0
44b6_0113de3b,94,25,25,53.35,75.0,0.7114,2.22,3.13,6.5,0.3861,0.7114,17.8749,7.9069,817.24,664.0,1004.0,96.46,2.7172,1.7658,3.7425,0
44b6_0113de3b,95,8,8,16.65,20.36,0.8179,2.38,2.91,4.88,0.339,0.8179,47.9764,5.5028,1918.38,1017.0,2268.0,408.17,2.4703,1.5795,3.4087,0
44b6_0113de3b,96,47,47,81.33,126.22,0.6444,1.77,2.74,6.08,0.3889,0.653,133.4226,7.8104,2083.89,1060.0,2429.0,285.69,2.6459,1.1141,4.1879,0
44b6_0113de3b,97,69,69,84.01,176.0,0.4774,1.24,2.59,8.9,0.7162,0.4774,60.2518,4.8991,1235.74,559.0,1589.0,216.14,2.5231,1.2556,4.5765,0
44b6_0113de3b,98,22,22,34.01,52.05,0.6534,1.62,2.48,4.88,0.4325,0.6534,17.3348,4.9629,1774.45,1090.0,1992.0,184.85,2.8672,1.688,3.9544,0
44b6_0113de3b,99,47,47,71.98,127.21,0.5658,1.56,2.77,7.08,0.395,0.5658,111.2973,6.07,1836.74,1527.0,2061.0,137.44,2.7269,1.7164,3.9788,0
44b6_0113de3b,100,71,71,82.95,200.78,0.4132,1.19,2.87,9.48,0.67,0.4132,32.3302,4.1255,966.8,350.0,1520.0,187.44,2.568,0.7147,3.978,0
44b6_0113de3b,101,60,60,78.2,154.51,0.5061,1.33,2.62,7.45,0.6501,0.5061,58.9681,5.1965,1143.07,811.0,1481.0,140.19,2.7369,1.5037,3.9768,0
44b6_0113de3b,102,45,45,75.85,104.37,0.7268,1.72,2.37,6.7,0.5955,0.7268,162.8638,8.405,1686.29,1171.0,1934.0,133.89,2.8056,1.4552,3.8944,0
44b6_0113de3b,103,25,25,30.23,52.09,0.5803,1.26,2.17,5.14,0.555,0.5803,15.2722,3.6543,1707.04,909.0,1960.0,226.72,2.648,1.6856,3.4571,0
44b6_0113de3b,104,38,38,59.42,96.91,0.6131,1.61,2.62,6.08,0.466,0.6233,26.1362,6.0695,773.5,638.0,933.0,68.1,2.7288,2.0245,4.374,0
44b6_0113de3b,105,34,34,44.41,90.74,0.4895,1.35,2.75,5.86,0.3336,0.4895,21.1071,3.8412,1448.0,850.0,1794.0,205.15,2.6402,1.2137,3.8698,0
44b6_0113de3b,106,6,6,5.86,6.88,0.8512,1.17,1.38,3.63,0.9749,0.8512,23.4262,2.4431,1213.5,920.0,1442.0,178.36,2.3832,1.7468,3.3386,0
44b6_0113de3b,107,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1390.0,1390.0,1390.0,0.0,2.2868,2.2868,2.2868,0
44b6_0113de3b,108,47,47,72.74,116.94,0.6221,1.58,2.54,7.08,0.4752,0.6236,117.0745,6.7442,1575.53,975.0,2083.0,232.73,2.7256,1.2567,4.0304,0
44b6_0113de3b,109,38,38,65.69,96.38,0.6815,1.78,2.6,5.86,0.5321,0.6815,24.8971,7.4586,361.79,285.0,491.0,49.73,2.5532,1.0075,4.3376,0
44b6_0113de3b,110,22,22,42.41,67.21,0.6309,2.02,3.2,7.62,0.4897,0.6309,27.7207,5.9759,744.68,447.0,1024.0,146.0,2.5246,1.1533,3.2847,0
44b6_0113de3b,111,42,42,56.62,91.8,0.6167,1.38,2.24,4.88,0.5796,0.6167,52.8581,5.5196,1286.74,936.0,1576.0,120.95,2.6168,1.5974,4.2465,0
44b6_0113de3b,112,27,27,44.5,68.58,0.6489,1.71,2.64,6.08,0.4754,0.6489,35.0613,5.771,1507.63,1037.0,1958.0,255.44,2.778,1.2971,3.9709,0
44b6_0113de3b,113,44,44,78.99,117.96,0.6697,1.84,2.74,8.75,0.5454,0.6697,76.6851,8.1601,2004.0,865.0,3652.0,497.82,2.6823,1.6953,3.7686,0
44b6_0113de3b,114,26,26,49.29,73.81,0.6678,1.97,2.95,5.86,0.3388,0.6678,20.444,6.713,387.04,254.0,476.0,63.83,2.6324,1.2979,3.869,0
44b6_0113de3b,115,13,13,17.58,24.87,0.7066,1.46,2.07,3.63,0.4218,0.7066,37.6177,3.7319,1335.46,1161.0,1512.0,117.89,2.4394,1.7238,3.4573,0
44b6_0113de3b,116,47,47,71.52,114.9,0.6224,1.55,2.5,7.45,0.5936,0.6224,87.9863,6.6342,1871.15,1166.0,2139.0,171.47,2.8378,1.9846,3.7087,0
44b6_0113de3b,117,10,10,23.32,30.71,0.7594,2.59,3.41,8.29,0.557,0.7594,26.7273,6.2236,777.3,687.0,940.0,87.5,2.5442,1.2423,3.8713,0
44b6_0113de3b,118,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,204.0,204.0,204.0,0.0,2.1705,2.1705,2.1705,0
44b6_0113de3b,119,32,32,43.54,77.46,0.5621,1.4,2.5,6.08,0.6035,0.5621,20.4175,4.4663,1190.94,1013.0,1365.0,104.86,2.7567,1.8183,4.0509,0
44b6_0113de3b,120,40,40,67.28,102.76,0.6547,1.73,2.63,7.08,0.4984,0.6547,74.3498,7.1427,2055.32,889.0,2600.0,406.28,2.5968,1.0555,3.6934,0
44b6_0113de3b,121,41,41,54.41,110.61,0.4919,1.36,2.77,8.29,0.551,0.4919,24.6731,4.2839,927.46,303.0,1390.0,265.75,2.6554,0.9167,3.9502,0
44b6_0113de3b,122,41,41,67.92,98.63,0.6886,1.7,2.47,7.45,0.4763,0.6959,93.7111,7.487,1721.29,467.0,2151.0,465.99,2.5282,0.2983,3.7671,0
44b6_0113de3b,123,33,33,49.34,75.19,0.6563,1.54,2.35,6.08,0.6595,0.6563,51.6958,5.8131,1841.18,1104.0,2092.0,172.0,2.9335,2.1155,4.0544,0
44b6_0113de3b,124,35,35,61.21,93.08,0.6577,1.8,2.74,6.08,0.461,0.6577,66.6409,7.0049,1940.51,1609.0,2262.0,172.94,2.6928,1.625,3.4475,0
44b6_0113de3b,125,41,41,65.02,98.2,0.6621,1.63,2.46,6.08,0.6253,0.6744,158.6431,6.8914,1857.34,840.0,2365.0,385.14,2.6179,1.4116,3.7082,0
44b6_0113de3b,126,60,60,72.69,146.0,0.4979,1.23,2.47,8.12,0.6408,0.5034,111.7209,4.7514,1498.12,290.0,1926.0,401.52,2.4536,0.7166,3.9586,0
44b6_0113de3b,127,24,24,33.58,54.41,0.6171,1.46,2.37,6.08,0.5774,0.6171,10.6497,4.4138,686.67,572.0,964.0,84.68,2.7436,0.8005,4.1163,0
44b6_0113de3b,128,51,51,63.81,123.23,0.5178,1.28,2.46,6.89,0.5823,0.5178,46.1621,4.7196,719.14,621.0,844.0,59.64,2.6833,1.3419,3.9464,0
44b6_0113de3b,129,24,24,28.24,51.78,0.5453,1.23,2.25,5.63,0.56,0.5453,9.8107,3.2802,1954.75,1368.0,2231.0,185.44,2.8633,2.247,3.7986,0
44b6_0113de3b,130,2,2,1.62,1.62,1.0,1.62,1.62,1.62,0.0,1.0,1.0,2.2981,1367.5,1187.0,1548.0,255.27,2.3129,1.9355,2.6902,0
44b6_0113de3b,131,25,25,35.82,61.56,0.582,1.49,2.56,6.08,0.5206,0.582,12.2487,4.3433,711.72,431.0,852.0,96.62,2.5189,1.2774,3.651,0
44b6_0113de3b,132,36,36,53.01,100.7,0.5263,1.51,2.88,6.89,0.4505,0.5263,24.2717,4.7828,1103.44,878.0,1610.0,168.41,2.7111,1.7806,3.3421,0
44b6_0113de3b,133,2,2,2.81,2.81,1.0,2.81,2.81,2.81,0.0,1.0,1.0,3.9804,525.0,520.0,530.0,7.07,3.6147,3.6019,3.6275,0
44b6_0113de3b,134,6,6,6.7,12.11,0.5535,1.34,2.42,3.98,0.4139,0.6296,11.745,1.8167,1395.5,1228.0,1811.0,226.13,2.4311,0.6646,3.3584,0
44b6_0113de3b,135,6,6,3.98,11.33,0.3512,0.8,2.27,2.81,0.1668,0.4055,2.6259,0.6848,988.67,791.0,1243.0,165.37,2.7854,1.7573,3.7499,0
44b6_0113de3b,136,46,46,65.26,114.58,0.5696,1.45,2.55,8.29,0.5748,0.5696,50.7911,5.6026,1196.89,786.0,1816.0,254.4,2.5414,1.4851,3.7271,0
44b6_0113de3b,137,6,6,10.9,14.64,0.7445,2.18,2.93,3.98,0.2169,0.7445,15.479,3.976,553.5,535.0,566.0,11.61,2.7528,1.9383,3.4676,0
44b6_0113de3b,138,24,24,32.26,47.55,0.6784,1.4,2.07,5.14,0.5859,0.6784,16.4284,4.6608,1315.71,672.0,1647.0,207.77,2.5985,1.4832,3.6933,0
44b6_0113de3b,139,34,34,56.41,87.1,0.6476,1.71,2.64,6.7,0.5458,0.6476,33.9725,6.4548,1854.74,938.0,2616.0,285.08,2.7053,1.7527,3.6655,0
44b6_0113de3b,140,16,16,31.55,49.63,0.6358,2.1,3.31,5.63,0.3766,0.6358,16.7525,5.3491,653.06,442.0,873.0,127.8,2.3115,1.3601,3.2366,0
44b6_0113de3b,141,41,41,58.73,101.09,0.5809,1.47,2.53,7.27,0.4901,0.5827,33.5104,5.4609,1283.15,1048.0,1610.0,159.45,2.7243,1.6222,4.112,0
44b6_0113de3b,142,25,25,44.59,66.14,0.6742,1.86,2.76,7.08,0.4809,0.6742,23.2869,6.2628,2716.36,2374.0,2908.0,131.39,2.858,1.9321,3.5906,0
44b6_0113de3b,143,36,36,61.86,88.49,0.699,1.77,2.53,7.62,0.5353,0.699,29.8316,7.4125,2124.83,1663.0,2458.0,194.61,2.9691,2.0112,4.3966,0
