dataset,total_nodes,total_edges,mean_dist_um,median_dist_um,p90_dist_um,p95_dist_um,p99_dist_um,max_dist_um,edges_over_7um,ratio_over_7um_pct,edges_over_10um,ratio_over_10um_pct,edges_over_15um,ratio_over_15um_pct
6bba_0e7c0d07,209,198,3.614925023141344,3.5297619610570585,5.776695898233562,7.108717979605998,9.349549168013246,15.554654146749776,11,5.555555555555555,2,1.0101010101010102,1,0.5050505050505051
6bba_3db54e20,502,474,3.622812355681009,3.5648292823780494,5.87308811976289,7.178582204197754,9.455788624806576,11.668642875780371,26,5.485232067510549,1,0.21097046413502107,0,0.0
6bba_789f8168,713,681,3.1413140778144593,2.7252078475778685,5.998209368219819,7.094851236107774,9.156339433866387,9.95934117110665,37,5.4331864904552125,0,0.0,0,0.0
6bba_32db13fc,862,811,2.918581854428373,2.4375,5.658407737606049,7.06542214511216,8.718764978165407,9.992428774452184,43,5.30209617755857,0,0.0,0,0.0
44b6_267148e4,280,277,2.816082578593125,2.333728575156074,5.58501412822743,6.943970247221553,8.44319535269192,9.27282867104208,14,5.054151624548736,0,0.0,0,0.0
6bba_4f99ce20,1057,1010,2.503883558519544,2.0714766773970688,5.5270887861964475,7.056918762183249,9.506939211109447,12.481861840286488,51,5.0495049504950495,5,0.49504950495049505,0,0.0
6bba_2819ca14,986,949,3.2537067656582885,2.8726212985703494,5.525597394173774,6.792911313736617,12.98287768942337,21.695423624580368,46,4.847207586933614,16,1.685985247629083,5,0.5268703898840885
6bba_12665c0e,1036,998,3.018430797311575,2.4375,5.58501412822743,6.640571546920228,12.193943227110292,16.35124708546721,47,4.709418837675351,15,1.503006012024048,1,0.1002004008016032
44b6_2f31fc2f,89,85,3.3060996698367284,2.9575446425202108,5.60528360023314,6.7123063227873345,10.33774611904935,10.570309612896871,4,4.705882352941177,2,2.3529411764705883,0,0.0
6bba_1f58c2f6,317,299,2.64508685801671,2.03125,5.343384490423649,6.921757377517177,8.64654239060331,12.119602535768243,14,4.682274247491638,1,0.33444816053511706,0,0.0
6bba_80d12824,680,654,2.437844188090005,1.86167137607581,5.28125,6.8142282680742845,9.77433007851401,15.691981431610222,30,4.587155963302752,4,0.6116207951070336,1,0.1529051987767584
6bba_afb141ff,654,626,2.212530376192236,1.8168052317185792,4.4687118464808995,6.416940222321415,9.823759989859678,13.18279685091521,27,4.313099041533546,4,0.6389776357827476,0,0.0
6bba_971fa5e0,792,767,2.4832620244946253,2.03125,5.202538442914189,6.563169608695177,11.852021785861725,15.822902951497237,33,4.3024771838331155,12,1.564537157757497,4,0.5215123859191656
44b6_c8e2a523,168,164,2.3783041872253468,2.03125,4.021669817998489,6.492756667390898,8.357801851919415,9.165417765301264,7,4.2682926829268295,0,0.0,0,0.0
6bba_f17befbc,1078,1015,2.734739937646239,2.368824207280903,5.119339882662191,6.617010703208677,8.866106458576168,13.157734476820089,41,4.039408866995074,2,0.19704433497536944,0,0.0
6bba_78a7bd97,886,832,2.45093433732772,2.0714766773970688,5.1531312830042175,6.40342986096928,9.518871188668447,14.591106559305226,32,3.8461538461538463,4,0.4807692307692308,0,0.0
6bba_fe670320,716,680,3.1445388059929362,2.9575446425202108,5.343384490423649,6.602028992943851,8.240619630603408,9.884489111734608,26,3.823529411764706,0,0.0,0,0.0
6bba_d1acb6ff,681,643,3.411215223533308,3.093907824257213,5.525597394173774,6.397631397634597,8.598119586549924,18.99408830728656,24,3.7325038880248838,1,0.15552099533437014,1,0.15552099533437014
6bba_20852818,952,909,2.262434068039269,1.8168052317185792,5.202538442914189,6.319766856854769,8.896027319057241,13.363093415261304,33,3.6303630363036308,4,0.44004400440044,0,0.0
6bba_15403b9a,758,729,2.9610149825757466,2.6012692214570947,4.945578288472207,6.214430032191206,12.547888439348249,17.967092314840485,26,3.5665294924554183,9,1.2345679012345678,2,0.2743484224965706
6bba_bbb708ca,892,861,2.2814095138758588,1.86167137607581,4.908737426772795,5.998209368219819,8.946728190377755,15.691981431610222,30,3.484320557491289,6,0.6968641114982579,1,0.11614401858304298
6bba_6479435d,617,580,2.6087267061819337,2.0714766773970688,5.156332996969519,6.662995408410545,8.819456614691328,9.884489111734608,19,3.2758620689655173,0,0.0,0,0.0
6bba_6321a359,827,798,2.26635053300682,1.86167137607581,5.154734625807618,5.998799753099628,9.068015738047853,11.774243606278919,26,3.258145363408521,1,0.12531328320802004,0,0.0
44b6_cf8fed6b,191,188,2.8276242895058568,2.4375,4.541261684356273,5.829227607713874,8.417847714174851,14.172245378291331,6,3.1914893617021276,2,1.0638297872340425,0,0.0
6bba_ebdf3b34,847,803,2.1909770899323364,1.86167137607581,4.726850077176432,6.213100740822581,8.413591645966646,11.753199364960164,25,3.1133250311332503,2,0.24906600249066002,0,0.0
6bba_312f0dc3,520,500,3.2122202143233536,2.9575446425202108,4.912088139682247,5.705585813449794,7.98378911529544,9.492698674507688,15,3.0,0,0.0,0,0.0
6bba_f8ffd5e7,389,370,2.8849256895333513,2.6012692214570947,4.912088139682247,5.897522325282541,8.8604138830681,10.405076885828379,11,2.9729729729729732,1,0.2702702702702703,0,0.0
6bba_062c8d37,930,898,2.1238490226340714,1.8168052317185792,4.487177913232324,5.937335450648019,8.307878594882624,9.834271229989541,26,2.89532293986637,0,0.0,0,0.0
44b6_3a861e03,935,919,1.884832972775491,1.6750116604071745,3.255058442049258,4.913755005984693,8.694129664607033,9.518741792511236,26,2.8291621327529923,0,0.0,0,0.0
6bba_c328f2fd,511,500,2.1261005221028544,1.7235727791422095,4.492661429838738,5.877965276176441,9.141475438798706,13.381606137250492,14,2.8000000000000003,4,0.8,0,0.0
44b6_d29c9ab2,1353,1328,1.938264914537929,1.7235727791422095,3.2575876630738847,4.666504242718086,9.967623368938053,12.795262795269194,35,2.635542168674699,13,0.9789156626506025,0,0.0
6bba_705ec2c9,596,562,1.950380714622973,1.6750116604071745,4.235497041798018,5.524849680029548,8.139103442597243,9.690574109024707,14,2.491103202846975,0,0.0,0,0.0
6bba_6ca87370,1081,1052,2.039162692545419,1.6750116604071745,4.375446405796785,5.58501412822743,9.38703470109198,21.050650413051375,26,2.4714828897338403,9,0.8555133079847909,2,0.19011406844106463
6bba_43fea39d,910,880,2.1147318191626097,1.7235727791422095,4.162823748671087,5.307541512080248,8.963674082749689,24.381769893200946,21,2.3863636363636367,6,0.6818181818181818,2,0.22727272727272727
6bba_1ebfb80d,745,719,2.089510106829307,1.8168052317185792,4.394265616971737,5.306118287237191,8.512835050457788,12.955490209270353,17,2.364394993045897,3,0.4172461752433936,0,0.0
44b6_668e0cc7,643,631,2.261533125284096,1.9902104160113323,3.6336104634371584,4.763695632148041,9.056733078903232,14.270886557078365,14,2.218700475435816,5,0.7923930269413629,0,0.0
6bba_2646afc7,738,721,1.5461483498748603,1.284675299443404,3.300390601883359,3.8540258983302125,8.043293472962644,15.506834430743755,15,2.0804438280166435,3,0.4160887656033287,1,0.13869625520110956
6bba_f4ae811c,1001,965,2.8456690803839373,2.4375,4.938842902044209,5.756718755024432,7.909663859289815,19.83981260149652,20,2.072538860103627,6,0.6217616580310881,5,0.5181347150259068
6bba_fc83837d,957,923,1.9231587556340386,1.6750116604071745,3.8540258983302125,4.869895147285914,8.612646770503368,16.779649597801498,19,2.058504875406284,5,0.5417118093174431,1,0.10834236186348861
6bba_eebc57a5,1026,989,1.9559690663221896,1.6750116604071745,4.0010984819796676,5.519615681019975,8.136366381752499,9.992428774452184,20,2.0222446916076846,0,0.0,0,0.0
44b6_0113de3b,52,50,3.1241037554207725,2.882652237165848,4.666571847643813,6.2922393985028595,7.28040182045448,7.814374775053984,1,2.0,0,0.0,0,0.0
6bba_ae82a791,1495,1471,1.7482614660121367,1.4647552056572457,3.832554834897995,5.3201182223254,8.02482944526287,9.484001743067111,28,1.9034670292318152,0,0.0,0,0.0
44b6_587a1e22,381,371,3.02594678290792,2.7252078475778685,5.008586377412294,5.9150892850404215,7.6359856122497956,9.917826437783633,7,1.8867924528301887,0,0.0,0,0.0
6bba_cdcfe533,1419,1348,2.744903162074748,2.569350598886808,4.503628463051559,5.404804720107841,8.084407144017986,10.694487847134148,25,1.8545994065281897,1,0.0741839762611276,0,0.0
6bba_13f19531,737,704,2.9680985978549614,2.7252078475778685,4.72188495641877,5.408551045707173,8.046415932506735,10.017172754824587,13,1.8465909090909092,1,0.14204545454545456,0,0.0
6bba_1d0d8384,1438,1365,2.030753061523198,1.7235727791422095,3.9804208320226646,5.1192469419556454,9.326822295217697,14.647552056572456,25,1.8315018315018317,12,0.8791208791208791,0,0.0
6bba_337b1b3a,1272,1213,2.4848205421809033,2.1877232028983924,4.0827619710803615,5.170718337426629,8.070945364290857,21.003557176404666,22,1.8136850783182192,7,0.5770816158285244,5,0.4122011541632316
44b6_97725144,225,221,2.766127646206001,2.333728575156074,4.89189779763437,5.658407737606049,7.698087097012639,8.75089281159357,4,1.809954751131222,0,0.0,0,0.0
6bba_9e23430b,914,891,1.8028064373119144,1.6750116604071745,3.5648292823780494,4.814773106098088,8.505010640705246,14.471854418577461,16,1.7957351290684627,5,0.5611672278338945,0,0.0
44b6_a21120c2,296,286,3.127056455649269,2.943527526917351,4.798154199212695,5.650752828600126,7.774084656705075,8.540917141911635,5,1.7482517482517483,0,0.0,0,0.0
6bba_74686d6a,586,576,1.584240612163906,1.2517126497217022,3.1729139308370784,4.759224179136143,8.08238595467426,13.214057973423607,10,1.7361111111111112,1,0.1736111111111111,0,0.0
6bba_3abfe10a,997,935,1.6892033066061234,1.6750116604071745,3.4181137126948404,4.241374519244911,8.089615207495223,12.160386507015309,16,1.7112299465240641,3,0.32085561497326204,0,0.0
6bba_05db0fb1,1229,1183,1.8092604065999074,1.6750116604071745,3.6198542272253333,5.202538442914189,7.538997305665223,9.834271229989541,20,1.69061707523246,0,0.0,0,0.0
6bba_283bf9f1,1342,1288,3.0509454592303693,2.8726212985703494,4.958913218891817,5.658407737606049,7.220860443363328,9.89283397528231,21,1.6304347826086956,0,0.0,0,0.0
6bba_fc5f39dc,471,458,2.482481707239215,2.0714766773970688,4.182599744775969,5.420051026051323,7.122293525965134,8.002196963959335,7,1.5283842794759825,0,0.0,0,0.0
6bba_b329af44,1316,1268,1.8700629140279807,1.6750116604071745,3.65625,4.908737426772795,7.908725431531043,9.65645226325383,19,1.498422712933754,0,0.0,0,0.0
44b6_5f15d135,278,273,2.0015132826463886,1.86167137607581,3.3696574196112445,3.6830871008606465,7.707267200676663,8.75089281159357,4,1.465201465201465,0,0.0,0,0.0
6bba_cff5865f,1571,1501,2.4517080721852618,2.0714766773970688,4.375446405796785,5.202538442914189,7.729433396116432,15.314062420288746,21,1.3990672884743505,8,0.5329780146568954,1,0.06662225183211193
6bba_91951b3a,1188,1148,2.72694967926759,2.368824207280903,4.461325419780328,5.535291442321147,8.086697156155736,19.295805891436615,16,1.3937282229965158,8,0.6968641114982579,8,0.6968641114982579
6bba_96833384,758,721,2.5672236241800617,2.1877232028983924,4.5420130792964475,5.51064311128928,7.5545012214717335,9.825876630738858,10,1.3869625520110958,0,0.0,0,0.0
6bba_e16ffc58,964,942,1.8170388777852784,1.6750116604071745,3.6539860463437153,4.956404429285862,8.431706131973689,13.350737339188424,13,1.3800424628450108,3,0.3184713375796179,0,0.0
44b6_1574802b,155,153,2.4258282595130107,2.1877232028983924,3.72334275215162,3.969596880915784,6.650035025576457,11.058659290913162,2,1.3071895424836601,1,0.6535947712418301,0,0.0
6bba_825bd1c6,968,930,1.9164415093484182,1.6750116604071745,4.241374519244911,5.163525667198073,7.198768340834423,9.901171805650076,12,1.2903225806451613,0,0.0,0,0.0
6bba_57b7cc1e,1659,1592,1.7858681817236548,1.6750116604071745,3.65625,4.755034338729848,7.392470915575078,9.834271229989541,20,1.256281407035176,0,0.0,0,0.0
6bba_3c5691b6,765,746,1.367260408663375,0.9084026158592896,2.632800908728193,4.077696478310271,7.23318480654512,13.528795966844203,9,1.2064343163538873,1,0.13404825737265416,0,0.0
6bba_7d3058ae,1200,1173,1.6577777238169298,1.4647552056572457,3.471001521535247,5.202538442914189,7.781196633625784,8.83535378819094,14,1.1935208866155158,0,0.0,0,0.0
6bba_07e24132,359,345,1.7082664556530542,1.6750116604071745,3.48521739245574,4.792371361501849,7.170479063901225,10.033634841123131,4,1.1594202898550725,1,0.2898550724637681,0,0.0
6bba_d82a4fc6,545,530,1.5774363735210195,1.4647552056572457,2.878310209844765,4.838104405203704,7.6273661020934,12.295356084717515,6,1.1320754716981132,1,0.18867924528301888,0,0.0
6bba_9a41d029,1401,1353,1.897392956519384,1.7235727791422095,3.832554834897995,4.89189779763437,7.051723435727978,9.992428774452184,15,1.1086474501108647,0,0.0,0,0.0
6bba_5b28472a,737,724,1.3844638462107945,1.21875,2.4375,3.623293286278294,7.844687499999978,8.53125,8,1.1049723756906076,0,0.0,0,0.0
6bba_3fda6b25,1207,1179,1.4413247195386145,1.21875,2.632800908728193,4.1429533547941375,7.144862715493332,8.83535378819094,13,1.102629346904156,0,0.0,0,0.0
6bba_6feeb0b1,1389,1343,1.7722912648928397,1.6750116604071745,3.374565944310468,4.182599744775969,7.023484461742259,12.167170544645948,14,1.0424422933730455,1,0.07446016381236038,0,0.0
6bba_4aa14c89,707,681,1.7820712719077818,1.6750116604071745,3.5648292823780494,5.008586377412294,6.9441853842240056,9.766912415139188,7,1.0279001468428781,0,0.0,0,0.0
6bba_786893ac,1465,1395,1.6899648447960482,1.625,3.374565944310468,4.967081683473566,6.973361108405396,9.89283397528231,14,1.003584229390681,0,0.0,0,0.0
6bba_d0fc38b5,835,813,1.4380648460627496,1.284675299443404,2.8668470388562817,3.471001521535247,5.516575590291609,9.926143274832375,8,0.984009840098401,0,0.0,0,0.0
6bba_48816121,935,918,2.275663179396447,2.0714766773970688,3.6787502123683256,4.182599744775969,6.94854552302744,11.788252229444364,9,0.9803921568627451,1,0.10893246187363835,0,0.0
6bba_5c824876,1170,1130,2.9251812213939665,2.7252078475778685,4.341351376478627,5.1882193954447855,6.819529313616838,13.006346107285474,11,0.9734513274336283,1,0.08849557522123894,0,0.0
6bba_969618f6,679,658,2.3970176205806775,2.1877232028983924,3.838996153927662,4.375446405796785,6.770086144217358,12.846752994434041,6,0.911854103343465,1,0.1519756838905775,0,0.0
44b6_e31261b4,116,113,2.34238868157222,2.1877232028983924,3.5508023538496527,3.832554834897995,5.040163573465072,7.289895618251334,1,0.8849557522123894,0,0.0,0,0.0
6bba_b1ae37b9,612,579,1.6551033715813903,1.625,3.374565944310468,4.064526197108036,6.697997889932587,9.917826437783633,5,0.8635578583765112,0,0.0,0,0.0
6bba_bb9f20c3,1925,1879,1.656428844894622,1.625,3.2752922102462856,4.487177913232324,6.715053742817788,10.694487847134148,16,0.8515167642362959,2,0.10643959552953698,0,0.0
6bba_2312ac41,1156,1132,1.904477507059755,1.8168052317185792,3.2752922102462856,3.8540258983302125,6.245499039817177,9.165417765301264,9,0.7950530035335688,0,0.0,0,0.0
44b6_a2bb48bb,416,410,1.729459759844569,1.7235727791422095,2.642041602613163,3.3276885972954013,5.288363738208982,9.165417765301264,3,0.7317073170731708,0,0.0,0,0.0
44b6_74d0c52e,140,139,1.9830454316860433,1.86167137607581,3.255058442049257,3.9906549459284335,5.647772748404327,12.335558991184794,1,0.7194244604316548,1,0.7194244604316548,0,0.0
6bba_ab78413d,1179,1138,1.5221668717754604,1.625,2.9295104113144914,3.72334275215162,6.341147927093532,9.792226269470085,8,0.7029876977152899,0,0.0,0,0.0
6bba_8b7818bf,741,725,1.669267205992925,1.6750116604071745,3.4614591362349163,4.457254938563397,6.610720816441995,11.640320885289203,5,0.6896551724137931,1,0.13793103448275862,0,0.0
6bba_6db0e9b4,449,440,1.6560296374953096,1.625,3.3078081361260714,4.892739779091291,6.844973936562167,8.375058302035873,3,0.6818181818181818,0,0.0,0,0.0
6bba_5dfe9ad1,1542,1487,2.694965338217752,2.4375,4.241374519244911,4.908737426772795,6.0313824869752235,9.859412143353172,10,0.6724949562878278,0,0.0,0,0.0
6bba_07477033,613,602,1.5042641141481523,1.4647552056572457,3.374565944310468,4.3278325556330275,6.704378981310299,7.845990715805111,4,0.6644518272425249,0,0.0,0,0.0
44b6_0db75fae,157,151,2.5619351235310535,2.333728575156074,3.832554834897995,4.719032251910939,5.949664812707766,7.632744530147724,1,0.6622516556291391,0,0.0,0,0.0
6bba_76db78c1,617,604,1.5183322306619282,1.284675299443404,2.8726212985703494,3.85080523881538,6.80371464503704,9.561989365451103,4,0.6622516556291391,0,0.0,0,0.0
6bba_edf14583,801,760,1.5524651054198073,1.4647552056572457,2.8726212985703494,3.351250451989154,5.70051316254832,7.729433396116432,5,0.6578947368421052,0,0.0,0,0.0
6bba_55c70843,490,467,1.5465292777270827,1.4647552056572457,3.2752922102462856,4.0827619710803615,6.749665242003264,9.518741792511236,3,0.6423982869379015,0,0.0,0,0.0
6bba_7af54fde,1131,1092,1.3605246337733201,1.284675299443404,2.6012692214570947,3.2752922102462856,5.315194196384513,9.78379559526874,7,0.641025641025641,0,0.0,0,0.0
6bba_ebff6e76,1318,1264,1.5331568224912384,1.6750116604071745,3.059013155556269,3.6336104634371584,5.698521507070983,9.510068677459696,8,0.6329113924050633,0,0.0,0,0.0
6bba_b204cac7,826,811,1.4911505320100429,1.284675299443404,3.040096626753827,4.431312159514555,6.548060101114305,10.847711812290184,5,0.6165228113440198,1,0.12330456226880394,0,0.0
6bba_df673a83,668,654,1.7864621053567706,1.7235727791422095,3.2752922102462856,3.6787502123683256,5.313163121837963,8.384905522723557,4,0.6116207951070336,0,0.0,0,0.0
6bba_05b6850b,861,845,1.3312712386605314,0.9084026158592896,2.6012692214570947,3.494694639736067,6.136801850324632,9.95934117110665,5,0.591715976331361,0,0.0,0,0.0
6bba_4ffd3da3,706,689,2.4110217479269935,2.0714766773970688,4.0827619710803615,4.988717114004104,6.570677694128886,12.929987251057133,4,0.5805515239477503,1,0.14513788098693758,0,0.0
6bba_d5eae175,528,519,1.5351143159322536,1.284675299443404,3.2803118885737,4.201884410878043,6.651796851574659,8.175623542733605,3,0.5780346820809248,0,0.0,0,0.0
6bba_09961292,1950,1871,1.4378204307027969,1.21875,2.8726212985703494,3.65625,6.563169608695177,8.384905522723557,9,0.4810261892036344,0,0.0,0,0.0
44b6_341df25f,216,209,1.681952000139703,1.6750116604071745,2.632800908728193,3.300390601883359,4.530193282310469,7.141223306444072,1,0.4784688995215311,0,0.0,0,0.0
44b6_2a2eff9f,214,210,1.9377304000175055,1.86167137607581,3.3053538737764576,3.9365680756032635,5.516098221042753,8.384905522723557,1,0.4761904761904762,0,0.0,0,0.0
44b6_24264f12,230,221,2.592609560126344,2.569350598886808,3.832554834897995,4.162823748671087,5.498380972204526,7.368707591056928,1,0.4524886877828055,0,0.0,0,0.0
6bba_a90a0b9c,1147,1112,1.5241482190914015,1.625,3.297880762719651,3.8109628048565365,5.9104691568598975,10.017172754824587,5,0.44964028776978415,1,0.08992805755395684,0,0.0
44b6_c771cb04,227,223,1.5375465325346553,1.6750116604071745,2.361805080855938,3.2876429347787277,4.129711250377107,7.632744530147724,1,0.4484304932735426,0,0.0,0,0.0
6bba_5c039895,1174,1145,2.2158390597664708,2.0714766773970688,3.536775425321266,4.0827619710803615,5.984669925432739,9.27282867104208,5,0.43668122270742354,0,0.0,0,0.0
6bba_23af9eeb,513,499,1.450829703693919,1.4647552056572457,3.2803118885737,3.65625,5.705412422353251,10.34941310232131,2,0.4008016032064128,1,0.2004008016032064,0,0.0
6bba_ed9377fd,531,508,1.3395787446815366,1.21875,2.4375,3.374565944310468,6.185001707571994,10.546863425919575,2,0.39370078740157477,1,0.19685039370078738,0,0.0
44b6_e35b117d,270,266,1.8272797320743084,1.7235727791422095,3.116418426383248,3.374565944310468,4.152098857748214,7.198768340834423,1,0.37593984962406013,0,0.0,0,0.0
44b6_1d530831,276,271,1.8069519732989086,1.7235727791422095,2.9575446425202108,3.4108557512974436,4.808830364550594,9.992428774452184,1,0.36900369003690037,0,0.0,0,0.0
6bba_61dd1e0d,558,543,1.704666086947175,1.6750116604071745,3.605827298696942,4.375446405796785,6.615255558221481,8.919014975040685,2,0.3683241252302026,0,0.0,0,0.0
6bba_7b5d3b2c,565,555,1.2226036175430395,0.9084026158592896,2.2980970388562794,2.8896880323935896,4.170500001574705,7.187296192762616,2,0.36036036036036034,0,0.0,0,0.0
6bba_474be664,292,286,1.4879761279954922,1.4647552056572457,3.300390601883359,3.72334275215162,5.297405764391395,8.295859754268994,1,0.34965034965034963,0,0.0,0,0.0
6bba_d6ecebbb,886,862,1.3587692378458587,1.21875,2.9575446425202108,3.471001521535247,5.6438053707139835,10.058277452551208,3,0.34802784222737815,1,0.11600928074245939,0,0.0
6bba_5f89039d,904,885,1.7618567690936051,1.6750116604071745,3.65625,4.614113030962723,6.702015435688896,7.267220926874317,3,0.3389830508474576,0,0.0,0,0.0
6bba_ef7b4f7e,1234,1201,1.5199322529337118,1.625,3.2752922102462856,3.7454399357752353,6.214430032191206,9.352577351992338,4,0.33305578684429643,0,0.0,0,0.0
6bba_fbc898dc,655,639,1.3403319034187573,1.284675299443404,2.3825593658247257,3.374565944310468,5.456356490748727,8.414378040740742,2,0.3129890453834116,0,0.0,0,0.0
6bba_718b21f9,661,652,1.3832054585988698,1.21875,2.4375,3.6437982548904357,6.550584420492571,8.135149910265945,2,0.3067484662576687,0,0.0,0,0.0
6bba_55b7eebe,705,688,1.3775539033775988,1.284675299443404,2.4770551796660514,3.2752922102462856,5.163007970013379,8.285906709588275,2,0.29069767441860467,0,0.0,0,0.0
44b6_eb2880fc,390,379,2.0490312046684194,1.86167137607581,3.3890818671052574,3.72334275215162,5.5386690756655765,9.699085813879574,1,0.2638522427440633,0,0.0,0,0.0
44b6_3bb3690f,400,396,1.3550968098765293,1.284675299443404,2.1877232028983924,2.4784423053642737,3.7394075916316414,7.3125,1,0.25252525252525254,0,0.0,0,0.0
44b6_d5e7d891,906,893,1.5927810919640117,1.6750116604071745,2.4375,3.040096626753827,3.917733121653388,8.492471390149042,2,0.22396416573348266,0,0.0,0,0.0
6bba_d2b9fc0c,944,921,2.343262328683483,2.1877232028983924,3.6787502123683256,4.375446405796785,5.6318456689195875,8.99272709610383,2,0.21715526601520088,0,0.0,0,0.0
6bba_907271db,945,921,2.27272719729481,2.1877232028983924,3.65625,4.162823748671087,5.196174421816676,9.690574109024707,2,0.21715526601520088,0,0.0,0,0.0
6bba_c27cba08,517,493,2.298132720434832,2.0714766773970688,3.9804208320226646,4.614113030962723,5.870155906276247,7.835466243306776,1,0.2028397565922921,0,0.0,0,0.0
6bba_372c8cb8,1036,1007,1.4290963614722059,1.1490485194281397,3.2752922102462856,4.138805215393864,5.860207296833467,7.4908798715504705,2,0.19860973187686196,0,0.0,0,0.0
6bba_2540cd90,529,523,1.3410460597928182,1.21875,2.368824207280903,3.300390601883359,6.040038575313148,7.3125,1,0.19120458891013384,0,0.0,0,0.0
