dataset,t,node_id,x,y,z,mean_intensity,snr,z_depth_ratio,estimated_radius_um,volume_um3,local_density_r15
44b6_0b24845f,50,129000000039,128,128,32,0.5238436,0.7222639,0.50793654,2.4652207,62.756104,0
44b6_74d0c52e,0,238000000027,139,146,53,0.38357636,3.056741,0.84126985,2.5401762,68.65625,0
44b6_74d0c52e,1,239000000027,139,145,53,0.40602055,2.4508765,0.84126985,2.5401762,68.65625,0
44b6_74d0c52e,2,240000000026,142,145,54,0.40870947,2.238634,0.85714287,2.5335438,68.11987,0
44b6_74d0c52e,3,241000000026,139,145,55,0.42236137,1.7791148,0.8730159,2.4964292,65.1698,0
44b6_74d0c52e,4,242000000026,137,144,55,0.43188173,1.7576836,0.8730159,2.5302145,67.851685,0
44b6_74d0c52e,5,243000000026,137,143,55,0.47409055,1.8789905,0.8730159,2.5401762,68.65625,0
44b6_74d0c52e,6,244000000026,138,142,55,0.4531,1.3543324,0.8730159,2.472224,63.29248,0
44b6_74d0c52e,7,245000000026,137,142,54,0.46690434,1.9000278,0.85714287,2.5268764,67.583496,0
44b6_74d0c52e,8,246000000026,135,143,54,0.4455269,1.7376125,0.85714287,2.499849,65.43799,0
44b6_74d0c52e,9,247000000026,131,145,53,0.42302343,1.8254267,0.84126985,2.5235295,67.31531,0
44b6_74d0c52e,10,248000000026,129,146,53,0.44728366,1.8198913,0.84126985,2.5401762,68.65625,0
44b6_74d0c52e,11,249000000026,127,148,53,0.41484246,1.6667272,0.84126985,2.5434792,68.92444,0
44b6_74d0c52e,12,250000000026,122,148,53,0.37492716,1.3251402,0.84126985,2.5401762,68.65625,0
44b6_74d0c52e,13,251000000026,118,149,52,0.31033432,0.61303,0.82539684,2.4223385,59.53784,0
44b6_74d0c52e,14,252000000026,115,148,52,0.3045628,1.1071156,0.82539684,2.429591,60.07422,0
44b6_74d0c52e,15,253000000026,115,145,50,0.30972558,0.8266764,0.7936508,2.4403894,60.878784,0
44b6_74d0c52e,16,254000000026,110,146,49,0.31713697,0.75296915,0.7777778,2.4826555,64.097046,0
44b6_74d0c52e,17,255000000026,108,145,49,0.31208852,0.7292028,0.7777778,2.475711,63.56067,0
44b6_74d0c52e,18,256000000026,102,148,49,0.3276547,0.7263028,0.7777778,2.5066607,65.974365,0
44b6_74d0c52e,19,257000000026,98,146,49,0.30113226,0.42961335,0.7777778,2.3928847,57.392334,0
44b6_74d0c52e,20,258000000024,97,145,48,0.32078007,0.89278394,0.7619048,2.3816502,56.58777,0
44b6_74d0c52e,21,259000000024,88,143,47,0.3471001,1.6652843,0.74603176,2.5100527,66.24255,0
44b6_74d0c52e,22,260000000024,89,142,47,0.32659474,1.9180303,0.74603176,2.5134354,66.51074,0
44b6_74d0c52e,23,261000000024,89,142,47,0.36594358,2.9108791,0.74603176,2.5434792,68.92444,0
44b6_74d0c52e,24,262000000022,93,141,48,0.42636508,3.1129203,0.7619048,2.5434792,68.92444,0
44b6_74d0c52e,25,263000000022,97,139,47,0.41860405,2.933229,0.74603176,2.5434792,68.92444,0
44b6_74d0c52e,26,264000000023,99,138,48,0.458477,3.9965339,0.7619048,2.5434792,68.92444,0
44b6_74d0c52e,27,265000000023,101,139,47,0.44313264,3.5003793,0.74603176,2.5434792,68.92444,0
44b6_74d0c52e,28,266000000021,107,139,47,0.4317048,3.0438304,0.74603176,2.5401762,68.65625,0
44b6_74d0c52e,29,267000000021,107,137,46,0.4285909,3.253835,0.73015875,2.5401762,68.65625,0
44b6_74d0c52e,30,268000000021,110,136,45,0.3933016,2.9962642,0.71428573,2.5434792,68.92444,0
44b6_74d0c52e,31,269000000021,112,136,46,0.40039638,2.9025564,0.73015875,2.5401762,68.65625,0
44b6_74d0c52e,32,270000000021,113,137,47,0.38312006,2.5709295,0.74603176,2.5401762,68.65625,0
44b6_74d0c52e,33,271000000021,115,138,46,0.41772777,2.8068528,0.73015875,2.5434792,68.92444,0
44b6_74d0c52e,34,272000000021,118,137,45,0.42875263,2.892573,0.71428573,2.5434792,68.92444,0
44b6_74d0c52e,35,273000000021,124,134,46,0.43177843,2.619115,0.73015875,2.5401762,68.65625,0
44b6_74d0c52e,36,274000000021,122,134,46,0.41806048,2.115642,0.73015875,2.5368643,68.38806,0
44b6_74d0c52e,37,275000000021,123,132,45,0.38858417,2.3624847,0.71428573,2.5401762,68.65625,0
44b6_74d0c52e,38,276000000022,126,129,44,0.43236858,2.4397728,0.6984127,2.5401762,68.65625,0
44b6_74d0c52e,39,277000000022,127,128,44,0.42134202,2.3419843,0.6984127,2.5401762,68.65625,0
44b6_74d0c52e,40,278000000022,130,127,44,0.44489107,2.5552711,0.6984127,2.5401762,68.65625,0
44b6_74d0c52e,41,279000000022,129,127,43,0.42587742,2.2498562,0.6825397,2.5401762,68.65625,0
44b6_74d0c52e,42,280000000022,129,126,43,0.42503333,2.023612,0.6825397,2.5434792,68.92444,0
44b6_74d0c52e,43,281000000022,127,125,42,0.48136312,2.2730243,0.6666667,2.5434792,68.92444,0
44b6_74d0c52e,44,282000000022,126,126,42,0.46087041,2.2934434,0.6666667,2.5434792,68.92444,0
44b6_74d0c52e,45,283000000022,126,125,39,0.43216535,2.5220783,0.61904764,2.5434792,68.92444,0
44b6_74d0c52e,46,284000000022,126,125,37,0.42629483,2.3549466,0.5873016,2.5434792,68.92444,0
44b6_74d0c52e,47,285000000022,126,126,35,0.42446187,1.9868457,0.5555556,2.5434792,68.92444,0
44b6_74d0c52e,48,286000000022,131,123,34,0.41604128,2.095024,0.53968257,2.5434792,68.92444,0
44b6_74d0c52e,49,287000000023,133,126,33,0.4350185,1.9464926,0.52380955,2.5434792,68.92444,0
44b6_74d0c52e,50,288000000021,128,128,32,0.46037427,2.4171314,0.50793654,2.5401762,68.65625,0
44b6_74d0c52e,51,289000000021,128,129,33,0.4410406,1.7555169,0.52380955,2.5401762,68.65625,0
44b6_74d0c52e,52,290000000021,132,129,33,0.5268467,2.170845,0.52380955,2.5401762,68.65625,0
44b6_74d0c52e,53,291000000021,129,129,34,0.5212191,2.2950075,0.53968257,2.5434792,68.92444,0
44b6_74d0c52e,54,292000000021,132,128,33,0.5565414,2.7687817,0.52380955,2.5401762,68.65625,0
44b6_74d0c52e,55,293000000021,130,130,34,0.44041407,1.2268931,0.53968257,2.5302145,67.851685,0
44b6_74d0c52e,56,294000000021,122,135,35,0.42772308,1.2574804,0.5555556,2.5368643,68.38806,0
44b6_74d0c52e,57,295000000021,121,137,34,0.45824328,1.4685292,0.53968257,2.5401762,68.65625,0
44b6_74d0c52e,58,296000000021,121,137,32,0.41900277,1.1340338,0.50793654,2.4861133,64.365234,0
44b6_74d0c52e,59,297000000021,142,122,28,0.38003916,1.1978309,0.44444445,2.5401762,68.65625,0
44b6_74d0c52e,59,297000000022,123,136,32,0.41613948,1.11493,0.50793654,2.5032594,65.70618,0
44b6_74d0c52e,60,298000000021,143,122,27,0.40292186,1.6118882,0.42857143,2.5434792,68.92444,0
44b6_74d0c52e,60,298000000022,119,136,31,0.3924372,1.4649695,0.4920635,2.472224,63.29248,0
44b6_74d0c52e,61,299000000021,141,121,27,0.3969345,1.6286135,0.42857143,2.5302145,67.851685,0
44b6_74d0c52e,61,299000000022,114,134,30,0.39552146,1.1326684,0.47619048,2.4617038,62.487915,0
44b6_74d0c52e,62,300000000021,140,122,26,0.3541483,1.3613431,0.41269842,2.5434792,68.92444,0
44b6_74d0c52e,62,300000000022,111,132,29,0.37899438,0.73416984,0.46031746,2.3778818,56.31958,0
44b6_74d0c52e,63,301000000021,141,119,25,0.3306052,1.4274007,0.3968254,2.5434792,68.92444,0
44b6_74d0c52e,63,301000000022,109,127,29,0.43903324,1.2276213,0.46031746,2.493,64.90161,0
44b6_74d0c52e,64,302000000021,142,118,25,0.31625313,1.2044148,0.3968254,2.5302145,67.851685,0
44b6_74d0c52e,64,302000000022,103,124,28,0.4770402,1.7599851,0.44444445,2.4687274,63.024292,0
44b6_74d0c52e,65,303000000021,144,116,25,0.30498952,1.2177703,0.3968254,2.5434792,68.92444,0
44b6_74d0c52e,65,303000000022,104,123,27,0.4159964,1.7473685,0.42857143,2.5235295,67.31531,0
44b6_74d0c52e,66,304000000021,145,114,25,0.2940079,0.8530429,0.3968254,2.499849,65.43799,0
44b6_74d0c52e,66,304000000022,100,122,26,0.38667163,2.2780738,0.41269842,2.5434792,68.92444,0
44b6_74d0c52e,67,305000000021,144,114,27,0.36711785,0.83169085,0.42857143,2.5168092,66.77893,0
44b6_74d0c52e,67,305000000022,101,122,24,0.38067752,1.7945484,0.3809524,2.5434792,68.92444,0
44b6_74d0c52e,68,306000000021,144,113,27,0.36392096,0.9736101,0.42857143,2.5032594,65.70618,0
44b6_74d0c52e,68,306000000022,102,121,24,0.34472784,2.2138245,0.3809524,2.5434792,68.92444,0
44b6_74d0c52e,69,307000000021,143,111,28,0.40645066,1.0292389,0.44444445,2.5100527,66.24255,0
44b6_74d0c52e,69,307000000022,97,124,23,0.41795465,2.3576014,0.36507937,2.5434792,68.92444,0
44b6_74d0c52e,70,308000000021,141,111,29,0.49651778,1.6013457,0.46031746,2.5168092,66.77893,0
44b6_74d0c52e,70,308000000022,92,125,21,0.46020323,1.9376608,0.33333334,2.5368643,68.38806,0
44b6_74d0c52e,71,309000000021,139,110,29,0.45589894,1.4142832,0.46031746,2.5168092,66.77893,0
44b6_74d0c52e,71,309000000022,90,125,18,0.320046,0.61228013,0.2857143,2.4617038,62.487915,0
44b6_74d0c52e,72,310000000021,136,108,29,0.45517597,1.4443084,0.46031746,2.5434792,68.92444,0
44b6_74d0c52e,72,310000000022,88,125,15,0.31758487,1.3900706,0.23809524,2.5302145,67.851685,0
44b6_74d0c52e,73,311000000021,132,110,30,0.49577448,1.4244769,0.47619048,2.5368643,68.38806,0
44b6_74d0c52e,73,311000000022,86,125,15,0.30600125,1.2381833,0.23809524,2.5401762,68.65625,0
44b6_74d0c52e,74,312000000021,132,107,30,0.47863188,1.4595677,0.47619048,2.493,64.90161,0
44b6_74d0c52e,74,312000000022,83,124,14,0.34745145,2.1379106,0.22222222,2.5434792,68.92444,0
44b6_74d0c52e,75,313000000021,131,105,30,0.47820005,1.3517183,0.47619048,2.472224,63.29248,0
44b6_74d0c52e,75,313000000022,83,125,13,0.33124608,1.8749897,0.20634921,2.5268764,67.583496,0
44b6_74d0c52e,76,314000000021,132,105,31,0.5232451,1.7011594,0.4920635,2.5401762,68.65625,0
44b6_74d0c52e,76,314000000022,80,125,13,0.3324737,1.521696,0.20634921,2.5434792,68.92444,0
44b6_74d0c52e,77,315000000021,133,105,30,0.50315285,1.2018535,0.47619048,2.4826555,64.097046,0
44b6_74d0c52e,77,315000000022,77,126,13,0.34091038,1.4206434,0.20634921,2.5434792,68.92444,0
44b6_74d0c52e,78,316000000021,137,102,29,0.4401711,1.1863078,0.46031746,2.5066607,65.974365,0
44b6_74d0c52e,78,316000000022,74,127,12,0.36959505,1.7967724,0.1904762,2.5434792,68.92444,0
44b6_74d0c52e,79,317000000021,142,100,28,0.4274657,1.1488574,0.44444445,2.472224,63.29248,0
44b6_74d0c52e,79,317000000022,72,127,12,0.34985507,1.6540245,0.1904762,2.5434792,68.92444,0
44b6_74d0c52e,80,318000000021,143,99,28,0.45016557,1.5013038,0.44444445,2.5302145,67.851685,0
44b6_74d0c52e,80,318000000022,70,128,12,0.38575134,1.6864185,0.1904762,2.5434792,68.92444,0
44b6_74d0c52e,81,319000000021,144,98,28,0.41244394,1.0870144,0.44444445,2.5302145,67.851685,0
44b6_74d0c52e,81,319000000022,69,128,12,0.39801058,2.021802,0.1904762,2.5434792,68.92444,0
44b6_74d0c52e,82,320000000019,145,99,27,0.40264586,0.9564418,0.42857143,2.5100527,66.24255,0
44b6_74d0c52e,82,320000000020,72,126,12,0.3428424,1.6791642,0.1904762,2.5401762,68.65625,0
44b6_74d0c52e,83,321000000019,146,98,27,0.413426,1.3057244,0.42857143,2.5268764,67.583496,0
44b6_74d0c52e,83,321000000020,74,124,13,0.3262425,1.9855615,0.20634921,2.5434792,68.92444,0
44b6_74d0c52e,84,322000000019,151,98,28,0.40069693,1.5752723,0.44444445,2.5401762,68.65625,0
44b6_74d0c52e,84,322000000020,74,125,13,0.32400316,1.8933696,0.20634921,2.5401762,68.65625,0
44b6_74d0c52e,85,323000000019,163,94,30,0.44564712,3.1920204,0.47619048,2.5434792,68.92444,0
44b6_74d0c52e,85,323000000020,69,128,12,0.41179204,2.0192955,0.1904762,2.5401762,68.65625,0
44b6_74d0c52e,86,324000000019,164,92,31,0.4410753,3.3945928,0.4920635,2.5434792,68.92444,0
44b6_74d0c52e,86,324000000020,64,128,10,0.43272415,1.9730021,0.15873016,2.5302145,67.851685,0
44b6_74d0c52e,87,325000000019,162,91,32,0.42795676,2.9641125,0.50793654,2.5434792,68.92444,0
44b6_74d0c52e,87,325000000020,65,126,9,0.36588767,1.755411,0.14285715,2.5066607,65.974365,0
44b6_74d0c52e,88,326000000019,160,90,33,0.40675205,1.6909943,0.52380955,2.5434792,68.92444,0
44b6_74d0c52e,88,326000000020,66,125,10,0.37655187,1.8790257,0.15873016,2.5302145,67.851685,0
44b6_74d0c52e,89,327000000019,160,87,34,0.4407993,1.7424793,0.53968257,2.5434792,68.92444,0
44b6_74d0c52e,89,327000000020,65,124,10,0.3686384,1.3917714,0.15873016,2.5066607,65.974365,0
44b6_74d0c52e,90,328000000017,162,85,35,0.4478856,1.8838483,0.5555556,2.5401762,68.65625,0
44b6_74d0c52e,90,328000000018,70,124,9,0.379797,1.8254033,0.14285715,2.5201738,67.04712,0
44b6_74d0c52e,91,329000000017,162,83,36,0.48289886,2.545222,0.5714286,2.5434792,68.92444,0
44b6_74d0c52e,91,329000000018,68,124,8,0.34016538,1.9138321,0.12698413,2.5401762,68.65625,0
44b6_74d0c52e,92,330000000017,162,83,36,0.5031419,2.4616647,0.5714286,2.5434792,68.92444,0
44b6_74d0c52e,92,330000000018,67,125,7,0.33979368,2.097962,0.11111111,2.5335438,68.11987,0
44b6_74d0c52e,93,331000000017,157,83,35,0.47371802,1.888102,0.5555556,2.5401762,68.65625,0
44b6_74d0c52e,93,331000000018,66,128,6,0.3182427,2.6115959,0.0952381,2.5368643,68.38806,0
44b6_74d0c52e,94,332000000017,155,83,35,0.43247694,2.0823452,0.5555556,2.5434792,68.92444,0
44b6_74d0c52e,94,332000000018,69,128,5,0.32349518,1.8181688,0.07936508,2.5401762,68.65625,0
44b6_74d0c52e,95,333000000017,155,83,36,0.39842117,1.6376485,0.5714286,2.5201738,67.04712,0
44b6_74d0c52e,95,333000000018,69,130,4,0.306229,0.78152305,0.06349207,2.4652207,62.756104,0
44b6_74d0c52e,96,334000000017,150,83,36,0.36156988,2.0302076,0.5714286,2.5401762,68.65625,0
44b6_74d0c52e,96,334000000018,68,132,3,0.2865524,0.76316273,0.04761905,2.5032594,65.70618,0
44b6_74d0c52e,97,335000000017,147,84,36,0.39260483,2.1844726,0.5714286,2.5434792,68.92444,0
44b6_74d0c52e,97,335000000018,64,136,1,0.3067739,1.5085582,0.015873017,2.32382,52.56494,0
44b6_74d0c52e,98,336000000017,145,85,35,0.3801382,2.1872535,0.5555556,2.5434792,68.92444,0
44b6_74d0c52e,98,336000000018,63,139,0,0.33569685,1.8057883,0.0,2.1396742,41.032837,0
44b6_74d0c52e,99,337000000017,143,85,34,0.38521883,2.5184643,0.53968257,2.5401762,68.65625,0
6bba_05b6850b,0,1000001,98,83,11,1.0063943,2.0649421,0.17460318,2.5434792,68.92444,0
6bba_05b6850b,0,1000002,42,22,12,0.8141702,2.0543334,0.1904762,2.5434792,68.92444,0
6bba_05b6850b,0,1000003,242,187,12,1.2123064,2.082536,0.1904762,2.5434792,68.92444,0
6bba_05b6850b,0,1000006,212,134,36,1.0215216,1.7675414,0.5714286,2.5434792,68.92444,0
6bba_05b6850b,0,1000008,117,6,59,0.9283779,2.456215,0.93650794,2.5434792,68.92444,0
6bba_05b6850b,0,1000010,244,106,60,0.9719441,1.2930188,0.95238096,2.5401762,68.65625,0
6bba_05b6850b,1,2000011,98,85,10,0.9421482,1.868695,0.15873016,2.5434792,68.92444,0
6bba_05b6850b,1,2000012,242,188,10,1.2759717,2.1279867,0.15873016,2.5434792,68.92444,0
6bba_05b6850b,1,2000013,40,21,12,0.82943624,2.0342324,0.1904762,2.5401762,68.65625,0
6bba_05b6850b,1,2000016,207,133,35,1.0697613,1.7798423,0.5555556,2.5434792,68.92444,0
6bba_05b6850b,1,2000017,243,109,58,0.91361564,1.0606171,0.9206349,2.5401762,68.65625,0
6bba_05b6850b,1,2000018,115,7,59,0.9753944,1.9622079,0.93650794,2.5434792,68.92444,0
6bba_05b6850b,2,3000020,243,191,8,1.2391685,1.9531617,0.12698413,2.5434792,68.92444,0
6bba_05b6850b,2,3000021,100,89,10,0.9147053,1.5643184,0.15873016,2.5434792,68.92444,0
6bba_05b6850b,2,3000022,42,26,12,0.82094485,2.109196,0.1904762,2.5434792,68.92444,0
6bba_05b6850b,2,3000024,204,136,34,1.0224365,1.714814,0.53968257,2.5434792,68.92444,0
6bba_05b6850b,2,3000025,243,113,57,0.93136954,0.98348105,0.9047619,2.5434792,68.92444,0
6bba_05b6850b,2,3000027,116,8,59,1.0543101,1.7672613,0.93650794,2.5434792,68.92444,0
6bba_05b6850b,3,4000028,243,192,8,1.2577243,1.9226532,0.12698413,2.5434792,68.92444,0
6bba_05b6850b,3,4000029,104,93,10,1.0474482,2.0898116,0.15873016,2.5434792,68.92444,0
6bba_05b6850b,3,4000030,45,28,13,0.8665632,1.989469,0.20634921,2.5401762,68.65625,0
6bba_05b6850b,3,4000032,206,138,34,1.0221846,1.7840412,0.53968257,2.5401762,68.65625,0
6bba_05b6850b,3,4000033,243,114,57,0.961804,0.9616742,0.9047619,2.5401762,68.65625,0
6bba_05b6850b,3,4000035,118,10,60,1.0415549,1.4563832,0.95238096,2.5302145,67.851685,0
6bba_05b6850b,4,5000037,243,192,7,1.3411944,1.9845716,0.11111111,2.5434792,68.92444,0
6bba_05b6850b,4,5000038,105,92,10,1.0933388,1.7373729,0.15873016,2.5434792,68.92444,0
6bba_05b6850b,4,5000039,47,29,12,0.8501252,1.9052553,0.1904762,2.5434792,68.92444,0
6bba_05b6850b,4,5000040,202,136,32,1.1354619,1.927107,0.50793654,2.5434792,68.92444,0
6bba_05b6850b,4,5000042,242,114,56,0.9770958,0.9695328,0.8888889,2.5434792,68.92444,0
6bba_05b6850b,4,5000044,119,10,59,1.0855004,1.7593712,0.93650794,2.5434792,68.92444,0
6bba_05b6850b,5,6000046,243,192,7,1.3411944,1.9845716,0.11111111,2.5434792,68.92444,0
6bba_05b6850b,5,6000047,105,92,10,1.0933388,1.7373729,0.15873016,2.5434792,68.92444,0
6bba_05b6850b,5,6000048,47,29,12,0.8501252,1.9052553,0.1904762,2.5434792,68.92444,0
6bba_05b6850b,5,6000049,202,136,32,1.1354619,1.927107,0.50793654,2.5434792,68.92444,0
6bba_05b6850b,5,6000051,242,114,56,0.9770958,0.9695328,0.8888889,2.5434792,68.92444,0
6bba_05b6850b,5,6000053,119,10,59,1.0855004,1.7593712,0.93650794,2.5434792,68.92444,0
6bba_05b6850b,6,7000054,244,193,6,1.3585627,2.0687983,0.0952381,2.5434792,68.92444,0
6bba_05b6850b,6,7000055,107,95,9,1.2571126,2.075388,0.14285715,2.5434792,68.92444,0
6bba_05b6850b,6,7000056,46,30,12,0.9182314,2.1022725,0.1904762,2.5434792,68.92444,0
6bba_05b6850b,6,7000057,200,136,31,1.1103784,2.0214477,0.4920635,2.5434792,68.92444,0
6bba_05b6850b,6,7000059,241,113,56,1.0166488,1.0178317,0.8888889,2.5434792,68.92444,0
6bba_05b6850b,6,7000061,119,10,59,1.0429404,1.7543104,0.93650794,2.5434792,68.92444,0
6bba_05b6850b,7,8000062,243,195,6,1.3225769,2.0849895,0.0952381,2.5434792,68.92444,0
6bba_05b6850b,7,8000063,107,96,9,1.3038259,2.1227674,0.14285715,2.5434792,68.92444,0
6bba_05b6850b,7,8000064,44,29,12,0.91711605,2.1972463,0.1904762,2.5434792,68.92444,0
6bba_05b6850b,7,8000065,197,136,32,1.1370091,2.110299,0.50793654,2.5434792,68.92444,0
6bba_05b6850b,7,8000067,241,114,56,1.0009818,1.0894228,0.8888889,2.5434792,68.92444,0
6bba_05b6850b,7,8000068,118,11,59,0.98375726,1.7148247,0.93650794,2.5401762,68.65625,0
6bba_05b6850b,8,9000069,243,197,6,1.3133916,1.9317186,0.0952381,2.5401762,68.65625,0
6bba_05b6850b,8,9000070,105,97,8,1.2037995,1.9133022,0.12698413,2.5434792,68.92444,0
6bba_05b6850b,8,9000071,43,31,12,0.89297295,2.1382973,0.1904762,2.5434792,68.92444,0
6bba_05b6850b,8,9000072,194,137,32,1.1241075,2.1909056,0.50793654,2.5434792,68.92444,0
6bba_05b6850b,8,9000073,240,116,56,1.0141045,1.1388588,0.8888889,2.5434792,68.92444,0
6bba_05b6850b,8,9000074,162,114,56,1.0655363,5.623222,0.8888889,2.5235295,67.31531,0
6bba_05b6850b,8,9000075,115,11,59,0.98189145,1.4943783,0.93650794,2.5434792,68.92444,0
6bba_05b6850b,9,10000076,241,198,3,1.286436,2.028662,0.04761905,2.5401762,68.65625,0
6bba_05b6850b,9,10000077,104,98,6,1.2613531,1.9670699,0.0952381,2.5434792,68.92444,0
6bba_05b6850b,9,10000078,42,33,9,0.8662291,2.334974,0.14285715,2.5434792,68.92444,0
6bba_05b6850b,9,10000081,188,138,27,1.1254698,2.0448203,0.42857143,2.5434792,68.92444,0
6bba_05b6850b,9,10000082,237,117,54,0.98732454,1.3475494,0.85714287,2.5201738,67.04712,0
6bba_05b6850b,9,10000083,162,113,52,0.97762,5.513999,0.82539684,2.5434792,68.92444,0
6bba_05b6850b,9,10000084,111,12,56,0.90348965,1.337668,0.8888889,2.5268764,67.583496,0
6bba_05b6850b,10,11000085,238,198,4,1.3684831,1.8181237,0.06349207,2.5434792,68.92444,0
6bba_05b6850b,10,11000086,104,99,9,1.2493356,1.862091,0.14285715,2.5434792,68.92444,0
6bba_05b6850b,10,11000087,42,32,12,0.86238426,2.1226764,0.1904762,2.5434792,68.92444,0
6bba_05b6850b,10,11000089,185,138,30,1.1405149,2.05294,0.47619048,2.5434792,68.92444,0
