dataset,t,node_id,x,y,z,mean_intensity,snr,z_depth_ratio,estimated_radius_um,volume_um3,local_density_r15
44b6_0b24845f,28,107000000036,170,154,51,0.48538008,1.2608304,0.8095238,2.499849,65.43799,0
44b6_0b24845f,29,108000000036,168,153,51,0.48079374,1.3080335,0.8095238,2.5201738,67.04712,0
44b6_0b24845f,30,109000000036,162,152,50,0.48007584,1.1985868,0.7936508,2.4826555,64.097046,0
44b6_0b24845f,31,110000000036,157,151,49,0.46760488,1.1144726,0.7777778,2.458177,62.219727,0
44b6_0b24845f,32,111000000036,155,152,48,0.4645082,1.2698039,0.7619048,2.4861133,64.365234,0
44b6_0b24845f,33,112000000036,153,151,45,0.43332735,0.68249094,0.71428573,2.3778818,56.31958,0
44b6_0b24845f,34,113000000036,152,149,44,0.40921104,0.47564256,0.6984127,2.3703089,55.783203,0
44b6_0b24845f,35,114000000036,146,148,42,0.41099894,0.31492847,0.6666667,2.2753932,49.34668,0
44b6_0b24845f,36,115000000036,144,149,42,0.43240926,0.32756105,0.6666667,2.2376726,46.932983,0
44b6_0b24845f,37,116000000036,145,148,41,0.4554984,0.5075229,0.6507937,2.3665042,55.515015,0
44b6_0b24845f,38,117000000036,144,146,41,0.46534067,0.6120144,0.6507937,2.400316,57.92871,0
44b6_0b24845f,39,118000000027,254,240,5,0.79710776,0.83567303,0.07936508,2.2545931,48.005737,0
44b6_0b24845f,39,118000000036,141,147,42,0.47908732,0.7092109,0.6666667,2.4150422,59.001465,0
44b6_0b24845f,40,119000000027,253,240,3,0.80930966,1.0317004,0.04761905,2.3854067,56.855957,0
44b6_0b24845f,40,119000000036,140,148,42,0.5165844,0.8712913,0.6666667,2.472224,63.29248,0
44b6_0b24845f,41,120000000027,253,239,2,0.81365514,1.0157119,0.031746034,2.3356164,53.369507,0
44b6_0b24845f,41,120000000036,135,143,40,0.4853594,0.5832956,0.63492066,2.3928847,57.392334,0
44b6_0b24845f,42,121000000028,252,240,3,0.80393904,0.7120109,0.04761905,2.3854067,56.855957,0
44b6_0b24845f,42,121000000037,131,142,37,0.49656707,0.40460712,0.5873016,2.3511617,54.44226,0
44b6_0b24845f,43,122000000028,252,240,3,0.7884872,0.8512997,0.04761905,2.2917635,50.419434,0
44b6_0b24845f,43,122000000037,129,141,37,0.48174357,0.46529555,0.5873016,2.3626873,55.246826,0
44b6_0b24845f,44,123000000028,253,241,3,0.824926,1.0066984,0.04761905,2.4040146,58.1969,0
44b6_0b24845f,44,123000000037,126,140,36,0.50751114,0.5740615,0.5714286,2.4150422,59.001465,0
44b6_0b24845f,45,124000000028,250,242,2,0.7934653,1.3938599,0.031746034,2.451093,61.68335,0
44b6_0b24845f,45,124000000037,124,139,35,0.48735437,0.49471974,0.5555556,2.4077017,58.465088,0
44b6_0b24845f,46,125000000028,252,243,2,0.8415886,1.3404293,0.031746034,2.4652207,62.756104,0
44b6_0b24845f,46,125000000037,122,137,35,0.45257288,0.35571894,0.5555556,2.3198614,52.296753,0
44b6_0b24845f,47,126000000029,252,243,1,0.8485279,1.2896137,0.015873017,2.2836077,49.883057,0
44b6_0b24845f,47,126000000038,123,135,34,0.4531072,0.20344387,0.53968257,2.262959,48.542114,0
44b6_0b24845f,48,127000000029,254,242,1,0.80346453,1.0799369,0.015873017,2.1113307,39.423706,0
44b6_0b24845f,48,127000000038,124,133,34,0.44455442,0.27023447,0.53968257,2.216155,45.59204,0
44b6_0b24845f,49,128000000029,255,245,1,0.78058785,1.3070391,0.015873017,1.9566469,31.378052,0
44b6_0b24845f,49,128000000038,127,132,33,0.495522,0.40957168,0.52380955,2.3356164,53.369507,0
44b6_0b24845f,50,129000000039,128,128,32,0.5238436,0.7222639,0.50793654,2.4652207,62.756104,0
44b6_0c582fdc,20,108000000086,199,254,45,0.37082663,1.5897613,0.71428573,2.3277657,52.83313,0
44b6_0c582fdc,21,109000000086,198,251,44,0.37871453,2.4906864,0.6984127,2.5434792,68.92444,0
44b6_0c582fdc,22,110000000085,196,248,43,0.40000224,2.7023067,0.6825397,2.5401762,68.65625,0
44b6_0c582fdc,23,111000000085,196,241,42,0.3617673,2.4886372,0.6666667,2.5434792,68.92444,0
44b6_0c582fdc,24,112000000085,193,234,41,0.36265868,2.8312058,0.6507937,2.5434792,68.92444,0
44b6_0c582fdc,25,113000000085,189,223,40,0.3739875,2.1708286,0.63492066,2.5434792,68.92444,0
44b6_0c582fdc,26,114000000085,187,221,40,0.38831502,2.7712002,0.63492066,2.5401762,68.65625,0
44b6_0c582fdc,27,115000000085,185,216,40,0.38787776,2.8774166,0.63492066,2.5434792,68.92444,0
44b6_0c582fdc,28,116000000085,182,212,39,0.41636777,2.2134657,0.61904764,2.5434792,68.92444,0
44b6_0c582fdc,29,117000000085,181,207,39,0.4121342,1.9562079,0.61904764,2.5401762,68.65625,0
44b6_0c582fdc,30,118000000085,179,200,39,0.41093698,1.7049632,0.61904764,2.5401762,68.65625,0
44b6_0c582fdc,31,119000000085,174,196,39,0.40154478,1.9238569,0.61904764,2.5401762,68.65625,0
44b6_0c582fdc,32,120000000085,172,192,38,0.42232394,1.7680222,0.6031746,2.5434792,68.92444,0
44b6_0c582fdc,33,121000000085,167,190,39,0.42857853,2.2989144,0.61904764,2.5401762,68.65625,0
44b6_0c582fdc,34,122000000085,162,180,38,0.4498681,1.5828173,0.6031746,2.5335438,68.11987,0
44b6_0c582fdc,35,123000000085,160,174,38,0.46969023,1.5457534,0.6031746,2.5368643,68.38806,0
44b6_0c582fdc,36,124000000085,156,171,37,0.50484943,1.8290011,0.5873016,2.5434792,68.92444,0
44b6_0c582fdc,37,125000000084,154,166,38,0.50913936,1.985326,0.6031746,2.5401762,68.65625,0
44b6_0c582fdc,38,126000000085,151,157,37,0.563736,1.6481266,0.5873016,2.5401762,68.65625,0
44b6_0c582fdc,39,127000000085,150,156,37,0.5790582,2.315501,0.5873016,2.5434792,68.92444,0
44b6_0c582fdc,40,128000000085,149,154,36,0.57645535,2.45321,0.5714286,2.5434792,68.92444,0
44b6_0c582fdc,41,129000000085,147,153,36,0.59787446,2.199764,0.5714286,2.5434792,68.92444,0
44b6_0c582fdc,42,130000000084,141,149,35,0.58155584,1.5796193,0.5555556,2.5434792,68.92444,0
44b6_0c582fdc,43,131000000083,140,145,35,0.5987789,1.5203084,0.5555556,2.5401762,68.65625,0
44b6_0c582fdc,44,132000000083,137,145,35,0.57324266,1.1918193,0.5555556,2.5335438,68.11987,0
44b6_0c582fdc,45,133000000083,135,138,34,0.6262837,1.2954599,0.53968257,2.5434792,68.92444,0
44b6_0c582fdc,46,134000000083,134,139,34,0.6139997,1.5859512,0.53968257,2.5401762,68.65625,0
44b6_0c582fdc,47,135000000083,134,133,34,0.60916007,1.3983041,0.53968257,2.5235295,67.31531,0
44b6_0c582fdc,48,136000000083,132,132,33,0.60454184,1.5579383,0.52380955,2.5401762,68.65625,0
44b6_0c582fdc,49,137000000083,131,133,33,0.6055965,1.8332922,0.52380955,2.5368643,68.38806,0
44b6_0c582fdc,50,138000000083,128,128,32,0.60855395,1.7972796,0.50793654,2.5401762,68.65625,0
44b6_0c582fdc,51,139000000082,122,118,32,0.6617958,1.9924248,0.50793654,2.5401762,68.65625,0
44b6_0c582fdc,52,140000000081,117,112,32,0.68383974,2.0368369,0.50793654,2.5434792,68.92444,0
44b6_0c582fdc,53,141000000081,115,106,31,0.6943072,1.8242581,0.4920635,2.5401762,68.65625,0
44b6_0c582fdc,54,142000000080,114,103,31,0.6682549,1.9166048,0.4920635,2.5434792,68.92444,0
44b6_0c582fdc,55,143000000080,113,101,30,0.63575464,1.7369721,0.47619048,2.5434792,68.92444,0
44b6_0c582fdc,56,144000000080,111,95,30,0.61746573,1.6087731,0.47619048,2.5401762,68.65625,0
44b6_0c582fdc,57,145000000079,110,92,29,0.58840156,1.2881424,0.46031746,2.5302145,67.851685,0
44b6_0c582fdc,58,146000000079,108,87,29,0.6127105,1.415917,0.46031746,2.5368643,68.38806,0
44b6_0c582fdc,59,147000000079,106,83,30,0.63752615,1.5802566,0.47619048,2.5401762,68.65625,0
44b6_0c582fdc,60,148000000079,102,80,30,0.6327128,1.6196475,0.47619048,2.5401762,68.65625,0
44b6_0c582fdc,61,149000000079,102,77,30,0.62837416,1.7610203,0.47619048,2.5401762,68.65625,0
44b6_0c582fdc,62,150000000077,100,74,31,0.6263119,1.5316235,0.4920635,2.5401762,68.65625,0
44b6_0c582fdc,63,151000000077,97,75,30,0.6296333,1.7822454,0.47619048,2.5434792,68.92444,0
44b6_0c582fdc,64,152000000077,93,68,30,0.6094885,1.6106296,0.47619048,2.5401762,68.65625,0
44b6_0c582fdc,65,153000000077,92,66,30,0.58831143,1.5543189,0.47619048,2.5434792,68.92444,0
44b6_0c582fdc,66,154000000077,89,62,29,0.5822895,1.1950471,0.46031746,2.5401762,68.65625,0
44b6_0c582fdc,67,155000000077,86,55,29,0.6419511,1.4404478,0.46031746,2.5434792,68.92444,0
44b6_0c582fdc,68,156000000077,85,53,29,0.59095556,1.2131721,0.46031746,2.5401762,68.65625,0
44b6_0c582fdc,69,157000000077,83,51,29,0.59179246,1.4228352,0.46031746,2.5235295,67.31531,0
44b6_0c582fdc,70,158000000077,81,48,28,0.6031044,1.293193,0.44444445,2.5434792,68.92444,0
44b6_0c582fdc,71,159000000077,81,45,28,0.6484365,1.0726817,0.44444445,2.5335438,68.11987,0
44b6_0c582fdc,72,160000000075,82,42,28,0.6910232,1.0758654,0.44444445,2.5368643,68.38806,0
44b6_0c582fdc,73,161000000076,84,42,27,0.6702121,1.0845463,0.42857143,2.5434792,68.92444,0
44b6_0c582fdc,74,162000000076,83,39,27,0.66483945,1.0853925,0.42857143,2.5235295,67.31531,0
44b6_0c582fdc,75,163000000076,82,37,27,0.66974485,1.2283927,0.42857143,2.5268764,67.583496,0
44b6_0c582fdc,76,164000000076,80,34,26,0.6872926,1.305156,0.41269842,2.5401762,68.65625,0
44b6_0c582fdc,77,165000000076,78,31,26,0.6785741,1.2050898,0.41269842,2.5401762,68.65625,0
44b6_0c582fdc,78,166000000076,77,29,27,0.68900967,1.0682943,0.42857143,2.5368643,68.38806,0
44b6_0c582fdc,79,167000000076,77,27,26,0.73672307,1.3072777,0.41269842,2.5401762,68.65625,0
44b6_0c582fdc,80,168000000076,72,24,26,0.76185966,1.4120001,0.41269842,2.5434792,68.92444,0
44b6_0c582fdc,81,169000000073,71,17,25,0.7658042,1.2738883,0.3968254,2.5434792,68.92444,0
44b6_0c582fdc,82,170000000072,70,18,25,0.7087774,0.8454265,0.3968254,2.5100527,66.24255,0
44b6_0c582fdc,83,171000000072,67,15,24,0.7662301,0.999809,0.3809524,2.5368643,68.38806,0
44b6_0c582fdc,84,172000000073,66,14,24,0.73788846,0.7903933,0.3809524,2.5268764,67.583496,0
44b6_0c582fdc,85,173000000074,65,12,24,0.72971416,0.98330677,0.3809524,2.5335438,68.11987,0
44b6_0c582fdc,86,174000000075,66,17,25,0.72071975,1.4266616,0.3968254,2.5268764,67.583496,0
44b6_0c582fdc,87,175000000074,66,15,24,0.7841438,1.8162082,0.3809524,2.5434792,68.92444,0
44b6_0c582fdc,88,176000000074,62,8,24,0.77524143,1.4568133,0.3809524,2.5434792,68.92444,0
44b6_0c582fdc,89,177000000074,61,2,24,0.76427454,1.4375882,0.3809524,2.4687274,63.024292,0
44b6_0c582fdc,90,178000000074,59,0,24,0.8165947,1.4415226,0.3809524,2.1350024,40.76465,0
44b6_0db75fae,0,41000000019,32,83,23,0.71358657,3.2751718,0.36507937,2.5401762,68.65625,0
44b6_0db75fae,0,41000000023,6,104,16,0.71753484,3.491661,0.25396827,2.5201738,67.04712,0
44b6_0db75fae,1,42000000019,30,84,21,0.7475458,2.9106991,0.33333334,2.5434792,68.92444,0
44b6_0db75fae,1,42000000023,2,106,16,0.77397496,4.768929,0.25396827,2.4546402,61.951538,0
44b6_0db75fae,2,43000000019,31,95,23,0.78792566,4.1553874,0.36507937,2.5434792,68.92444,0
44b6_0db75fae,2,43000000023,4,121,17,0.7554027,4.218943,0.26984128,2.5368643,68.38806,0
44b6_0db75fae,3,44000000002,245,72,6,0.7320938,0.97000206,0.0952381,2.493,64.90161,0
44b6_0db75fae,3,44000000019,21,92,21,0.79329485,4.506635,0.33333334,2.5434792,68.92444,0
44b6_0db75fae,4,45000000002,244,72,6,0.6727471,0.62976915,0.0952381,2.4826555,64.097046,0
44b6_0db75fae,4,45000000019,20,89,22,0.81216276,4.4545937,0.34920636,2.5434792,68.92444,0
44b6_0db75fae,5,46000000002,248,80,7,0.64851874,0.53491485,0.11111111,2.4826555,64.097046,0
44b6_0db75fae,5,46000000019,23,94,23,0.7888539,4.125687,0.36507937,2.5434792,68.92444,0
44b6_0db75fae,6,47000000002,250,77,6,0.79070807,1.0333724,0.0952381,2.5335438,68.11987,0
44b6_0db75fae,6,47000000019,26,94,24,0.88075656,5.0129485,0.3809524,2.5434792,68.92444,0
44b6_0db75fae,7,48000000002,248,80,5,0.776765,0.8775911,0.07936508,2.5268764,67.583496,0
44b6_0db75fae,7,48000000019,23,97,24,0.867735,5.0208526,0.3809524,2.5434792,68.92444,0
44b6_0db75fae,8,49000000002,244,77,4,0.7839863,0.9048078,0.06349207,2.5235295,67.31531,0
44b6_0db75fae,8,49000000019,20,94,25,0.85955924,5.114886,0.3968254,2.5434792,68.92444,0
44b6_0db75fae,9,50000000002,252,84,3,0.8484022,1.6714568,0.04761905,2.5335438,68.11987,0
44b6_0db75fae,9,50000000019,27,100,26,0.79104024,4.5601263,0.41269842,2.5368643,68.38806,0
44b6_0db75fae,10,51000000019,34,99,27,0.8758977,5.085773,0.42857143,2.5434792,68.92444,0
44b6_0db75fae,10,51000000023,2,127,20,0.7072562,1.4481801,0.31746033,2.4546402,61.951538,0
44b6_0db75fae,11,52000000019,37,105,27,0.853407,4.0183196,0.42857143,2.5368643,68.38806,0
44b6_0db75fae,11,52000000023,5,132,20,0.72292155,1.2768849,0.31746033,2.5134354,66.51074,0
44b6_0db75fae,12,53000000002,253,88,0,0.73219836,0.7806685,0.0,2.0055833,33.791748,0
44b6_0db75fae,12,53000000019,29,106,26,0.8432692,3.895282,0.41269842,2.5401762,68.65625,0
44b6_0db75fae,13,54000000002,248,92,0,0.7678427,1.2397459,0.0,2.1396742,41.032837,0
44b6_0db75fae,13,54000000020,25,111,27,0.7901604,3.5399015,0.42857143,2.5368643,68.38806,0
44b6_0db75fae,14,55000000020,24,107,26,0.8227229,3.6705818,0.41269842,2.5368643,68.38806,0
44b6_0db75fae,15,56000000020,25,103,27,0.8093363,3.5344398,0.42857143,2.5401762,68.65625,0
44b6_0db75fae,16,57000000020,24,95,29,0.7060882,2.8800411,0.46031746,2.5368643,68.38806,0
44b6_0db75fae,17,58000000020,24,78,31,0.6995774,2.7145138,0.4920635,2.5368643,68.38806,0
44b6_0db75fae,18,59000000020,24,91,30,0.80585,2.8427634,0.47619048,2.5401762,68.65625,0
44b6_0db75fae,19,60000000020,32,94,29,0.70354545,2.4768705,0.46031746,2.5434792,68.92444,0
44b6_0db75fae,20,61000000020,37,101,28,0.68420464,2.7339132,0.44444445,2.5434792,68.92444,0
44b6_0db75fae,21,62000000020,32,111,29,0.78412694,2.7646112,0.46031746,2.5401762,68.65625,0
44b6_0db75fae,22,63000000020,38,112,28,0.7714222,2.699697,0.44444445,2.5434792,68.92444,0
44b6_0db75fae,23,64000000020,47,113,28,0.8444196,3.0232809,0.44444445,2.5434792,68.92444,0
44b6_0db75fae,24,65000000020,58,115,27,0.9194581,3.2689023,0.42857143,2.5401762,68.65625,0
44b6_0db75fae,24,65000000025,7,139,24,0.62425965,1.3446068,0.3809524,2.5168092,66.77893,0
44b6_0db75fae,25,66000000020,62,115,27,0.9814136,3.6785536,0.42857143,2.5434792,68.92444,0
44b6_0db75fae,25,66000000025,12,139,24,0.62819463,1.2802924,0.3809524,2.5100527,66.24255,0
44b6_0db75fae,26,67000000020,66,119,26,0.9360649,3.343296,0.41269842,2.5434792,68.92444,0
44b6_0db75fae,26,67000000025,17,141,23,0.6040124,1.1789985,0.36507937,2.4895616,64.63342,0
44b6_0db75fae,27,68000000020,68,122,26,0.8933602,2.6735477,0.41269842,2.5434792,68.92444,0
44b6_0db75fae,27,68000000025,22,140,22,0.6903634,1.7152846,0.34920636,2.5401762,68.65625,0
44b6_0db75fae,28,69000000021,71,122,26,0.958824,3.0340242,0.41269842,2.5434792,68.92444,0
44b6_0db75fae,28,69000000026,24,141,22,0.7054063,1.6864512,0.34920636,2.5401762,68.65625,0
44b6_0db75fae,29,70000000021,73,122,27,0.84591746,1.9552735,0.42857143,2.5100527,66.24255,0
44b6_0db75fae,29,70000000026,27,141,22,0.7846725,1.850957,0.34920636,2.5368643,68.38806,0
44b6_0db75fae,30,71000000021,74,120,27,0.9283312,2.2971294,0.42857143,2.5401762,68.65625,0
44b6_0db75fae,30,71000000026,31,139,21,0.91485226,2.582713,0.33333334,2.5434792,68.92444,0
44b6_0db75fae,31,72000000021,78,119,28,0.92264533,2.2566857,0.44444445,2.5401762,68.65625,0
44b6_0db75fae,31,72000000026,37,138,22,0.96795654,2.9365523,0.34920636,2.5401762,68.65625,0
44b6_0db75fae,32,73000000021,81,117,27,0.8946403,2.3425536,0.42857143,2.5434792,68.92444,0
44b6_0db75fae,32,73000000026,40,137,22,1.0396518,3.4985015,0.34920636,2.5434792,68.92444,0
44b6_0db75fae,33,74000000021,82,119,26,0.9456221,2.4401321,0.41269842,2.5401762,68.65625,0
44b6_0db75fae,33,74000000026,41,140,21,1.018241,3.059446,0.33333334,2.5368643,68.38806,0
44b6_0db75fae,34,75000000021,87,116,26,1.0206057,2.436374,0.41269842,2.5401762,68.65625,0
44b6_0db75fae,34,75000000026,46,138,21,1.1350715,3.5768807,0.33333334,2.5401762,68.65625,0
44b6_0db75fae,35,76000000022,90,117,26,1.0603299,2.5484953,0.41269842,2.5401762,68.65625,0
44b6_0db75fae,35,76000000027,47,140,21,1.0380945,3.2140412,0.33333334,2.5401762,68.65625,0
44b6_0db75fae,36,77000000023,93,117,27,1.0041946,2.2207046,0.42857143,2.5401762,68.65625,0
44b6_0db75fae,36,77000000028,51,140,23,0.9925281,2.6031704,0.36507937,2.5434792,68.92444,0
44b6_0db75fae,37,78000000023,95,115,27,1.0183488,2.2581518,0.42857143,2.5434792,68.92444,0
44b6_0db75fae,37,78000000028,52,139,24,0.9532656,2.6993985,0.3809524,2.5434792,68.92444,0
44b6_0db75fae,38,79000000023,97,115,27,1.0369332,2.4136667,0.42857143,2.5401762,68.65625,0
44b6_0db75fae,38,79000000028,55,138,25,0.9815258,2.4996424,0.3968254,2.5434792,68.92444,0
44b6_0db75fae,39,80000000024,103,118,28,1.0315837,2.3419485,0.44444445,2.5434792,68.92444,0
44b6_0db75fae,39,80000000029,61,139,25,1.0757247,2.8416212,0.3968254,2.5434792,68.92444,0
44b6_0db75fae,40,81000000024,104,117,27,1.0362798,2.1055944,0.42857143,2.5434792,68.92444,0
44b6_0db75fae,40,81000000029,63,137,26,1.0756522,2.321603,0.41269842,2.5434792,68.92444,0
44b6_0db75fae,41,82000000024,111,121,27,1.0332026,2.1974673,0.42857143,2.5434792,68.92444,0
44b6_0db75fae,41,82000000029,71,140,26,1.0499635,2.5580988,0.41269842,2.5434792,68.92444,0
44b6_0db75fae,42,83000000024,111,122,28,0.988813,1.9857912,0.44444445,2.5434792,68.92444,0
44b6_0db75fae,42,83000000029,70,141,27,1.0325515,2.3959997,0.42857143,2.5434792,68.92444,0
44b6_0db75fae,43,84000000024,115,121,29,0.9739372,2.1855602,0.46031746,2.5434792,68.92444,0
44b6_0db75fae,43,84000000029,73,141,28,1.0423594,2.4538987,0.44444445,2.5434792,68.92444,0
44b6_0db75fae,44,85000000024,118,122,31,1.021072,2.4548843,0.4920635,2.5434792,68.92444,0
44b6_0db75fae,44,85000000029,72,141,31,1.0331718,2.0533013,0.4920635,2.5434792,68.92444,0
44b6_0db75fae,45,86000000024,122,121,32,1.0184655,3.0332332,0.50793654,2.5434792,68.92444,0
44b6_0db75fae,45,86000000029,76,139,32,1.1085843,2.712064,0.50793654,2.5434792,68.92444,0
44b6_0db75fae,46,87000000025,121,119,32,1.0204847,3.1755497,0.50793654,2.5434792,68.92444,0
