dataset,t,node_id,y,x,z,mean_intensity,snr,z_depth_ratio,estimated_radius_um,volume_um3,local_density_r15
44b6_0113de3b,56,67000000003,118,137,42,0.28648946,3.3354602,0.6666667,2.4652207,62.756104,0
44b6_0113de3b,57,68000000003,120,137,43,0.31141967,3.9160678,0.6825397,2.4895616,64.63342,0
44b6_0113de3b,58,69000000003,121,139,44,0.3289095,3.859931,0.6984127,2.5032594,65.70618,0
44b6_0113de3b,59,70000000003,121,143,47,0.27983382,3.244718,0.74603176,2.4652207,62.756104,0
44b6_0113de3b,60,71000000003,122,147,48,0.30336818,3.5715988,0.7619048,2.5032594,65.70618,0
44b6_0113de3b,61,72000000003,120,150,49,0.2937987,3.094701,0.7777778,2.4652207,62.756104,0
44b6_0113de3b,62,73000000003,122,153,50,0.28325206,3.7120295,0.7936508,2.4895616,64.63342,0
44b6_0113de3b,63,74000000003,123,156,50,0.28644696,3.6245596,0.7936508,2.493,64.90161,0
44b6_0113de3b,64,75000000003,123,159,51,0.29715276,3.5250638,0.8095238,2.4652207,62.756104,0
44b6_0113de3b,65,76000000003,126,164,53,0.2897811,4.5168166,0.84126985,2.493,64.90161,0
44b6_0113de3b,66,77000000003,127,171,54,0.30622044,4.5897045,0.85714287,2.4652207,62.756104,0
44b6_0113de3b,67,78000000003,128,173,56,0.2972278,4.3434405,0.8888889,2.5201738,67.04712,0
44b6_0113de3b,68,79000000003,128,180,57,0.30517808,4.9512076,0.9047619,2.4826555,64.097046,0
44b6_0113de3b,69,80000000004,129,182,58,0.31855357,4.667001,0.9206349,2.5401762,68.65625,0
44b6_0113de3b,70,81000000004,127,188,59,0.30825278,5.052555,0.93650794,2.5168092,66.77893,0
44b6_0113de3b,71,82000000004,127,192,60,0.30321175,4.715797,0.95238096,2.5168092,66.77893,0
44b6_0113de3b,72,83000000004,128,194,61,0.3162877,4.501507,0.96825397,2.4652207,62.756104,0
44b6_0113de3b,73,84000000004,128,196,62,0.3423266,5.33924,0.984127,2.3277657,52.83313,0
44b6_0113de3b,74,85000000004,130,200,63,0.34776437,5.6137443,1.0,2.1350024,40.76465,0
44b6_0113de3b,75,86000000004,128,202,63,0.29924586,5.408906,1.0,2.1350024,40.76465,0
44b6_0b24845f,11,90000000036,172,244,63,0.35965395,1.3175821,1.0,2.13031,40.49646,0
44b6_0b24845f,12,91000000036,170,240,62,0.3523279,0.47988638,0.984127,2.1763353,43.178345,0
44b6_0b24845f,13,92000000036,173,236,61,0.364059,0.25389612,0.96825397,2.1350024,40.76465,0
44b6_0b24845f,14,93000000036,174,236,61,0.34483364,0.5170974,0.96825397,2.3550162,54.71045,0
44b6_0b24845f,15,94000000036,173,233,60,0.3676448,0.52579814,0.95238096,2.42597,59.80603,0
44b6_0b24845f,16,95000000036,175,229,59,0.3803087,0.61442554,0.93650794,2.433201,60.342407,0
44b6_0b24845f,17,96000000036,173,224,58,0.37328982,0.4500252,0.9206349,2.429591,60.07422,0
44b6_0b24845f,18,97000000036,169,218,57,0.35622752,0.31120217,0.9047619,2.307903,51.492188,0
44b6_0b24845f,19,98000000036,168,214,56,0.35400158,0.30713853,0.8888889,2.2587838,48.273926,0
44b6_0b24845f,20,99000000036,167,214,56,0.3310956,0.3646768,0.8888889,2.3198614,52.296753,0
44b6_0b24845f,21,100000000036,167,208,55,0.34035763,0.590744,0.8730159,2.418696,59.269653,0
44b6_0b24845f,22,101000000036,166,202,54,0.34840596,0.67567635,0.85714287,2.3588579,54.978638,0
44b6_0b24845f,23,102000000036,163,199,53,0.36019447,0.66107285,0.84126985,2.3550162,54.71045,0
44b6_0b24845f,24,103000000036,162,192,52,0.36009222,0.6783284,0.82539684,2.3854067,56.855957,0
44b6_0b24845f,25,104000000036,161,185,51,0.3424236,0.6297149,0.8095238,2.3928847,57.392334,0
44b6_0b24845f,26,105000000036,160,181,51,0.33788672,0.7161789,0.8095238,2.3741014,56.05139,0
44b6_0b24845f,27,106000000036,156,179,51,0.34578827,1.0294362,0.8095238,2.4475355,61.41516,0
44b6_0b24845f,28,107000000036,154,170,51,0.37174416,1.2607665,0.8095238,2.499849,65.43799,0
44b6_0b24845f,29,108000000036,153,168,51,0.3683815,1.3079678,0.8095238,2.5201738,67.04712,0
44b6_0b24845f,30,109000000036,152,162,50,0.36785507,1.19852,0.7936508,2.4826555,64.097046,0
44b6_0b24845f,31,110000000036,151,157,49,0.35871154,1.1144056,0.7777778,2.458177,62.219727,0
44b6_0b24845f,32,111000000036,152,155,48,0.3564411,1.2697148,0.7619048,2.4861133,64.365234,0
44b6_0b24845f,33,112000000036,151,153,45,0.33357963,0.6824437,0.71428573,2.3778818,56.31958,0
44b6_0b24845f,34,113000000036,149,152,44,0.31589785,0.4756123,0.6984127,2.3703089,55.783203,0
44b6_0b24845f,35,114000000036,148,146,42,0.31720868,0.31491143,0.6666667,2.2753932,49.34668,0
44b6_0b24845f,36,115000000036,149,144,42,0.3329065,0.32754475,0.6666667,2.2376726,46.932983,0
44b6_0b24845f,37,116000000036,148,145,41,0.3498352,0.5074989,0.6507937,2.3665042,55.515015,0
44b6_0b24845f,38,117000000036,146,144,41,0.3570515,0.61198866,0.6507937,2.400316,57.92871,0
44b6_0b24845f,39,118000000027,240,254,5,0.60029924,0.8356212,0.07936508,2.2545931,48.005737,0
44b6_0b24845f,39,118000000036,147,141,42,0.3671303,0.7091812,0.6666667,2.4150422,59.001465,0
44b6_0b24845f,40,119000000027,240,253,3,0.6092456,1.0316467,0.04761905,2.3854067,56.855957,0
44b6_0b24845f,40,119000000036,148,140,42,0.39462277,0.8712564,0.6666667,2.472224,63.29248,0
44b6_0b24845f,41,120000000027,239,253,2,0.61243176,1.0156591,0.031746034,2.3356164,53.369507,0
44b6_0b24845f,41,120000000036,143,135,40,0.37172896,0.5832719,0.63492066,2.3928847,57.392334,0
44b6_0b24845f,42,121000000028,240,252,3,0.60530794,0.7119654,0.04761905,2.3854067,56.855957,0
44b6_0b24845f,42,121000000037,142,131,37,0.3799463,0.40459082,0.5873016,2.3511617,54.44226,0
44b6_0b24845f,43,122000000028,240,252,3,0.59397894,0.85124564,0.04761905,2.2917635,50.419434,0
44b6_0b24845f,43,122000000037,141,129,37,0.3690779,0.465277,0.5873016,2.3626873,55.246826,0
44b6_0b24845f,44,123000000028,241,253,3,0.62069535,1.0066395,0.04761905,2.4040146,58.1969,0
44b6_0b24845f,44,123000000037,140,126,36,0.38797033,0.57403845,0.5714286,2.4150422,59.001465,0
44b6_0b24845f,45,124000000028,242,250,2,0.59762883,1.3937569,0.031746034,2.451093,61.68335,0
44b6_0b24845f,45,124000000037,139,124,35,0.37319162,0.49469957,0.5555556,2.4077017,58.465088,0
44b6_0b24845f,46,125000000028,243,252,2,0.6329122,1.3403463,0.031746034,2.4652207,62.756104,0
44b6_0b24845f,46,125000000037,137,122,35,0.34769028,0.3557039,0.5555556,2.3198614,52.296753,0
44b6_0b24845f,47,126000000029,243,252,1,0.638,1.2895133,0.015873017,2.2836077,49.883057,0
44b6_0b24845f,47,126000000038,135,123,34,0.348082,0.20343597,0.53968257,2.262959,48.542114,0
44b6_0b24845f,48,127000000029,242,254,1,0.60496014,1.0798484,0.015873017,2.1113307,39.423706,0
44b6_0b24845f,48,127000000038,133,124,34,0.34181118,0.27022174,0.53968257,2.216155,45.59204,0
44b6_0b24845f,49,128000000029,245,255,1,0.5881871,1.3069158,0.015873017,1.9566469,31.378052,0
44b6_0b24845f,49,128000000038,132,127,33,0.37918004,0.40955502,0.52380955,2.3356164,53.369507,0
44b6_0b24845f,50,129000000039,128,128,32,0.3999451,0.72223294,0.50793654,2.4652207,62.756104,0
44b6_0c582fdc,20,108000000086,254,199,45,0.19116908,1.5895683,0.71428573,2.3277657,52.83313,0
44b6_0c582fdc,21,109000000086,251,198,44,0.19494109,2.4903033,0.6984127,2.5434792,68.92444,0
44b6_0c582fdc,22,110000000085,248,196,43,0.205121,2.701891,0.6825397,2.5401762,68.65625,0
44b6_0c582fdc,23,111000000085,241,196,42,0.18683684,2.4882133,0.6666667,2.5434792,68.92444,0
44b6_0c582fdc,24,112000000085,234,193,41,0.1872631,2.8306649,0.6507937,2.5434792,68.92444,0
44b6_0c582fdc,25,113000000085,223,189,40,0.1926806,2.1705096,0.63492066,2.5434792,68.92444,0
44b6_0c582fdc,26,114000000085,221,187,40,0.19953209,2.77074,0.63492066,2.5401762,68.65625,0
44b6_0c582fdc,27,115000000085,216,185,40,0.19932303,2.8769248,0.63492066,2.5434792,68.92444,0
44b6_0c582fdc,28,116000000085,212,182,39,0.21294707,2.2131877,0.61904764,2.5434792,68.92444,0
44b6_0c582fdc,29,117000000085,207,181,39,0.21092258,1.9559807,0.61904764,2.5401762,68.65625,0
44b6_0c582fdc,30,118000000085,200,179,39,0.21035007,1.7047747,0.61904764,2.5401762,68.65625,0
44b6_0c582fdc,31,119000000085,196,174,39,0.20585865,1.9236108,0.61904764,2.5401762,68.65625,0
44b6_0c582fdc,32,120000000085,192,172,38,0.21579537,1.7678211,0.6031746,2.5434792,68.92444,0
44b6_0c582fdc,33,121000000085,190,167,39,0.21878634,2.2986112,0.61904764,2.5401762,68.65625,0
44b6_0c582fdc,34,122000000085,180,162,38,0.22896715,1.582655,0.6031746,2.5335438,68.11987,0
44b6_0c582fdc,35,123000000085,174,160,38,0.23844622,1.5456055,0.6031746,2.5368643,68.38806,0
44b6_0c582fdc,36,124000000085,171,156,37,0.25525954,1.8288147,0.5873016,2.5434792,68.92444,0
44b6_0c582fdc,37,125000000084,166,154,38,0.257311,1.9851208,0.6031746,2.5401762,68.65625,0
44b6_0c582fdc,38,126000000085,157,151,37,0.28341943,1.6479826,0.5873016,2.5401762,68.65625,0
44b6_0c582fdc,39,127000000085,156,150,37,0.29074654,2.3152604,0.5873016,2.5434792,68.92444,0
44b6_0c582fdc,40,128000000085,154,149,36,0.28950188,2.4529476,0.5714286,2.5434792,68.92444,0
44b6_0c582fdc,41,129000000085,153,147,36,0.2997446,2.1995554,0.5714286,2.5434792,68.92444,0
44b6_0c582fdc,42,130000000084,149,141,35,0.29194096,1.5794746,0.5555556,2.5434792,68.92444,0
44b6_0c582fdc,43,131000000083,145,140,35,0.30017713,1.5201819,0.5555556,2.5401762,68.65625,0
44b6_0c582fdc,44,132000000083,145,137,35,0.2879656,1.191725,0.5555556,2.5335438,68.11987,0
44b6_0c582fdc,45,133000000083,138,135,34,0.31333008,1.2953632,0.53968257,2.5434792,68.92444,0
44b6_0c582fdc,46,134000000083,139,134,34,0.3074558,1.5858217,0.53968257,2.5401762,68.65625,0
44b6_0c582fdc,47,135000000083,133,134,34,0.30514145,1.398195,0.53968257,2.5235295,67.31531,0
44b6_0c582fdc,48,136000000083,132,132,33,0.302933,1.5578138,0.52380955,2.5401762,68.65625,0
44b6_0c582fdc,49,137000000083,133,131,33,0.30343732,1.8331354,0.52380955,2.5368643,68.38806,0
44b6_0c582fdc,50,138000000083,128,128,32,0.3048516,1.797138,0.50793654,2.5401762,68.65625,0
44b6_0c582fdc,51,139000000082,118,122,32,0.3303121,1.9922715,0.50793654,2.5401762,68.65625,0
44b6_0c582fdc,52,140000000081,112,117,32,0.34085372,2.0366814,0.50793654,2.5434792,68.92444,0
44b6_0c582fdc,53,141000000081,106,115,31,0.34585932,1.824129,0.4920635,2.5401762,68.65625,0
44b6_0c582fdc,54,142000000080,103,114,31,0.33340093,1.9164585,0.4920635,2.5434792,68.92444,0
44b6_0c582fdc,55,143000000080,101,113,30,0.31785917,1.73684,0.47619048,2.5434792,68.92444,0
44b6_0c582fdc,56,144000000080,95,111,30,0.30911326,1.6086452,0.47619048,2.5401762,68.65625,0
44b6_0c582fdc,57,145000000079,92,110,29,0.29521462,1.2880435,0.46031746,2.5302145,67.851685,0
44b6_0c582fdc,58,146000000079,87,108,29,0.30683932,1.4158089,0.46031746,2.5368643,68.38806,0
44b6_0c582fdc,59,147000000079,83,106,30,0.3187063,1.5801405,0.47619048,2.5401762,68.65625,0
44b6_0c582fdc,60,148000000079,80,102,30,0.3164045,1.6195226,0.47619048,2.5401762,68.65625,0
44b6_0c582fdc,61,149000000079,77,102,30,0.31432974,1.7608737,0.47619048,2.5401762,68.65625,0
44b6_0c582fdc,62,150000000077,74,100,31,0.31334352,1.5315044,0.4920635,2.5401762,68.65625,0
44b6_0c582fdc,63,151000000077,75,97,30,0.3149319,1.7820929,0.47619048,2.5434792,68.92444,0
44b6_0c582fdc,64,152000000077,68,93,30,0.3052985,1.6104859,0.47619048,2.5401762,68.65625,0
44b6_0c582fdc,65,153000000077,66,92,30,0.29517153,1.5541848,0.47619048,2.5434792,68.92444,0
44b6_0c582fdc,66,154000000077,62,89,29,0.29229185,1.1949533,0.46031746,2.5401762,68.65625,0
44b6_0c582fdc,67,155000000077,55,86,29,0.3208223,1.4403366,0.46031746,2.5434792,68.92444,0
44b6_0c582fdc,68,156000000077,53,85,29,0.29643595,1.2130737,0.46031746,2.5401762,68.65625,0
44b6_0c582fdc,69,157000000077,51,83,29,0.29683617,1.4227124,0.46031746,2.5235295,67.31531,0
44b6_0c582fdc,70,158000000077,48,81,28,0.30224562,1.2930932,0.44444445,2.5434792,68.92444,0
44b6_0c582fdc,71,159000000077,45,81,28,0.3239237,1.0726122,0.44444445,2.5335438,68.11987,0
44b6_0c582fdc,72,160000000075,42,82,28,0.34428886,1.0757986,0.44444445,2.5368643,68.38806,0
44b6_0c582fdc,73,161000000076,42,84,27,0.3343369,1.0844756,0.42857143,2.5434792,68.92444,0
44b6_0c582fdc,74,162000000076,39,83,27,0.33176774,1.0853231,0.42857143,2.5235295,67.31531,0
44b6_0c582fdc,75,163000000076,37,82,27,0.33411345,1.2283111,0.42857143,2.5268764,67.583496,0
44b6_0c582fdc,76,164000000076,34,80,26,0.3425049,1.3050687,0.41269842,2.5401762,68.65625,0
44b6_0c582fdc,77,165000000076,31,78,26,0.33833563,1.2050073,0.41269842,2.5401762,68.65625,0
44b6_0c582fdc,78,166000000076,29,77,27,0.34332597,1.0682288,0.42857143,2.5368643,68.38806,0
44b6_0c582fdc,79,167000000076,27,77,26,0.36614284,1.3071946,0.41269842,2.5401762,68.65625,0
44b6_0c582fdc,80,168000000076,24,72,26,0.37816325,1.4119048,0.41269842,2.5434792,68.92444,0
44b6_0c582fdc,81,169000000073,17,71,25,0.38004956,1.2738076,0.3968254,2.5434792,68.92444,0
44b6_0c582fdc,82,170000000072,18,70,25,0.35277906,0.8453791,0.3968254,2.5100527,66.24255,0
44b6_0c582fdc,83,171000000072,15,67,24,0.3802533,0.9997545,0.3809524,2.5368643,68.38806,0
44b6_0c582fdc,84,172000000073,14,66,24,0.3667001,0.79035205,0.3809524,2.5268764,67.583496,0
44b6_0c582fdc,85,173000000074,12,65,24,0.36279112,0.98325056,0.3809524,2.5335438,68.11987,0
44b6_0c582fdc,86,174000000075,17,66,25,0.35848996,1.4265603,0.3968254,2.5268764,67.583496,0
44b6_0c582fdc,87,175000000074,15,66,24,0.3888197,1.8160768,0.3809524,2.5434792,68.92444,0
44b6_0c582fdc,88,176000000074,8,62,24,0.38456252,1.4567131,0.3809524,2.5434792,68.92444,0
44b6_0c582fdc,89,177000000074,2,61,24,0.37931818,1.437483,0.3809524,2.4687274,63.024292,0
44b6_0c582fdc,90,178000000074,0,59,24,0.4043379,1.441412,0.3809524,2.1350024,40.76465,0
44b6_0db75fae,0,41000000019,83,32,23,0.42331812,3.2749488,0.36507937,2.5401762,68.65625,0
44b6_0db75fae,0,41000000023,104,6,16,0.4256603,3.4914196,0.25396827,2.5201738,67.04712,0
44b6_0db75fae,1,42000000019,84,30,21,0.44346362,2.9105346,0.33333334,2.5434792,68.92444,0
44b6_0db75fae,1,42000000023,106,2,16,0.4591421,4.7685285,0.25396827,2.4546402,61.951538,0
44b6_0db75fae,2,43000000019,95,31,23,0.46741802,4.155106,0.36507937,2.5434792,68.92444,0
44b6_0db75fae,2,43000000023,121,4,17,0.44812456,4.2186337,0.26984128,2.5368643,68.38806,0
44b6_0db75fae,3,44000000002,72,245,6,0.43429708,0.96995735,0.0952381,2.493,64.90161,0
44b6_0db75fae,3,44000000019,92,21,21,0.4706031,4.506286,0.33333334,2.5434792,68.92444,0
44b6_0db75fae,4,45000000002,72,244,6,0.39909104,0.62974244,0.0952381,2.4826555,64.097046,0
44b6_0db75fae,4,45000000019,89,20,22,0.4817961,4.454253,0.34920636,2.5434792,68.92444,0
44b6_0db75fae,5,46000000002,80,248,7,0.38471818,0.5348943,0.11111111,2.4826555,64.097046,0
44b6_0db75fae,5,46000000019,94,23,23,0.46796864,4.125381,0.36507937,2.5434792,68.92444,0
44b6_0db75fae,6,47000000002,77,250,6,0.46906862,1.0333233,0.0952381,2.5335438,68.11987,0
44b6_0db75fae,6,47000000019,94,26,24,0.5224877,5.012566,0.3809524,2.5434792,68.92444,0
44b6_0db75fae,7,48000000002,80,248,5,0.4607972,0.8775466,0.07936508,2.5268764,67.583496,0
44b6_0db75fae,7,48000000019,97,23,24,0.514763,5.020468,0.3809524,2.5434792,68.92444,0
44b6_0db75fae,8,49000000002,77,244,4,0.465081,0.9047651,0.06349207,2.5235295,67.31531,0
44b6_0db75fae,8,49000000019,94,20,25,0.5099129,5.1144834,0.3968254,2.5434792,68.92444,0
44b6_0db75fae,9,50000000002,84,252,3,0.5032942,1.6713744,0.04761905,2.5335438,68.11987,0
44b6_0db75fae,9,50000000019,100,27,26,0.46926564,4.559746,0.41269842,2.5368643,68.38806,0
44b6_0db75fae,10,51000000019,99,34,27,0.51960534,5.085358,0.42857143,2.5434792,68.92444,0
44b6_0db75fae,10,51000000023,127,2,20,0.4195628,1.448119,0.31746033,2.4546402,61.951538,0
44b6_0db75fae,11,52000000019,105,37,27,0.50626326,4.018031,0.42857143,2.5368643,68.38806,0
44b6_0db75fae,11,52000000023,132,5,20,0.42885587,1.2768339,0.31746033,2.5134354,66.51074,0
44b6_0db75fae,12,53000000002,88,253,0,0.43435916,0.78062487,0.0,2.0055833,33.791748,0
44b6_0db75fae,12,53000000019,106,29,26,0.50024927,3.8950222,0.41269842,2.5401762,68.65625,0
44b6_0db75fae,13,54000000002,92,248,0,0.45550427,1.2396731,0.0,2.1396742,41.032837,0
44b6_0db75fae,13,54000000020,111,25,27,0.4687437,3.5396466,0.42857143,2.5368643,68.38806,0
44b6_0db75fae,14,55000000020,107,24,26,0.48806068,3.6703346,0.41269842,2.5368643,68.38806,0
44b6_0db75fae,15,56000000020,103,25,27,0.48011938,3.5341988,0.42857143,2.5401762,68.65625,0
44b6_0db75fae,16,57000000020,95,24,29,0.4188699,2.879819,0.46031746,2.5368643,68.38806,0
44b6_0db75fae,17,58000000020,78,24,31,0.41500753,2.7143154,0.4920635,2.5368643,68.38806,0
44b6_0db75fae,18,59000000020,91,24,30,0.47805122,2.8425844,0.47619048,2.5401762,68.65625,0
44b6_0db75fae,19,60000000020,94,32,29,0.4173615,2.476689,0.46031746,2.5434792,68.92444,0
44b6_0db75fae,20,61000000020,101,37,28,0.405888,2.733673,0.44444445,2.5434792,68.92444,0
44b6_0db75fae,21,62000000020,111,32,29,0.46516454,2.7644286,0.46031746,2.5401762,68.65625,0
44b6_0db75fae,22,63000000020,112,38,28,0.45762774,2.6995149,0.44444445,2.5434792,68.92444,0
44b6_0db75fae,23,64000000020,113,47,28,0.5009317,3.0230877,0.44444445,2.5434792,68.92444,0
44b6_0db75fae,24,65000000020,115,58,27,0.5454465,3.2687056,0.42857143,2.5401762,68.65625,0
44b6_0db75fae,24,65000000025,139,7,24,0.370327,1.344543,0.3809524,2.5168092,66.77893,0
44b6_0db75fae,25,66000000020,115,62,27,0.5822001,3.678329,0.42857143,2.5434792,68.92444,0
44b6_0db75fae,25,66000000025,139,12,24,0.37266138,1.2802322,0.3809524,2.5100527,66.24255,0
44b6_0db75fae,26,67000000020,119,66,26,0.5552981,3.3430882,0.41269842,2.5434792,68.92444,0
44b6_0db75fae,26,67000000025,141,17,23,0.3583159,1.1789448,0.36507937,2.4895616,64.63342,0
44b6_0db75fae,27,68000000020,122,68,26,0.5299645,2.673392,0.41269842,2.5434792,68.92444,0
44b6_0db75fae,27,68000000025,140,22,22,0.40954158,1.7152083,0.34920636,2.5401762,68.65625,0
44b6_0db75fae,28,69000000021,122,71,26,0.5687993,3.033845,0.41269842,2.5434792,68.92444,0
44b6_0db75fae,28,69000000026,141,24,22,0.4184654,1.6863763,0.34920636,2.5401762,68.65625,0
44b6_0db75fae,29,70000000021,122,73,27,0.50182027,1.9551691,0.42857143,2.5100527,66.24255,0
44b6_0db75fae,29,70000000026,141,27,22,0.46548817,1.850878,0.34920636,2.5368643,68.38806,0
44b6_0db75fae,30,71000000021,120,74,27,0.55071026,2.297018,0.42857143,2.5401762,68.65625,0
44b6_0db75fae,30,71000000026,139,31,21,0.5427142,2.582605,0.33333334,2.5434792,68.92444,0
44b6_0db75fae,31,72000000021,119,78,28,0.5473372,2.2565722,0.44444445,2.5401762,68.65625,0
44b6_0db75fae,31,72000000026,138,37,22,0.57421696,2.936422,0.34920636,2.5401762,68.65625,0
44b6_0db75fae,32,73000000021,117,81,27,0.53072387,2.3424358,0.42857143,2.5434792,68.92444,0
44b6_0db75fae,32,73000000026,137,40,22,0.6167485,3.498343,0.34920636,2.5434792,68.92444,0
44b6_0db75fae,33,74000000021,119,82,26,0.5609676,2.4400163,0.41269842,2.5401762,68.65625,0
44b6_0db75fae,33,74000000026,140,41,21,0.60404706,3.0593162,0.33333334,2.5368643,68.38806,0
44b6_0db75fae,34,75000000021,116,87,26,0.6054498,2.436272,0.41269842,2.5401762,68.65625,0
44b6_0db75fae,34,75000000026,138,46,21,0.67335397,3.5767279,0.33333334,2.5401762,68.65625,0
44b6_0db75fae,35,76000000022,117,90,26,0.6290153,2.5483923,0.41269842,2.5401762,68.65625,0
44b6_0db75fae,35,76000000027,140,47,21,0.61582464,3.2139027,0.33333334,2.5401762,68.65625,0
44b6_0db75fae,36,77000000023,117,93,27,0.59571433,2.2206166,0.42857143,2.5401762,68.65625,0
44b6_0db75fae,36,77000000028,140,51,23,0.5887935,2.603061,0.36507937,2.5434792,68.92444,0
44b6_0db75fae,37,78000000023,115,95,27,0.6041111,2.258067,0.42857143,2.5434792,68.92444,0
44b6_0db75fae,37,78000000028,139,52,24,0.565502,2.6992776,0.3809524,2.5434792,68.92444,0
44b6_0db75fae,38,79000000023,115,97,27,0.61513567,2.4135733,0.42857143,2.5401762,68.65625,0
44b6_0db75fae,38,79000000028,138,55,25,0.5822666,2.499541,0.3968254,2.5434792,68.92444,0
44b6_0db75fae,39,80000000024,118,103,28,0.61196226,2.3418539,0.44444445,2.5434792,68.92444,0
44b6_0db75fae,39,80000000029,139,61,25,0.6381479,2.8415136,0.3968254,2.5434792,68.92444,0
44b6_0db75fae,40,81000000024,117,104,27,0.6147482,2.1055198,0.42857143,2.5434792,68.92444,0
44b6_0db75fae,40,81000000029,137,63,26,0.6381049,2.321522,0.41269842,2.5434792,68.92444,0
44b6_0db75fae,41,82000000024,121,111,27,0.61292267,2.1973836,0.42857143,2.5434792,68.92444,0
44b6_0db75fae,41,82000000029,140,71,26,0.6228656,2.5579982,0.41269842,2.5434792,68.92444,0
44b6_0db75fae,42,83000000024,122,111,28,0.5865896,1.9857157,0.44444445,2.5434792,68.92444,0
44b6_0db75fae,42,83000000029,141,70,27,0.6125365,2.3959084,0.42857143,2.5434792,68.92444,0
44b6_0db75fae,43,84000000024,121,115,29,0.5777649,2.185469,0.46031746,2.5434792,68.92444,0
44b6_0db75fae,43,84000000029,141,73,28,0.6183548,2.4538047,0.44444445,2.5434792,68.92444,0
44b6_0db75fae,44,85000000024,122,118,31,0.6057264,2.4547794,0.4920635,2.5434792,68.92444,0
44b6_0db75fae,44,85000000029,141,72,31,0.6129044,2.053227,0.4920635,2.5434792,68.92444,0
44b6_0db75fae,45,86000000024,121,122,32,0.60418016,3.0330832,0.50793654,2.5434792,68.92444,0
44b6_0db75fae,45,86000000029,139,76,32,0.65764105,2.711962,0.50793654,2.5434792,68.92444,0
44b6_0db75fae,46,87000000025,119,121,32,0.60537803,3.1753883,0.50793654,2.5434792,68.92444,0
44b6_0db75fae,46,87000000030,138,75,33,0.5757959,2.1386652,0.52380955,2.5434792,68.92444,0
