dataset,t,eval_result,gt_node_id,gt_z,gt_y,gt_x,pred_node_id,pred_z,pred_y,pred_x,distance_um
44b6_0b24845f,0,FP,,,,,26.0,47.0,199.0,191.0,
44b6_0b24845f,0,FP,,,,,27.0,11.0,230.0,191.0,
44b6_0b24845f,0,FP,,,,,28.0,40.0,142.0,80.0,
44b6_0b24845f,0,FP,,,,,29.0,53.0,206.0,148.0,
44b6_0b24845f,0,FP,,,,,30.0,10.0,45.0,156.0,
44b6_0b24845f,0,FP,,,,,31.0,42.0,81.0,163.0,
44b6_0b24845f,0,FP,,,,,32.0,52.0,79.0,111.0,
44b6_0b24845f,0,FP,,,,,33.0,41.0,141.0,81.0,
44b6_0b24845f,0,FP,,,,,34.0,35.0,30.0,114.0,
44b6_0b24845f,0,FP,,,,,35.0,40.0,108.0,237.0,
44b6_0b24845f,0,FP,,,,,36.0,35.0,28.0,111.0,
44b6_0b24845f,0,FP,,,,,37.0,39.0,109.0,237.0,
44b6_0b24845f,0,FP,,,,,38.0,35.0,27.0,109.0,
44b6_0b24845f,0,FP,,,,,39.0,12.0,36.0,128.0,
44b6_0b24845f,0,FP,,,,,40.0,38.0,110.0,236.0,
44b6_0b24845f,0,FP,,,,,41.0,54.0,204.0,148.0,
44b6_0b24845f,0,FP,,,,,42.0,8.0,152.0,210.0,
44b6_0b24845f,0,FP,,,,,43.0,21.0,31.0,17.0,
44b6_0b24845f,0,FP,,,,,44.0,11.0,17.0,65.0,
44b6_0b24845f,0,FP,,,,,45.0,40.0,84.0,162.0,
44b6_0b24845f,0,FP,,,,,46.0,19.0,163.0,199.0,
44b6_0b24845f,0,FP,,,,,47.0,9.0,153.0,210.0,
44b6_0b24845f,0,FP,,,,,48.0,52.0,114.0,85.0,
44b6_0b24845f,0,FP,,,,,49.0,41.0,107.0,237.0,
44b6_0b24845f,0,FP,,,,,50.0,54.0,81.0,40.0,
44b6_0b24845f,1,FP,,,,,51.0,52.0,148.0,81.0,
44b6_0b24845f,1,FP,,,,,52.0,52.0,27.0,28.0,
44b6_0b24845f,1,FP,,,,,53.0,22.0,163.0,110.0,
44b6_0b24845f,1,FP,,,,,54.0,51.0,121.0,114.0,
44b6_0b24845f,1,FP,,,,,55.0,31.0,31.0,80.0,
44b6_0b24845f,1,FP,,,,,56.0,55.0,166.0,75.0,
44b6_0b24845f,1,FP,,,,,57.0,10.0,112.0,121.0,
44b6_0b24845f,1,FP,,,,,58.0,12.0,22.0,22.0,
44b6_0b24845f,1,FP,,,,,59.0,18.0,37.0,103.0,
44b6_0b24845f,1,FP,,,,,60.0,32.0,30.0,81.0,
44b6_0b24845f,1,FP,,,,,61.0,6.0,20.0,84.0,
44b6_0b24845f,1,FP,,,,,62.0,34.0,112.0,74.0,
44b6_0b24845f,1,FP,,,,,63.0,54.0,167.0,76.0,
44b6_0b24845f,1,FP,,,,,64.0,34.0,35.0,113.0,
44b6_0b24845f,1,FP,,,,,65.0,48.0,236.0,121.0,
44b6_0b24845f,1,FP,,,,,66.0,28.0,31.0,27.0,
44b6_0b24845f,1,FP,,,,,67.0,59.0,59.0,76.0,
44b6_0b24845f,1,FP,,,,,68.0,29.0,29.0,28.0,
44b6_0b24845f,1,FP,,,,,69.0,14.0,72.0,84.0,
44b6_0b24845f,1,FP,,,,,70.0,13.0,31.0,119.0,
44b6_0b24845f,1,FP,,,,,71.0,55.0,221.0,111.0,
44b6_0b24845f,1,FP,,,,,72.0,10.0,117.0,163.0,
44b6_0b24845f,1,FP,,,,,73.0,44.0,158.0,105.0,
44b6_0b24845f,1,FP,,,,,74.0,40.0,147.0,112.0,
44b6_0b24845f,1,FP,,,,,75.0,47.0,73.0,20.0,
44b6_0b24845f,1,FP,,,,,76.0,54.0,222.0,111.0,
44b6_0b24845f,1,FP,,,,,77.0,54.0,109.0,187.0,
44b6_0b24845f,1,FP,,,,,78.0,41.0,158.0,191.0,
44b6_0b24845f,1,FP,,,,,79.0,19.0,114.0,33.0,
44b6_0b24845f,1,FP,,,,,80.0,55.0,108.0,187.0,
44b6_0b24845f,1,FP,,,,,81.0,9.0,74.0,187.0,
44b6_0b24845f,1,FP,,,,,82.0,36.0,111.0,191.0,
44b6_0b24845f,1,FP,,,,,83.0,36.0,119.0,236.0,
44b6_0b24845f,1,FP,,,,,84.0,14.0,105.0,39.0,
44b6_0b24845f,1,FP,,,,,85.0,9.0,57.0,161.0,
44b6_0b24845f,2,FP,,,,,86.0,55.0,34.0,18.0,
44b6_0b24845f,2,FP,,,,,87.0,15.0,25.0,67.0,
44b6_0b24845f,2,FP,,,,,88.0,43.0,17.0,17.0,
44b6_0b24845f,2,FP,,,,,89.0,9.0,17.0,67.0,
44b6_0b24845f,2,FP,,,,,90.0,47.0,237.0,237.0,
44b6_0b24845f,2,FP,,,,,91.0,32.0,117.0,76.0,
44b6_0b24845f,2,FP,,,,,92.0,11.0,25.0,24.0,
44b6_0b24845f,2,FP,,,,,93.0,16.0,40.0,106.0,
44b6_0b24845f,2,FP,,,,,94.0,52.0,27.0,34.0,
44b6_0b24845f,2,FP,,,,,95.0,20.0,170.0,110.0,
44b6_0b24845f,2,FP,,,,,96.0,54.0,146.0,86.0,
44b6_0b24845f,2,FP,,,,,97.0,10.0,25.0,23.0,
44b6_0b24845f,2,FP,,,,,98.0,54.0,101.0,28.0,
44b6_0b24845f,2,FP,,,,,99.0,56.0,122.0,72.0,
44b6_0b24845f,2,FP,,,,,100.0,51.0,27.0,33.0,
44b6_0b24845f,2,FP,,,,,101.0,23.0,112.0,235.0,
44b6_0b24845f,2,FP,,,,,102.0,33.0,115.0,105.0,
44b6_0b24845f,2,FP,,,,,103.0,53.0,225.0,119.0,
44b6_0b24845f,2,FP,,,,,104.0,52.0,150.0,85.0,
44b6_0b24845f,2,FP,,,,,105.0,39.0,17.0,28.0,
44b6_0b24845f,2,FP,,,,,106.0,11.0,147.0,209.0,
44b6_0b24845f,2,FP,,,,,107.0,53.0,148.0,86.0,
44b6_0b24845f,2,FP,,,,,108.0,57.0,61.0,78.0,
44b6_0b24845f,2,FP,,,,,109.0,40.0,100.0,147.0,
44b6_0b24845f,2,FP,,,,,110.0,29.0,32.0,81.0,
44b6_0b24845f,2,FP,,,,,111.0,49.0,121.0,118.0,
44b6_0b24845f,2,FP,,,,,112.0,41.0,99.0,147.0,
44b6_0b24845f,2,FP,,,,,113.0,32.0,220.0,189.0,
44b6_0b24845f,2,FP,,,,,114.0,34.0,31.0,20.0,
44b6_0b24845f,2,FP,,,,,115.0,27.0,32.0,29.0,
44b6_0b24845f,2,FP,,,,,116.0,33.0,40.0,116.0,
44b6_0b24845f,2,FP,,,,,117.0,16.0,149.0,166.0,
44b6_0b24845f,2,FP,,,,,118.0,41.0,160.0,191.0,
44b6_0b24845f,2,FP,,,,,119.0,44.0,62.0,25.0,
44b6_0b24845f,2,FP,,,,,120.0,43.0,156.0,110.0,
44b6_0b24845f,2,FP,,,,,121.0,18.0,16.0,46.0,
44b6_0b24845f,2,FP,,,,,122.0,17.0,147.0,166.0,
44b6_0b24845f,2,FP,,,,,123.0,40.0,182.0,19.0,
44b6_0b24845f,2,FP,,,,,124.0,32.0,219.0,153.0,
44b6_0b24845f,2,FP,,,,,125.0,17.0,140.0,18.0,
44b6_0b24845f,3,FP,,,,,126.0,9.0,27.0,74.0,
44b6_0b24845f,3,FP,,,,,127.0,55.0,69.0,84.0,
44b6_0b24845f,3,FP,,,,,128.0,42.0,72.0,32.0,
44b6_0b24845f,3,FP,,,,,129.0,16.0,152.0,21.0,
44b6_0b24845f,3,FP,,,,,130.0,42.0,27.0,26.0,
44b6_0b24845f,3,FP,,,,,131.0,55.0,60.0,40.0,
44b6_0b24845f,3,FP,,,,,132.0,53.0,234.0,119.0,
44b6_0b24845f,3,FP,,,,,133.0,52.0,235.0,119.0,
44b6_0b24845f,3,FP,,,,,134.0,54.0,129.0,228.0,
44b6_0b24845f,3,FP,,,,,135.0,14.0,37.0,75.0,
44b6_0b24845f,3,FP,,,,,136.0,39.0,109.0,153.0,
44b6_0b24845f,3,FP,,,,,137.0,43.0,26.0,26.0,
44b6_0b24845f,3,FP,,,,,138.0,16.0,117.0,229.0,
44b6_0b24845f,3,FP,,,,,139.0,30.0,229.0,155.0,
44b6_0b24845f,3,FP,,,,,140.0,31.0,228.0,155.0,
44b6_0b24845f,3,FP,,,,,141.0,51.0,228.0,187.0,
44b6_0b24845f,3,FP,,,,,142.0,16.0,156.0,163.0,
44b6_0b24845f,3,FP,,,,,143.0,23.0,27.0,65.0,
44b6_0b24845f,3,FP,,,,,144.0,52.0,156.0,60.0,
44b6_0b24845f,3,FP,,,,,145.0,22.0,27.0,64.0,
44b6_0b24845f,3,FP,,,,,146.0,9.0,106.0,58.0,
44b6_0b24845f,3,FP,,,,,147.0,56.0,59.0,40.0,
44b6_0b24845f,3,FP,,,,,148.0,22.0,120.0,235.0,
44b6_0b24845f,3,FP,,,,,149.0,42.0,100.0,76.0,
44b6_0b24845f,3,FP,,,,,150.0,13.0,147.0,71.0,
44b6_0b24845f,3,FP,,,,,151.0,36.0,64.0,70.0,
44b6_0b24845f,3,FP,,,,,152.0,17.0,154.0,163.0,
44b6_0b24845f,3,FP,,,,,153.0,39.0,189.0,19.0,
44b6_0b24845f,3,FP,,,,,154.0,15.0,158.0,163.0,
44b6_0b24845f,3,FP,,,,,155.0,36.0,159.0,17.0,
44b6_0b24845f,3,FP,,,,,156.0,22.0,230.0,112.0,
44b6_0b24845f,3,FP,,,,,157.0,36.0,110.0,18.0,
44b6_0b24845f,3,FP,,,,,158.0,18.0,146.0,216.0,
44b6_0b24845f,3,FP,,,,,159.0,38.0,28.0,37.0,
44b6_0b24845f,3,FP,,,,,160.0,8.0,150.0,144.0,
44b6_0b24845f,3,FP,,,,,161.0,17.0,58.0,72.0,
44b6_0b24845f,4,FP,,,,,162.0,54.0,73.0,87.0,
44b6_0b24845f,4,FP,,,,,163.0,53.0,74.0,86.0,
44b6_0b24845f,4,FP,,,,,164.0,8.0,32.0,77.0,
44b6_0b24845f,4,FP,,,,,165.0,28.0,235.0,155.0,
44b6_0b24845f,4,FP,,,,,166.0,55.0,65.0,42.0,
44b6_0b24845f,4,FP,,,,,167.0,41.0,78.0,33.0,
44b6_0b24845f,4,FP,,,,,168.0,16.0,160.0,162.0,
44b6_0b24845f,4,FP,,,,,169.0,41.0,31.0,30.0,
44b6_0b24845f,4,FP,,,,,170.0,29.0,235.0,191.0,
44b6_0b24845f,4,FP,,,,,171.0,52.0,238.0,122.0,
44b6_0b24845f,4,FP,,,,,172.0,43.0,18.0,17.0,
44b6_0b24845f,4,FP,,,,,173.0,17.0,158.0,162.0,
44b6_0b24845f,4,FP,,,,,174.0,22.0,33.0,65.0,
44b6_0b24845f,4,FP,,,,,175.0,56.0,151.0,236.0,
44b6_0b24845f,4,FP,,,,,176.0,16.0,149.0,214.0,
44b6_0b24845f,4,FP,,,,,177.0,43.0,58.0,38.0,
44b6_0b24845f,4,FP,,,,,178.0,40.0,146.0,215.0,
44b6_0b24845f,4,FP,,,,,179.0,30.0,117.0,29.0,
44b6_0b24845f,4,FP,,,,,180.0,54.0,66.0,42.0,
44b6_0b24845f,4,FP,,,,,181.0,21.0,237.0,113.0,
44b6_0b24845f,4,FP,,,,,182.0,15.0,163.0,162.0,
44b6_0b24845f,4,FP,,,,,183.0,31.0,116.0,29.0,
44b6_0b24845f,4,FP,,,,,184.0,13.0,81.0,66.0,
44b6_0b24845f,4,FP,,,,,185.0,50.0,187.0,81.0,
44b6_0b24845f,4,FP,,,,,186.0,39.0,147.0,215.0,
44b6_0b24845f,4,FP,,,,,187.0,22.0,23.0,35.0,
44b6_0b24845f,4,FP,,,,,188.0,40.0,194.0,68.0,
44b6_0b24845f,4,FP,,,,,189.0,37.0,113.0,152.0,
44b6_0b24845f,4,FP,,,,,190.0,16.0,65.0,70.0,
44b6_0b24845f,4,FP,,,,,191.0,14.0,58.0,111.0,
44b6_0b24845f,4,FP,,,,,192.0,40.0,106.0,78.0,
44b6_0b24845f,4,FP,,,,,193.0,55.0,181.0,74.0,
44b6_0b24845f,4,FP,,,,,194.0,20.0,195.0,119.0,
44b6_0b24845f,4,FP,,,,,195.0,8.0,113.0,58.0,
44b6_0b24845f,4,FP,,,,,196.0,15.0,155.0,99.0,
44b6_0b24845f,4,FP,,,,,197.0,41.0,228.0,194.0,
44b6_0b24845f,4,FP,,,,,198.0,60.0,157.0,149.0,
44b6_0b24845f,4,FP,,,,,199.0,43.0,191.0,196.0,
44b6_0b24845f,4,FP,,,,,200.0,44.0,48.0,66.0,
44b6_0b24845f,4,FP,,,,,201.0,56.0,180.0,73.0,
44b6_0b24845f,4,FP,,,,,202.0,23.0,148.0,81.0,
44b6_0b24845f,4,FP,,,,,203.0,52.0,225.0,81.0,
44b6_0b24845f,4,FP,,,,,204.0,19.0,106.0,197.0,
44b6_0b24845f,4,FP,,,,,205.0,53.0,224.0,81.0,
44b6_0b24845f,5,FP,,,,,206.0,18.0,154.0,120.0,
44b6_0b24845f,5,FP,,,,,207.0,17.0,160.0,163.0,
44b6_0b24845f,5,FP,,,,,208.0,13.0,64.0,114.0,
44b6_0b24845f,5,FP,,,,,209.0,41.0,34.0,35.0,
44b6_0b24845f,5,FP,,,,,210.0,55.0,150.0,234.0,
44b6_0b24845f,5,FP,,,,,211.0,54.0,68.0,47.0,
44b6_0b24845f,5,FP,,,,,212.0,43.0,62.0,39.0,
44b6_0b24845f,5,FP,,,,,213.0,14.0,162.0,19.0,
44b6_0b24845f,5,FP,,,,,214.0,40.0,81.0,35.0,
44b6_0b24845f,5,FP,,,,,215.0,12.0,118.0,222.0,
44b6_0b24845f,5,FP,,,,,216.0,53.0,146.0,110.0,
44b6_0b24845f,5,FP,,,,,217.0,42.0,107.0,119.0,
44b6_0b24845f,5,FP,,,,,218.0,42.0,20.0,20.0,
44b6_0b24845f,5,FP,,,,,219.0,12.0,17.0,32.0,
44b6_0b24845f,5,FP,,,,,220.0,16.0,24.0,17.0,
44b6_0b24845f,5,FP,,,,,221.0,54.0,101.0,151.0,
44b6_0b24845f,5,FP,,,,,222.0,52.0,74.0,18.0,
44b6_0b24845f,5,FP,,,,,223.0,19.0,154.0,78.0,
44b6_0b24845f,5,FP,,,,,224.0,53.0,73.0,18.0,
44b6_0b24845f,5,FP,,,,,225.0,20.0,35.0,68.0,
44b6_0b24845f,5,FP,,,,,226.0,42.0,232.0,199.0,
44b6_0b24845f,5,FP,,,,,227.0,11.0,18.0,33.0,
44b6_0b24845f,5,FP,,,,,228.0,43.0,231.0,198.0,
44b6_0b24845f,5,FP,,,,,229.0,30.0,120.0,28.0,
44b6_0b24845f,5,FP,,,,,230.0,40.0,196.0,69.0,
44b6_0b24845f,5,FP,,,,,231.0,28.0,238.0,153.0,
44b6_0b24845f,5,FP,,,,,232.0,23.0,27.0,42.0,
44b6_0b24845f,5,FP,,,,,233.0,55.0,184.0,73.0,
44b6_0b24845f,5,FP,,,,,234.0,43.0,144.0,120.0,
44b6_0b24845f,5,FP,,,,,235.0,48.0,65.0,70.0,
44b6_0b24845f,5,FP,,,,,236.0,40.0,109.0,76.0,
44b6_0b24845f,5,FP,,,,,237.0,49.0,234.0,187.0,
44b6_0b24845f,5,FP,,,,,238.0,60.0,151.0,81.0,
44b6_0b24845f,5,FP,,,,,239.0,8.0,34.0,79.0,
44b6_0b24845f,5,FP,,,,,240.0,48.0,235.0,187.0,
44b6_0b24845f,5,FP,,,,,241.0,16.0,151.0,213.0,
44b6_0b24845f,5,FP,,,,,242.0,41.0,195.0,69.0,
44b6_0b24845f,5,FP,,,,,243.0,35.0,121.0,18.0,
44b6_0b24845f,5,FP,,,,,244.0,46.0,158.0,209.0,
44b6_0b24845f,5,FP,,,,,245.0,51.0,230.0,80.0,
44b6_0b24845f,5,FP,,,,,246.0,52.0,229.0,80.0,
44b6_0b24845f,6,FP,,,,,247.0,54.0,149.0,230.0,
44b6_0b24845f,6,FP,,,,,248.0,51.0,150.0,109.0,
44b6_0b24845f,6,FP,,,,,249.0,52.0,149.0,109.0,
44b6_0b24845f,6,FP,,,,,250.0,54.0,154.0,59.0,
44b6_0b24845f,6,FP,,,,,251.0,13.0,21.0,37.0,
44b6_0b24845f,6,FP,,,,,252.0,36.0,211.0,20.0,
44b6_0b24845f,6,FP,,,,,253.0,41.0,38.0,39.0,
44b6_0b24845f,6,FP,,,,,254.0,11.0,149.0,121.0,
44b6_0b24845f,6,FP,,,,,255.0,12.0,68.0,115.0,
44b6_0b24845f,6,FP,,,,,256.0,13.0,68.0,114.0,
44b6_0b24845f,6,FP,,,,,257.0,41.0,110.0,118.0,
44b6_0b24845f,6,FP,,,,,258.0,17.0,28.0,21.0,
44b6_0b24845f,6,FP,,,,,259.0,42.0,26.0,28.0,
44b6_0b24845f,6,FP,,,,,260.0,42.0,25.0,26.0,
44b6_0b24845f,6,FP,,,,,261.0,19.0,38.0,69.0,
44b6_0b24845f,6,FP,,,,,262.0,35.0,108.0,168.0,
44b6_0b24845f,6,FP,,,,,263.0,22.0,17.0,17.0,
44b6_0b24845f,6,FP,,,,,264.0,53.0,103.0,149.0,
44b6_0b24845f,6,FP,,,,,265.0,19.0,107.0,144.0,
44b6_0b24845f,6,FP,,,,,266.0,55.0,109.0,80.0,
44b6_0b24845f,6,FP,,,,,267.0,42.0,67.0,40.0,
44b6_0b24845f,6,FP,,,,,268.0,30.0,187.0,81.0,
44b6_0b24845f,6,FP,,,,,269.0,54.0,102.0,149.0,
44b6_0b24845f,6,FP,,,,,270.0,37.0,66.0,76.0,
44b6_0b24845f,6,FP,,,,,271.0,48.0,198.0,81.0,
44b6_0b24845f,6,FP,,,,,272.0,55.0,187.0,69.0,
44b6_0b24845f,6,FP,,,,,273.0,55.0,105.0,107.0,
44b6_0b24845f,6,FP,,,,,274.0,42.0,190.0,115.0,
44b6_0b24845f,6,FP,,,,,275.0,32.0,34.0,31.0,
44b6_0b24845f,6,FP,,,,,276.0,11.0,142.0,35.0,
44b6_0b24845f,6,FP,,,,,277.0,54.0,187.0,162.0,
44b6_0b24845f,6,FP,,,,,278.0,14.0,100.0,161.0,
44b6_0b24845f,6,FP,,,,,279.0,54.0,188.0,69.0,
44b6_0b24845f,6,FP,,,,,280.0,19.0,158.0,76.0,
44b6_0b24845f,6,FP,,,,,281.0,13.0,101.0,160.0,
44b6_0b24845f,6,FP,,,,,282.0,52.0,232.0,77.0,
44b6_0b24845f,6,FP,,,,,283.0,45.0,119.0,37.0,
44b6_0b24845f,7,FP,,,,,284.0,52.0,149.0,228.0,
44b6_0b24845f,7,FP,,,,,285.0,11.0,73.0,118.0,
44b6_0b24845f,7,FP,,,,,286.0,17.0,32.0,24.0,
44b6_0b24845f,7,FP,,,,,287.0,47.0,200.0,79.0,
44b6_0b24845f,7,FP,,,,,288.0,12.0,23.0,38.0,
44b6_0b24845f,7,FP,,,,,289.0,50.0,151.0,108.0,
44b6_0b24845f,7,FP,,,,,290.0,51.0,146.0,21.0,
44b6_0b24845f,7,FP,,,,,291.0,41.0,40.0,39.0,
44b6_0b24845f,7,FP,,,,,292.0,18.0,16.0,32.0,
44b6_0b24845f,7,FP,,,,,293.0,17.0,108.0,118.0,
44b6_0b24845f,7,FP,,,,,294.0,41.0,58.0,75.0,
44b6_0b24845f,7,FP,,,,,295.0,11.0,154.0,119.0,
44b6_0b24845f,7,FP,,,,,296.0,18.0,107.0,118.0,
44b6_0b24845f,7,FP,,,,,297.0,41.0,27.0,29.0,
44b6_0b24845f,7,FP,,,,,298.0,32.0,34.0,35.0,
44b6_0b24845f,7,FP,,,,,299.0,10.0,147.0,35.0,
44b6_0b24845f,7,FP,,,,,300.0,52.0,146.0,43.0,
44b6_0b24845f,7,FP,,,,,301.0,54.0,146.0,127.0,
44b6_0b24845f,7,FP,,,,,302.0,12.0,106.0,160.0,
44b6_0b24845f,7,FP,,,,,303.0,19.0,111.0,146.0,
44b6_0b24845f,7,FP,,,,,304.0,55.0,146.0,128.0,
44b6_0b24845f,7,FP,,,,,305.0,42.0,69.0,44.0,
44b6_0b24845f,7,FP,,,,,306.0,21.0,22.0,19.0,
44b6_0b24845f,7,FP,,,,,307.0,17.0,124.0,73.0,
44b6_0b24845f,7,FP,,,,,308.0,38.0,238.0,80.0,
44b6_0b24845f,7,FP,,,,,309.0,16.0,124.0,74.0,
44b6_0b24845f,7,FP,,,,,310.0,17.0,122.0,74.0,
44b6_0b24845f,7,FP,,,,,311.0,41.0,151.0,115.0,
44b6_0b24845f,7,FP,,,,,312.0,46.0,71.0,75.0,
44b6_0b24845f,7,FP,,,,,313.0,19.0,40.0,71.0,
44b6_0b24845f,7,FP,,,,,314.0,19.0,111.0,45.0,
44b6_0b24845f,7,FP,,,,,315.0,18.0,41.0,70.0,
44b6_0b24845f,7,FP,,,,,316.0,34.0,110.0,165.0,
44b6_0b24845f,7,FP,,,,,317.0,36.0,70.0,78.0,
44b6_0b24845f,7,FP,,,,,318.0,18.0,122.0,73.0,
44b6_0b24845f,7,FP,,,,,319.0,21.0,155.0,25.0,
44b6_0b24845f,8,FP,,,,,320.0,44.0,199.0,74.0,
44b6_0b24845f,8,FP,,,,,321.0,9.0,73.0,115.0,
44b6_0b24845f,8,FP,,,,,322.0,43.0,68.0,71.0,
44b6_0b24845f,8,FP,,,,,323.0,11.0,24.0,39.0,
44b6_0b24845f,8,FP,,,,,324.0,10.0,73.0,114.0,
44b6_0b24845f,8,FP,,,,,325.0,32.0,109.0,159.0,
44b6_0b24845f,8,FP,,,,,326.0,31.0,109.0,160.0,
44b6_0b24845f,8,FP,,,,,327.0,46.0,151.0,66.0,
44b6_0b24845f,8,FP,,,,,328.0,16.0,31.0,23.0,
44b6_0b24845f,8,FP,,,,,329.0,19.0,161.0,120.0,
44b6_0b24845f,8,FP,,,,,330.0,20.0,20.0,17.0,
44b6_0b24845f,8,FP,,,,,331.0,19.0,188.0,117.0,
44b6_0b24845f,8,FP,,,,,332.0,30.0,117.0,189.0,
44b6_0b24845f,8,FP,,,,,333.0,48.0,232.0,189.0,
44b6_0b24845f,8,FP,,,,,334.0,20.0,162.0,121.0,
44b6_0b24845f,8,FP,,,,,335.0,54.0,150.0,75.0,
44b6_0b24845f,8,FP,,,,,336.0,54.0,167.0,35.0,
44b6_0b24845f,8,FP,,,,,337.0,12.0,23.0,38.0,
44b6_0b24845f,8,FP,,,,,338.0,52.0,188.0,187.0,
44b6_0b24845f,8,FP,,,,,339.0,43.0,106.0,25.0,
44b6_0b24845f,8,FP,,,,,340.0,14.0,71.0,30.0,
44b6_0b24845f,8,FP,,,,,341.0,13.0,71.0,31.0,
44b6_0b24845f,8,FP,,,,,342.0,31.0,228.0,33.0,
44b6_0b24845f,8,FP,,,,,343.0,55.0,151.0,74.0,
44b6_0b24845f,8,FP,,,,,344.0,52.0,141.0,122.0,
44b6_0b24845f,8,FP,,,,,345.0,39.0,28.0,25.0,
44b6_0b24845f,8,FP,,,,,346.0,55.0,69.0,40.0,
44b6_0b24845f,8,FP,,,,,347.0,17.0,16.0,31.0,
44b6_0b24845f,8,FP,,,,,348.0,12.0,210.0,105.0,
44b6_0b24845f,8,FP,,,,,349.0,22.0,151.0,66.0,
44b6_0b24845f,8,FP,,,,,350.0,9.0,155.0,110.0,
44b6_0b24845f,8,FP,,,,,351.0,41.0,100.0,105.0,
44b6_0b24845f,8,FP,,,,,352.0,50.0,146.0,34.0,
44b6_0b24845f,8,FP,,,,,353.0,51.0,190.0,187.0,
44b6_0b24845f,8,FP,,,,,354.0,38.0,40.0,39.0,
44b6_0b24845f,9,FP,,,,,355.0,52.0,142.0,120.0,
44b6_0b24845f,9,FP,,,,,356.0,8.0,187.0,121.0,
44b6_0b24845f,9,FP,,,,,357.0,42.0,208.0,74.0,
44b6_0b24845f,9,FP,,,,,358.0,42.0,75.0,69.0,
44b6_0b24845f,9,FP,,,,,359.0,44.0,228.0,146.0,
44b6_0b24845f,9,FP,,,,,360.0,29.0,112.0,156.0,
44b6_0b24845f,9,FP,,,,,361.0,10.0,141.0,233.0,
44b6_0b24845f,9,FP,,,,,362.0,41.0,112.0,21.0,
44b6_0b24845f,9,FP,,,,,363.0,42.0,37.0,18.0,
44b6_0b24845f,9,FP,,,,,364.0,54.0,73.0,40.0,
44b6_0b24845f,9,FP,,,,,365.0,8.0,76.0,113.0,
44b6_0b24845f,9,FP,,,,,366.0,31.0,234.0,28.0,
44b6_0b24845f,9,FP,,,,,367.0,15.0,22.0,29.0,
44b6_0b24845f,9,FP,,,,,368.0,46.0,148.0,18.0,
44b6_0b24845f,9,FP,,,,,369.0,19.0,195.0,120.0,
44b6_0b24845f,9,FP,,,,,370.0,52.0,125.0,189.0,
44b6_0b24845f,9,FP,,,,,371.0,19.0,191.0,191.0,
44b6_0b24845f,9,FP,,,,,372.0,10.0,31.0,40.0,
44b6_0b24845f,9,FP,,,,,373.0,55.0,72.0,39.0,
44b6_0b24845f,9,FP,,,,,374.0,35.0,197.0,31.0,
44b6_0b24845f,9,FP,,,,,375.0,8.0,189.0,146.0,
44b6_0b24845f,9,FP,,,,,376.0,18.0,196.0,119.0,
44b6_0b24845f,9,FP,,,,,377.0,54.0,237.0,39.0,
44b6_0b24845f,9,FP,,,,,378.0,19.0,25.0,16.0,
44b6_0b24845f,9,FP,,,,,379.0,37.0,35.0,27.0,
44b6_0b24845f,9,FP,,,,,380.0,55.0,235.0,39.0,
44b6_0b24845f,9,FP,,,,,381.0,36.0,64.0,73.0,
44b6_0b24845f,9,FP,,,,,382.0,8.0,105.0,68.0,
44b6_0b24845f,9,FP,,,,,383.0,37.0,75.0,40.0,
44b6_0b24845f,9,FP,,,,,384.0,37.0,64.0,74.0,
