dataset,node_id,t,z,y,x,z_norm,y_norm,x_norm,dist_to_center_xy_um,dist_to_border_z_slices,dist_to_border_xy_um,raw_intensity,mean_intensity_3x3,max_intensity_3x3,min_intensity_3x3,std_intensity_3x3,local_contrast,local_snr,laplacian_sharpness,det_prob,neighbor_count_5um,neighbor_count_10um,neighbor_count_15um,nearest_neighbor_dist_um,is_gt_node,gt_matched_dist_um
44b6_0113de3b,2941,13,4,100,36,0.0635,0.3922,0.1412,39.07,4,14.62,1239.0,1138.37,1292.0,932.0,129.78,0.3162,2.3656,254.0,1.0,0,2,3,6.7,0,999.0
44b6_0113de3b,2942,13,4,160,48,0.0635,0.6275,0.1882,35.0,4,19.5,2237.0,2086.04,2310.0,1837.0,132.58,0.2267,3.017,327.0,1.0,0,4,10,7.45,0,999.0
44b6_0113de3b,2943,13,4,192,44,0.0635,0.7529,0.1725,42.9,4,17.88,1859.0,1849.07,2087.0,1574.0,134.24,0.2774,2.1231,57.0,1.0,0,2,9,8.29,0,999.0
44b6_0113de3b,2944,13,4,204,72,0.0635,0.8,0.2824,38.35,4,20.72,699.0,661.85,718.0,599.0,34.56,0.1798,2.8934,81.0,1.0,0,2,9,7.08,0,999.0
44b6_0113de3b,2945,13,4,244,36,0.0635,0.9569,0.1412,60.15,4,4.47,2235.0,2038.93,2340.0,1585.0,181.14,0.3703,3.5884,545.0,1.0,0,2,5,7.62,0,999.0
44b6_0113de3b,2946,13,5,4,80,0.0794,0.0157,0.3137,54.02,5,1.62,1767.0,1625.67,1900.0,1390.0,136.5,0.3137,2.7618,244.0,1.0,0,2,6,7.45,0,999.0
44b6_0113de3b,2947,13,5,32,72,0.0794,0.1255,0.2824,45.15,5,13.0,1502.0,1435.19,1548.0,1334.0,50.96,0.1491,3.2964,122.0,1.0,0,1,8,7.62,0,999.0
44b6_0113de3b,2948,13,5,104,88,0.0794,0.4078,0.3451,18.95,5,35.75,1361.0,1328.22,1470.0,1154.0,96.01,0.2379,2.1559,98.0,1.0,0,2,6,6.08,0,999.0
44b6_0113de3b,2949,13,5,152,32,0.0794,0.5961,0.1255,40.2,5,13.0,1427.0,1394.44,1510.0,1277.0,60.6,0.1671,2.4751,67.0,1.0,0,2,7,6.7,0,999.0
44b6_0113de3b,2950,13,5,160,68,0.0794,0.6275,0.2667,27.62,5,27.62,1489.0,1423.56,1563.0,1295.0,81.28,0.1883,2.3869,120.0,1.0,0,3,11,7.45,0,999.0
44b6_0113de3b,2951,13,5,208,24,0.0794,0.8157,0.0941,53.3,5,9.75,1334.0,1311.33,1417.0,1207.0,53.58,0.1601,2.3703,44.0,1.0,0,0,4,10.53,0,999.0
44b6_0113de3b,2952,13,5,224,48,0.0794,0.8784,0.1882,50.77,5,12.59,1660.0,1515.22,1725.0,1340.0,114.25,0.2541,2.8008,255.0,1.0,0,1,9,9.61,0,999.0
44b6_0113de3b,2953,13,6,108,60,0.0952,0.4235,0.2353,28.8,6,24.38,2073.0,1839.7,2122.0,1532.0,142.13,0.3207,3.8064,492.0,1.0,0,0,9,10.78,0,999.0
44b6_0113de3b,2954,13,6,128,80,0.0952,0.502,0.3137,19.5,6,32.5,1234.0,1196.74,1304.0,1075.0,63.09,0.1914,2.5204,89.0,1.0,0,1,10,9.61,0,999.0
44b6_0113de3b,2955,13,6,180,92,0.0952,0.7059,0.3608,25.69,6,30.47,1302.0,1167.59,1321.0,1064.0,72.95,0.2201,3.2627,219.0,1.0,0,0,9,10.28,0,999.0
44b6_0113de3b,2956,13,7,4,124,0.1111,0.0157,0.4863,50.4,7,1.62,1155.0,1123.85,1286.0,1011.0,67.71,0.2447,2.1266,13.0,1.0,0,0,3,10.9,0,999.0
44b6_0113de3b,2957,13,7,32,104,0.1111,0.1255,0.4078,40.2,7,13.0,766.0,780.26,874.0,673.0,53.06,0.2576,1.7529,15.0,1.0,0,1,5,8.9,0,999.0
44b6_0113de3b,2958,13,7,72,60,0.1111,0.2824,0.2353,35.79,7,24.38,1699.0,1677.93,1889.0,1238.0,175.7,0.388,2.6238,271.0,1.0,0,1,6,7.45,0,999.0
44b6_0113de3b,2959,13,7,208,128,0.1111,0.8157,0.502,32.5,7,19.09,178.0,175.26,208.0,152.0,14.14,0.3195,1.8383,4.0,1.0,0,0,0,17.35,0,999.0
44b6_0113de3b,2960,13,8,24,84,0.127,0.0941,0.3294,45.88,8,9.75,1808.0,1661.41,1833.0,1432.0,107.92,0.2414,3.4842,351.0,1.0,0,4,8,7.62,0,999.0
44b6_0113de3b,2961,13,8,100,96,0.127,0.3922,0.3765,17.27,8,39.0,1364.0,1260.37,1507.0,902.0,184.51,0.48,2.5039,319.0,1.0,0,1,6,6.08,0,999.0
44b6_0113de3b,2962,13,8,136,56,0.127,0.5333,0.2196,29.43,8,22.75,2057.0,1856.3,2067.0,1657.0,129.0,0.2209,3.1007,390.0,1.0,0,0,9,10.78,0,999.0
44b6_0113de3b,2963,13,8,160,116,0.127,0.6275,0.4549,13.88,8,38.59,691.0,659.56,734.0,544.0,51.04,0.2881,2.8801,104.0,1.0,0,0,4,11.38,0,999.0
44b6_0113de3b,2964,13,9,60,100,0.1429,0.2353,0.3922,29.88,9,24.38,1125.0,1065.89,1275.0,921.0,98.23,0.3321,2.0767,54.0,1.0,0,1,3,9.61,0,999.0
44b6_0113de3b,2965,13,9,252,56,0.1429,0.9882,0.2196,58.25,9,1.22,527.0,572.48,930.0,390.0,164.44,0.9433,0.8331,266.0,1.0,0,0,6,10.41,0,999.0
44b6_0113de3b,2966,13,10,4,100,0.1587,0.0157,0.3922,51.64,10,1.62,1608.0,1515.89,1642.0,1356.0,74.95,0.1887,3.3623,218.0,1.0,0,0,5,10.9,0,999.0
44b6_0113de3b,2967,13,10,192,56,0.1587,0.7529,0.2196,39.14,10,22.75,1804.0,1696.19,1829.0,1495.0,111.15,0.1969,2.7799,284.0,1.0,0,0,7,10.28,0,999.0
44b6_0113de3b,2968,13,10,200,80,0.1587,0.7843,0.3137,35.15,10,22.34,1481.0,1390.37,1594.0,1189.0,109.17,0.2913,2.6747,179.0,1.0,0,0,7,10.28,0,999.0
44b6_0113de3b,2969,13,10,240,80,0.1587,0.9412,0.3137,49.5,10,6.09,1485.0,1394.81,1570.0,1189.0,99.06,0.2732,2.9881,211.0,1.0,0,0,7,10.66,0,999.0
44b6_0113de3b,2970,13,11,28,68,0.1746,0.1098,0.2667,47.38,11,11.38,1212.0,1164.19,1249.0,1037.0,61.26,0.1821,2.8566,138.0,1.0,0,1,5,8.29,0,999.0
44b6_0113de3b,2971,13,11,152,92,0.1746,0.5961,0.3608,17.58,11,37.38,1238.0,1124.59,1286.0,898.0,140.54,0.345,2.4193,292.0,1.0,0,1,9,8.29,0,999.0
44b6_0113de3b,2972,13,11,164,56,0.1746,0.6431,0.2196,32.7,11,22.75,1899.0,1842.52,2079.0,1582.0,142.53,0.2697,2.2241,137.0,1.0,0,0,5,11.02,0,999.0
44b6_0113de3b,2973,13,11,228,52,0.1746,0.8941,0.2039,51.03,11,10.97,1612.0,1485.19,1674.0,1214.0,156.64,0.3097,2.5409,336.0,1.0,0,0,7,10.02,0,999.0
44b6_0113de3b,2974,13,12,56,80,0.1905,0.2196,0.3137,35.15,12,22.75,2521.0,2448.04,2867.0,1893.0,248.74,0.3979,2.5247,282.0,1.0,0,1,6,9.61,0,999.0
44b6_0113de3b,2975,13,12,104,136,0.1905,0.4078,0.5333,10.28,12,42.25,597.0,592.04,718.0,492.0,53.52,0.3817,1.9617,16.0,1.0,0,0,2,13.5,0,999.0
44b6_0113de3b,2976,13,12,124,96,0.1905,0.4863,0.3765,13.1,12,39.0,1180.0,1143.89,1288.0,952.0,109.07,0.2937,2.0904,120.0,1.0,0,0,8,10.02,0,999.0
44b6_0113de3b,2977,13,12,172,92,0.1905,0.6745,0.3608,23.1,12,33.72,1281.0,1241.19,1331.0,1121.0,56.88,0.1692,2.8128,110.0,1.0,0,1,6,8.29,0,999.0
44b6_0113de3b,2978,13,13,84,72,0.2063,0.3294,0.2824,28.93,13,29.25,2524.0,2392.0,2711.0,2032.0,168.19,0.2839,2.9252,305.0,1.0,0,1,5,8.29,0,999.0
44b6_0113de3b,2979,13,14,248,100,0.2222,0.9725,0.3922,50.06,14,2.84,846.0,780.67,906.0,561.0,94.92,0.4419,3.0024,225.0,1.0,0,1,5,8.9,0,999.0
44b6_0113de3b,2980,13,15,20,164,0.2381,0.0784,0.6431,46.25,15,8.12,760.0,725.48,797.0,602.0,55.48,0.2688,2.8479,121.0,1.0,0,0,2,10.53,0,999.0
44b6_0113de3b,2981,13,15,116,76,0.2381,0.4549,0.298,21.68,15,30.88,2172.0,2031.7,2290.0,1508.0,219.7,0.3849,3.0223,546.0,1.0,0,1,6,9.48,0,999.0
44b6_0113de3b,2982,13,15,204,100,0.2381,0.8,0.3922,32.9,15,20.72,798.0,742.22,892.0,646.0,72.34,0.3314,2.1013,58.0,1.0,0,0,7,10.28,0,999.0
44b6_0113de3b,2983,13,15,208,60,0.2381,0.8157,0.2353,42.65,15,19.09,1928.0,1780.37,2084.0,1542.0,153.48,0.3044,2.515,230.0,1.0,0,0,6,10.53,0,999.0
44b6_0113de3b,2984,13,15,228,92,0.2381,0.8941,0.3608,43.18,15,10.97,1059.0,958.22,1078.0,809.0,80.32,0.2807,3.1125,231.0,1.0,0,2,7,8.9,0,999.0
44b6_0113de3b,2985,13,16,0,148,0.254,0.0,0.5804,52.63,16,0.0,845.0,790.67,882.0,700.0,52.15,0.2302,2.7806,108.0,1.0,0,0,3,10.53,0,999.0
44b6_0113de3b,2986,13,16,16,96,0.254,0.0627,0.3765,47.32,16,6.5,1396.0,1283.3,1470.0,953.0,150.82,0.4029,2.9372,369.0,1.0,0,1,8,9.48,0,999.0
44b6_0113de3b,2987,13,16,96,108,0.254,0.3765,0.4235,15.33,16,39.0,1522.0,1352.93,1593.0,982.0,171.52,0.4516,3.1482,469.0,1.0,0,0,6,10.41,0,999.0
44b6_0113de3b,2988,13,17,24,128,0.2698,0.0941,0.502,42.25,17,9.75,1495.0,1363.7,1574.0,1167.0,119.2,0.2985,2.7516,249.0,1.0,0,1,5,8.75,0,999.0
44b6_0113de3b,2989,13,17,88,84,0.2698,0.3451,0.3294,24.16,17,34.12,1167.0,1083.37,1268.0,838.0,107.99,0.3969,3.0465,228.0,1.0,0,2,4,8.29,0,999.0
44b6_0113de3b,2990,13,17,124,116,0.2698,0.4863,0.4549,5.14,17,47.12,1282.0,1180.56,1334.0,1016.0,83.59,0.2694,3.182,214.0,1.0,0,0,6,11.49,0,999.0
44b6_0113de3b,2991,13,17,144,76,0.2698,0.5647,0.298,22.1,17,30.88,1936.0,1825.37,2085.0,1566.0,129.59,0.2843,2.8552,221.0,1.0,0,1,6,7.08,0,999.0
44b6_0113de3b,2992,13,17,156,112,0.2698,0.6118,0.4392,13.1,17,40.22,520.0,496.11,561.0,448.0,31.43,0.2278,2.2909,31.0,1.0,0,0,4,12.8,0,999.0
44b6_0113de3b,2993,13,18,132,64,0.2857,0.5176,0.251,26.05,18,26.0,952.0,934.74,1012.0,840.0,46.43,0.184,2.4124,52.0,1.0,0,2,2,7.08,0,999.0
44b6_0113de3b,2994,13,18,240,64,0.2857,0.9412,0.251,52.4,18,6.09,1665.0,1543.48,1790.0,1155.0,149.96,0.4114,3.4009,385.0,1.0,0,0,6,12.8,0,999.0
44b6_0113de3b,2995,13,19,4,112,0.3016,0.0157,0.4392,50.79,19,1.62,2046.0,2038.19,2332.0,1671.0,193.24,0.3243,1.9406,89.0,1.0,0,1,4,9.48,0,999.0
44b6_0113de3b,2996,13,19,48,100,0.3016,0.1882,0.3922,34.43,19,19.5,2090.0,2053.59,2292.0,1723.0,133.09,0.2771,2.7576,165.0,1.0,0,2,7,8.29,0,999.0
44b6_0113de3b,2997,13,19,232,108,0.3016,0.9098,0.4235,43.02,19,9.34,1054.0,987.04,1105.0,836.0,80.78,0.2725,2.6987,167.0,1.0,0,2,7,9.33,0,999.0
44b6_0113de3b,2998,13,19,244,128,0.3016,0.9569,0.502,47.12,19,4.47,907.0,886.56,1012.0,707.0,82.66,0.344,2.4196,95.0,1.0,0,1,4,9.48,0,999.0
44b6_0113de3b,2999,13,20,60,120,0.3175,0.2353,0.4706,27.82,20,24.38,1725.0,1480.96,1806.0,1223.0,195.86,0.3937,2.563,421.0,1.0,0,2,7,8.9,0,999.0
44b6_0113de3b,3000,13,20,76,180,0.3175,0.298,0.7059,29.88,20,30.47,190.0,184.26,251.0,151.0,26.17,0.5427,1.4901,22.0,1.0,0,0,0,16.65,0,999.0
44b6_0113de3b,3001,13,20,196,80,0.3175,0.7686,0.3137,33.81,20,23.97,1576.0,1474.7,1726.0,1086.0,215.71,0.434,2.2716,340.0,1.0,0,2,6,7.08,0,999.0
44b6_0113de3b,3002,13,20,252,92,0.3175,0.9882,0.3608,52.46,20,1.22,1189.0,1173.3,1274.0,1034.0,58.54,0.2046,2.648,70.0,1.0,0,0,6,10.41,0,999.0
44b6_0113de3b,3003,13,21,68,140,0.3333,0.2667,0.549,24.86,21,27.62,1047.0,996.3,1122.0,825.0,78.29,0.2981,2.8355,147.0,1.0,0,1,3,8.9,0,999.0
44b6_0113de3b,3004,13,21,72,92,0.3333,0.2824,0.3608,27.05,21,29.25,2104.0,1983.63,2177.0,1607.0,160.36,0.2874,3.0993,424.0,1.0,0,2,6,8.29,0,999.0
44b6_0113de3b,3005,13,21,176,72,0.3333,0.6902,0.2824,29.96,21,29.25,1887.0,1725.33,1949.0,1491.0,105.82,0.2655,3.7422,334.0,1.0,0,1,5,8.9,0,999.0
44b6_0113de3b,3006,13,22,4,168,0.3492,0.0157,0.6588,52.93,22,1.62,733.0,613.59,733.0,507.0,53.21,0.3683,4.2474,226.0,1.0,0,0,3,12.48,0,999.0
44b6_0113de3b,3007,13,22,24,120,0.3492,0.0941,0.4706,42.37,22,9.75,2232.0,2108.19,2361.0,1667.0,162.28,0.3292,3.4817,436.0,1.0,0,2,6,7.27,0,999.0
44b6_0113de3b,3008,13,22,32,104,0.3492,0.1255,0.4078,40.2,22,13.0,2065.0,1903.7,2187.0,1422.0,239.34,0.4018,2.6865,521.0,1.0,0,2,6,7.27,0,999.0
44b6_0113de3b,3009,13,22,188,112,0.3492,0.7373,0.4392,25.23,22,27.22,1100.0,1107.89,1246.0,980.0,67.76,0.2401,1.771,26.0,1.0,0,1,5,9.88,0,999.0
44b6_0113de3b,3010,13,23,116,92,0.3651,0.4549,0.3608,15.42,23,37.38,1895.0,1693.26,1936.0,1360.0,195.61,0.3402,2.735,494.0,1.0,0,1,4,6.08,0,999.0
44b6_0113de3b,3011,13,23,208,76,0.3651,0.8157,0.298,38.76,23,19.09,1995.0,1894.0,2116.0,1658.0,119.66,0.2418,2.8164,216.0,1.0,0,1,6,7.08,0,999.0
44b6_0113de3b,3012,13,23,212,112,0.3651,0.8314,0.4392,34.74,23,17.47,1583.0,1481.52,1646.0,1335.0,83.03,0.2099,2.9869,185.0,1.0,0,1,6,9.88,0,999.0
44b6_0113de3b,3013,13,24,84,124,0.381,0.3294,0.4863,17.95,24,34.12,1290.0,1183.3,1308.0,1079.0,63.71,0.1935,3.3118,193.0,1.0,0,0,5,10.41,0,999.0
44b6_0113de3b,3014,13,24,132,116,0.381,0.5176,0.4549,5.14,24,47.12,1440.0,1402.93,1637.0,1232.0,102.33,0.2887,2.0326,11.0,1.0,0,1,6,9.48,0,999.0
44b6_0113de3b,3015,13,24,152,84,0.381,0.5961,0.3294,20.36,24,34.12,1548.0,1494.15,1669.0,1229.0,150.57,0.2945,2.1187,198.0,1.0,0,0,4,10.9,0,999.0
44b6_0113de3b,3016,13,25,68,104,0.3968,0.2667,0.4078,26.25,25,27.62,1606.0,1502.07,1668.0,1295.0,108.01,0.2483,2.8793,249.0,1.0,0,1,5,8.29,0,999.0
44b6_0113de3b,3017,13,25,180,92,0.3968,0.7059,0.3608,25.69,25,30.47,2348.0,2229.41,2425.0,1748.0,188.07,0.3037,3.1904,523.0,1.0,0,1,6,8.29,0,999.0
44b6_0113de3b,3018,13,25,184,160,0.3968,0.7216,0.6275,26.2,25,28.84,731.0,712.44,830.0,524.0,86.89,0.4295,2.3824,108.0,1.0,0,0,1,14.07,0,999.0
44b6_0113de3b,3019,13,25,236,80,0.3968,0.9255,0.3137,48.01,25,7.72,1514.0,1494.04,2002.0,895.0,390.67,0.7409,1.5845,131.0,1.0,0,0,3,11.49,0,999.0
44b6_0113de3b,3020,13,25,236,128,0.3968,0.9255,0.502,43.88,25,7.72,1087.0,975.07,1087.0,859.0,60.7,0.2338,3.7563,228.0,1.0,0,1,6,8.75,0,999.0
44b6_0113de3b,3021,13,26,108,96,0.4127,0.4235,0.3765,15.33,26,39.0,1819.0,1660.89,1827.0,1456.0,95.61,0.2234,3.7968,355.0,1.0,0,1,3,6.08,0,999.0
44b6_0113de3b,3022,13,27,24,156,0.4286,0.0941,0.6118,43.75,27,9.75,1338.0,1241.26,1395.0,1049.0,101.44,0.2787,2.8491,232.0,1.0,0,1,5,8.75,0,999.0
44b6_0113de3b,3023,13,27,52,152,0.4286,0.2039,0.5961,32.38,27,21.12,964.0,934.52,1041.0,702.0,87.19,0.3628,3.0048,185.0,1.0,0,0,5,11.49,0,999.0
44b6_0113de3b,3024,13,27,120,132,0.4286,0.4706,0.5176,3.63,27,48.75,723.0,675.11,758.0,595.0,38.15,0.2414,3.3555,93.0,1.0,0,2,4,9.48,0,999.0
44b6_0113de3b,3025,13,27,132,152,0.4286,0.5176,0.5961,9.88,27,41.84,1379.0,1268.37,1814.0,937.0,271.1,0.6914,1.6304,7.0,1.0,0,1,3,9.48,0,999.0
44b6_0113de3b,3026,13,27,252,116,0.4286,0.9882,0.4549,50.61,27,1.22,815.0,780.15,867.0,660.0,50.78,0.2653,3.0526,103.0,1.0,0,1,5,8.75,0,999.0
44b6_0113de3b,3027,13,28,152,128,0.4444,0.5961,0.502,9.75,28,41.84,988.0,899.26,988.0,793.0,48.46,0.2168,4.024,195.0,1.0,0,0,6,11.49,0,999.0
44b6_0113de3b,3028,13,29,32,200,0.4603,0.1255,0.7843,48.75,29,13.0,442.0,424.78,507.0,338.0,49.87,0.3979,2.0855,39.0,1.0,0,1,2,9.61,0,999.0
44b6_0113de3b,3029,13,29,144,100,0.4603,0.5647,0.3922,13.1,29,40.62,2461.0,2285.63,2559.0,1769.0,185.45,0.3456,3.7315,594.0,1.0,0,0,5,10.9,0,999.0
44b6_0113de3b,3030,13,30,84,112,0.4762,0.3294,0.4392,19.02,30,34.12,2105.0,1904.33,2298.0,1408.0,286.59,0.4674,2.4321,504.0,1.0,0,0,6,10.9,0,999.0
44b6_0113de3b,3031,13,30,96,152,0.4762,0.3765,0.5961,16.25,30,39.0,1247.0,1105.63,1323.0,913.0,102.28,0.3708,3.2656,258.0,1.0,0,1,5,7.96,0,999.0
44b6_0113de3b,3032,13,30,180,96,0.4762,0.7059,0.3765,24.8,30,30.47,1418.0,1330.81,1592.0,1138.0,103.49,0.3411,2.7057,106.0,1.0,0,1,3,8.29,0,999.0
44b6_0113de3b,3033,13,30,208,128,0.4762,0.8157,0.502,32.5,30,19.09,1948.0,1679.96,1948.0,1456.0,145.41,0.2929,3.3835,492.0,1.0,0,0,7,10.28,0,999.0
44b6_0113de3b,3034,13,31,0,180,0.4921,0.0,0.7059,56.13,31,0.0,1072.0,993.28,1163.0,859.0,88.82,0.3061,2.3981,122.0,1.0,0,2,3,8.29,0,999.0
44b6_0113de3b,3035,13,31,16,144,0.4921,0.0627,0.5647,45.96,31,6.5,1786.0,1808.37,2064.0,1637.0,116.61,0.2361,1.2778,129.0,1.0,0,3,5,6.7,0,999.0
44b6_0113de3b,3036,13,32,0,144,0.5079,0.0,0.5647,52.4,31,0.0,923.0,863.89,991.0,710.0,92.23,0.3253,2.3094,145.0,1.0,0,1,6,6.7,0,999.0
44b6_0113de3b,3037,13,32,12,196,0.5079,0.0471,0.7686,54.63,31,4.88,701.0,699.37,862.0,516.0,99.02,0.4947,1.8683,24.0,1.0,0,2,5,8.29,0,999.0
44b6_0113de3b,3038,13,32,56,128,0.5079,0.2196,0.502,29.25,31,22.75,1748.0,1673.11,1814.0,1472.0,83.19,0.2044,3.3176,210.0,1.0,0,0,5,11.38,0,999.0
44b6_0113de3b,3039,13,32,80,160,0.5079,0.3137,0.6275,23.44,31,32.5,1136.0,1091.15,1210.0,971.0,72.93,0.219,2.2623,91.0,1.0,0,1,5,7.96,0,999.0
44b6_0113de3b,3040,13,32,92,196,0.5079,0.3608,0.7686,31.26,31,23.97,721.0,738.41,826.0,626.0,59.77,0.2709,1.5895,10.0,1.0,0,0,2,11.02,0,999.0
44b6_0113de3b,3041,13,32,204,156,0.5079,0.8,0.6118,32.9,31,20.72,1354.0,1223.85,1467.0,876.0,202.66,0.4829,2.3587,365.0,1.0,0,0,5,10.53,0,999.0
44b6_0113de3b,3042,13,32,232,128,0.5079,0.9098,0.502,42.25,31,9.34,1508.0,1452.48,1588.0,1254.0,102.9,0.23,2.4685,174.0,1.0,0,0,6,10.28,0,999.0
44b6_0113de3b,3043,13,33,184,140,0.5238,0.7216,0.549,23.27,30,28.84,1389.0,1298.56,1415.0,1150.0,72.19,0.2041,3.3106,213.0,1.0,0,0,5,10.53,0,999.0
44b6_0113de3b,3044,13,33,220,100,0.5238,0.8627,0.3922,39.07,30,14.22,2363.0,2158.37,2526.0,1510.0,321.07,0.4707,2.6568,690.0,1.0,0,0,4,12.48,0,999.0
44b6_0113de3b,3045,13,34,32,140,0.5397,0.1255,0.549,39.3,29,13.0,1971.0,1891.74,2115.0,1688.0,124.24,0.2257,2.2779,139.0,1.0,0,1,6,8.29,0,999.0
44b6_0113de3b,3046,13,34,132,176,0.5397,0.5176,0.6902,19.57,29,32.09,776.0,730.19,877.0,511.0,114.97,0.5012,2.3049,164.0,1.0,0,0,5,11.26,0,999.0
44b6_0113de3b,3047,13,34,160,152,0.5397,0.6275,0.5961,16.25,29,38.59,1326.0,1220.48,1342.0,1073.0,75.54,0.2204,3.3491,237.0,1.0,0,1,5,8.75,0,999.0
44b6_0113de3b,3048,13,35,36,184,0.5556,0.1412,0.7216,43.75,28,14.62,1170.0,1099.11,1277.0,876.0,123.65,0.3648,2.3776,187.0,1.0,0,1,6,9.48,0,999.0
44b6_0113de3b,3049,13,35,160,120,0.5556,0.6275,0.4706,13.4,28,38.59,1492.0,1294.56,1651.0,901.0,189.44,0.5793,3.1197,432.0,1.0,0,0,6,12.27,0,999.0
44b6_0113de3b,3050,13,36,0,168,0.5714,0.0,0.6588,54.48,27,0.0,1962.0,1788.83,1971.0,1597.0,110.69,0.2091,3.2976,356.0,1.0,0,2,6,8.75,0,999.0
44b6_0113de3b,3051,13,36,84,132,0.5714,0.3294,0.5176,17.95,27,34.12,2373.0,2143.81,2463.0,1593.0,228.58,0.4058,3.4123,690.0,1.0,0,2,6,5.14,0,999.0
44b6_0113de3b,3052,13,36,96,128,0.5714,0.3765,0.502,13.0,27,39.0,1627.0,1595.15,2240.0,932.0,314.04,0.82,2.2131,82.0,1.0,0,1,7,5.14,0,999.0
44b6_0113de3b,3053,13,36,104,168,0.5714,0.4078,0.6588,18.95,27,35.34,1180.0,1090.78,1229.0,959.0,64.01,0.2475,3.4526,172.0,1.0,0,0,8,11.72,0,999.0
44b6_0113de3b,3054,13,36,124,120,0.5714,0.4863,0.4706,3.63,27,48.75,1365.0,1279.89,1417.0,1087.0,83.83,0.2578,3.3164,226.0,1.0,0,1,3,8.29,0,999.0
44b6_0113de3b,3055,13,36,248,112,0.5714,0.9725,0.4392,49.18,27,2.84,1899.0,1770.0,1927.0,1474.0,107.47,0.2559,3.9544,397.0,1.0,0,0,5,11.26,0,999.0
44b6_0113de3b,3056,13,36,248,184,0.5714,0.9725,0.7216,53.8,27,2.84,816.0,772.3,865.0,632.0,56.16,0.3017,3.2761,135.0,1.0,0,1,3,7.08,0,999.0
44b6_0113de3b,3057,13,37,196,120,0.5873,0.7686,0.4706,27.82,26,23.97,2018.0,1862.0,2162.0,1384.0,304.59,0.4178,2.0815,490.0,1.0,0,0,6,10.9,0,999.0
44b6_0113de3b,3058,13,37,224,168,0.5873,0.8784,0.6588,42.25,26,12.59,1756.0,1544.19,1859.0,1253.0,151.26,0.3924,3.3253,400.0,1.0,0,1,6,8.75,0,999.0
44b6_0113de3b,3059,13,38,16,156,0.6032,0.0627,0.6118,46.9,25,6.5,1733.0,1613.74,1773.0,1438.0,98.02,0.2076,3.0095,255.0,1.0,0,1,7,8.75,0,999.0
44b6_0113de3b,3060,13,38,20,200,0.6032,0.0784,0.7843,52.73,25,8.12,1037.0,961.3,1152.0,699.0,137.63,0.4712,2.4558,223.0,1.0,0,0,5,10.41,0,999.0
44b6_0113de3b,3061,13,38,80,192,0.6032,0.3137,0.7529,32.5,25,25.59,359.0,330.26,383.0,290.0,23.61,0.2816,2.9226,45.0,1.0,0,1,5,8.75,0,999.0
44b6_0113de3b,3062,13,38,148,160,0.6032,0.5804,0.6275,15.33,25,38.59,1121.0,1097.0,1222.0,943.0,75.37,0.2543,2.3616,77.0,1.0,0,1,5,8.75,0,999.0
44b6_0113de3b,3063,13,38,252,144,0.6032,0.9882,0.5647,50.79,25,1.22,1768.0,1743.04,2018.0,1421.0,205.86,0.3425,1.6856,97.0,1.0,0,1,6,9.33,0,999.0
44b6_0113de3b,3064,13,39,8,244,0.619,0.0314,0.9569,67.8,24,3.25,1000.0,862.22,1000.0,667.0,124.82,0.3862,2.6679,333.0,1.0,0,0,0,18.6,0,999.0
44b6_0113de3b,3065,13,39,72,144,0.619,0.2824,0.5647,23.66,24,29.25,1986.0,1901.11,2172.0,1637.0,133.01,0.2814,2.6239,163.0,1.0,0,1,7,8.44,0,999.0
44b6_0113de3b,3066,13,39,120,136,0.619,0.4706,0.5333,4.6,24,48.34,2286.0,2102.33,2430.0,1894.0,140.51,0.255,2.7899,248.0,1.0,0,1,3,8.29,0,999.0
44b6_0113de3b,3067,13,39,212,152,0.619,0.8314,0.5961,35.49,24,17.47,1200.0,1225.07,1333.0,1092.0,67.61,0.1967,1.5974,25.0,1.0,0,2,5,8.75,0,999.0
44b6_0113de3b,3068,13,39,252,172,0.619,0.9882,0.6745,53.45,24,1.22,776.0,748.89,1047.0,457.0,166.21,0.7878,1.9193,48.0,1.0,0,2,5,7.08,0,999.0
44b6_0113de3b,3069,13,40,36,172,0.6349,0.1412,0.6745,41.43,23,14.62,1752.0,1628.63,1943.0,1284.0,166.54,0.4046,2.8102,277.0,1.0,0,2,7,8.9,0,999.0
44b6_0113de3b,3070,13,40,64,180,0.6349,0.251,0.7059,33.5,23,26.0,824.0,750.44,857.0,655.0,56.47,0.2692,2.9927,136.0,1.0,0,2,7,7.45,0,999.0
44b6_0113de3b,3071,13,41,56,164,0.6508,0.2196,0.6431,32.7,22,22.75,1477.0,1419.59,1754.0,1056.0,162.27,0.4917,2.5945,144.0,1.0,0,2,5,7.45,0,999.0
44b6_0113de3b,3072,13,42,52,208,0.6667,0.2039,0.8157,44.83,21,19.09,711.0,696.04,890.0,484.0,123.3,0.5833,1.8411,48.0,1.0,0,0,4,11.83,0,999.0
44b6_0113de3b,3073,13,42,104,152,0.6667,0.4078,0.5961,13.79,21,41.84,1696.0,1660.19,1850.0,1353.0,137.13,0.2994,2.5013,189.0,1.0,0,0,7,10.41,0,999.0
44b6_0113de3b,3074,13,42,124,180,0.6667,0.4863,0.7059,21.19,21,30.47,393.0,413.93,480.0,344.0,34.24,0.3286,1.4309,38.0,1.0,0,0,7,10.02,0,999.0
