dataset,source_id,target_id,eval_result,edge_id
44b6_0b24845f,447,470,FP,
44b6_0b24845f,450,466,FP,
44b6_0b24845f,449,464,FP,
44b6_0b24845f,428,483,FP,
44b6_0b24845f,423,452,FP,
44b6_0b24845f,424,457,FP,
44b6_0b24845f,436,485,FP,
44b6_0b24845f,445,455,FP,
44b6_0b24845f,417,465,FP,
44b6_0b24845f,416,459,FP,
44b6_0b24845f,414,460,FP,
44b6_0b24845f,413,471,FP,
44b6_0b24845f,442,469,FP,
44b6_0b24845f,440,461,FP,
44b6_0b24845f,429,456,FP,
44b6_0b24845f,420,486,FP,
44b6_0b24845f,421,458,FP,
44b6_0b24845f,431,453,FP,
44b6_0b24845f,461,493,FP,
44b6_0b24845f,463,502,FP,
44b6_0b24845f,464,494,FP,
44b6_0b24845f,462,506,FP,
44b6_0b24845f,467,489,FP,
44b6_0b24845f,468,508,FP,
44b6_0b24845f,470,504,FP,
44b6_0b24845f,471,514,FP,
44b6_0b24845f,472,513,FP,
44b6_0b24845f,473,503,FP,
44b6_0b24845f,476,517,FP,
44b6_0b24845f,459,491,FP,
44b6_0b24845f,457,487,FP,
44b6_0b24845f,479,498,FP,
44b6_0b24845f,480,511,FP,
44b6_0b24845f,460,500,FP,
44b6_0b24845f,483,495,FP,
44b6_0b24845f,482,505,FP,
44b6_0b24845f,515,540,FP,
44b6_0b24845f,488,524,FP,
44b6_0b24845f,487,527,FP,
44b6_0b24845f,492,520,FP,
44b6_0b24845f,490,535,FP,
44b6_0b24845f,504,531,FP,
44b6_0b24845f,500,532,FP,
44b6_0b24845f,495,518,FP,
44b6_0b24845f,498,521,FP,
44b6_0b24845f,493,528,FP,
44b6_0b24845f,494,543,FP,
44b6_0b24845f,489,533,FP,
44b6_0b24845f,511,534,FP,
44b6_0b24845f,543,554,FP,
44b6_0b24845f,542,544,FP,
44b6_0b24845f,537,567,FP,
44b6_0b24845f,536,555,FP,
44b6_0b24845f,535,557,FP,
44b6_0b24845f,534,547,FP,
44b6_0b24845f,539,559,FP,
44b6_0b24845f,520,549,FP,
44b6_0b24845f,522,550,FP,
44b6_0b24845f,524,552,FP,
44b6_0b24845f,521,556,FP,
44b6_0b24845f,525,545,FP,
44b6_0b24845f,529,564,FP,
44b6_0b24845f,570,579,FP,
44b6_0b24845f,564,581,FP,
44b6_0b24845f,565,594,FP,
44b6_0b24845f,554,582,FP,
44b6_0b24845f,552,575,FP,
44b6_0b24845f,550,572,FP,
44b6_0b24845f,555,574,FP,
44b6_0b24845f,548,587,FP,
44b6_0b24845f,544,592,FP,
44b6_0b24845f,545,578,FP,
44b6_0b24845f,546,571,FP,
44b6_0b24845f,559,596,FP,
44b6_0b24845f,547,588,FP,
44b6_0b24845f,579,620,FP,
44b6_0b24845f,571,607,FP,
44b6_0b24845f,580,600,FP,
44b6_0b24845f,588,616,FP,
44b6_0b24845f,589,608,FP,
44b6_0b24845f,590,599,FP,
44b6_0b24845f,574,601,FP,
44b6_0b24845f,573,605,FP,
44b6_0b24845f,575,614,FP,
44b6_0b24845f,602,642,FP,
44b6_0b24845f,613,640,FP,
44b6_0b24845f,617,633,FP,
44b6_0b24845f,611,621,FP,
44b6_0b24845f,600,629,FP,
44b6_0b24845f,599,627,FP,
44b6_0b24845f,598,638,FP,
44b6_0b24845f,601,630,FP,
44b6_0b24845f,603,631,FP,
44b6_0b24845f,604,632,FP,
44b6_0b24845f,620,637,FP,
44b6_0b24845f,607,624,FP,
44b6_0b24845f,608,645,FP,
44b6_0b24845f,606,628,FP,
44b6_0b24845f,610,622,FP,
44b6_0b24845f,646,671,FP,
44b6_0b24845f,645,677,FP,
44b6_0b24845f,641,673,FP,
44b6_0b24845f,648,652,FP,
44b6_0b24845f,643,674,FP,
44b6_0b24845f,638,661,FP,
44b6_0b24845f,640,686,FP,
44b6_0b24845f,626,653,FP,
44b6_0b24845f,622,662,FP,
44b6_0b24845f,635,660,FP,
44b6_0b24845f,634,656,FP,
44b6_0b24845f,631,657,FP,
44b6_0b24845f,632,654,FP,
44b6_0b24845f,629,651,FP,
44b6_0b24845f,625,649,FP,
44b6_0b24845f,665,697,FP,
44b6_0b24845f,667,690,FP,
44b6_0b24845f,653,692,FP,
44b6_0b24845f,649,696,FP,
44b6_0b24845f,654,693,FP,
44b6_0b24845f,685,704,FP,
44b6_0b24845f,681,709,FP,
44b6_0b24845f,675,700,FP,
44b6_0b24845f,666,713,FP,
44b6_0b24845f,651,708,FP,
44b6_0b24845f,652,694,FP,
44b6_0b24845f,664,701,FP,
44b6_0b24845f,659,710,FP,
44b6_0b24845f,658,691,FP,
44b6_0b24845f,657,711,FP,
44b6_0b24845f,670,695,FP,
44b6_0b24845f,711,732,FP,
44b6_0b24845f,709,730,FP,
44b6_0b24845f,705,740,FP,
44b6_0b24845f,710,733,FP,
44b6_0b24845f,701,742,FP,
44b6_0b24845f,697,734,FP,
44b6_0b24845f,696,724,FP,
44b6_0b24845f,698,744,FP,
44b6_0b24845f,694,738,FP,
44b6_0b24845f,695,726,FP,
44b6_0b24845f,693,725,FP,
44b6_0b24845f,692,743,FP,
44b6_0b24845f,690,723,FP,
44b6_0b24845f,688,719,FP,
44b6_0b24845f,702,728,FP,
44b6_0b24845f,689,720,FP,
44b6_0b24845f,721,747,FP,
44b6_0b24845f,724,746,FP,
44b6_0b24845f,720,761,FP,
44b6_0b24845f,732,754,FP,
44b6_0b24845f,733,780,FP,
44b6_0b24845f,722,750,FP,
44b6_0b24845f,742,771,FP,
44b6_0b24845f,743,776,FP,
44b6_0b24845f,744,755,FP,
44b6_0b24845f,740,769,FP,
44b6_0b24845f,737,767,FP,
44b6_0b24845f,734,753,FP,
44b6_0b24845f,726,748,FP,
44b6_0b24845f,749,811,FP,
44b6_0b24845f,747,797,FP,
44b6_0b24845f,748,800,FP,
44b6_0b24845f,776,806,FP,
44b6_0b24845f,768,808,FP,
44b6_0b24845f,767,812,FP,
44b6_0b24845f,765,802,FP,
44b6_0b24845f,763,783,FP,
44b6_0b24845f,760,788,FP,
44b6_0b24845f,759,789,FP,
44b6_0b24845f,756,807,FP,
44b6_0b24845f,754,790,FP,
44b6_0b24845f,751,787,FP,
44b6_0b24845f,746,799,FP,
44b6_0b24845f,799,825,FP,
44b6_0b24845f,798,813,FP,
44b6_0b24845f,782,815,FP,
44b6_0b24845f,796,817,FP,
44b6_0b24845f,794,841,FP,
44b6_0b24845f,797,831,FP,
44b6_0b24845f,791,830,FP,
44b6_0b24845f,790,833,FP,
44b6_0b24845f,789,843,FP,
44b6_0b24845f,788,819,FP,
44b6_0b24845f,793,816,FP,
44b6_0b24845f,785,828,FP,
44b6_0b24845f,784,814,FP,
44b6_0b24845f,805,826,FP,
44b6_0b24845f,808,839,FP,
44b6_0b24845f,807,832,FP,
44b6_0b24845f,806,823,FP,
44b6_0b24845f,803,844,FP,
44b6_0b24845f,816,847,FP,
44b6_0b24845f,831,855,FP,
44b6_0b24845f,815,854,FP,
44b6_0b24845f,820,853,FP,
44b6_0b24845f,821,863,FP,
44b6_0b24845f,818,852,FP,
44b6_0b24845f,817,870,FP,
44b6_0b24845f,824,862,FP,
44b6_0b24845f,819,865,FP,
44b6_0b24845f,834,864,FP,
44b6_0b24845f,835,875,FP,
44b6_0b24845f,836,873,FP,
44b6_0b24845f,837,868,FP,
44b6_0b24845f,845,872,FP,
44b6_0b24845f,814,846,FP,
44b6_0b24845f,847,895,FP,
44b6_0b24845f,863,881,FP,
44b6_0b24845f,862,887,FP,
44b6_0b24845f,848,880,FP,
44b6_0b24845f,852,879,FP,
44b6_0b24845f,850,902,FP,
44b6_0b24845f,849,885,FP,
44b6_0b24845f,855,900,FP,
44b6_0b24845f,857,904,FP,
44b6_0b24845f,859,889,FP,
44b6_0b24845f,865,886,FP,
44b6_0b24845f,866,890,FP,
44b6_0b24845f,869,882,FP,
44b6_0b24845f,870,897,FP,
44b6_0b24845f,871,903,FP,
44b6_0b24845f,872,905,FP,
44b6_0b24845f,877,888,FP,
44b6_0b24845f,879,913,FP,
44b6_0b24845f,880,914,FP,
44b6_0b24845f,884,916,FP,
44b6_0b24845f,885,911,FP,
44b6_0b24845f,882,912,FP,
44b6_0b24845f,887,929,FP,
44b6_0b24845f,886,918,FP,
44b6_0b24845f,888,923,FP,
44b6_0b24845f,889,917,FP,
44b6_0b24845f,891,927,FP,
44b6_0b24845f,883,920,FP,
44b6_0b24845f,897,930,FP,
44b6_0b24845f,898,922,FP,
44b6_0b24845f,904,931,FP,
44b6_0b24845f,909,933,FP,
44b6_0b24845f,878,928,FP,
44b6_0b24845f,892,924,FP,
44b6_0b24845f,911,940,FP,
44b6_0b24845f,934,951,FP,
44b6_0b24845f,933,960,FP,
44b6_0b24845f,915,945,FP,
44b6_0b24845f,914,949,FP,
44b6_0b24845f,922,952,FP,
44b6_0b24845f,923,943,FP,
44b6_0b24845f,918,939,FP,
44b6_0b24845f,913,947,FP,
44b6_0b24845f,927,946,FP,
44b6_0b24845f,942,982,FP,
44b6_0b24845f,943,974,FP,
44b6_0b24845f,960,995,FP,
44b6_0b24845f,961,983,FP,
44b6_0b24845f,963,971,FP,
44b6_0b24845f,964,990,FP,
44b6_0b24845f,941,998,FP,
44b6_0b24845f,958,986,FP,
44b6_0b24845f,955,988,FP,
44b6_0b24845f,954,992,FP,
44b6_0b24845f,952,996,FP,
44b6_0b24845f,951,977,FP,
44b6_0b24845f,946,985,FP,
44b6_0b24845f,947,989,FP,
44b6_0b24845f,949,976,FP,
44b6_0b24845f,948,969,FP,
44b6_0b24845f,944,965,FP,
44b6_0b24845f,945,972,FP,
44b6_0b24845f,939,966,FP,
44b6_0b24845f,957,975,FP,
44b6_0b24845f,965,1001,FP,
44b6_0b24845f,968,1009,FP,
44b6_0b24845f,969,1012,FP,
44b6_0b24845f,966,1004,FP,
44b6_0b24845f,967,1000,FP,
44b6_0b24845f,999,1030,FP,
44b6_0b24845f,992,1015,FP,
44b6_0b24845f,995,1013,FP,
44b6_0b24845f,994,1008,FP,
44b6_0b24845f,997,1002,FP,
44b6_0b24845f,982,1010,FP,
44b6_0b24845f,983,1003,FP,
44b6_0b24845f,984,1026,FP,
44b6_0b24845f,970,1024,FP,
44b6_0b24845f,971,1014,FP,
44b6_0b24845f,972,1011,FP,
44b6_0b24845f,979,1016,FP,
44b6_0b24845f,978,1029,FP,
44b6_0b24845f,981,1021,FP,
44b6_0b24845f,985,1017,FP,
44b6_0b24845f,987,1007,FP,
44b6_0b24845f,1005,1034,FP,
44b6_0b24845f,1021,1050,FP,
44b6_0b24845f,1028,1047,FP,
44b6_0b24845f,1003,1036,FP,
44b6_0b24845f,1004,1042,FP,
44b6_0b24845f,1006,1038,FP,
44b6_0b24845f,1009,1032,FP,
44b6_0b24845f,1010,1033,FP,
44b6_0b24845f,1022,1057,FP,
44b6_0b24845f,1037,1073,FP,
44b6_0b24845f,1032,1063,FP,
44b6_0b24845f,1055,1070,FP,
44b6_0b24845f,1056,1078,FP,
44b6_0b24845f,1059,1076,FP,
44b6_0b24845f,1047,1085,FP,
44b6_0b24845f,1048,1080,FP,
44b6_0b24845f,1035,1074,FP,
44b6_0b24845f,1036,1082,FP,
44b6_0b24845f,1039,1084,FP,
44b6_0b24845f,1043,1081,FP,
44b6_0b24845f,1042,1069,FP,
44b6_0b24845f,1044,1072,FP,
44b6_0b24845f,1051,1077,FP,
44b6_0b24845f,1063,1090,FP,
44b6_0b24845f,1083,1109,FP,
44b6_0b24845f,1081,1111,FP,
44b6_0b24845f,1077,1097,FP,
44b6_0b24845f,1074,1093,FP,
44b6_0b24845f,1073,1089,FP,
44b6_0b24845f,1072,1106,FP,
44b6_0b24845f,1070,1107,FP,
44b6_0b24845f,1067,1092,FP,
44b6_0b24845f,1087,1124,FP,
44b6_0b24845f,1088,1120,FP,
44b6_0b24845f,1097,1113,FP,
44b6_0b24845f,1095,1118,FP,
44b6_0b24845f,1092,1115,FP,
44b6_0b24845f,1111,1129,FP,
44b6_0b24845f,1108,1126,FP,
44b6_0b24845f,1112,1117,FP,
44b6_0b24845f,1093,1114,FP,
44b6_0b24845f,1116,1139,FP,
44b6_0b24845f,1114,1138,FP,
44b6_0b24845f,1118,1140,FP,
44b6_0b24845f,1119,1142,FP,
44b6_0b24845f,1129,1141,FP,
44b6_0b24845f,1126,1145,FP,
44b6_0b24845f,1128,1151,FP,
44b6_0b24845f,1131,1149,FP,
44b6_0b24845f,1133,1146,FP,
44b6_0b24845f,1130,1148,FP,
44b6_0b24845f,1136,1147,FP,
44b6_0b24845f,1138,1174,FP,
44b6_0b24845f,1137,1158,FP,
44b6_0b24845f,1142,1161,FP,
44b6_0b24845f,1140,1164,FP,
44b6_0b24845f,1139,1166,FP,
44b6_0b24845f,1146,1160,FP,
44b6_0b24845f,1156,1177,FP,
44b6_0b24845f,1152,1168,FP,
44b6_0b24845f,1150,1172,FP,
44b6_0b24845f,1159,1188,FP,
44b6_0b24845f,1177,1189,FP,
44b6_0b24845f,1175,1196,FP,
44b6_0b24845f,1158,1184,FP,
44b6_0b24845f,1161,1181,FP,
44b6_0b24845f,1160,1186,FP,
44b6_0b24845f,1168,1182,FP,
44b6_0b24845f,1182,1214,FP,
44b6_0b24845f,1183,1199,FP,
44b6_0b24845f,1184,1209,FP,
44b6_0b24845f,1188,1205,FP,
44b6_0b24845f,1196,1202,FP,
44b6_0b24845f,1181,1198,FP,
44b6_0b24845f,1194,1208,FP,
44b6_0b24845f,1192,1222,FP,
44b6_0b24845f,1191,1217,FP,
44b6_0b24845f,1215,1226,FP,
44b6_0b24845f,1224,1227,FP,
44b6_0b24845f,1219,1244,FP,
44b6_0b24845f,1220,1248,FP,
44b6_0b24845f,1223,1238,FP,
44b6_0b24845f,1216,1234,FP,
44b6_0b24845f,1204,1239,FP,
44b6_0b24845f,1212,1230,FP,
44b6_0b24845f,1198,1228,FP,
44b6_0b24845f,1210,1235,FP,
44b6_0b24845f,1206,1237,FP,
44b6_0b24845f,1202,1243,FP,
44b6_0b24845f,1246,1264,FP,
44b6_0b24845f,1245,1255,FP,
44b6_0b24845f,1244,1265,FP,
44b6_0b24845f,1229,1251,FP,
44b6_0b24845f,1241,1252,FP,
44b6_0b24845f,1238,1253,FP,
44b6_0b24845f,1235,1266,FP,
44b6_0b24845f,1236,1258,FP,
44b6_0b24845f,1234,1260,FP,
44b6_0b24845f,1240,1250,FP,
44b6_0b24845f,1260,1287,FP,
44b6_0b24845f,1262,1271,FP,
44b6_0b24845f,1255,1268,FP,
44b6_0b24845f,1254,1274,FP,
44b6_0b24845f,1252,1280,FP,
44b6_0b24845f,1256,1275,FP,
44b6_0b24845f,1272,1293,FP,
44b6_0b24845f,1273,1291,FP,
44b6_0b24845f,1274,1301,FP,
44b6_0b24845f,1271,1292,FP,
44b6_0b24845f,1268,1290,FP,
44b6_0b24845f,1269,1295,FP,
44b6_0b24845f,1286,1289,FP,
44b6_0b24845f,1277,1300,FP,
44b6_0b24845f,1270,1307,FP,
44b6_0b24845f,1267,1288,FP,
44b6_0b24845f,1288,1311,FP,
44b6_0b24845f,1289,1322,FP,
44b6_0b24845f,1293,1313,FP,
44b6_0b24845f,1290,1328,FP,
44b6_0b24845f,1296,1319,FP,
44b6_0b24845f,1297,1315,FP,
44b6_0b24845f,1299,1312,FP,
44b6_0b24845f,1307,1314,FP,
44b6_0b24845f,1308,1326,FP,
44b6_0b24845f,1295,1310,FP,
44b6_0b24845f,1324,1344,FP,
44b6_0b24845f,1323,1339,FP,
44b6_0b24845f,1322,1335,FP,
44b6_0b24845f,1319,1337,FP,
44b6_0b24845f,1318,1342,FP,
44b6_0b24845f,1317,1351,FP,
44b6_0b24845f,1316,1354,FP,
44b6_0b24845f,1311,1353,FP,
44b6_0b24845f,1310,1336,FP,
44b6_0b24845f,1312,1350,FP,
44b6_0b24845f,1313,1355,FP,
44b6_0b24845f,1331,1340,FP,
44b6_0b24845f,1357,1368,FP,
44b6_0b24845f,1353,1384,FP,
44b6_0b24845f,1352,1363,FP,
44b6_0b24845f,1336,1365,FP,
44b6_0b24845f,1337,1369,FP,
44b6_0b24845f,1338,1370,FP,
44b6_0b24845f,1341,1378,FP,
44b6_0b24845f,1342,1362,FP,
44b6_0b24845f,1343,1366,FP,
44b6_0b24845f,1349,1382,FP,
44b6_0b24845f,1348,1374,FP,
44b6_0b24845f,1347,1386,FP,
44b6_0b24845f,1344,1361,FP,
44b6_0b24845f,1380,1405,FP,
44b6_0b24845f,1381,1401,FP,
44b6_0b24845f,1377,1412,FP,
44b6_0b24845f,1376,1400,FP,
44b6_0b24845f,1384,1392,FP,
44b6_0b24845f,1373,1396,FP,
44b6_0b24845f,1368,1395,FP,
44b6_0b24845f,1366,1397,FP,
44b6_0b24845f,1363,1402,FP,
44b6_0b24845f,1362,1403,FP,
44b6_0b24845f,1361,1393,FP,
44b6_0b24845f,1389,1406,FP,
44b6_0b24845f,1386,1408,FP,
44b6_0b24845f,1411,1426,FP,
44b6_0b24845f,1397,1420,FP,
44b6_0b24845f,1393,1421,FP,
44b6_0b24845f,1398,1427,FP,
44b6_0b24845f,1396,1428,FP,
44b6_0b24845f,1406,1445,FP,
44b6_0b24845f,1403,1418,FP,
44b6_0b24845f,1402,1424,FP,
44b6_0b24845f,1401,1425,FP,
44b6_0b24845f,1404,1431,FP,
44b6_0b24845f,1417,1437,FP,
44b6_0b24845f,1410,1443,FP,
44b6_0b24845f,1438,1477,FP,
44b6_0b24845f,1420,1457,FP,
44b6_0b24845f,1419,1451,FP,
44b6_0b24845f,1422,1460,FP,
44b6_0b24845f,1442,1470,FP,
44b6_0b24845f,1444,1480,FP,
44b6_0b24845f,1426,1467,FP,
44b6_0b24845f,1425,1473,FP,
44b6_0b24845f,1424,1472,FP,
44b6_0b24845f,1436,1458,FP,
44b6_0b24845f,1434,1452,FP,
44b6_0b24845f,1431,1466,FP,
44b6_0b24845f,1447,1476,FP,
44b6_0b24845f,1449,1461,FP,
44b6_0b24845f,1443,1479,FP,
44b6_0b24845f,1432,1455,FP,
44b6_0b24845f,1439,1475,FP,
44b6_0b24845f,1430,1456,FP,
44b6_0b24845f,1455,1492,FP,
44b6_0b24845f,1451,1481,FP,
44b6_0b24845f,1452,1483,FP,
44b6_0b24845f,1454,1498,FP,
44b6_0b24845f,1477,1501,FP,
44b6_0b24845f,1461,1482,FP,
44b6_0b24845f,1458,1489,FP,
44b6_0b24845f,1456,1494,FP,
44b6_0b24845f,1470,1497,FP,
44b6_0b24845f,1467,1500,FP,
44b6_0b24845f,1466,1485,FP,
44b6_0b24845f,1474,1505,FP,
44b6_0b24845f,1478,1495,FP,
44b6_0b24845f,1481,1532,FP,
44b6_0b24845f,1484,1521,FP,
44b6_0b24845f,1483,1513,FP,
44b6_0b24845f,1486,1535,FP,
44b6_0b24845f,1485,1522,FP,
44b6_0b24845f,1482,1511,FP,
44b6_0b24845f,1493,1544,FP,
44b6_0b24845f,1494,1533,FP,
44b6_0b24845f,1491,1523,FP,
44b6_0b24845f,1489,1527,FP,
44b6_0b24845f,1488,1543,FP,
44b6_0b24845f,1507,1516,FP,
44b6_0b24845f,1505,1528,FP,
44b6_0b24845f,1500,1530,FP,
44b6_0b24845f,1502,1520,FP,
44b6_0b24845f,1521,1567,FP,
44b6_0b24845f,1522,1557,FP,
44b6_0b24845f,1525,1553,FP,
44b6_0b24845f,1526,1566,FP,
44b6_0b24845f,1543,1565,FP,
44b6_0b24845f,1547,1559,FP,
44b6_0b24845f,1545,1583,FP,
44b6_0b24845f,1538,1570,FP,
44b6_0b24845f,1537,1560,FP,
44b6_0b24845f,1540,1577,FP,
44b6_0b24845f,1533,1558,FP,
44b6_0b24845f,1534,1556,FP,
44b6_0b24845f,1517,1568,FP,
44b6_0b24845f,1527,1554,FP,
44b6_0b24845f,1513,1550,FP,
44b6_0b24845f,1512,1549,FP,
44b6_0b24845f,1519,1564,FP,
44b6_0b24845f,1573,1587,FP,
44b6_0b24845f,1572,1591,FP,
44b6_0b24845f,1551,1586,FP,
44b6_0b24845f,1548,1594,FP,
44b6_0b24845f,1549,1588,FP,
44b6_0b24845f,1553,1596,FP,
44b6_0b24845f,1556,1608,FP,
44b6_0b24845f,1557,1589,FP,
44b6_0b24845f,1558,1590,FP,
44b6_0b24845f,1559,1585,FP,
44b6_0b24845f,1560,1595,FP,
44b6_0b24845f,1561,1597,FP,
44b6_0b24845f,1565,1606,FP,
44b6_0b24845f,1581,1598,FP,
44b6_0b24845f,1567,1611,FP,
44b6_0b24845f,1611,1630,FP,
44b6_0b24845f,1603,1641,FP,
44b6_0b24845f,1584,1617,FP,
44b6_0b24845f,1585,1628,FP,
44b6_0b24845f,1586,1615,FP,
44b6_0b24845f,1589,1627,FP,
44b6_0b24845f,1588,1632,FP,
44b6_0b24845f,1595,1623,FP,
44b6_0b24845f,1592,1618,FP,
44b6_0b24845f,1593,1633,FP,
44b6_0b24845f,1594,1625,FP,
44b6_0b24845f,1597,1640,FP,
44b6_0b24845f,1596,1622,FP,
44b6_0b24845f,1613,1626,FP,
44b6_0b24845f,1610,1629,FP,
44b6_0b24845f,1633,1662,FP,
44b6_0b24845f,1634,1670,FP,
44b6_0b24845f,1636,1658,FP,
44b6_0b24845f,1615,1643,FP,
44b6_0b24845f,1631,1674,FP,
44b6_0b24845f,1616,1644,FP,
44b6_0b24845f,1617,1657,FP,
44b6_0b24845f,1618,1653,FP,
44b6_0b24845f,1619,1645,FP,
44b6_0b24845f,1620,1668,FP,
44b6_0b24845f,1622,1650,FP,
44b6_0b24845f,1623,1654,FP,
44b6_0b24845f,1627,1666,FP,
44b6_0b24845f,1625,1675,FP,
44b6_0b24845f,1626,1656,FP,
44b6_0b24845f,1639,1647,FP,
44b6_0b24845f,1642,1664,FP,
44b6_0b24845f,1658,1684,FP,
44b6_0b24845f,1657,1712,FP,
44b6_0b24845f,1660,1678,FP,
