dataset,source_id,target_id,eval_result,edge_id
44b6_0113de3b,1652,1856,FP,
44b6_0113de3b,1856,2030,FP,
44b6_0113de3b,6,179,FP,
44b6_0113de3b,179,364,FP,
44b6_0113de3b,364,559,FP,
44b6_0113de3b,559,719,FP,
44b6_0113de3b,719,859,FP,
44b6_0113de3b,7,231,FP,
44b6_0113de3b,231,413,FP,
44b6_0113de3b,413,530,FP,
44b6_0113de3b,530,813,FP,
44b6_0113de3b,813,921,FP,
44b6_0113de3b,921,1099,FP,
44b6_0113de3b,1099,1240,FP,
44b6_0113de3b,1240,1453,FP,
44b6_0113de3b,1453,1615,FP,
44b6_0113de3b,1615,1808,FP,
44b6_0113de3b,1808,1940,FP,
44b6_0113de3b,8,176,FP,
44b6_0113de3b,176,381,FP,
44b6_0113de3b,381,520,FP,
44b6_0113de3b,9,178,FP,
44b6_0113de3b,178,362,FP,
44b6_0113de3b,362,524,FP,
44b6_0113de3b,524,690,FP,
44b6_0113de3b,690,869,FP,
44b6_0113de3b,869,1060,FP,
44b6_0113de3b,1060,1209,FP,
44b6_0113de3b,1209,1375,FP,
44b6_0113de3b,1375,1531,FP,
44b6_0113de3b,1531,1789,FP,
44b6_0113de3b,1789,2001,FP,
44b6_0113de3b,10,189,FP,
44b6_0113de3b,189,368,FP,
44b6_0113de3b,368,544,FP,
44b6_0113de3b,544,697,FP,
44b6_0113de3b,697,871,FP,
44b6_0113de3b,871,1092,FP,
44b6_0113de3b,1092,1207,FP,
44b6_0113de3b,1207,1470,FP,
44b6_0113de3b,1470,1533,FP,
44b6_0113de3b,1533,1773,FP,
44b6_0113de3b,11,190,FP,
44b6_0113de3b,190,433,FP,
44b6_0113de3b,433,666,FP,
44b6_0113de3b,666,794,FP,
44b6_0113de3b,794,981,FP,
44b6_0113de3b,981,1141,FP,
44b6_0113de3b,1141,1280,FP,
44b6_0113de3b,1280,1444,FP,
44b6_0113de3b,1444,1602,FP,
44b6_0113de3b,1602,1746,FP,
44b6_0113de3b,1746,1976,FP,
44b6_0113de3b,12,258,FP,
44b6_0113de3b,258,360,FP,
44b6_0113de3b,360,581,FP,
44b6_0113de3b,581,692,FP,
44b6_0113de3b,692,918,FP,
44b6_0113de3b,918,1037,FP,
44b6_0113de3b,1037,1258,FP,
44b6_0113de3b,1258,1395,FP,
44b6_0113de3b,1707,1904,FP,
44b6_0113de3b,13,205,FP,
44b6_0113de3b,205,412,FP,
44b6_0113de3b,412,532,FP,
44b6_0113de3b,532,696,FP,
44b6_0113de3b,696,857,FP,
44b6_0113de3b,857,1027,FP,
44b6_0113de3b,1027,1226,FP,
44b6_0113de3b,1226,1379,FP,
44b6_0113de3b,1379,1545,FP,
44b6_0113de3b,1545,1716,FP,
44b6_0113de3b,1716,1877,FP,
44b6_0113de3b,1877,2254,FP,
44b6_0113de3b,2254,2436,FP,
44b6_0113de3b,2436,2627,FP,
44b6_0113de3b,14,193,FP,
44b6_0113de3b,193,389,FP,
44b6_0113de3b,389,562,FP,
44b6_0113de3b,935,1129,FP,
44b6_0113de3b,1129,1311,FP,
44b6_0113de3b,1311,1489,FP,
44b6_0113de3b,1489,1670,FP,
44b6_0113de3b,1670,1845,FP,
44b6_0113de3b,15,194,FP,
44b6_0113de3b,194,414,FP,
44b6_0113de3b,414,622,FP,
44b6_0113de3b,622,788,FP,
44b6_0113de3b,788,964,FP,
44b6_0113de3b,16,238,FP,
44b6_0113de3b,238,442,FP,
44b6_0113de3b,442,547,FP,
44b6_0113de3b,17,268,FP,
44b6_0113de3b,268,495,FP,
44b6_0113de3b,495,668,FP,
44b6_0113de3b,19,187,FP,
44b6_0113de3b,187,365,FP,
44b6_0113de3b,365,575,FP,
44b6_0113de3b,20,191,FP,
44b6_0113de3b,191,357,FP,
44b6_0113de3b,357,540,FP,
44b6_0113de3b,540,733,FP,
44b6_0113de3b,733,892,FP,
44b6_0113de3b,892,1035,FP,
44b6_0113de3b,1035,1189,FP,
44b6_0113de3b,1189,1424,FP,
44b6_0113de3b,1424,1558,FP,
44b6_0113de3b,1558,1702,FP,
44b6_0113de3b,1702,1893,FP,
44b6_0113de3b,21,241,FP,
44b6_0113de3b,241,426,FP,
44b6_0113de3b,426,564,FP,
44b6_0113de3b,564,711,FP,
44b6_0113de3b,711,908,FP,
44b6_0113de3b,908,1085,FP,
44b6_0113de3b,1085,1278,FP,
44b6_0113de3b,1278,1434,FP,
44b6_0113de3b,1434,1625,FP,
44b6_0113de3b,1625,1798,FP,
44b6_0113de3b,1798,1988,FP,
44b6_0113de3b,1988,2096,FP,
44b6_0113de3b,22,229,FP,
44b6_0113de3b,229,450,FP,
44b6_0113de3b,23,198,FP,
44b6_0113de3b,198,390,FP,
44b6_0113de3b,24,196,FP,
44b6_0113de3b,196,373,FP,
44b6_0113de3b,373,531,FP,
44b6_0113de3b,531,801,FP,
44b6_0113de3b,801,969,FP,
44b6_0113de3b,25,195,FP,
44b6_0113de3b,195,400,FP,
44b6_0113de3b,400,527,FP,
44b6_0113de3b,527,713,FP,
44b6_0113de3b,713,876,FP,
44b6_0113de3b,876,1079,FP,
44b6_0113de3b,1079,1261,FP,
44b6_0113de3b,1261,1432,FP,
44b6_0113de3b,1432,1617,FP,
44b6_0113de3b,1617,1730,FP,
44b6_0113de3b,26,219,FP,
44b6_0113de3b,219,355,FP,
44b6_0113de3b,355,551,FP,
44b6_0113de3b,551,734,FP,
44b6_0113de3b,734,854,FP,
44b6_0113de3b,27,220,FP,
44b6_0113de3b,220,415,FP,
44b6_0113de3b,415,598,FP,
44b6_0113de3b,598,742,FP,
44b6_0113de3b,742,925,FP,
44b6_0113de3b,28,234,FP,
44b6_0113de3b,234,417,FP,
44b6_0113de3b,417,585,FP,
44b6_0113de3b,585,761,FP,
44b6_0113de3b,761,944,FP,
44b6_0113de3b,1312,1506,FP,
44b6_0113de3b,29,181,FP,
44b6_0113de3b,181,356,FP,
44b6_0113de3b,356,521,FP,
44b6_0113de3b,521,686,FP,
44b6_0113de3b,686,870,FP,
44b6_0113de3b,30,256,FP,
44b6_0113de3b,256,515,FP,
44b6_0113de3b,31,184,FP,
44b6_0113de3b,184,396,FP,
44b6_0113de3b,32,203,FP,
44b6_0113de3b,203,395,FP,
44b6_0113de3b,77,251,FP,
44b6_0113de3b,251,459,FP,
44b6_0113de3b,459,610,FP,
44b6_0113de3b,34,223,FP,
44b6_0113de3b,223,399,FP,
44b6_0113de3b,399,594,FP,
44b6_0113de3b,594,736,FP,
44b6_0113de3b,736,901,FP,
44b6_0113de3b,35,236,FP,
44b6_0113de3b,236,372,FP,
44b6_0113de3b,372,541,FP,
44b6_0113de3b,36,199,FP,
44b6_0113de3b,199,366,FP,
44b6_0113de3b,366,545,FP,
44b6_0113de3b,545,723,FP,
44b6_0113de3b,723,875,FP,
44b6_0113de3b,37,265,FP,
44b6_0113de3b,265,460,FP,
44b6_0113de3b,460,626,FP,
44b6_0113de3b,626,756,FP,
44b6_0113de3b,756,956,FP,
44b6_0113de3b,956,1138,FP,
44b6_0113de3b,1138,1276,FP,
44b6_0113de3b,38,197,FP,
44b6_0113de3b,197,382,FP,
44b6_0113de3b,39,201,FP,
44b6_0113de3b,201,354,FP,
44b6_0113de3b,354,533,FP,
44b6_0113de3b,40,272,FP,
44b6_0113de3b,272,455,FP,
44b6_0113de3b,455,649,FP,
44b6_0113de3b,649,829,FP,
44b6_0113de3b,829,976,FP,
44b6_0113de3b,976,1110,FP,
44b6_0113de3b,1110,1323,FP,
44b6_0113de3b,1323,1511,FP,
44b6_0113de3b,1511,1630,FP,
44b6_0113de3b,1630,1846,FP,
44b6_0113de3b,1846,1998,FP,
44b6_0113de3b,41,246,FP,
44b6_0113de3b,246,434,FP,
44b6_0113de3b,434,595,FP,
44b6_0113de3b,595,691,FP,
44b6_0113de3b,691,873,FP,
44b6_0113de3b,873,1071,FP,
44b6_0113de3b,1071,1237,FP,
44b6_0113de3b,1237,1455,FP,
44b6_0113de3b,1455,1620,FP,
44b6_0113de3b,1620,1814,FP,
44b6_0113de3b,42,224,FP,
44b6_0113de3b,224,416,FP,
44b6_0113de3b,743,930,FP,
44b6_0113de3b,1199,1378,FP,
44b6_0113de3b,1378,1579,FP,
44b6_0113de3b,1579,1761,FP,
44b6_0113de3b,1761,1939,FP,
44b6_0113de3b,1939,2151,FP,
44b6_0113de3b,2151,2294,FP,
44b6_0113de3b,2294,2516,FP,
44b6_0113de3b,2516,2718,FP,
44b6_0113de3b,43,210,FP,
44b6_0113de3b,210,371,FP,
44b6_0113de3b,371,543,FP,
44b6_0113de3b,543,776,FP,
44b6_0113de3b,776,979,FP,
44b6_0113de3b,979,1170,FP,
44b6_0113de3b,1170,1340,FP,
44b6_0113de3b,56,183,FP,
44b6_0113de3b,183,431,FP,
44b6_0113de3b,431,600,FP,
44b6_0113de3b,600,777,FP,
44b6_0113de3b,777,975,FP,
44b6_0113de3b,975,1096,FP,
44b6_0113de3b,1096,1321,FP,
44b6_0113de3b,1321,1473,FP,
44b6_0113de3b,1473,1656,FP,
44b6_0113de3b,1656,1807,FP,
44b6_0113de3b,1807,1972,FP,
44b6_0113de3b,66,239,FP,
44b6_0113de3b,239,379,FP,
44b6_0113de3b,379,561,FP,
44b6_0113de3b,561,725,FP,
44b6_0113de3b,725,865,FP,
44b6_0113de3b,865,1055,FP,
44b6_0113de3b,1055,1257,FP,
44b6_0113de3b,1257,1393,FP,
44b6_0113de3b,1393,1566,FP,
44b6_0113de3b,1566,1750,FP,
44b6_0113de3b,1750,1915,FP,
44b6_0113de3b,46,240,FP,
44b6_0113de3b,240,428,FP,
44b6_0113de3b,428,602,FP,
44b6_0113de3b,602,764,FP,
44b6_0113de3b,764,939,FP,
44b6_0113de3b,939,1131,FP,
44b6_0113de3b,1131,1248,FP,
44b6_0113de3b,1248,1438,FP,
44b6_0113de3b,1438,1629,FP,
44b6_0113de3b,1629,1780,FP,
44b6_0113de3b,1780,1971,FP,
44b6_0113de3b,47,180,FP,
44b6_0113de3b,180,397,FP,
44b6_0113de3b,397,549,FP,
44b6_0113de3b,549,707,FP,
44b6_0113de3b,707,882,FP,
44b6_0113de3b,882,1038,FP,
44b6_0113de3b,1038,1219,FP,
44b6_0113de3b,1219,1381,FP,
44b6_0113de3b,1381,1631,FP,
44b6_0113de3b,1631,1741,FP,
44b6_0113de3b,1741,1984,FP,
44b6_0113de3b,49,211,FP,
44b6_0113de3b,211,387,FP,
44b6_0113de3b,387,644,FP,
44b6_0113de3b,644,802,FP,
44b6_0113de3b,802,986,FP,
44b6_0113de3b,50,212,FP,
44b6_0113de3b,212,378,FP,
44b6_0113de3b,378,557,FP,
44b6_0113de3b,557,738,FP,
44b6_0113de3b,738,879,FP,
44b6_0113de3b,879,1030,FP,
44b6_0113de3b,1030,1231,FP,
44b6_0113de3b,1231,1413,FP,
44b6_0113de3b,1413,1584,FP,
44b6_0113de3b,1584,1725,FP,
44b6_0113de3b,1725,1894,FP,
44b6_0113de3b,51,308,FP,
44b6_0113de3b,308,508,FP,
44b6_0113de3b,52,214,FP,
44b6_0113de3b,214,383,FP,
44b6_0113de3b,383,552,FP,
44b6_0113de3b,552,727,FP,
44b6_0113de3b,727,947,FP,
44b6_0113de3b,1281,1483,FP,
44b6_0113de3b,53,250,FP,
44b6_0113de3b,250,386,FP,
44b6_0113de3b,386,536,FP,
44b6_0113de3b,536,701,FP,
44b6_0113de3b,701,868,FP,
44b6_0113de3b,868,1024,FP,
44b6_0113de3b,1024,1185,FP,
44b6_0113de3b,1185,1359,FP,
44b6_0113de3b,1359,1536,FP,
44b6_0113de3b,1536,1758,FP,
44b6_0113de3b,1758,1927,FP,
44b6_0113de3b,54,254,FP,
44b6_0113de3b,254,427,FP,
44b6_0113de3b,427,567,FP,
44b6_0113de3b,567,735,FP,
44b6_0113de3b,735,914,FP,
44b6_0113de3b,914,1091,FP,
44b6_0113de3b,1091,1243,FP,
44b6_0113de3b,1243,1374,FP,
44b6_0113de3b,1374,1546,FP,
44b6_0113de3b,1546,1724,FP,
44b6_0113de3b,1724,1876,FP,
44b6_0113de3b,65,297,FP,
44b6_0113de3b,297,446,FP,
44b6_0113de3b,446,638,FP,
44b6_0113de3b,638,803,FP,
44b6_0113de3b,803,971,FP,
44b6_0113de3b,971,1078,FP,
44b6_0113de3b,1078,1290,FP,
44b6_0113de3b,1290,1456,FP,
44b6_0113de3b,1456,1647,FP,
44b6_0113de3b,1647,1818,FP,
44b6_0113de3b,1818,1967,FP,
44b6_0113de3b,2325,2502,FP,
44b6_0113de3b,2502,2681,FP,
44b6_0113de3b,57,269,FP,
44b6_0113de3b,269,440,FP,
44b6_0113de3b,440,605,FP,
44b6_0113de3b,605,811,FP,
44b6_0113de3b,811,923,FP,
44b6_0113de3b,923,1097,FP,
44b6_0113de3b,1097,1269,FP,
44b6_0113de3b,1269,1372,FP,
44b6_0113de3b,1372,1559,FP,
44b6_0113de3b,1559,1722,FP,
44b6_0113de3b,1722,1897,FP,
44b6_0113de3b,58,255,FP,
44b6_0113de3b,255,437,FP,
44b6_0113de3b,437,607,FP,
44b6_0113de3b,607,821,FP,
44b6_0113de3b,821,942,FP,
44b6_0113de3b,59,243,FP,
44b6_0113de3b,243,444,FP,
44b6_0113de3b,444,568,FP,
44b6_0113de3b,568,770,FP,
44b6_0113de3b,770,946,FP,
44b6_0113de3b,60,209,FP,
44b6_0113de3b,209,423,FP,
44b6_0113de3b,423,554,FP,
44b6_0113de3b,903,1052,FP,
44b6_0113de3b,1052,1232,FP,
44b6_0113de3b,1232,1399,FP,
44b6_0113de3b,1399,1618,FP,
44b6_0113de3b,1618,1779,FP,
44b6_0113de3b,1779,1917,FP,
44b6_0113de3b,1917,2109,FP,
44b6_0113de3b,2109,2313,FP,
44b6_0113de3b,2313,2445,FP,
44b6_0113de3b,2445,2669,FP,
44b6_0113de3b,61,260,FP,
44b6_0113de3b,260,454,FP,
44b6_0113de3b,454,621,FP,
44b6_0113de3b,621,784,FP,
44b6_0113de3b,784,926,FP,
44b6_0113de3b,926,1082,FP,
44b6_0113de3b,1082,1266,FP,
44b6_0113de3b,1266,1368,FP,
44b6_0113de3b,1368,1527,FP,
44b6_0113de3b,1527,1714,FP,
44b6_0113de3b,1714,1871,FP,
44b6_0113de3b,1871,2071,FP,
44b6_0113de3b,2071,2268,FP,
44b6_0113de3b,2268,2407,FP,
44b6_0113de3b,2407,2616,FP,
44b6_0113de3b,62,259,FP,
44b6_0113de3b,259,405,FP,
44b6_0113de3b,405,613,FP,
44b6_0113de3b,613,833,FP,
44b6_0113de3b,833,973,FP,
44b6_0113de3b,973,1149,FP,
44b6_0113de3b,1149,1306,FP,
44b6_0113de3b,1306,1510,FP,
44b6_0113de3b,63,232,FP,
44b6_0113de3b,232,384,FP,
44b6_0113de3b,746,900,FP,
44b6_0113de3b,900,1115,FP,
44b6_0113de3b,1115,1239,FP,
44b6_0113de3b,1239,1390,FP,
44b6_0113de3b,1390,1560,FP,
44b6_0113de3b,1560,1794,FP,
44b6_0113de3b,64,287,FP,
44b6_0113de3b,287,499,FP,
44b6_0113de3b,499,616,FP,
44b6_0113de3b,616,838,FP,
44b6_0113de3b,1156,1313,FP,
44b6_0113de3b,1313,1422,FP,
44b6_0113de3b,1422,1574,FP,
44b6_0113de3b,1574,1791,FP,
44b6_0113de3b,1791,1937,FP,
44b6_0113de3b,55,230,FP,
44b6_0113de3b,230,408,FP,
44b6_0113de3b,408,534,FP,
44b6_0113de3b,534,700,FP,
44b6_0113de3b,700,861,FP,
44b6_0113de3b,861,1041,FP,
44b6_0113de3b,1041,1203,FP,
44b6_0113de3b,1203,1366,FP,
44b6_0113de3b,1366,1532,FP,
44b6_0113de3b,1532,1745,FP,
44b6_0113de3b,1745,1936,FP,
44b6_0113de3b,1936,2063,FP,
44b6_0113de3b,2063,2240,FP,
44b6_0113de3b,2240,2389,FP,
44b6_0113de3b,2389,2571,FP,
44b6_0113de3b,121,291,FP,
44b6_0113de3b,291,661,FP,
44b6_0113de3b,45,192,FP,
44b6_0113de3b,192,409,FP,
44b6_0113de3b,409,573,FP,
44b6_0113de3b,573,753,FP,
44b6_0113de3b,753,866,FP,
44b6_0113de3b,866,1029,FP,
44b6_0113de3b,1029,1225,FP,
44b6_0113de3b,1543,1701,FP,
44b6_0113de3b,1701,1869,FP,
44b6_0113de3b,67,221,FP,
44b6_0113de3b,221,401,FP,
44b6_0113de3b,68,314,FP,
44b6_0113de3b,314,445,FP,
44b6_0113de3b,445,630,FP,
44b6_0113de3b,630,793,FP,
44b6_0113de3b,793,951,FP,
44b6_0113de3b,951,1112,FP,
44b6_0113de3b,1112,1334,FP,
44b6_0113de3b,1334,1493,FP,
44b6_0113de3b,1493,1683,FP,
44b6_0113de3b,69,247,FP,
44b6_0113de3b,247,463,FP,
44b6_0113de3b,463,592,FP,
44b6_0113de3b,592,709,FP,
44b6_0113de3b,709,915,FP,
44b6_0113de3b,70,274,FP,
44b6_0113de3b,274,464,FP,
44b6_0113de3b,464,641,FP,
44b6_0113de3b,641,767,FP,
44b6_0113de3b,767,950,FP,
44b6_0113de3b,950,1063,FP,
44b6_0113de3b,1063,1316,FP,
44b6_0113de3b,71,277,FP,
44b6_0113de3b,277,474,FP,
44b6_0113de3b,474,604,FP,
44b6_0113de3b,604,771,FP,
44b6_0113de3b,771,910,FP,
44b6_0113de3b,910,1098,FP,
44b6_0113de3b,1098,1238,FP,
44b6_0113de3b,1238,1428,FP,
44b6_0113de3b,1428,1627,FP,
44b6_0113de3b,1627,1795,FP,
44b6_0113de3b,1795,1969,FP,
44b6_0113de3b,1969,2112,FP,
44b6_0113de3b,2112,2316,FP,
44b6_0113de3b,2316,2459,FP,
44b6_0113de3b,2459,2674,FP,
44b6_0113de3b,72,257,FP,
44b6_0113de3b,257,375,FP,
44b6_0113de3b,74,288,FP,
44b6_0113de3b,288,432,FP,
44b6_0113de3b,432,606,FP,
44b6_0113de3b,606,824,FP,
44b6_0113de3b,824,904,FP,
44b6_0113de3b,904,1064,FP,
44b6_0113de3b,1064,1279,FP,
44b6_0113de3b,1279,1364,FP,
44b6_0113de3b,75,218,FP,
44b6_0113de3b,218,471,FP,
44b6_0113de3b,471,643,FP,
44b6_0113de3b,643,807,FP,
44b6_0113de3b,807,983,FP,
44b6_0113de3b,76,215,FP,
44b6_0113de3b,215,392,FP,
44b6_0113de3b,392,587,FP,
44b6_0113de3b,587,752,FP,
44b6_0113de3b,752,917,FP,
44b6_0113de3b,917,1070,FP,
44b6_0113de3b,1070,1229,FP,
44b6_0113de3b,1229,1369,FP,
44b6_0113de3b,1369,1544,FP,
44b6_0113de3b,1544,1726,FP,
44b6_0113de3b,1726,1903,FP,
44b6_0113de3b,1903,2048,FP,
44b6_0113de3b,2048,2214,FP,
44b6_0113de3b,2214,2391,FP,
44b6_0113de3b,2391,2586,FP,
44b6_0113de3b,111,306,FP,
44b6_0113de3b,306,468,FP,
44b6_0113de3b,468,653,FP,
44b6_0113de3b,653,783,FP,
44b6_0113de3b,783,962,FP,
44b6_0113de3b,962,1117,FP,
44b6_0113de3b,1117,1331,FP,
44b6_0113de3b,78,266,FP,
44b6_0113de3b,266,425,FP,
44b6_0113de3b,425,678,FP,
44b6_0113de3b,678,850,FP,
44b6_0113de3b,79,237,FP,
44b6_0113de3b,237,388,FP,
44b6_0113de3b,388,550,FP,
44b6_0113de3b,550,688,FP,
44b6_0113de3b,688,853,FP,
44b6_0113de3b,853,1021,FP,
44b6_0113de3b,1021,1192,FP,
44b6_0113de3b,1192,1354,FP,
44b6_0113de3b,1354,1541,FP,
44b6_0113de3b,1541,1766,FP,
44b6_0113de3b,80,228,FP,
44b6_0113de3b,228,374,FP,
44b6_0113de3b,374,546,FP,
44b6_0113de3b,902,1066,FP,
44b6_0113de3b,1066,1254,FP,
44b6_0113de3b,1254,1407,FP,
44b6_0113de3b,1407,1580,FP,
44b6_0113de3b,1580,1932,FP,
44b6_0113de3b,1932,2065,FP,
44b6_0113de3b,2423,2663,FP,
44b6_0113de3b,3003,3167,FP,
44b6_0113de3b,3167,3345,FP,
44b6_0113de3b,3345,3493,FP,
44b6_0113de3b,3493,3750,FP,
44b6_0113de3b,3750,3924,FP,
44b6_0113de3b,3924,4099,FP,
44b6_0113de3b,4099,4296,FP,
44b6_0113de3b,81,270,FP,
44b6_0113de3b,270,402,FP,
44b6_0113de3b,402,597,FP,
44b6_0113de3b,597,747,FP,
44b6_0113de3b,747,895,FP,
44b6_0113de3b,82,235,FP,
44b6_0113de3b,235,377,FP,
44b6_0113de3b,377,528,FP,
44b6_0113de3b,528,724,FP,
44b6_0113de3b,724,860,FP,
44b6_0113de3b,860,1023,FP,
44b6_0113de3b,1023,1220,FP,
44b6_0113de3b,1220,1382,FP,
44b6_0113de3b,1382,1601,FP,
44b6_0113de3b,1601,1738,FP,
44b6_0113de3b,1738,1986,FP,
44b6_0113de3b,83,185,FP,
44b6_0113de3b,185,367,FP,
44b6_0113de3b,367,560,FP,
44b6_0113de3b,560,720,FP,
44b6_0113de3b,720,905,FP,
44b6_0113de3b,905,1028,FP,
44b6_0113de3b,1028,1187,FP,
44b6_0113de3b,1187,1367,FP,
44b6_0113de3b,1367,1524,FP,
44b6_0113de3b,1524,1706,FP,
44b6_0113de3b,1706,1884,FP,
44b6_0113de3b,84,298,FP,
44b6_0113de3b,298,447,FP,
44b6_0113de3b,447,669,FP,
44b6_0113de3b,669,845,FP,
44b6_0113de3b,85,296,FP,
44b6_0113de3b,296,435,FP,
44b6_0113de3b,435,589,FP,
44b6_0113de3b,86,290,FP,
44b6_0113de3b,290,487,FP,
44b6_0113de3b,44,267,FP,
44b6_0113de3b,267,385,FP,
44b6_0113de3b,385,529,FP,
44b6_0113de3b,529,703,FP,
44b6_0113de3b,703,888,FP,
44b6_0113de3b,888,1044,FP,
44b6_0113de3b,1044,1249,FP,
44b6_0113de3b,1556,1755,FP,
44b6_0113de3b,132,285,FP,
44b6_0113de3b,285,429,FP,
44b6_0113de3b,429,615,FP,
44b6_0113de3b,615,775,FP,
44b6_0113de3b,775,952,FP,
44b6_0113de3b,89,226,FP,
44b6_0113de3b,226,391,FP,
44b6_0113de3b,391,579,FP,
44b6_0113de3b,579,790,FP,
44b6_0113de3b,790,961,FP,
44b6_0113de3b,961,1145,FP,
44b6_0113de3b,1145,1339,FP,
44b6_0113de3b,1339,1505,FP,
44b6_0113de3b,1505,1693,FP,
44b6_0113de3b,1693,1857,FP,
44b6_0113de3b,90,262,FP,
44b6_0113de3b,262,439,FP,
44b6_0113de3b,439,571,FP,
44b6_0113de3b,571,762,FP,
44b6_0113de3b,762,891,FP,
44b6_0113de3b,891,1094,FP,
44b6_0113de3b,1094,1223,FP,
44b6_0113de3b,1223,1405,FP,
44b6_0113de3b,1405,1588,FP,
44b6_0113de3b,1588,1821,FP,
44b6_0113de3b,1821,1987,FP,
44b6_0113de3b,1987,2089,FP,
44b6_0113de3b,2089,2222,FP,
44b6_0113de3b,2222,2415,FP,
44b6_0113de3b,2415,2676,FP,
44b6_0113de3b,91,200,FP,
44b6_0113de3b,200,509,FP,
44b6_0113de3b,509,565,FP,
44b6_0113de3b,565,819,FP,
44b6_0113de3b,819,1012,FP,
44b6_0113de3b,1012,1126,FP,
44b6_0113de3b,1126,1218,FP,
44b6_0113de3b,1218,1400,FP,
44b6_0113de3b,1400,1586,FP,
44b6_0113de3b,1586,1751,FP,
44b6_0113de3b,1751,1914,FP,
44b6_0113de3b,92,216,FP,
44b6_0113de3b,216,358,FP,
44b6_0113de3b,358,548,FP,
44b6_0113de3b,548,760,FP,
44b6_0113de3b,760,924,FP,
44b6_0113de3b,924,1121,FP,
44b6_0113de3b,1121,1292,FP,
44b6_0113de3b,1292,1461,FP,
44b6_0113de3b,1461,1637,FP,
44b6_0113de3b,1637,1823,FP,
44b6_0113de3b,1823,2017,FP,
44b6_0113de3b,93,284,FP,
44b6_0113de3b,284,467,FP,
44b6_0113de3b,98,286,FP,
44b6_0113de3b,100,341,FP,
44b6_0113de3b,341,451,FP,
44b6_0113de3b,451,542,FP,
44b6_0113de3b,542,716,FP,
44b6_0113de3b,101,225,FP,
44b6_0113de3b,225,410,FP,
44b6_0113de3b,102,245,FP,
44b6_0113de3b,245,458,FP,
44b6_0113de3b,458,618,FP,
44b6_0113de3b,618,732,FP,
44b6_0113de3b,732,954,FP,
44b6_0113de3b,954,1130,FP,
44b6_0113de3b,1130,1286,FP,
44b6_0113de3b,1286,1446,FP,
44b6_0113de3b,1446,1589,FP,
44b6_0113de3b,1589,1827,FP,
44b6_0113de3b,1827,1949,FP,
44b6_0113de3b,1949,2066,FP,
44b6_0113de3b,103,324,FP,
44b6_0113de3b,324,491,FP,
44b6_0113de3b,491,680,FP,
44b6_0113de3b,104,331,FP,
44b6_0113de3b,331,513,FP,
44b6_0113de3b,513,681,FP,
44b6_0113de3b,105,253,FP,
44b6_0113de3b,253,449,FP,
44b6_0113de3b,106,248,FP,
44b6_0113de3b,248,411,FP,
44b6_0113de3b,411,537,FP,
44b6_0113de3b,107,271,FP,
44b6_0113de3b,271,493,FP,
44b6_0113de3b,493,617,FP,
44b6_0113de3b,1000,1114,FP,
44b6_0113de3b,1114,1247,FP,
44b6_0113de3b,1247,1420,FP,
44b6_0113de3b,1420,1568,FP,
44b6_0113de3b,1568,1739,FP,
44b6_0113de3b,1739,1901,FP,
44b6_0113de3b,108,249,FP,
44b6_0113de3b,249,470,FP,
44b6_0113de3b,470,609,FP,
44b6_0113de3b,609,712,FP,
44b6_0113de3b,712,884,FP,
44b6_0113de3b,109,317,FP,
44b6_0113de3b,317,502,FP,
44b6_0113de3b,110,202,FP,
44b6_0113de3b,202,420,FP,
44b6_0113de3b,420,608,FP,
44b6_0113de3b,608,730,FP,
