dataset,t,eval_result,gt_node_id,gt_z,gt_y,gt_x,pred_node_id,pred_z,pred_y,pred_x,distance_um
6bba_f17befbc,0,FP,,,,,148.0,11.0,78.0,199.0,
6bba_f17befbc,0,FP,,,,,149.0,36.0,235.0,131.0,
6bba_f17befbc,0,FP,,,,,150.0,23.0,243.0,129.0,
6bba_f17befbc,0,FP,,,,,151.0,30.0,127.0,27.0,
6bba_f17befbc,0,FP,,,,,152.0,32.0,195.0,187.0,
6bba_f17befbc,0,FP,,,,,153.0,27.0,195.0,241.0,
6bba_f17befbc,0,FP,,,,,154.0,10.0,30.0,219.0,
6bba_f17befbc,0,FP,,,,,155.0,35.0,215.0,163.0,
6bba_f17befbc,0,FP,,,,,156.0,39.0,203.0,42.0,
6bba_f17befbc,0,FP,,,,,157.0,20.0,91.0,62.0,
6bba_f17befbc,0,FP,,,,,158.0,36.0,218.0,165.0,
6bba_f17befbc,0,FP,,,,,159.0,34.0,177.0,4.0,
6bba_f17befbc,0,FP,,,,,160.0,38.0,250.0,161.0,
6bba_f17befbc,0,FP,,,,,161.0,24.0,255.0,103.0,
6bba_f17befbc,0,FP,,,,,162.0,23.0,255.0,99.0,
6bba_f17befbc,0,FP,,,,,163.0,20.0,109.0,255.0,
6bba_f17befbc,0,FP,,,,,164.0,25.0,240.0,172.0,
6bba_f17befbc,0,FP,,,,,165.0,14.0,0.0,255.0,
6bba_f17befbc,0,FP,,,,,166.0,23.0,44.0,167.0,
6bba_f17befbc,0,FP,,,,,167.0,19.0,48.0,5.0,
6bba_f17befbc,0,FP,,,,,168.0,41.0,255.0,76.0,
6bba_f17befbc,0,FP,,,,,169.0,17.0,23.0,0.0,
6bba_f17befbc,0,FP,,,,,170.0,15.0,45.0,245.0,
6bba_f17befbc,0,FP,,,,,171.0,26.0,251.0,162.0,
6bba_f17befbc,0,FP,,,,,172.0,27.0,255.0,163.0,
6bba_f17befbc,0,FP,,,,,173.0,35.0,175.0,251.0,
6bba_f17befbc,0,FP,,,,,174.0,28.0,227.0,0.0,
6bba_f17befbc,0,FP,,,,,175.0,13.0,69.0,228.0,
6bba_f17befbc,0,FP,,,,,176.0,30.0,165.0,133.0,
6bba_f17befbc,0,FP,,,,,177.0,38.0,220.0,26.0,
6bba_f17befbc,0,FP,,,,,178.0,14.0,142.0,198.0,
6bba_f17befbc,0,FP,,,,,179.0,18.0,187.0,193.0,
6bba_f17befbc,0,FP,,,,,180.0,39.0,195.0,35.0,
6bba_f17befbc,0,FP,,,,,181.0,19.0,180.0,206.0,
6bba_f17befbc,0,FP,,,,,182.0,24.0,75.0,28.0,
6bba_f17befbc,0,FP,,,,,183.0,29.0,240.0,203.0,
6bba_f17befbc,0,FP,,,,,184.0,33.0,199.0,80.0,
6bba_f17befbc,0,FP,,,,,185.0,57.0,255.0,0.0,
6bba_f17befbc,0,FP,,,,,186.0,41.0,255.0,133.0,
6bba_f17befbc,0,FP,,,,,187.0,24.0,45.0,185.0,
6bba_f17befbc,0,FP,,,,,188.0,20.0,184.0,222.0,
6bba_f17befbc,0,FP,,,,,189.0,30.0,195.0,0.0,
6bba_f17befbc,0,FP,,,,,190.0,19.0,140.0,236.0,
6bba_f17befbc,0,FP,,,,,191.0,22.0,125.0,41.0,
6bba_f17befbc,0,TP,1000008.0,24.0,54.0,177.0,192.0,25.0,64.0,177.0,4.3754
6bba_f17befbc,0,FN,1000004.0,22.0,123.0,125.0,,,,,
6bba_f17befbc,1,FP,,,,,193.0,19.0,14.0,239.0,
6bba_f17befbc,1,FP,,,,,194.0,13.0,123.0,68.0,
6bba_f17befbc,1,TP,2000015.0,9.0,61.0,68.0,195.0,10.0,61.0,67.0,1.675
6bba_f17befbc,1,FP,,,,,196.0,12.0,87.0,91.0,
6bba_f17befbc,1,TP,2000023.0,23.0,224.0,63.0,197.0,23.0,222.0,60.0,1.4648
6bba_f17befbc,1,FP,,,,,198.0,9.0,33.0,85.0,
6bba_f17befbc,1,FP,,,,,199.0,8.0,34.0,36.0,
6bba_f17befbc,1,FP,,,,,200.0,10.0,99.0,25.0,
6bba_f17befbc,1,FP,,,,,201.0,24.0,218.0,85.0,
6bba_f17befbc,1,FP,,,,,202.0,8.0,27.0,9.0,
6bba_f17befbc,1,FP,,,,,203.0,20.0,152.0,148.0,
6bba_f17befbc,1,TP,2000020.0,18.0,170.0,85.0,204.0,19.0,169.0,83.0,1.8617
6bba_f17befbc,1,FP,,,,,205.0,13.0,70.0,52.0,
6bba_f17befbc,1,FP,,,,,206.0,24.0,167.0,193.0,
6bba_f17befbc,1,FP,,,,,207.0,23.0,195.0,126.0,
6bba_f17befbc,1,FP,,,,,208.0,33.0,232.0,192.0,
6bba_f17befbc,1,FP,,,,,209.0,17.0,63.0,188.0,
6bba_f17befbc,1,FP,,,,,210.0,16.0,94.0,155.0,
6bba_f17befbc,1,FP,,,,,211.0,11.0,61.0,95.0,
6bba_f17befbc,1,FP,,,,,212.0,22.0,213.0,39.0,
6bba_f17befbc,1,FP,,,,,213.0,27.0,245.0,79.0,
6bba_f17befbc,1,FP,,,,,214.0,9.0,17.0,50.0,
6bba_f17befbc,1,FP,,,,,215.0,34.0,200.0,255.0,
6bba_f17befbc,1,FP,,,,,216.0,10.0,87.0,0.0,
6bba_f17befbc,1,FP,,,,,217.0,13.0,44.0,146.0,
6bba_f17befbc,1,FP,,,,,218.0,11.0,70.0,8.0,
6bba_f17befbc,1,FP,,,,,219.0,16.0,164.0,58.0,
6bba_f17befbc,1,FP,,,,,220.0,7.0,7.0,27.0,
6bba_f17befbc,1,FP,,,,,221.0,11.0,53.0,114.0,
6bba_f17befbc,1,TP,2000019.0,15.0,64.0,139.0,222.0,13.0,64.0,139.0,3.25
6bba_f17befbc,1,FP,,,,,223.0,25.0,197.0,151.0,
6bba_f17befbc,1,FP,,,,,224.0,16.0,129.0,155.0,
6bba_f17befbc,1,FP,,,,,225.0,15.0,166.0,0.0,
6bba_f17befbc,1,FP,,,,,226.0,13.0,136.0,32.0,
6bba_f17befbc,1,FP,,,,,227.0,18.0,209.0,8.0,
6bba_f17befbc,1,FP,,,,,228.0,9.0,19.0,119.0,
6bba_f17befbc,1,FP,,,,,229.0,25.0,246.0,35.0,
6bba_f17befbc,1,FP,,,,,230.0,27.0,236.0,115.0,
6bba_f17befbc,1,FP,,,,,231.0,10.0,99.0,48.0,
6bba_f17befbc,1,FP,,,,,232.0,17.0,177.0,21.0,
6bba_f17befbc,1,FP,,,,,233.0,14.0,144.0,42.0,
6bba_f17befbc,1,FP,,,,,234.0,16.0,150.0,93.0,
6bba_f17befbc,1,FP,,,,,235.0,10.0,111.0,9.0,
6bba_f17befbc,1,FP,,,,,236.0,25.0,255.0,39.0,
6bba_f17befbc,1,FP,,,,,237.0,27.0,164.0,219.0,
6bba_f17befbc,1,FP,,,,,238.0,26.0,157.0,49.0,
6bba_f17befbc,1,TP,2000026.0,34.0,230.0,217.0,239.0,35.0,228.0,215.0,1.9902
6bba_f17befbc,1,FP,,,,,240.0,37.0,230.0,244.0,
6bba_f17befbc,1,FP,,,,,241.0,8.0,57.0,33.0,
6bba_f17befbc,1,FP,,,,,242.0,25.0,226.0,15.0,
6bba_f17befbc,1,TP,2000025.0,30.0,240.0,150.0,243.0,31.0,241.0,152.0,1.8617
6bba_f17befbc,1,FP,,,,,244.0,30.0,255.0,117.0,
6bba_f17befbc,1,FP,,,,,245.0,8.0,9.0,76.0,
6bba_f17befbc,1,FP,,,,,246.0,22.0,98.0,215.0,
6bba_f17befbc,1,FP,,,,,247.0,14.0,145.0,21.0,
6bba_f17befbc,1,FP,,,,,248.0,25.0,220.0,136.0,
6bba_f17befbc,1,FP,,,,,249.0,18.0,188.0,45.0,
6bba_f17befbc,1,FP,,,,,250.0,25.0,252.0,11.0,
6bba_f17befbc,1,FP,,,,,251.0,29.0,157.0,255.0,
6bba_f17befbc,1,FP,,,,,252.0,20.0,55.0,238.0,
6bba_f17befbc,1,FP,,,,,253.0,23.0,252.0,6.0,
6bba_f17befbc,1,TP,2000016.0,14.0,111.0,102.0,254.0,12.0,109.0,100.0,3.4471
6bba_f17befbc,1,FP,,,,,255.0,38.0,255.0,221.0,
6bba_f17befbc,1,FP,,,,,256.0,19.0,107.0,8.0,
6bba_f17befbc,1,FP,,,,,257.0,22.0,251.0,1.0,
6bba_f17befbc,1,FP,,,,,258.0,14.0,130.0,120.0,
6bba_f17befbc,1,FP,,,,,259.0,11.0,0.0,146.0,
6bba_f17befbc,1,FP,,,,,260.0,13.0,138.0,6.0,
6bba_f17befbc,1,FP,,,,,261.0,13.0,88.0,116.0,
6bba_f17befbc,1,FP,,,,,262.0,19.0,198.0,66.0,
6bba_f17befbc,1,FP,,,,,263.0,32.0,203.0,228.0,
6bba_f17befbc,1,FP,,,,,264.0,26.0,142.0,0.0,
6bba_f17befbc,1,FP,,,,,265.0,16.0,7.0,214.0,
6bba_f17befbc,1,FP,,,,,266.0,19.0,156.0,12.0,
6bba_f17befbc,1,FP,,,,,267.0,24.0,122.0,245.0,
6bba_f17befbc,1,FP,,,,,268.0,9.0,11.0,0.0,
6bba_f17befbc,1,TP,2000022.0,23.0,94.0,239.0,269.0,22.0,95.0,240.0,1.7236
6bba_f17befbc,1,FP,,,,,270.0,21.0,40.0,255.0,
6bba_f17befbc,1,FP,,,,,271.0,16.0,38.0,203.0,
6bba_f17befbc,1,FP,,,,,272.0,32.0,240.0,36.0,
6bba_f17befbc,1,FP,,,,,273.0,28.0,214.0,182.0,
6bba_f17befbc,1,FP,,,,,274.0,13.0,18.0,162.0,
6bba_f17befbc,1,FP,,,,,275.0,24.0,129.0,216.0,
6bba_f17befbc,1,FP,,,,,276.0,19.0,39.0,232.0,
6bba_f17befbc,1,FP,,,,,277.0,34.0,255.0,176.0,
6bba_f17befbc,1,FP,,,,,278.0,21.0,170.0,7.0,
6bba_f17befbc,1,FP,,,,,279.0,15.0,43.0,12.0,
6bba_f17befbc,1,FP,,,,,280.0,32.0,172.0,179.0,
6bba_f17befbc,1,FP,,,,,281.0,20.0,128.0,180.0,
6bba_f17befbc,1,FP,,,,,282.0,15.0,2.0,123.0,
6bba_f17befbc,1,FP,,,,,283.0,41.0,255.0,193.0,
6bba_f17befbc,1,FP,,,,,284.0,19.0,195.0,100.0,
6bba_f17befbc,1,FP,,,,,285.0,25.0,152.0,0.0,
6bba_f17befbc,1,FP,,,,,286.0,20.0,165.0,119.0,
6bba_f17befbc,1,TP,2000024.0,25.0,164.0,107.0,287.0,25.0,168.0,108.0,1.675
6bba_f17befbc,1,FP,,,,,288.0,37.0,246.0,0.0,
6bba_f17befbc,1,FP,,,,,289.0,33.0,237.0,91.0,
6bba_f17befbc,1,FP,,,,,290.0,23.0,78.0,255.0,
6bba_f17befbc,1,FP,,,,,291.0,15.0,39.0,174.0,
6bba_f17befbc,1,FP,,,,,292.0,28.0,195.0,23.0,
6bba_f17befbc,1,FP,,,,,293.0,5.0,12.0,65.0,
6bba_f17befbc,1,FP,,,,,294.0,28.0,217.0,116.0,
6bba_f17befbc,1,FP,,,,,295.0,16.0,42.0,46.0,
6bba_f17befbc,1,FP,,,,,296.0,19.0,121.0,54.0,
6bba_f17befbc,1,FP,,,,,297.0,45.0,252.0,230.0,
6bba_f17befbc,1,FP,,,,,298.0,18.0,122.0,20.0,
6bba_f17befbc,1,FP,,,,,299.0,38.0,255.0,45.0,
6bba_f17befbc,1,FP,,,,,300.0,6.0,61.0,80.0,
6bba_f17befbc,1,FP,,,,,301.0,33.0,233.0,0.0,
6bba_f17befbc,1,FP,,,,,302.0,17.0,59.0,210.0,
6bba_f17befbc,1,FP,,,,,303.0,35.0,249.0,202.0,
6bba_f17befbc,1,FP,,,,,304.0,29.0,201.0,204.0,
6bba_f17befbc,1,FP,,,,,305.0,28.0,146.0,198.0,
6bba_f17befbc,1,FP,,,,,306.0,35.0,226.0,0.0,
6bba_f17befbc,1,FP,,,,,307.0,28.0,146.0,203.0,
6bba_f17befbc,1,FP,,,,,308.0,28.0,178.0,88.0,
6bba_f17befbc,1,FP,,,,,309.0,30.0,176.0,32.0,
6bba_f17befbc,1,FP,,,,,310.0,23.0,140.0,93.0,
6bba_f17befbc,1,FP,,,,,311.0,33.0,248.0,59.0,
6bba_f17befbc,1,FP,,,,,312.0,23.0,83.0,27.0,
6bba_f17befbc,1,FP,,,,,313.0,27.0,138.0,170.0,
6bba_f17befbc,1,FP,,,,,314.0,40.0,255.0,6.0,
6bba_f17befbc,1,FP,,,,,315.0,34.0,244.0,64.0,
6bba_f17befbc,1,FP,,,,,316.0,31.0,194.0,187.0,
6bba_f17befbc,1,FP,,,,,317.0,37.0,246.0,99.0,
6bba_f17befbc,1,FP,,,,,318.0,37.0,245.0,103.0,
6bba_f17befbc,1,FP,,,,,319.0,29.0,181.0,132.0,
6bba_f17befbc,1,FP,,,,,320.0,34.0,182.0,7.0,
6bba_f17befbc,1,FP,,,,,321.0,7.0,74.0,102.0,
6bba_f17befbc,1,FP,,,,,322.0,28.0,149.0,169.0,
6bba_f17befbc,1,FP,,,,,323.0,24.0,179.0,171.0,
6bba_f17befbc,1,FP,,,,,324.0,21.0,49.0,194.0,
6bba_f17befbc,1,FP,,,,,325.0,46.0,248.0,203.0,
6bba_f17befbc,1,FP,,,,,326.0,9.0,0.0,189.0,
6bba_f17befbc,1,FP,,,,,327.0,5.0,0.0,106.0,
6bba_f17befbc,1,FP,,,,,328.0,39.0,251.0,70.0,
6bba_f17befbc,1,FP,,,,,329.0,5.0,10.0,133.0,
6bba_f17befbc,1,FP,,,,,330.0,36.0,233.0,139.0,
6bba_f17befbc,1,FP,,,,,331.0,18.0,59.0,83.0,
6bba_f17befbc,1,FP,,,,,332.0,36.0,233.0,134.0,
6bba_f17befbc,1,FP,,,,,333.0,32.0,209.0,57.0,
6bba_f17befbc,1,FP,,,,,334.0,41.0,255.0,75.0,
6bba_f17befbc,1,FP,,,,,335.0,30.0,184.0,185.0,
6bba_f17befbc,1,FP,,,,,336.0,30.0,194.0,210.0,
6bba_f17befbc,1,FP,,,,,337.0,10.0,77.0,198.0,
6bba_f17befbc,1,FP,,,,,338.0,34.0,210.0,163.0,
6bba_f17befbc,1,FP,,,,,339.0,35.0,255.0,153.0,
6bba_f17befbc,1,FP,,,,,340.0,22.0,241.0,130.0,
6bba_f17befbc,1,FP,,,,,341.0,26.0,178.0,63.0,
6bba_f17befbc,1,FP,,,,,342.0,29.0,163.0,132.0,
6bba_f17befbc,1,FP,,,,,343.0,21.0,109.0,150.0,
6bba_f17befbc,1,FP,,,,,344.0,36.0,250.0,160.0,
6bba_f17befbc,1,FP,,,,,345.0,27.0,119.0,223.0,
6bba_f17befbc,1,FP,,,,,346.0,41.0,255.0,133.0,
6bba_f17befbc,1,FP,,,,,347.0,10.0,28.0,217.0,
6bba_f17befbc,1,FP,,,,,348.0,39.0,203.0,44.0,
6bba_f17befbc,1,FP,,,,,349.0,33.0,216.0,61.0,
6bba_f17befbc,1,FP,,,,,350.0,6.0,0.0,168.0,
6bba_f17befbc,1,FP,,,,,351.0,19.0,108.0,255.0,
6bba_f17befbc,1,FP,,,,,352.0,15.0,43.0,244.0,
6bba_f17befbc,1,FP,,,,,353.0,20.0,116.0,84.0,
6bba_f17befbc,1,FP,,,,,354.0,27.0,195.0,240.0,
6bba_f17befbc,1,FP,,,,,355.0,26.0,255.0,160.0,
6bba_f17befbc,1,FP,,,,,356.0,22.0,255.0,65.0,
6bba_f17befbc,1,FP,,,,,357.0,27.0,244.0,186.0,
6bba_f17befbc,1,FP,,,,,358.0,38.0,208.0,246.0,
6bba_f17befbc,1,FP,,,,,359.0,28.0,255.0,53.0,
6bba_f17befbc,1,FP,,,,,360.0,24.0,237.0,172.0,
6bba_f17befbc,1,FP,,,,,361.0,25.0,238.0,176.0,
6bba_f17befbc,1,FP,,,,,362.0,38.0,222.0,26.0,
6bba_f17befbc,1,FP,,,,,363.0,16.0,183.0,183.0,
6bba_f17befbc,1,FP,,,,,364.0,11.0,69.0,224.0,
6bba_f17befbc,1,FP,,,,,365.0,23.0,72.0,33.0,
6bba_f17befbc,1,TP,2000021.0,23.0,48.0,176.0,366.0,22.0,41.0,163.0,6.2144
6bba_f17befbc,1,FP,,,,,367.0,43.0,199.0,0.0,
6bba_f17befbc,1,FP,,,,,368.0,33.0,199.0,81.0,
6bba_f17befbc,1,FP,,,,,369.0,18.0,140.0,232.0,
6bba_f17befbc,1,FP,,,,,370.0,22.0,120.0,39.0,
6bba_f17befbc,1,FP,,,,,371.0,34.0,174.0,249.0,
6bba_f17befbc,1,FP,,,,,372.0,23.0,132.0,41.0,
6bba_f17befbc,1,FP,,,,,373.0,16.0,106.0,230.0,
6bba_f17befbc,1,FP,,,,,374.0,12.0,0.0,255.0,
