dataset,t,bg_median,bg_noise,snr_proxy,fg_ratio,p01,p995,detected_nodes
44b6_71a4179f,0,715.0,420.31,3.4284,0.0109,72.0,2156.0,438
44b6_71a4179f,1,718.0,426.24,3.3924,0.0103,72.0,2164.0,435
44b6_71a4179f,2,718.0,421.79,3.3998,0.0107,72.0,2152.0,421
44b6_71a4179f,3,719.0,408.45,3.5427,0.0131,73.0,2166.0,425
44b6_71a4179f,4,722.0,406.23,3.5842,0.0136,73.0,2178.0,426
44b6_71a4179f,5,719.0,403.26,3.5932,0.0141,72.0,2168.0,413
44b6_71a4179f,6,720.0,392.88,3.6678,0.0153,73.0,2161.0,397
44b6_71a4179f,7,720.0,396.59,3.6889,0.0151,72.0,2183.0,395
44b6_71a4179f,8,711.0,388.44,3.7303,0.0156,73.0,2160.0,421
44b6_71a4179f,9,721.0,393.62,3.7385,0.0158,73.0,2192.57,415
44b6_71a4179f,10,719.0,394.37,3.7478,0.0154,73.0,2197.0,411
44b6_71a4179f,11,722.0,395.11,3.7079,0.0151,71.0,2187.0,389
44b6_71a4179f,12,726.0,395.85,3.7337,0.0157,73.0,2204.0,386
44b6_71a4179f,13,722.0,391.4,3.697,0.0153,73.0,2169.0,377
44b6_71a4179f,14,725.0,388.44,3.7767,0.0171,76.0,2192.0,399
44b6_71a4179f,15,719.0,383.99,3.7736,0.0173,77.0,2168.0,383
44b6_71a4179f,16,726.0,387.69,3.7297,0.0164,77.0,2172.0,385
44b6_71a4179f,17,728.0,392.14,3.7053,0.0157,75.87,2181.0,384
44b6_71a4179f,18,721.0,394.37,3.6286,0.0149,74.0,2152.0,375
44b6_71a4179f,19,713.0,389.92,3.6623,0.0151,75.0,2141.0,376
44b6_71a4179f,20,725.0,397.33,3.6871,0.0159,75.0,2190.0,378
44b6_71a4179f,21,729.0,395.85,3.6858,0.0157,75.0,2188.0,365
44b6_71a4179f,22,732.0,398.81,3.7411,0.0165,74.0,2224.0,373
44b6_71a4179f,23,739.0,409.19,3.6829,0.0152,73.0,2246.0,386
44b6_71a4179f,24,737.0,401.04,3.7054,0.0153,75.0,2223.0,391
44b6_71a4179f,25,735.0,397.33,3.677,0.0153,75.0,2196.0,380
44b6_71a4179f,26,736.0,392.88,3.7517,0.0163,75.0,2210.0,361
44b6_71a4179f,27,740.0,388.44,3.7355,0.0165,76.0,2191.0,381
44b6_71a4179f,28,735.0,378.98,3.8339,0.0183,76.0,2188.0,368
44b6_71a4179f,29,732.0,385.47,3.855,0.0178,75.0,2218.0,376
44b6_71a4179f,30,729.0,384.73,3.8053,0.0174,75.0,2193.0,399
44b6_71a4179f,31,730.0,389.18,3.7104,0.0162,75.0,2174.0,387
44b6_71a4179f,32,733.0,389.18,3.7489,0.0167,74.0,2192.0,401
44b6_71a4179f,33,730.0,387.69,3.8045,0.0171,75.0,2205.0,380
44b6_71a4179f,34,742.0,384.73,3.8547,0.0189,77.0,2225.0,400
44b6_71a4179f,35,741.0,385.47,3.8965,0.0197,79.0,2243.0,363
44b6_71a4179f,36,744.0,378.06,3.8751,0.0188,78.0,2209.0,342
44b6_71a4179f,37,741.0,368.42,3.8814,0.0191,80.0,2171.0,335
44b6_71a4179f,38,747.0,378.06,3.9253,0.0204,81.0,2231.0,321
44b6_71a4179f,39,757.0,383.25,3.8696,0.0194,83.0,2240.0,365
44b6_71a4179f,40,749.0,378.8,3.8622,0.0194,82.0,2212.0,356
44b6_71a4179f,41,751.0,373.61,3.8837,0.0194,82.0,2202.0,363
44b6_71a4179f,42,752.0,375.83,3.89,0.0194,83.0,2214.0,354
44b6_71a4179f,43,752.0,372.87,3.9451,0.0199,84.0,2223.0,350
44b6_71a4179f,44,751.0,369.9,3.9524,0.0204,84.0,2213.0,368
44b6_71a4179f,45,751.0,362.49,4.0277,0.0217,87.0,2211.0,360
44b6_71a4179f,46,752.0,361.01,3.9999,0.0214,88.0,2196.0,375
44b6_71a4179f,47,740.0,353.6,4.0753,0.0239,88.0,2181.0,377
44b6_71a4179f,48,754.0,363.23,3.9837,0.0222,89.0,2201.0,356
44b6_71a4179f,49,755.0,362.49,3.9477,0.021,91.0,2186.0,341
44b6_71a4179f,50,744.0,358.04,3.9772,0.0212,88.0,2168.0,336
44b6_71a4179f,51,744.0,359.53,4.0693,0.0227,92.0,2207.0,339
44b6_71a4179f,52,750.0,352.11,4.0498,0.0223,95.0,2176.0,356
44b6_71a4179f,53,767.0,358.78,3.9885,0.0209,98.0,2198.0,372
44b6_71a4179f,54,758.0,352.85,4.0158,0.022,97.0,2175.0,361
44b6_71a4179f,55,772.0,355.08,3.971,0.0209,100.0,2182.0,381
44b6_71a4179f,56,762.0,350.63,4.1212,0.0242,101.0,2207.0,401
44b6_71a4179f,57,761.0,349.89,3.9727,0.0219,99.0,2151.0,394
44b6_71a4179f,58,757.0,345.44,4.0904,0.0234,99.0,2170.0,378
44b6_71a4179f,59,756.0,342.48,4.1083,0.0236,100.0,2163.0,350
44b6_71a4179f,60,762.0,343.96,4.0906,0.0235,103.0,2169.0,357
44b6_71a4179f,61,775.0,352.85,4.1349,0.0233,106.0,2234.0,353
44b6_71a4179f,62,771.0,348.41,4.202,0.0252,105.0,2235.0,359
44b6_71a4179f,63,769.0,346.92,4.2286,0.0249,107.0,2236.0,344
44b6_71a4179f,64,765.0,350.63,4.2267,0.0251,104.0,2247.0,322
44b6_71a4179f,65,774.0,345.44,4.186,0.0249,107.0,2220.0,334
44b6_71a4179f,66,770.0,352.85,4.2142,0.0244,107.0,2257.0,348
44b6_71a4179f,67,769.0,346.92,4.1364,0.0236,112.0,2204.0,365
44b6_71a4179f,68,773.0,348.41,4.2106,0.0243,114.0,2240.0,342
44b6_71a4179f,69,774.0,351.37,4.2178,0.0246,115.0,2256.0,340
44b6_71a4179f,70,763.0,347.85,4.2691,0.0257,118.0,2248.0,347
44b6_71a4179f,71,766.0,349.15,4.2704,0.0255,117.0,2257.0,344
44b6_71a4179f,72,764.0,351.37,4.2747,0.0253,114.0,2266.0,346
44b6_71a4179f,73,767.0,351.37,4.2804,0.0249,120.0,2271.0,351
44b6_71a4179f,74,768.0,351.37,4.2519,0.0253,123.0,2262.0,361
44b6_71a4179f,75,764.0,341.73,4.2665,0.0256,128.0,2222.0,365
44b6_71a4179f,76,768.0,346.92,4.2228,0.0247,127.0,2233.0,356
44b6_71a4179f,77,765.0,349.15,4.2446,0.0253,118.0,2247.0,374
44b6_71a4179f,78,759.0,349.89,4.2271,0.0255,115.0,2238.0,371
44b6_71a4179f,79,771.0,342.48,4.2894,0.025,121.0,2240.0,361
44b6_71a4179f,80,757.0,334.32,4.3312,0.0261,122.0,2205.0,380
44b6_71a4179f,81,757.0,335.8,4.3716,0.0273,128.0,2225.0,392
44b6_71a4179f,82,758.0,326.91,4.2948,0.0266,133.0,2162.0,370
44b6_71a4179f,83,752.0,331.36,4.2492,0.0257,129.0,2160.0,385
44b6_71a4179f,84,756.0,335.06,4.1664,0.0255,131.0,2152.0,382
44b6_71a4179f,85,750.0,337.29,4.216,0.0259,129.0,2172.0,384
44b6_71a4179f,86,750.0,336.55,4.3233,0.0265,130.0,2205.0,361
44b6_71a4179f,87,746.0,332.84,4.3204,0.0267,129.0,2184.0,366
44b6_71a4179f,88,750.0,332.1,4.312,0.0276,135.0,2182.0,368
44b6_71a4179f,89,742.0,325.43,4.3359,0.028,138.0,2153.0,333
44b6_71a4179f,90,740.0,325.43,4.4311,0.0287,136.0,2182.0,335
44b6_71a4179f,91,747.0,330.62,4.3253,0.0277,136.0,2177.0,350
44b6_71a4179f,92,750.0,327.65,4.4132,0.029,143.0,2196.0,343
44b6_71a4179f,93,747.0,320.24,4.5466,0.0314,143.0,2203.0,334
44b6_71a4179f,94,746.0,323.2,4.4214,0.0296,143.0,2175.0,331
44b6_71a4179f,95,745.0,320.98,4.4582,0.0296,149.0,2176.0,363
44b6_71a4179f,96,750.0,326.17,4.4486,0.0296,154.0,2201.0,343
44b6_71a4179f,97,749.0,320.98,4.3959,0.029,164.0,2160.0,346
44b6_71a4179f,98,743.0,318.01,4.4338,0.0302,170.0,2153.0,349
44b6_71a4179f,99,749.0,319.5,4.4069,0.0291,168.0,2157.0,366
6bba_57b7cc1e,0,1114.0,193.48,2.9719,0.0047,651.0,1689.0,1034
6bba_57b7cc1e,1,1127.0,191.99,2.948,0.0046,680.0,1693.0,1001
6bba_57b7cc1e,2,1126.0,191.25,2.9281,0.0044,661.0,1686.0,1032
6bba_57b7cc1e,3,1125.0,193.48,2.7549,0.003,674.0,1658.0,1024
6bba_57b7cc1e,4,1125.0,187.55,2.8793,0.0039,661.0,1665.0,1002
6bba_57b7cc1e,5,1107.0,181.62,2.9513,0.0046,640.0,1643.0,996
6bba_57b7cc1e,6,1113.0,186.81,2.9175,0.0041,670.0,1658.0,1024
6bba_57b7cc1e,7,1104.0,186.81,2.9121,0.0042,653.0,1648.0,1018
6bba_57b7cc1e,8,1105.0,183.84,2.97,0.0048,657.0,1651.0,1005
6bba_57b7cc1e,9,1100.0,180.13,2.9478,0.0045,661.0,1631.0,1021
6bba_57b7cc1e,10,1095.0,181.62,2.8632,0.0038,660.0,1615.0,1017
6bba_57b7cc1e,11,1107.0,183.84,3.0461,0.0054,660.0,1667.0,1043
6bba_57b7cc1e,12,1101.0,178.65,2.9835,0.0049,675.0,1634.0,1046
6bba_57b7cc1e,13,1106.0,178.65,3.0003,0.005,674.0,1642.0,1041
6bba_57b7cc1e,14,1106.0,180.13,2.97,0.0047,673.0,1641.0,1052
6bba_57b7cc1e,15,1101.0,179.39,2.9265,0.0043,664.0,1626.0,1038
6bba_57b7cc1e,16,1093.0,179.39,2.9934,0.0049,651.0,1630.0,1075
6bba_57b7cc1e,17,1095.0,179.39,2.9934,0.0049,641.0,1632.0,1033
6bba_57b7cc1e,18,1086.0,176.43,3.0494,0.0055,631.0,1624.0,1017
6bba_57b7cc1e,19,1098.0,176.43,2.9871,0.0049,648.0,1625.0,1018
6bba_57b7cc1e,20,1103.0,177.91,3.1196,0.0059,648.0,1658.0,1060
6bba_57b7cc1e,21,1087.0,176.43,2.9984,0.005,643.0,1616.0,1036
6bba_57b7cc1e,22,1099.0,180.87,2.9026,0.004,639.0,1624.0,1046
6bba_57b7cc1e,23,1094.0,178.65,2.9443,0.0045,640.0,1620.0,1052
6bba_57b7cc1e,24,1083.0,174.94,2.8523,0.0037,633.0,1582.0,1035
6bba_57b7cc1e,25,1091.0,173.46,2.9286,0.0044,638.0,1599.0,1057
6bba_57b7cc1e,26,1076.0,173.46,2.9171,0.0043,627.0,1582.0,1072
6bba_57b7cc1e,27,1083.0,172.72,3.0859,0.0057,639.0,1616.0,1070
6bba_57b7cc1e,28,1082.0,168.27,3.0962,0.0059,644.0,1603.0,1030
6bba_57b7cc1e,29,1077.0,172.72,2.9354,0.0044,640.0,1584.0,1066
6bba_57b7cc1e,30,1084.0,171.24,2.9082,0.0042,647.0,1582.0,1038
6bba_57b7cc1e,31,1076.0,168.27,2.9714,0.0047,648.0,1576.0,1074
6bba_57b7cc1e,32,1077.0,171.24,2.9608,0.0047,631.0,1584.0,1077
6bba_57b7cc1e,33,1067.0,170.5,2.915,0.0042,630.0,1564.0,1049
6bba_57b7cc1e,34,1076.0,169.76,3.0279,0.0053,621.0,1590.0,1034
6bba_57b7cc1e,35,1076.0,169.76,3.0279,0.0053,621.0,1590.0,1017
6bba_57b7cc1e,36,1067.0,166.79,2.9558,0.0046,618.0,1560.0,1076
6bba_57b7cc1e,37,1065.0,166.79,2.9018,0.0041,626.0,1549.0,1037
6bba_57b7cc1e,38,1055.0,162.34,2.9752,0.0048,631.0,1538.0,1025
6bba_57b7cc1e,39,1066.0,172.72,3.1438,0.0064,621.0,1609.0,1097
6bba_57b7cc1e,40,1062.0,166.79,3.0937,0.0059,622.0,1578.0,1069
6bba_57b7cc1e,41,1058.0,166.79,3.0877,0.0058,613.0,1573.0,1009
6bba_57b7cc1e,42,1055.0,167.53,3.0382,0.0053,604.0,1564.0,1031
6bba_57b7cc1e,43,1055.0,167.53,3.0382,0.0053,604.0,1564.0,1032
6bba_57b7cc1e,44,1049.0,169.76,2.9219,0.0043,593.0,1545.0,1060
6bba_57b7cc1e,45,1048.0,168.27,3.0367,0.0054,601.0,1559.0,1059
6bba_57b7cc1e,46,1040.0,166.79,2.9558,0.0046,604.0,1533.0,1050
6bba_57b7cc1e,47,1048.0,168.27,3.0486,0.0054,628.0,1561.0,1073
6bba_57b7cc1e,48,1043.0,165.31,3.0489,0.0055,607.0,1547.0,1042
6bba_57b7cc1e,49,1040.0,166.05,3.228,0.0068,607.0,1576.0,1070
6bba_57b7cc1e,50,1040.0,172.72,3.0454,0.0053,601.0,1566.0,1057
6bba_57b7cc1e,51,1036.0,170.5,2.9795,0.0049,598.0,1544.0,1072
6bba_57b7cc1e,52,1025.0,169.76,3.0102,0.0051,592.0,1536.0,1075
6bba_57b7cc1e,53,1023.0,168.27,3.0605,0.0055,600.0,1538.0,1043
6bba_57b7cc1e,54,1027.0,170.5,3.0558,0.0055,603.0,1548.0,1054
6bba_57b7cc1e,55,1029.0,176.43,3.0211,0.0051,601.0,1562.0,1060
6bba_57b7cc1e,56,1016.0,169.76,3.1104,0.0058,596.0,1544.0,1074
6bba_57b7cc1e,57,1017.0,171.24,3.1185,0.0062,596.0,1551.0,1056
6bba_57b7cc1e,58,1017.0,171.24,3.1185,0.0062,596.0,1551.0,1020
6bba_57b7cc1e,59,1011.0,170.5,3.3725,0.0081,594.0,1586.0,1076
6bba_57b7cc1e,60,1008.0,170.5,3.3373,0.008,580.0,1577.0,1041
6bba_57b7cc1e,61,1000.0,167.53,3.3725,0.0086,569.0,1565.0,1063
6bba_57b7cc1e,62,991.0,168.27,3.2863,0.0077,571.0,1544.0,1041
6bba_57b7cc1e,63,997.0,171.24,3.2586,0.0074,568.0,1555.0,1068
6bba_57b7cc1e,64,992.0,167.53,3.2386,0.0073,568.0,1534.57,1057
6bba_57b7cc1e,65,988.0,166.23,3.3146,0.0079,559.0,1539.0,1064
6bba_57b7cc1e,66,988.0,174.94,3.241,0.0071,551.0,1555.0,1070
6bba_57b7cc1e,67,981.0,173.46,3.1188,0.006,549.0,1522.0,1049
6bba_57b7cc1e,68,987.0,174.94,3.001,0.005,551.0,1512.0,1047
6bba_57b7cc1e,69,982.0,174.2,2.985,0.0049,543.0,1502.0,1024
6bba_57b7cc1e,70,976.0,175.69,3.0168,0.0051,540.0,1506.0,1046
6bba_57b7cc1e,71,968.0,173.46,3.1246,0.0059,536.0,1510.0,1022
6bba_57b7cc1e,72,966.0,174.94,3.1324,0.0062,536.0,1514.0,1035
6bba_57b7cc1e,73,966.0,174.94,3.1324,0.0062,536.0,1514.0,999
6bba_57b7cc1e,74,963.0,171.24,3.1477,0.0062,515.0,1502.0,1034
6bba_57b7cc1e,75,953.0,169.01,3.0589,0.0055,506.0,1470.0,1020
6bba_57b7cc1e,76,967.0,174.94,3.1839,0.0066,513.0,1524.0,998
6bba_57b7cc1e,77,945.0,171.98,3.2213,0.0071,502.0,1499.0,1021
6bba_57b7cc1e,78,939.0,169.01,3.1891,0.0068,502.0,1478.0,1010
6bba_57b7cc1e,79,939.0,173.46,3.2028,0.0067,501.0,1494.57,1010
6bba_57b7cc1e,80,932.0,172.72,3.3522,0.0079,492.0,1511.0,1054
6bba_57b7cc1e,81,923.0,171.24,3.4163,0.0086,496.0,1508.0,1019
6bba_57b7cc1e,82,919.0,169.76,3.4226,0.0086,494.0,1500.0,1031
6bba_57b7cc1e,83,919.0,169.76,3.4226,0.0086,494.0,1500.0,1019
6bba_57b7cc1e,84,920.0,177.17,3.3923,0.0081,498.0,1521.0,1031
6bba_57b7cc1e,85,912.0,179.39,3.1997,0.0065,497.0,1486.0,1014
6bba_57b7cc1e,86,909.0,178.65,3.2186,0.0068,491.0,1484.0,1020
6bba_57b7cc1e,87,897.0,177.91,3.2545,0.0071,484.0,1476.0,1012
6bba_57b7cc1e,88,897.0,177.91,3.2545,0.0071,484.0,1476.0,980
6bba_57b7cc1e,89,900.0,180.13,3.2587,0.007,482.0,1487.0,1004
6bba_57b7cc1e,90,900.0,180.13,3.2587,0.007,482.0,1487.0,959
6bba_57b7cc1e,91,899.0,189.03,2.9149,0.0043,478.0,1450.0,1058
6bba_57b7cc1e,92,890.0,190.51,2.9342,0.0045,470.0,1449.0,992
6bba_57b7cc1e,93,890.0,190.51,2.9342,0.0045,470.0,1449.0,984
6bba_57b7cc1e,94,873.0,199.41,2.9889,0.0049,458.0,1469.0,1032
6bba_57b7cc1e,95,881.0,191.25,3.0431,0.0054,458.0,1463.0,1053
6bba_57b7cc1e,96,885.0,194.96,3.0109,0.0051,453.0,1472.0,982
6bba_57b7cc1e,97,885.0,194.96,3.0109,0.0051,453.0,1472.0,973
6bba_57b7cc1e,98,880.0,195.7,3.0915,0.0058,453.87,1485.0,985
6bba_57b7cc1e,99,872.0,195.7,3.0761,0.0057,445.0,1474.0,927
6bba_6feb10f0,0,283.0,467.75,3.5938,0.0211,54.0,1964.0,208
6bba_6feb10f0,1,300.0,490.73,3.3582,0.0129,55.0,1948.0,208
6bba_6feb10f0,2,284.0,467.75,3.5211,0.018,54.0,1931.0,193
6bba_6feb10f0,3,278.0,460.34,3.5604,0.019,53.0,1917.0,176
6bba_6feb10f0,4,273.0,462.56,3.6764,0.0212,53.0,1973.57,197
6bba_6feb10f0,5,273.0,461.82,3.6195,0.0192,53.0,1944.57,184
6bba_6feb10f0,6,277.0,468.5,3.5646,0.0172,53.0,1947.0,194
6bba_6feb10f0,7,277.0,468.5,3.5646,0.0172,53.0,1947.0,184
6bba_6feb10f0,8,291.0,489.25,3.3889,0.0115,54.0,1949.0,205
6bba_6feb10f0,9,292.0,491.48,3.3776,0.0114,53.0,1952.0,195
6bba_6feb10f0,10,293.0,492.22,3.3827,0.0113,53.0,1958.0,195
6bba_6feb10f0,11,288.0,488.51,3.3919,0.0109,53.0,1945.0,184
6bba_6feb10f0,12,283.0,480.36,3.4433,0.0116,52.0,1937.0,189
6bba_6feb10f0,13,278.0,475.91,3.4397,0.0114,52.0,1915.0,193
6bba_6feb10f0,14,275.0,469.98,3.5002,0.0124,52.0,1920.0,191
6bba_6feb10f0,15,281.0,482.58,3.4792,0.0113,52.0,1960.0,189
6bba_6feb10f0,16,282.0,482.58,3.499,0.0117,52.0,1970.57,205
6bba_6feb10f0,17,281.0,481.84,3.551,0.0124,51.0,1992.0,185
6bba_6feb10f0,18,289.0,490.73,3.509,0.0119,52.0,2011.0,189
6bba_6feb10f0,19,290.0,492.22,3.5086,0.012,52.0,2017.0,201
6bba_6feb10f0,20,289.0,487.03,3.5123,0.012,52.0,1999.57,191
6bba_6feb10f0,21,294.0,484.8,3.5036,0.0118,52.0,1992.57,210
6bba_6feb10f0,22,279.0,471.46,3.6228,0.0141,51.0,1987.0,191
6bba_6feb10f0,23,274.0,469.98,3.6588,0.0146,51.0,1993.57,192
6bba_6feb10f0,24,289.0,483.32,3.6146,0.0131,51.0,2036.0,200
6bba_6feb10f0,25,293.0,489.25,3.5719,0.013,52.0,2040.57,197
6bba_6feb10f0,26,291.0,487.77,3.5242,0.0129,52.0,2010.0,180
6bba_6feb10f0,27,290.0,481.84,3.4866,0.0119,52.0,1970.0,193
6bba_6feb10f0,28,285.0,475.17,3.4715,0.0117,51.0,1934.57,191
6bba_6feb10f0,29,281.0,469.24,3.4737,0.0122,51.0,1911.0,193
6bba_6feb10f0,30,285.0,472.2,3.5006,0.0123,51.0,1938.0,194
