dataset,t,estimated_number_of_nodes,gt_nodes_frame,hyb_pred_nodes,hyb_tp,tp_diff,pred_diff,cv_texture,sharpness_ratio,contrast_ratio,dyn_range,vol_mean,vol_std,fg_ratio,bg_gradient_std,max_to_med,snr_proxy,bg_median,bg_noise,p01,p995,vol_max
44b6_0113de3b,27,25755,1,393,1,1,392,0.9636861850806582,10.628725495499207,0.34420432257410727,1648.0,262.11984634399414,252.60128439403385,0.05463981628417969,0.9003041398557061,14.287178754503653,9.649544831711196,195.0,154.92957746478874,42.0,1690.0,2786.0
44b6_0113de3b,28,25755,1,410,1,1,409,0.9687732980879631,11.499660272663103,0.35284786572119575,1637.0,259.74679374694824,251.6357677337379,0.05664634704589844,0.9073126651884005,15.5572908563911,9.77860423456892,192.0,151.9644180874722,41.0,1678.0,2987.0
44b6_0113de3b,29,25755,1,416,1,1,415,0.9718564260588958,10.10081685919469,0.35832643381758683,1649.0,262.1570053100586,254.77897996550075,0.056884765625,0.9134410080633216,13.720206542994479,9.655999376749131,193.0,154.92957746478874,40.0,1689.0,2648.0
44b6_0113de3b,30,25755,1,411,1,1,410,0.9664176017697621,11.737531563997425,0.3462821862127241,1655.0,265.2175941467285,256.3109609466035,0.05702972412109375,0.9003613974707881,15.802029654719307,9.570866686677764,197.0,156.412157153447,39.0,1694.0,3113.0
44b6_0113de3b,31,25755,1,395,1,1,394,0.9525735375062706,11.706487752976383,0.3286134689953167,1694.0,273.6943778991699,260.7140312767257,0.05537223815917969,0.8756881814169744,15.55339730323314,9.455375561683411,206.0,161.60118606375093,40.0,1734.0,3204.0
44b6_0113de3b,32,25755,1,409,1,1,408,0.9483219153295787,12.483333503063577,0.32391147429090367,1665.0,271.40185546875,257.3763368853456,0.05528450012207031,0.8707171060931859,16.52682846210593,9.324884212936922,205.0,160.85989621942178,40.0,1705.0,3388.0
44b6_0113de3b,33,25755,1,427,1,1,426,0.9581717275135022,10.400562668412286,0.3246617014841293,1668.0,267.58166694641113,256.3891976507026,0.05605316162109375,0.8761566957890877,13.777227040731335,9.576626749109929,202.0,157.15344699777614,39.0,1707.0,2783.0
44b6_0113de3b,34,25755,1,415,1,1,414,0.9576949123963255,11.502650452405252,0.327287657747836,1661.5650000000023,268.11211013793945,256.769613407897,0.05600738525390625,0.8790836154611434,15.26732597686505,9.484577732643425,202.0,157.89473684210526,38.0,1699.5650000000023,3084.0
44b6_0113de3b,35,25755,1,406,1,1,405,0.9639205012441339,10.67914776789544,0.33461254048267136,1650.0,264.25328636169434,254.71916988437903,0.057647705078125,0.8860674643485341,14.25252453270078,9.710192603910636,198.0,153.44699777613047,38.0,1688.0,2822.0
44b6_0113de3b,36,25755,1,419,1,1,418,0.9636862419704113,10.642250547836065,0.33439860748203054,1662.0,265.54532623291016,255.90238714706246,0.057720184326171875,0.8846736757199909,14.20100431150732,9.78187858957709,199.0,153.44699777613047,38.0,1700.0,2826.0
44b6_0113de3b,37,25755,1,423,1,1,422,0.9569585771781636,10.99483418848193,0.3242041644505838,1664.0,267.48924446105957,255.97613635950327,0.05674934387207031,0.8689026904515486,14.559405219831424,9.728364753674805,202.0,154.1882876204596,38.0,1702.0,2941.0
44b6_0113de3b,38,25755,1,414,1,1,413,0.9590425819047013,10.98894571292659,0.3240127497497411,1664.0,267.4505786895752,256.49650310878246,0.05680656433105469,0.8724681628321469,14.549504230222563,9.681817556900866,202.0,154.92957746478874,38.0,1702.0,2939.0
44b6_0113de3b,39,25755,1,414,1,1,413,0.9500068231502116,9.938542701931013,0.32092587059870537,1658.0,268.1479549407959,254.7423963075998,0.05656623840332031,0.8633178663462179,13.128078171030632,9.63663574163533,203.0,154.92957746478874,38.0,1696.0,2665.0
44b6_0113de3b,40,25755,1,404,1,1,403,0.9504857494808499,11.986529628815074,0.3240401073578849,1645.0,266.13206481933594,252.9547445955501,0.05595970153808594,0.8649314377114828,15.870645976584777,9.611624376630708,201.0,154.1882876204596,38.0,1683.0,3190.0
44b6_0113de3b,41,25755,1,426,1,1,425,0.9368009735053799,10.022941160180538,0.32172023011443107,1623.5650000000023,266.9874897003174,250.11414963302462,0.05592918395996094,0.8544063739717946,13.247524096657223,9.47260604430071,202.0,154.1882876204596,39.0,1662.5650000000023,2676.0
44b6_0113de3b,42,25755,1,431,1,1,430,0.9507809434440982,11.919982176501742,0.3243068023574435,1612.0,259.56413650512695,246.7886440984067,0.05669975280761719,0.8620472559110987,15.78571348032074,9.751725713677711,196.0,148.9992587101557,37.0,1649.0,3094.0
44b6_0113de3b,43,25755,1,423,1,1,422,0.9439647610948988,11.411575998074209,0.3183589815468558,1630.0,266.3085174560547,251.38586549758892,0.05563545227050781,0.8568018307589094,15.044553710665658,9.45590848057318,202.0,154.92957746478874,37.0,1667.0,3039.0
44b6_0113de3b,44,25755,1,420,1,1,419,0.9449496007439898,13.011490929845435,0.3177844660121097,1653.0,270.14581871032715,255.27419298247787,0.05580329895019531,0.8578934235443562,17.146340627007774,9.442999399122348,205.0,157.15344699777614,36.0,1689.0,3515.0
44b6_0113de3b,45,25755,1,423,1,1,422,0.961340486304212,10.503968603959027,0.3252887470372845,1656.0,267.70833015441895,257.3588659117425,0.056976318359375,0.8741125144070429,13.920791390059833,9.519719770516494,202.0,156.412157153447,35.0,1691.0,2812.0
44b6_0113de3b,46,25755,1,411,1,1,410,0.9574951562454741,10.114975591644985,0.33267739539921126,1652.0,266.5354824066162,255.20644294683734,0.05721282958984375,0.8782742755142419,13.479999326000033,9.506933041476177,200.0,156.412157153447,35.0,1687.0,2696.0
44b6_0113de3b,47,25755,1,431,1,1,430,0.9558404357233318,9.535032985730435,0.3438935897770328,1643.0,267.43482780456543,255.62503189471437,0.05743408203125,0.893518302084284,12.814069707835692,9.323228384250696,199.0,158.6360266864344,35.0,1678.0,2550.0
44b6_0113de3b,48,25755,1,430,1,1,429,0.951535953396616,9.957218173971068,0.3311851844005568,1659.0,271.56178092956543,258.40080763825654,0.05616188049316406,0.8814043794741523,13.25490131103425,9.22022878724364,204.0,161.60118606375093,35.0,1694.0,2704.0
44b6_0113de3b,49,25755,1,435,1,1,434,0.94899735019745,12.788678873582223,0.3235227585196753,1631.0,268.6751232147217,254.97198948471774,0.056835174560546875,0.8694489424353758,16.926107540585836,9.265666079841148,203.0,157.89473684210526,35.0,1666.0,3436.0
44b6_0113de3b,50,25755,1,405,1,1,404,0.941526555963819,13.514344372948123,0.3355994081306702,1627.0,268.4554843902588,252.75797706282466,0.05533027648925781,0.8777347223827523,18.049750345783565,9.222368577524522,201.0,158.6360266864344,37.0,1664.0,3628.0
44b6_0113de3b,51,25755,1,436,1,1,435,0.9590740078761273,10.301577683303082,0.31571311899029975,1637.0,268.40547943115234,257.42072848468877,0.05445289611816406,0.8863680037108235,13.553920904219563,8.902184143736648,204.0,164.56634544106745,32.0,1669.0,2765.0
44b6_0113de3b,52,25755,1,449,1,1,448,0.9660591029602021,10.62644104936201,0.32399042810645023,1642.0,267.4460697174072,258.3687198620211,0.055210113525390625,0.8983267533573384,14.06930623419276,8.99129809369859,202.0,163.82505559673834,33.0,1675.0,2842.0
44b6_0113de3b,53,25755,1,451,1,1,450,0.9763685379542983,11.172762528563283,0.3310871337002711,1683.0,270.21069145202637,263.82522751632035,0.05573081970214844,0.9126272788972657,14.871920449659092,9.105749451622499,203.0,166.04892512972572,32.0,1715.0,3019.0
44b6_0113de3b,54,25755,1,444,1,1,443,0.9618316973066253,10.827126489877992,0.3248969514649891,1643.0,268.9540843963623,258.68857311081945,0.055438995361328125,0.8994448323919996,14.344826879565177,9.032167627982085,203.0,163.0837657524092,33.0,1676.0,2912.0
44b6_0113de3b,55,25755,1,440,1,1,439,0.9581790794686673,10.639322118083111,0.3296954423441266,1647.0,271.25787353515625,259.91362914433495,0.05466461181640625,0.9069876243588478,14.14705813004617,8.804313633760218,204.0,167.53150481838398,32.0,1679.0,2886.0
44b6_0113de3b,56,25755,1,444,1,1,443,0.9579515422034437,9.173931806998919,0.31709353132961243,1636.0,270.00417709350586,258.65092742761107,0.05520820617675781,0.8953102026719182,12.082926239857256,8.856214710895351,205.0,165.3076352853966,33.0,1669.0,2477.0
44b6_0113de3b,57,25755,1,453,1,1,452,0.960313067109743,9.479620852412197,0.3194053073465177,1613.0,265.2004699707031,254.67548631964183,0.0547027587890625,0.8972781540007534,12.50746206430537,8.814280004956391,201.0,163.82505559673834,32.0,1645.0,2514.0
44b6_0113de3b,58,25755,1,439,1,1,438,0.963948506110846,11.634279115298195,0.3187996150588218,1622.0,265.07872581481934,255.52225139044668,0.05410194396972656,0.8982246783195673,15.343282818742148,8.863112581161136,201.0,163.82505559673834,31.0,1653.0,3084.0
44b6_0113de3b,59,25755,1,434,1,1,433,0.9664437374487221,13.94377617210767,0.3225702422166517,1592.0,260.5463409423828,251.80338918338282,0.053592681884765625,0.903809771300952,18.441623429359215,8.78389900230686,197.0,162.34247590808008,31.0,1623.0,3633.0
44b6_0113de3b,60,25755,1,433,1,1,432,0.970421320664681,11.645066090219307,0.322621027390913,1617.5650000000023,263.20158767700195,255.41644201877025,0.05410575866699219,0.9100042742950436,15.40200927628094,8.768892675819018,199.0,165.3076352853966,31.0,1648.5650000000023,3065.0
44b6_0113de3b,61,25755,1,457,1,1,456,0.9553567349088342,10.530554764545721,0.3199683792347353,1582.5650000000023,263.99367904663086,252.20814880412732,0.053287506103515625,0.9037072698437552,13.899999305000035,8.475106980759154,200.0,166.79021497405486,31.0,1613.5650000000023,2780.0
44b6_0113de3b,62,25755,1,460,1,1,459,0.9515121447848622,9.827454866089395,0.312140277514324,1558.0,262.4280586242676,249.70349442842584,0.05279541015625,0.8941664828828606,12.894999355250032,8.365003960518289,200.0,166.04892512972572,31.0,1589.0,2579.0
44b6_0113de3b,63,25755,1,458,1,1,457,0.9593894719889267,10.874251516810116,0.31181435933298807,1571.0,262.3628749847412,251.70818969500235,0.053012847900390625,0.8976996499562502,14.264999286750035,8.362605695524111,200.0,167.53150481838398,30.0,1601.0,2853.0
44b6_0113de3b,64,25755,1,465,1,1,464,0.950247980203463,12.192574426729141,0.3077631224292267,1549.0,261.55262756347656,248.539865561582,0.05126380920410156,0.8929837872330466,15.94499920275004,8.195025944709691,200.0,168.27279466271312,30.0,1579.0,3189.0
44b6_0113de3b,65,25755,1,463,1,1,462,0.9532452536176386,10.924234093686305,0.30725754788671733,1569.0,265.3732852935791,252.9658341754763,0.05183982849121094,0.9010452779334466,14.280787473852834,8.152397792312353,203.0,171.23795404002965,30.0,1599.0,2899.0
44b6_0113de3b,66,25755,1,452,1,1,451,0.9605724686096403,9.349902292759488,0.311637341002306,1578.0,263.6391086578369,253.24447903122825,0.052356719970703125,0.9127013613709307,12.263680981906418,8.216635883799055,201.0,171.23795404002965,30.0,1608.0,2465.0
44b6_0113de3b,67,25755,1,469,1,1,468,0.9617718257858495,9.706581742891647,0.31277662560632613,1569.0,265.18088150024414,255.04351018170905,0.052433013916015625,0.9194288593081682,12.742573626605266,8.053644834856115,202.0,173.46182357301706,30.0,1599.0,2574.0
44b6_0113de3b,68,25755,1,433,1,1,432,0.9672627685649309,9.503697831233012,0.31843410807121453,1565.0,263.686824798584,255.0544578614019,0.05315399169921875,0.9277390100341503,12.529999373500031,8.076630433674916,200.0,172.7205337286879,30.0,1595.0,2506.0
44b6_0113de3b,69,25755,1,452,1,1,451,0.968365857922587,11.113988056650108,0.324782542101262,1559.0,263.63172912597656,255.2919752343499,0.052890777587890625,0.9338856725724864,14.723617350571992,7.979191031322183,199.0,174.20311341734617,30.0,1589.0,2930.0
44b6_0113de3b,70,25755,1,441,1,1,440,0.9614901720033266,9.46298896547571,0.31618027059845716,1547.0,263.23605728149414,253.09889160796305,0.052509307861328125,0.9236869137034001,12.454999377250031,7.904565503691113,200.0,174.20311341734617,30.0,1577.0,2491.0
44b6_0113de3b,71,25755,1,451,1,1,450,0.9608783353364138,9.35725009975,0.303590164640759,1552.5650000000023,263.32521629333496,253.02350509282414,0.0523529052734375,0.9115172935954908,12.198019198117862,7.9588977676686845,202.0,173.46182357301706,30.0,1582.5650000000023,2464.0
44b6_0113de3b,72,25755,1,438,1,1,437,0.9678176190516928,10.251050762983546,0.31010953306324895,1554.0,262.0219097137451,253.5894304767106,0.05217933654785156,0.9202588439702845,13.429999328500033,7.978700394732186,200.0,173.46182357301706,30.0,1584.0,2686.0
44b6_0113de3b,73,25755,1,445,1,1,444,0.9736998359650957,11.22886350947972,0.3127878872642966,1546.0,258.6192169189453,251.81749882839688,0.051586151123046875,0.9338042320046822,14.741116002989035,7.944110653136526,197.0,173.46182357301706,29.0,1575.0,2904.0
44b6_0113de3b,74,25755,1,442,1,1,441,0.9823762363647058,11.312862443737203,0.31772270727863483,1549.0,255.63820838928223,251.13291085224182,0.05072975158691406,0.9444898489894947,14.90721572643218,7.978700394732186,194.0,173.46182357301706,29.0,1578.0,2892.0
44b6_0113de3b,75,25755,1,450,1,1,449,0.9837120049595428,11.26095669020974,0.3109797189611322,1539.0,254.33006858825684,250.18755152957223,0.05073356628417969,0.937344995919281,14.762885836964648,7.9492570504915125,194.0,172.7205337286879,28.0,1567.0,2864.0
44b6_0113de3b,76,25755,0,458,0,0,458,0.9824129616250036,10.97002297591113,0.3105681391584038,1515.0,250.31851768493652,245.91616613256895,0.04953193664550781,0.9403280955891704,14.376962598064786,7.827673366543718,191.0,172.7205337286879,28.0,1543.0,2746.0
44b6_0113de3b,77,25755,0,466,0,0,466,0.9732958385793502,14.034919647180008,0.3040389856294799,1502.0,250.37548828125,243.68943055937189,0.049816131591796875,0.9274804083725887,18.302082380099876,7.847660409282874,192.0,170.49666419570053,28.0,1530.0,3514.0
44b6_0113de3b,78,25755,0,467,0,0,467,0.9747133081227135,13.4942265094745,0.2953228945747602,1510.0,251.29264450073242,244.938294575347,0.05010795593261719,0.9174638660686915,17.47938054229997,7.951999529506693,194.0,169.01408450704227,28.0,1538.0,3391.0
44b6_0113de3b,79,25755,0,476,0,0,476,0.9651312408807403,11.598693025798529,0.2910270147636284,1486.5650000000023,250.45924377441406,241.7260503853645,0.0484466552734375,0.9115698619436364,14.97422603225639,7.711870480376062,194.0,171.23795404002965,28.0,1514.5650000000023,2905.0
44b6_0113de3b,80,25755,0,475,0,0,475,0.9850073353103107,11.808205789894684,0.3069855428941659,1485.0,244.40629959106445,240.74200774332124,0.049835205078125,0.933733555095578,15.433154254911537,7.908959704903246,187.0,167.53150481838398,27.0,1512.0,2886.0
44b6_0113de3b,81,25755,0,460,0,0,460,0.9811225495482432,12.531611632304847,0.3063736207379564,1461.0,242.9854965209961,238.39855966115095,0.04978752136230469,0.932434243764222,16.370966861775976,7.771672102478511,186.0,167.53150481838398,27.0,1488.0,3045.0
44b6_0113de3b,82,25755,0,455,0,0,455,0.9867826080939074,11.898517651261503,0.30403875951829795,1468.0,242.55121231079102,239.3453277482075,0.05019378662109375,0.9325530240697174,15.516128198057624,7.813455285825169,186.0,167.53150481838398,27.0,1495.0,2886.0
44b6_0113de3b,83,25755,0,470,0,0,470,0.9716139690546561,10.431185987178406,0.2934187137669836,1420.0,239.2824649810791,232.4901952415877,0.048694610595703125,0.9178611905743638,13.491891162600478,7.600169185150525,185.0,166.04892512972572,27.0,1447.0,2496.0
44b6_0113de3b,84,25755,0,471,0,0,471,0.9733192458250838,9.940757847859475,0.2958488612933817,1438.0,241.02789115905762,234.5970949789368,0.04939842224121094,0.9185148628821378,12.88171973754195,7.7085709643365075,186.0,166.04892512972572,28.0,1466.0,2396.0
44b6_0113de3b,85,25755,0,476,0,0,476,0.9812513918052926,9.515986547726145,0.2989357435790908,1443.0,237.70524406433105,233.24861139005554,0.04987144470214844,0.9213066362412545,12.360655062259285,7.8916495160984,183.0,163.0837657524092,27.0,1470.0,2262.0
44b6_0113de3b,86,25755,0,486,0,0,486,0.9787480545157178,9.75727962572149,0.2948157248399717,1426.0,236.95128059387207,231.91561468374078,0.050212860107421875,0.916806056947316,12.633879091044859,7.822967554649167,183.0,162.34247590808008,27.0,1453.0,2312.0
44b6_0113de3b,87,25755,0,454,0,0,454,0.9758824385941895,9.710701629936763,0.2950749340571272,1421.0,238.29379081726074,232.54673544342648,0.04901123046875,0.9186236933899776,12.57608627303879,7.652398640220369,184.0,165.3076352853966,28.0,1449.0,2314.0
44b6_0113de3b,88,25755,0,474,0,0,474,0.9846098879206574,10.570725646438065,0.301299598220504,1389.0,229.0287322998047,225.50396428641983,0.04862213134765625,0.9312027869003453,13.755681036609031,7.780278581600196,176.0,159.37731653076352,27.0,1416.0,2421.0
44b6_0113de3b,89,25755,0,457,0,0,457,0.9912328941436644,11.259665903187946,0.30960048142804525,1375.0,226.56088638305664,224.5746130215601,0.048656463623046875,0.9437507760569389,14.74566388753388,7.70498556306858,173.0,159.37731653076352,26.0,1401.0,2551.0
44b6_0113de3b,90,25755,0,450,0,0,450,0.9939417913249688,10.300015568038098,0.31406431811796753,1384.0,226.0190658569336,224.6498051308546,0.04816246032714844,0.9541438788716767,13.534882934018434,7.696137770410606,172.0,160.85989621942178,26.0,1410.0,2328.0
44b6_0113de3b,91,25755,0,475,0,0,475,1.0028859117832687,10.254718830305658,0.3348607759346092,1377.0,222.9217529296875,223.5650954720733,0.04942512512207031,0.9761432020570484,13.688621934813057,7.834332837158921,167.0,157.89473684210526,27.0,1404.0,2286.0
44b6_0113de3b,92,25755,0,470,0,0,470,1.0039836912214344,10.41266397926084,0.33525999186725036,1368.0,221.65316200256348,222.5361697980732,0.05042266845703125,0.9730179708887576,13.90361362026424,7.932635851620777,166.0,154.92957746478874,27.0,1395.0,2308.0
44b6_0113de3b,93,25755,0,460,0,0,460,0.9979432204975205,11.049647692070018,0.3311132506417429,1373.5650000000023,223.6270294189453,223.16708790806825,0.049072265625,0.9700192423733695,14.708332457837354,7.76976672984042,168.0,158.6360266864344,27.0,1400.5650000000023,2471.0
44b6_0113de3b,94,25755,0,464,0,0,464,1.0056206910985175,10.896247553634394,0.346216730513628,1350.0,219.43333053588867,220.6667075597567,0.048625946044921875,0.9884720884238338,14.668710756520813,7.682332846785586,163.0,157.89473684210526,26.0,1376.0,2391.0
44b6_0113de3b,95,25755,0,456,0,0,456,1.0117155337550878,10.487277755692624,0.346869935767681,1340.0,215.49919319152832,218.02389138071322,0.049114227294921875,0.9932276871676597,14.124999117187555,7.784181315748296,160.0,154.92957746478874,26.0,1366.0,2260.0
44b6_0113de3b,96,25755,0,458,0,0,458,1.0227358678034837,10.298809996702685,0.3587618070839912,1335.0,213.3256072998047,218.1757603338296,0.04973411560058594,1.0091112744399162,13.993629681934415,7.808634108949644,157.0,154.1882876204596,26.0,1361.0,2197.0
44b6_0113de3b,97,25755,0,525,0,0,525,1.0386650689049617,11.135149036791384,0.38083808698349014,1308.0,205.7448787689209,213.70002907001492,0.05044364929199219,1.043301700178084,15.375837894239067,7.868058590442805,149.0,150.48183839881395,25.0,1333.0,2291.0
44b6_0113de3b,98,25755,0,517,0,0,517,1.0508944282509838,12.339622154628065,0.39081738383050035,1324.0,205.8409767150879,216.31714604457062,0.05033683776855469,1.0624419397676859,17.16216100255669,7.903165333591705,148.0,151.9644180874722,25.0,1349.0,2540.0
44b6_0113de3b,99,25755,0,507,0,0,507,1.0465541314089772,12.721915532706117,0.3876102209779665,1306.0,203.97870635986328,213.47476832591485,0.049533843994140625,1.059526909383821,17.65306002360136,7.8294896783342365,147.0,151.22312824314307,25.0,1331.0,2595.0
44b6_0b24845f,0,32795,0,805,0,0,805,0.48787923308067105,2.6849471848338653,-0.047616173992051126,1903.0,959.0505123138428,467.9008333120946,0.0,0.43834243142730056,2.557100272521348,1.868431558243806,1007.0,525.574499629355,86.0,1989.0,2575.0
44b6_0b24845f,1,32795,0,793,0,0,793,0.49846072896589794,2.848304785726339,-0.042021922595726666,2016.0,974.2637042999268,485.6322012349648,3.4332275390625e-05,0.4514176211012461,2.728613542491509,2.0396272468149483,1017.0,527.0570793180134,76.0,2092.0,2775.0
44b6_0b24845f,2,32795,0,810,0,0,810,0.5012328418997216,2.774893521567884,-0.043241870680581,2025.0,975.8932914733887,489.1497728884084,2.47955322265625e-05,0.4540437542798549,2.6549019347558636,2.0263142874339644,1020.0,532.9873980726464,75.0,2100.0,2708.0
