dataset,t,eval_result,gt_node_id,gt_z,gt_y,gt_x,pred_node_id,pred_z,pred_y,pred_x,distance_um
44b6_0113de3b,67,FP,,,,,12985.0,22.0,249.0,32.0,
44b6_0113de3b,67,FP,,,,,12984.0,35.0,43.0,134.0,
44b6_0113de3b,67,FP,,,,,12983.0,60.0,149.0,183.0,
44b6_0113de3b,67,FP,,,,,12982.0,6.0,157.0,20.0,
44b6_0113de3b,67,FP,,,,,12981.0,25.0,30.0,194.0,
44b6_0113de3b,67,FP,,,,,12980.0,20.0,46.0,93.0,
44b6_0113de3b,67,FP,,,,,12979.0,54.0,218.0,137.0,
44b6_0113de3b,67,FP,,,,,12978.0,12.0,199.0,54.0,
44b6_0113de3b,67,FP,,,,,12977.0,25.0,206.0,91.0,
44b6_0113de3b,67,FP,,,,,12976.0,31.0,71.0,147.0,
44b6_0113de3b,67,FP,,,,,12975.0,50.0,144.0,117.0,
44b6_0113de3b,67,FP,,,,,12973.0,18.0,43.0,124.0,
44b6_0113de3b,67,FP,,,,,12955.0,10.0,71.0,58.0,
44b6_0113de3b,67,FP,,,,,13029.0,42.0,191.0,97.0,
44b6_0113de3b,67,FP,,,,,13031.0,44.0,174.0,179.0,
44b6_0113de3b,67,FP,,,,,13084.0,33.0,122.0,135.0,
44b6_0113de3b,67,FP,,,,,13083.0,60.0,125.0,198.0,
44b6_0113de3b,67,FP,,,,,13082.0,57.0,206.0,199.0,
44b6_0113de3b,67,FP,,,,,13081.0,33.0,183.0,120.0,
44b6_0113de3b,67,FP,,,,,13080.0,61.0,92.0,208.0,
44b6_0113de3b,67,FP,,,,,13079.0,57.0,93.0,243.0,
44b6_0113de3b,67,FP,,,,,13078.0,39.0,178.0,101.0,
44b6_0113de3b,67,FP,,,,,13077.0,33.0,188.0,81.0,
44b6_0113de3b,67,FP,,,,,13076.0,33.0,209.0,109.0,
44b6_0113de3b,67,FP,,,,,13075.0,12.0,114.0,78.0,
44b6_0113de3b,67,FP,,,,,13074.0,59.0,109.0,183.0,
44b6_0113de3b,67,FP,,,,,13073.0,3.0,125.0,65.0,
44b6_0113de3b,67,FP,,,,,13072.0,25.0,13.0,117.0,
44b6_0113de3b,67,FP,,,,,13071.0,2.0,105.0,27.0,
44b6_0113de3b,67,FP,,,,,13070.0,2.0,181.0,35.0,
44b6_0113de3b,67,FP,,,,,13085.0,17.0,67.0,70.0,
44b6_0113de3b,67,FP,,,,,13069.0,5.0,148.0,88.0,
44b6_0113de3b,67,FP,,,,,13086.0,4.0,131.0,22.0,
44b6_0113de3b,67,FP,,,,,13088.0,52.0,255.0,155.0,
44b6_0113de3b,67,FP,,,,,13103.0,46.0,144.0,135.0,
44b6_0113de3b,67,FP,,,,,13102.0,62.0,208.0,177.0,
44b6_0113de3b,67,FP,,,,,13101.0,37.0,188.0,118.0,
44b6_0113de3b,67,FP,,,,,13100.0,42.0,148.0,91.0,
44b6_0113de3b,67,FP,,,,,13099.0,43.0,124.0,134.0,
44b6_0113de3b,67,FP,,,,,13098.0,61.0,63.0,223.0,
44b6_0113de3b,67,FP,,,,,13097.0,35.0,78.0,121.0,
44b6_0113de3b,67,FP,,,,,13096.0,48.0,214.0,152.0,
44b6_0113de3b,67,FP,,,,,13095.0,17.0,213.0,29.0,
44b6_0113de3b,67,FP,,,,,13094.0,4.0,56.0,45.0,
44b6_0113de3b,67,FP,,,,,13093.0,6.0,47.0,63.0,
44b6_0113de3b,67,FP,,,,,13092.0,34.0,52.0,231.0,
44b6_0113de3b,67,FP,,,,,13091.0,42.0,50.0,157.0,
44b6_0113de3b,67,FP,,,,,13090.0,30.0,40.0,174.0,
44b6_0113de3b,67,FP,,,,,13089.0,20.0,142.0,50.0,
44b6_0113de3b,67,FP,,,,,13087.0,21.0,106.0,150.0,
44b6_0113de3b,67,FP,,,,,13030.0,46.0,140.0,242.0,
44b6_0113de3b,67,FP,,,,,13068.0,61.0,169.0,173.0,
44b6_0113de3b,67,FP,,,,,13066.0,25.0,35.0,153.0,
44b6_0113de3b,67,FP,,,,,13046.0,36.0,149.0,93.0,
44b6_0113de3b,67,FP,,,,,13045.0,58.0,72.0,212.0,
44b6_0113de3b,67,FP,,,,,13044.0,16.0,12.0,135.0,
44b6_0113de3b,67,FP,,,,,13043.0,61.0,27.0,230.0,
44b6_0113de3b,67,FP,,,,,13042.0,45.0,15.0,238.0,
44b6_0113de3b,67,FP,,,,,13041.0,25.0,231.0,90.0,
44b6_0113de3b,67,FP,,,,,13040.0,50.0,48.0,176.0,
44b6_0113de3b,67,FP,,,,,13039.0,10.0,31.0,104.0,
44b6_0113de3b,67,FP,,,,,13038.0,48.0,119.0,193.0,
44b6_0113de3b,67,FP,,,,,13037.0,53.0,202.0,196.0,
44b6_0113de3b,67,FP,,,,,13036.0,48.0,188.0,189.0,
44b6_0113de3b,67,FP,,,,,13035.0,27.0,219.0,31.0,
44b6_0113de3b,67,FP,,,,,13034.0,50.0,247.0,117.0,
44b6_0113de3b,67,FP,,,,,13033.0,50.0,130.0,136.0,
44b6_0113de3b,67,FP,,,,,13032.0,39.0,210.0,85.0,
44b6_0113de3b,67,FP,,,,,13047.0,30.0,241.0,53.0,
44b6_0113de3b,67,FP,,,,,13067.0,62.0,164.0,237.0,
44b6_0113de3b,67,FP,,,,,13048.0,8.0,4.0,87.0,
44b6_0113de3b,67,FP,,,,,13050.0,9.0,201.0,13.0,
44b6_0113de3b,67,FP,,,,,13065.0,27.0,112.0,75.0,
44b6_0113de3b,67,FP,,,,,13064.0,53.0,104.0,173.0,
44b6_0113de3b,67,FP,,,,,13063.0,54.0,48.0,214.0,
44b6_0113de3b,67,FP,,,,,13062.0,39.0,72.0,177.0,
44b6_0113de3b,67,FP,,,,,13061.0,41.0,117.0,163.0,
44b6_0113de3b,67,FP,,,,,13060.0,9.0,110.0,44.0,
44b6_0113de3b,67,FP,,,,,13059.0,39.0,197.0,147.0,
44b6_0113de3b,67,FP,,,,,13058.0,2.0,223.0,25.0,
44b6_0113de3b,67,FP,,,,,13057.0,42.0,83.0,149.0,
44b6_0113de3b,67,FP,,,,,13056.0,42.0,225.0,139.0,
44b6_0113de3b,67,FP,,,,,13055.0,6.0,53.0,122.0,
44b6_0113de3b,67,FP,,,,,13054.0,50.0,89.0,213.0,
44b6_0113de3b,67,FP,,,,,13053.0,53.0,16.0,209.0,
44b6_0113de3b,67,FP,,,,,13052.0,14.0,246.0,18.0,
44b6_0113de3b,67,FP,,,,,13051.0,45.0,241.0,164.0,
44b6_0113de3b,67,FP,,,,,13049.0,13.0,164.0,60.0,
44b6_0113de3b,67,FP,,,,,13104.0,55.0,68.0,255.0,
44b6_0113de3b,67,FP,,,,,12954.0,52.0,194.0,172.0,
44b6_0113de3b,67,FP,,,,,12952.0,46.0,96.0,141.0,
44b6_0113de3b,66,FP,,,,,12856.0,38.0,199.0,142.0,
44b6_0113de3b,66,FP,,,,,12855.0,8.0,30.0,102.0,
44b6_0113de3b,66,FP,,,,,12854.0,36.0,170.0,85.0,
44b6_0113de3b,66,FP,,,,,12853.0,11.0,168.0,61.0,
44b6_0113de3b,66,FP,,,,,12852.0,48.0,123.0,154.0,
44b6_0113de3b,66,FP,,,,,12851.0,48.0,247.0,112.0,
44b6_0113de3b,66,FP,,,,,12850.0,54.0,243.0,177.0,
44b6_0113de3b,66,FP,,,,,12849.0,30.0,52.0,122.0,
44b6_0113de3b,66,FP,,,,,12848.0,19.0,127.0,105.0,
44b6_0113de3b,66,FP,,,,,12847.0,18.0,200.0,28.0,
44b6_0113de3b,66,FP,,,,,12846.0,61.0,209.0,172.0,
44b6_0113de3b,66,FP,,,,,12845.0,57.0,209.0,201.0,
44b6_0113de3b,66,FP,,,,,12844.0,41.0,190.0,94.0,
44b6_0113de3b,66,FP,,,,,12843.0,23.0,33.0,152.0,
44b6_0113de3b,66,FP,,,,,12842.0,62.0,215.0,217.0,
44b6_0113de3b,66,FP,,,,,12857.0,16.0,210.0,28.0,
44b6_0113de3b,66,FP,,,,,12841.0,58.0,125.0,194.0,
44b6_0113de3b,66,FP,,,,,12858.0,41.0,51.0,155.0,
44b6_0113de3b,66,FP,,,,,12860.0,4.0,155.0,20.0,
44b6_0113de3b,66,FP,,,,,12875.0,37.0,249.0,59.0,
44b6_0113de3b,66,FP,,,,,12874.0,8.0,198.0,14.0,
44b6_0113de3b,66,FP,,,,,12873.0,62.0,166.0,233.0,
44b6_0113de3b,66,FP,,,,,12872.0,51.0,252.0,155.0,
44b6_0113de3b,66,FP,,,,,12871.0,23.0,54.0,95.0,
44b6_0113de3b,66,FP,,,,,12870.0,41.0,148.0,89.0,
44b6_0113de3b,66,FP,,,,,12869.0,1.0,184.0,35.0,
44b6_0113de3b,66,FP,,,,,12868.0,10.0,219.0,14.0,
44b6_0113de3b,66,FP,,,,,12867.0,40.0,81.0,146.0,
44b6_0113de3b,66,FP,,,,,12866.0,17.0,139.0,47.0,
44b6_0113de3b,66,FP,,,,,12865.0,26.0,111.0,71.0,
44b6_0113de3b,66,FP,,,,,12864.0,45.0,240.0,160.0,
44b6_0113de3b,66,FP,,,,,12863.0,61.0,92.0,204.0,
44b6_0113de3b,66,FP,,,,,12862.0,25.0,220.0,30.0,
44b6_0113de3b,66,FP,,,,,12861.0,61.0,62.0,221.0,
44b6_0113de3b,66,FP,,,,,12859.0,31.0,208.0,107.0,
44b6_0113de3b,66,FP,,,,,12876.0,2.0,122.0,65.0,
44b6_0113de3b,66,FP,,,,,12840.0,49.0,141.0,139.0,
44b6_0113de3b,66,FP,,,,,12838.0,37.0,218.0,63.0,
44b6_0113de3b,66,FP,,,,,12818.0,44.0,96.0,138.0,
44b6_0113de3b,66,FP,,,,,12817.0,18.0,236.0,69.0,
44b6_0113de3b,66,FP,,,,,12816.0,19.0,165.0,44.0,
44b6_0113de3b,66,FP,,,,,12815.0,57.0,72.0,210.0,
44b6_0113de3b,66,FP,,,,,12814.0,57.0,107.0,179.0,
44b6_0113de3b,66,FP,,,,,12813.0,43.0,174.0,175.0,
44b6_0113de3b,66,FP,,,,,12812.0,13.0,168.0,34.0,
44b6_0113de3b,66,FP,,,,,12811.0,49.0,88.0,211.0,
44b6_0113de3b,66,FP,,,,,12810.0,12.0,243.0,15.0,
44b6_0113de3b,66,FP,,,,,12809.0,34.0,148.0,88.0,
44b6_0113de3b,66,FP,,,,,12808.0,27.0,45.0,108.0,
44b6_0113de3b,66,FP,,,,,12807.0,48.0,50.0,178.0,
44b6_0113de3b,66,FP,,,,,12806.0,43.0,65.0,204.0,
44b6_0113de3b,66,FP,,,,,12805.0,47.0,188.0,185.0,
44b6_0113de3b,66,FP,,,,,12804.0,42.0,63.0,143.0,
44b6_0113de3b,66,FP,,,,,12819.0,39.0,28.0,207.0,
44b6_0113de3b,66,FP,,,,,12839.0,58.0,172.0,221.0,
44b6_0113de3b,66,FP,,,,,12820.0,31.0,26.0,139.0,
44b6_0113de3b,66,FP,,,,,12822.0,52.0,184.0,143.0,
44b6_0113de3b,66,FP,,,,,12837.0,60.0,170.0,172.0,
44b6_0113de3b,66,FP,,,,,12836.0,35.0,187.0,115.0,
44b6_0113de3b,66,FP,,,,,12835.0,60.0,30.0,230.0,
44b6_0113de3b,66,FP,,,,,12834.0,10.0,199.0,53.0,
44b6_0113de3b,66,FP,,,,,12833.0,47.0,117.0,190.0,
44b6_0113de3b,66,FP,,,,,12832.0,8.0,108.0,43.0,
44b6_0113de3b,66,FP,,,,,12831.0,31.0,186.0,77.0,
44b6_0113de3b,66,FP,,,,,12830.0,53.0,101.0,185.0,
44b6_0113de3b,66,FP,,,,,12829.0,26.0,140.0,64.0,
44b6_0113de3b,66,FP,,,,,12828.0,59.0,150.0,179.0,
44b6_0113de3b,66,FP,,,,,12827.0,37.0,177.0,98.0,
44b6_0113de3b,66,FP,,,,,12826.0,28.0,242.0,51.0,
44b6_0113de3b,66,FP,,,,,12825.0,37.0,71.0,173.0,
44b6_0113de3b,66,FP,,,,,12824.0,30.0,70.0,146.0,
44b6_0113de3b,66,FP,,,,,12823.0,29.0,199.0,146.0,
44b6_0113de3b,66,FP,,,,,12821.0,35.0,130.0,93.0,
44b6_0113de3b,67,FP,,,,,12953.0,17.0,147.0,122.0,
44b6_0113de3b,66,FP,,,,,12877.0,47.0,53.0,226.0,
44b6_0113de3b,66,FP,,,,,12879.0,45.0,142.0,237.0,
44b6_0113de3b,67,FP,,,,,12932.0,54.0,134.0,216.0,
44b6_0113de3b,67,FP,,,,,12931.0,37.0,146.0,148.0,
44b6_0113de3b,67,FP,,,,,12930.0,32.0,28.0,222.0,
44b6_0113de3b,67,FP,,,,,12929.0,43.0,61.0,143.0,
44b6_0113de3b,67,FP,,,,,12928.0,12.0,222.0,16.0,
44b6_0113de3b,67,FP,,,,,12927.0,38.0,148.0,194.0,
44b6_0113de3b,67,FP,,,,,12926.0,9.0,180.0,19.0,
44b6_0113de3b,67,FP,,,,,12925.0,54.0,34.0,214.0,
44b6_0113de3b,67,FP,,,,,12924.0,42.0,137.0,163.0,
44b6_0113de3b,67,FP,,,,,12923.0,32.0,71.0,103.0,
44b6_0113de3b,67,FP,,,,,12922.0,49.0,57.0,226.0,
44b6_0113de3b,67,FP,,,,,12921.0,10.0,55.0,103.0,
44b6_0113de3b,67,FP,,,,,12920.0,48.0,218.0,172.0,
44b6_0113de3b,67,FP,,,,,12919.0,49.0,72.0,164.0,
44b6_0113de3b,67,FP,,,,,12918.0,31.0,137.0,123.0,
44b6_0113de3b,67,FP,,,,,12933.0,48.0,211.0,120.0,
44b6_0113de3b,67,FP,,,,,12917.0,18.0,92.0,102.0,
44b6_0113de3b,67,FP,,,,,12934.0,43.0,235.0,100.0,
44b6_0113de3b,67,FP,,,,,12936.0,55.0,106.0,231.0,
44b6_0113de3b,67,FP,,,,,12951.0,51.0,31.0,195.0,
44b6_0113de3b,67,FP,,,,,12950.0,38.0,236.0,83.0,
44b6_0113de3b,67,FP,,,,,12949.0,27.0,94.0,87.0,
44b6_0113de3b,67,FP,,,,,12948.0,12.0,237.0,43.0,
44b6_0113de3b,67,FP,,,,,12947.0,12.0,24.0,87.0,
44b6_0113de3b,67,FP,,,,,12946.0,33.0,100.0,99.0,
44b6_0113de3b,67,FP,,,,,12945.0,59.0,136.0,231.0,
44b6_0113de3b,67,FP,,,,,12944.0,28.0,165.0,105.0,
44b6_0113de3b,67,FP,,,,,12943.0,55.0,189.0,215.0,
44b6_0113de3b,67,FP,,,,,12942.0,46.0,17.0,185.0,
44b6_0113de3b,67,FP,,,,,12941.0,45.0,193.0,154.0,
44b6_0113de3b,67,FP,,,,,12940.0,38.0,221.0,129.0,
44b6_0113de3b,67,FP,,,,,12939.0,47.0,191.0,121.0,
44b6_0113de3b,67,FP,,,,,12938.0,15.0,170.0,35.0,
44b6_0113de3b,67,FP,,,,,12937.0,31.0,206.0,67.0,
44b6_0113de3b,67,FP,,,,,12935.0,40.0,84.0,131.0,
44b6_0113de3b,66,FP,,,,,12878.0,30.0,41.0,173.0,
44b6_0113de3b,67,FP,,,,,12916.0,51.0,211.0,99.0,
44b6_0113de3b,67,FP,,,,,12914.0,39.0,173.0,157.0,
44b6_0113de3b,66,FP,,,,,12894.0,4.0,147.0,88.0,
44b6_0113de3b,66,FP,,,,,12893.0,38.0,244.0,126.0,
44b6_0113de3b,66,FP,,,,,12892.0,61.0,225.0,163.0,
44b6_0113de3b,66,FP,,,,,12891.0,21.0,144.0,55.0,
44b6_0113de3b,66,FP,,,,,12890.0,34.0,76.0,119.0,
44b6_0113de3b,66,FP,,,,,12889.0,16.0,82.0,73.0,
44b6_0113de3b,66,FP,,,,,12888.0,54.0,67.0,249.0,
44b6_0113de3b,66,FP,,,,,12887.0,51.0,255.0,155.0,
44b6_0113de3b,66,FP,,,,,12886.0,62.0,190.0,187.0,
44b6_0113de3b,66,FP,,,,,12885.0,5.0,52.0,125.0,
44b6_0113de3b,66,FP,,,,,12884.0,52.0,47.0,211.0,
44b6_0113de3b,66,FP,,,,,12883.0,52.0,105.0,171.0,
44b6_0113de3b,66,FP,,,,,12882.0,5.0,150.0,61.0,
44b6_0113de3b,66,FP,,,,,12881.0,1.0,25.0,59.0,
44b6_0113de3b,66,FP,,,,,12880.0,42.0,223.0,133.0,
44b6_0113de3b,66,FP,,,,,12895.0,2.0,126.0,21.0,
44b6_0113de3b,67,FP,,,,,12915.0,12.0,53.0,70.0,
44b6_0113de3b,66,FP,,,,,12896.0,1.0,228.0,27.0,
44b6_0113de3b,66,FP,,,,,12898.0,46.0,17.0,208.0,
44b6_0113de3b,67,FP,,,,,12913.0,8.0,216.0,55.0,
44b6_0113de3b,67,FP,,,,,12912.0,20.0,177.0,88.0,
44b6_0113de3b,67,FP,,,,,12911.0,53.0,69.0,187.0,
44b6_0113de3b,67,FP,,,,,12910.0,28.0,138.0,66.0,
44b6_0113de3b,67,FP,,,,,12909.0,11.0,152.0,31.0,
44b6_0113de3b,67,FP,,,,,12908.0,55.0,142.0,161.0,
44b6_0113de3b,67,FP,,,,,12907.0,47.0,203.0,221.0,
44b6_0113de3b,67,TP,78000000003.0,56.0,128.0,173.0,12906.0,56.0,128.0,173.0,0.0
44b6_0113de3b,67,FP,,,,,12905.0,45.0,223.0,198.0,
44b6_0113de3b,67,FP,,,,,12904.0,29.0,29.0,118.0,
44b6_0113de3b,67,FP,,,,,12903.0,38.0,98.0,119.0,
44b6_0113de3b,67,FP,,,,,12902.0,55.0,161.0,152.0,
44b6_0113de3b,67,FP,,,,,12901.0,31.0,225.0,95.0,
44b6_0113de3b,66,FP,,,,,12900.0,15.0,12.0,95.0,
44b6_0113de3b,66,FP,,,,,12899.0,6.0,3.0,85.0,
44b6_0113de3b,66,FP,,,,,12897.0,60.0,28.0,245.0,
44b6_0113de3b,67,FP,,,,,13105.0,61.0,26.0,247.0,
44b6_0113de3b,67,FP,,,,,13106.0,13.0,122.0,31.0,
44b6_0113de3b,68,FP,,,,,13107.0,13.0,154.0,35.0,
44b6_0113de3b,68,FP,,,,,13313.0,46.0,241.0,165.0,
44b6_0113de3b,68,FP,,,,,13312.0,39.0,250.0,66.0,
44b6_0113de3b,68,FP,,,,,13311.0,26.0,57.0,102.0,
44b6_0113de3b,68,FP,,,,,13310.0,8.0,10.0,116.0,
44b6_0113de3b,68,FP,,,,,13309.0,55.0,103.0,177.0,
44b6_0113de3b,68,FP,,,,,13308.0,48.0,145.0,139.0,
44b6_0113de3b,68,FP,,,,,13307.0,50.0,213.0,155.0,
44b6_0113de3b,68,FP,,,,,13306.0,49.0,85.0,181.0,
44b6_0113de3b,68,FP,,,,,13305.0,61.0,124.0,204.0,
44b6_0113de3b,68,FP,,,,,13304.0,33.0,43.0,158.0,
44b6_0113de3b,68,FP,,,,,13303.0,53.0,255.0,157.0,
44b6_0113de3b,68,FP,,,,,13302.0,14.0,204.0,96.0,
44b6_0113de3b,68,FP,,,,,13301.0,7.0,148.0,89.0,
44b6_0113de3b,68,FP,,,,,13300.0,11.0,21.0,74.0,
44b6_0113de3b,68,FP,,,,,13299.0,30.0,152.0,72.0,
44b6_0113de3b,68,FP,,,,,13314.0,8.0,237.0,3.0,
44b6_0113de3b,68,FP,,,,,13298.0,56.0,47.0,219.0,
44b6_0113de3b,69,FP,,,,,13315.0,49.0,192.0,122.0,
44b6_0113de3b,69,FP,,,,,13317.0,53.0,199.0,179.0,
44b6_0113de3b,69,FP,,,,,13332.0,14.0,188.0,25.0,
44b6_0113de3b,69,FP,,,,,13331.0,20.0,126.0,62.0,
44b6_0113de3b,69,FP,,,,,13330.0,54.0,132.0,147.0,
44b6_0113de3b,69,FP,,,,,13329.0,16.0,55.0,76.0,
44b6_0113de3b,69,FP,,,,,13328.0,25.0,194.0,54.0,
44b6_0113de3b,69,FP,,,,,13327.0,52.0,152.0,198.0,
44b6_0113de3b,69,FP,,,,,13326.0,13.0,74.0,61.0,
44b6_0113de3b,69,FP,,,,,13325.0,8.0,140.0,30.0,
44b6_0113de3b,69,FP,,,,,13324.0,35.0,61.0,132.0,
44b6_0113de3b,69,FP,,,,,13323.0,33.0,220.0,100.0,
44b6_0113de3b,69,FP,,,,,13322.0,17.0,105.0,61.0,
44b6_0113de3b,69,FP,,,,,13321.0,41.0,237.0,89.0,
44b6_0113de3b,69,FP,,,,,13320.0,9.0,216.0,54.0,
44b6_0113de3b,69,FP,,,,,13319.0,45.0,159.0,124.0,
44b6_0113de3b,69,FP,,,,,13318.0,15.0,157.0,39.0,
44b6_0113de3b,69,FP,,,,,13316.0,50.0,204.0,232.0,
44b6_0113de3b,69,FP,,,,,13333.0,57.0,141.0,169.0,
44b6_0113de3b,68,FP,,,,,13297.0,26.0,32.0,152.0,
44b6_0113de3b,68,FP,,,,,13295.0,62.0,225.0,172.0,
44b6_0113de3b,68,FP,,,,,13275.0,54.0,183.0,151.0,
44b6_0113de3b,68,FP,,,,,13274.0,43.0,226.0,145.0,
44b6_0113de3b,68,FP,,,,,13273.0,34.0,187.0,87.0,
44b6_0113de3b,68,FP,,,,,13272.0,29.0,220.0,62.0,
44b6_0113de3b,68,FP,,,,,13271.0,27.0,164.0,67.0,
44b6_0113de3b,68,FP,,,,,13270.0,9.0,4.0,89.0,
44b6_0113de3b,68,FP,,,,,13269.0,32.0,207.0,70.0,
44b6_0113de3b,68,FP,,,,,13268.0,22.0,126.0,111.0,
44b6_0113de3b,68,FP,,,,,13267.0,3.0,180.0,37.0,
44b6_0113de3b,68,FP,,,,,13266.0,61.0,185.0,171.0,
44b6_0113de3b,68,FP,,,,,13265.0,5.0,124.0,69.0,
44b6_0113de3b,68,FP,,,,,13264.0,28.0,218.0,33.0,
44b6_0113de3b,68,FP,,,,,13263.0,38.0,189.0,123.0,
44b6_0113de3b,68,FP,,,,,13262.0,17.0,11.0,135.0,
44b6_0113de3b,68,FP,,,,,13261.0,26.0,149.0,61.0,
44b6_0113de3b,68,FP,,,,,13276.0,44.0,50.0,163.0,
44b6_0113de3b,68,FP,,,,,13296.0,62.0,148.0,189.0,
44b6_0113de3b,68,FP,,,,,13277.0,28.0,3.0,175.0,
44b6_0113de3b,68,FP,,,,,13279.0,58.0,240.0,147.0,
44b6_0113de3b,68,FP,,,,,13294.0,58.0,93.0,243.0,
44b6_0113de3b,68,FP,,,,,13293.0,54.0,204.0,199.0,
44b6_0113de3b,68,FP,,,,,13292.0,29.0,126.0,73.0,
44b6_0113de3b,68,FP,,,,,13291.0,22.0,145.0,55.0,
44b6_0113de3b,68,FP,,,,,13290.0,30.0,39.0,174.0,
44b6_0113de3b,68,FP,,,,,13289.0,26.0,14.0,121.0,
44b6_0113de3b,68,FP,,,,,13288.0,62.0,168.0,178.0,
44b6_0113de3b,68,FP,,,,,13287.0,39.0,222.0,67.0,
44b6_0113de3b,68,FP,,,,,13286.0,60.0,106.0,189.0,
44b6_0113de3b,68,FP,,,,,13285.0,34.0,124.0,141.0,
44b6_0113de3b,68,FP,,,,,13284.0,46.0,13.0,242.0,
44b6_0113de3b,68,FP,,,,,13283.0,61.0,170.0,226.0,
