dataset,nodes,length,gt_count,group,mean_z,mean_step,total_disp,disp_ratio,raw_intensity,dog_response,local_contrast
6bba_6feb10f0,"[392, 771, 20]",3,0,Group C: Unannotated Cell Candidates,14.666666666666666,3.3137220388562794,6.613270867165506,0.9977108940847714,1523.6666666666667,87.35567220052083,1.3290010674205373
6bba_6feb10f0,"[776, 1487, 400, 1137, 2159, 2481, 21, 1823]",8,0,Group C: Unannotated Cell Candidates,31.0,1.8291921477622088,4.021669817998489,0.31406180834761044,1877.25,59.2105712890625,0.7467993909732045
6bba_6feb10f0,"[1834, 1132, 755, 405, 22, 1497]",6,0,Group C: Unannotated Cell Candidates,34.166666666666664,1.635002332081435,3.471001521535247,0.424534805685733,1543.6666666666667,50.394063313802086,0.8986010343571422
6bba_6feb10f0,"[1120, 398, 1816, 23, 759, 1464]",6,0,Group C: Unannotated Cell Candidates,35.833333333333336,1.5507849287147843,3.65625,0.47147460072738845,1923.3333333333333,68.72727457682292,0.745434842005642
6bba_6feb10f0,"[16768, 6531, 5509, 4870, 12933, 15112, 9993, 7179, 11276, 7565, 401, 3857, 15762, 24, 6170, 8997, 10661, 15404, 12589, 14383, 14768, 1457, 11958, 2106, 4542, 3134, 6848, 9663, 2754, 3522, 5829, 8262, 16455, 10315, 5200, 10965, 1110, 14038, 17238, 9305, 16091, 7904, 13667, 11624, 4207, 8688, 1777, 13297, 758, 12282, 2428]",51,7,Group A: Annotated GT Cells,35.09803921568628,2.103040266137737,15.118832678566822,0.14377935736794176,1570.078431372549,39.1426571116728,0.7657871360424027
6bba_6feb10f0,"[774, 424, 1482, 1134, 2768, 3185, 1810, 2131, 4241, 2453, 4595, 3544, 25, 3932]",14,0,Group C: Unannotated Cell Candidates,43.07142857142857,1.8765398510035884,10.34941310232131,0.4242255058007956,1660.4285714285713,40.08585902622768,0.5450653313697076
6bba_6feb10f0,"[3231, 1505, 2497, 1827, 4225, 3551, 493, 3886, 2865, 1145, 26, 798, 2175]",13,0,Group C: Unannotated Cell Candidates,17.615384615384617,2.207992407123353,10.878097619184157,0.4105421378093325,1123.6153846153845,36.53038611778846,1.0747220114755622
6bba_6feb10f0,"[768, 27, 383]",3,0,Group C: Unannotated Cell Candidates,17.666666666666668,3.5031366604071748,5.525597394173774,0.7885517149389025,1726.0,94.67818196614583,1.2450100885726094
6bba_6feb10f0,"[2786, 451, 3906, 781, 1460, 2134, 1783, 2456, 1113, 3159, 3548, 28]",12,0,Group C: Unannotated Cell Candidates,29.5,1.5134534397393522,4.162823748671087,0.25003464411131243,1997.25,68.817138671875,1.2953450580816952
6bba_6feb10f0,"[3489, 3107, 1444, 4196, 4510, 3847, 5828, 5481, 746, 2730, 2098, 403, 2420, 5179, 1116, 29, 1758, 4831]",18,0,Group C: Unannotated Cell Candidates,20.88888888888889,1.9966426449044534,13.75262758984624,0.4051572587638241,1437.611111111111,61.475016276041664,0.7397320079006388
6bba_6feb10f0,[30],1,0,Group B: Static/Optical Noise (Yolk/Debris),63.0,0.0,0.0,0.0,2175.0,81.046875,1.1997215675386437
6bba_6feb10f0,"[433, 31]",2,0,Group C: Unannotated Cell Candidates,46.5,3.0671202393287422,3.0671202393287422,0.9996740675325623,1928.0,67.99090576171875,1.5356071971235639
6bba_6feb10f0,[32],1,0,Group B: Static/Optical Noise (Yolk/Debris),29.0,0.0,0.0,0.0,2103.0,57.025146484375,1.076708744474296
6bba_6feb10f0,"[1248, 33, 1636, 517, 821]",5,0,Group C: Unannotated Cell Candidates,51.0,2.244433496289135,8.384905522723557,0.9338627847294855,1479.6,51.9397216796875,1.2560848298245855
6bba_6feb10f0,"[1761, 34, 1091, 741, 370, 2100, 2422, 1466]",8,0,Group C: Unannotated Cell Candidates,38.375,2.927103519176611,6.214430032191206,0.30328014958573124,2436.875,84.06863403320312,0.8423516438796523
6bba_6feb10f0,[35],1,0,Group B: Static/Optical Noise (Yolk/Debris),6.0,0.0,0.0,0.0,1549.0,91.437744140625,2.314670664879389
6bba_6feb10f0,"[36, 2117, 2439, 4233, 4569, 4908, 1486, 3535, 1136, 2769, 5267, 3892, 3158, 1785, 412, 797]",16,0,Group C: Unannotated Cell Candidates,38.4375,1.2864314841768278,10.50767018955677,0.5445101848853493,1124.5,33.2998046875,0.7632243008148222
6bba_6feb10f0,"[465, 37]",2,0,Group C: Unannotated Cell Candidates,23.0,2.84375,2.84375,0.9996484752614465,1511.5,60.8153076171875,1.4785356454348708
6bba_6feb10f0,"[1096, 387, 732, 38]",4,0,Group C: Unannotated Cell Candidates,33.75,3.7210693018006737,8.135149910265945,0.7286813340630814,2288.0,93.61691284179688,0.6531691670913004
6bba_6feb10f0,"[368, 39]",2,2,Group A: Annotated GT Cells,7.0,3.350023320814349,3.350023320814349,0.999701583694214,1133.0,71.53076171875,1.3549327246165725
6bba_6feb10f0,"[1794, 455, 40, 1480, 2791, 2124, 1166, 2446, 786, 3164]",10,0,Group C: Unannotated Cell Candidates,63.0,0.5868055555555556,2.84375,0.5383596005490084,1551.9,18.23690185546875,0.8704310526872387
6bba_6feb10f0,"[2400, 2727, 41, 396, 749, 1104, 1748, 1434, 3835, 3484, 2078, 3103]",12,0,Group C: Unannotated Cell Candidates,8.166666666666666,1.885777506219947,5.450415695155737,0.2627396121068047,1492.75,82.64780680338542,1.1610208216748659
6bba_6feb10f0,"[4871, 780, 5901, 2192, 4240, 6545, 42, 5552, 1851, 444, 4547, 6213, 3910, 5198, 2514, 1493, 3562, 7274, 1135, 3184, 2804, 6903]",22,0,Group C: Unannotated Cell Candidates,55.5,2.216819865967281,2.471122277933652,0.05308052475884507,1566.7272727272727,30.05282315340909,0.5493559278335665
6bba_6feb10f0,"[43, 391]",2,0,Group C: Unannotated Cell Candidates,31.0,3.25,3.25,0.9996924023377423,1969.0,89.1531982421875,1.6247050406661607
6bba_6feb10f0,[44],1,0,Group B: Static/Optical Noise (Yolk/Debris),34.0,0.0,0.0,0.0,2099.0,70.5677490234375,0.5531612192754493
6bba_6feb10f0,"[4229, 779, 6934, 5912, 4889, 9117, 3871, 2464, 422, 8742, 6570, 45, 7989, 6205, 1476, 3141, 3527, 7626, 7243, 8405, 2774, 5213, 4574, 2142, 5605, 1133, 1788]",27,0,Group C: Unannotated Cell Candidates,29.22222222222222,2.233796254387853,30.514756932097622,0.5253945106237145,997.7407407407408,22.895155164930557,0.5676178086124515
6bba_6feb10f0,[46],1,0,Group B: Static/Optical Noise (Yolk/Debris),58.0,0.0,0.0,0.0,1674.0,48.0625,0.26883012343766577
6bba_6feb10f0,"[805, 1162, 1898, 3310, 47, 1552, 2223, 2545, 2905, 474]",10,0,Group C: Unannotated Cell Candidates,52.6,1.8554617311452715,5.859020822628983,0.3508363017610354,1408.8,36.88797607421875,1.0584648822663592
6bba_6feb10f0,[48],1,0,Group B: Static/Optical Noise (Yolk/Debris),17.0,0.0,0.0,0.0,1424.0,87.1968994140625,1.7496135922794982
6bba_6feb10f0,"[1507, 1220, 452, 1838, 49, 2168, 2490, 796]",8,0,Group B: Static/Optical Noise (Yolk/Debris),63.0,0.7341681250819085,0.8125,0.15806849057297662,1860.75,51.481689453125,1.0624267117918533
6bba_6feb10f0,"[423, 1769, 1453, 753, 50, 1111]",6,3,Group A: Annotated GT Cells,42.666666666666664,2.254408793113917,3.832554834897995,0.3399751519291046,1829.8333333333333,35.6181640625,0.35972413135835657
6bba_6feb10f0,"[800, 51, 436, 1142]",4,0,Group C: Unannotated Cell Candidates,21.5,3.6740141306159715,2.03125,0.1842730824932879,1310.75,50.404327392578125,0.9772200038594846
6bba_6feb10f0,[52],1,0,Group B: Static/Optical Noise (Yolk/Debris),30.0,0.0,0.0,0.0,1622.0,44.8067626953125,-0.7539869550183839
6bba_6feb10f0,"[5504, 9347, 772, 2437, 7944, 6153, 4875, 3852, 4236, 7566, 10004, 8342, 10395, 7204, 11048, 53, 437, 11446, 1467, 9660, 3520, 2115, 4550, 5835, 3153, 6870, 9050, 1122, 2790, 5223, 10728, 1781, 8694, 6524]",34,0,Group C: Unannotated Cell Candidates,33.35294117647059,1.709102082403272,15.522790704316025,0.27522010647592815,1671.764705882353,51.1354549632353,1.0267269578936025
6bba_6feb10f0,"[801, 1163, 54, 447]",4,0,Group C: Unannotated Cell Candidates,51.25,3.446470866762161,3.350023320814349,0.3239738538790547,1562.0,40.785247802734375,0.8323593989730222
6bba_6feb10f0,"[11656, 1808, 8594, 5526, 793, 10012, 2461, 7197, 6178, 12325, 8241, 3890, 11060, 55, 10680, 443, 9664, 4545, 11974, 5197, 11343, 3155, 6871, 1496, 2139, 3550, 7906, 9315, 2789, 10344, 5865, 7538, 8947, 4857, 6519, 4217, 1146]",37,0,Group C: Unannotated Cell Candidates,50.86486486486486,2.077344674888456,9.766912415139188,0.13059917218722494,1405.3243243243244,29.852014490076012,0.640546437396483
6bba_6feb10f0,[56],1,0,Group B: Static/Optical Noise (Yolk/Debris),43.0,0.0,0.0,0.0,2182.0,77.333984375,0.9808167252518835
6bba_6feb10f0,"[3138, 1774, 463, 1106, 3858, 2777, 761, 3508, 4215, 57, 1468, 2109, 2431]",13,0,Group C: Unannotated Cell Candidates,55.61538461538461,1.4981396662081494,4.875,0.27115456118637143,1479.6153846153845,57.25149301382211,1.259198559841027
6bba_6feb10f0,"[3549, 3201, 5602, 4259, 1798, 5288, 393, 765, 1485, 2458, 4602, 2805, 2136, 58, 3899, 1117, 4959]",17,0,Group C: Unannotated Cell Candidates,42.294117647058826,1.551175137133003,4.0827619710803615,0.16449615267466858,1623.0,42.28231272977941,1.051418455406191
6bba_6feb10f0,"[59, 653, 1079]",3,0,Group C: Unannotated Cell Candidates,62.0,4.076935649285175,6.662995408410545,0.8170570894943064,1550.3333333333333,17.6207275390625,0.6698875477653082
6bba_6feb10f0,[60],1,0,Group B: Static/Optical Noise (Yolk/Debris),15.0,0.0,0.0,0.0,1297.0,69.6474609375,0.8330851472286556
6bba_6feb10f0,"[1856, 1543, 1161, 814, 462, 2202, 2524, 61]",8,0,Group C: Unannotated Cell Candidates,36.875,1.8433493819673392,9.917826437783633,0.7685588895880957,883.625,25.913421630859375,1.2619935522597991
6bba_6feb10f0,"[8319, 7942, 4232, 5525, 2839, 4890, 6556, 2477, 7599, 1840, 6194, 1205, 62, 7237, 459, 5199, 4566, 3929, 858, 5853, 2155, 6899, 3572, 3195, 1535]",25,0,Group C: Unannotated Cell Candidates,48.4,1.8833578422573798,10.15625,0.2246879014931288,1562.6,32.613974609375,0.6483533932881419
6bba_6feb10f0,"[410, 63]",2,0,Group C: Unannotated Cell Candidates,16.0,3.471001521535247,3.471001521535247,0.9997119816930387,1326.5,46.75653076171875,0.7976819640189996
6bba_6feb10f0,[64],1,0,Group B: Static/Optical Noise (Yolk/Debris),58.0,0.0,0.0,0.0,1510.0,47.3968505859375,2.246425400509923
6bba_6feb10f0,"[65, 414]",2,0,Group C: Unannotated Cell Candidates,49.0,3.300390601883359,3.300390601883359,0.9996970973384884,1433.5,34.94635009765625,0.31871833574668645
6bba_6feb10f0,[66],1,0,Group B: Static/Optical Noise (Yolk/Debris),45.0,0.0,0.0,0.0,2081.0,70.2196044921875,1.5932832791539544
6bba_6feb10f0,"[5512, 7185, 6163, 3476, 4504, 5145, 7840, 1443, 3114, 7476, 2102, 2746, 67, 5830, 4169, 1099, 4822, 6495, 376, 752, 1776, 3825, 6897, 8176, 2424]",25,6,Group A: Annotated GT Cells,19.0,2.0932110195415485,8.215897794063652,0.1635392979586989,1643.8,89.522001953125,1.2993034816234081
6bba_6feb10f0,"[68, 1191, 1523, 851, 1817, 2138, 2460, 477]",8,0,Group C: Unannotated Cell Candidates,32.625,2.4716379698633046,4.33756303988772,0.2506904560756018,1371.5,43.42131042480469,0.8073706237519087
6bba_6feb10f0,"[69, 3205, 3630, 2160, 2482, 2834, 3989, 1558, 502, 826, 1854, 1183]",12,0,Group C: Unannotated Cell Candidates,34.916666666666664,1.296922993816994,1.7235727791422095,0.12080705851816884,1688.0833333333333,47.054524739583336,0.39832618361814487
6bba_6feb10f0,[70],1,0,Group B: Static/Optical Noise (Yolk/Debris),23.0,0.0,0.0,0.0,1411.0,53.535888671875,0.7108187428910442
6bba_6feb10f0,"[417, 2433, 2756, 3142, 71, 4551, 1516, 4238, 789, 3515, 1819, 3868, 2111, 1151]",14,0,Group C: Unannotated Cell Candidates,33.0,1.8383537287701255,2.03125,0.08499096761850525,1671.2857142857142,49.510201590401785,1.330580749780965
6bba_6feb10f0,[72],1,0,Group B: Static/Optical Noise (Yolk/Debris),39.0,0.0,0.0,0.0,1850.0,51.971435546875,1.8251979779829455
6bba_6feb10f0,"[1793, 1154, 1510, 807, 73, 413]",6,0,Group C: Unannotated Cell Candidates,45.166666666666664,2.1831503065160343,0.9084026158592896,0.08321180647450249,1919.1666666666667,52.507609049479164,0.870308242141947
6bba_6feb10f0,[74],1,0,Group B: Static/Optical Noise (Yolk/Debris),51.0,0.0,0.0,0.0,1531.0,49.9451904296875,1.495123763552352
6bba_6feb10f0,"[1152, 14338, 5126, 6791, 10630, 13966, 8207, 12562, 4499, 9619, 5786, 3483, 799, 9250, 3108, 15015, 427, 10283, 7853, 6451, 10931, 11572, 2743, 13239, 13626, 8891, 2108, 1472, 75, 4172, 7501, 12235, 4815, 14671, 6105, 7130, 5470, 9957, 12902, 1770, 11248, 8562, 3827, 11894, 2430]",45,0,Group C: Unannotated Cell Candidates,36.111111111111114,1.7522684691801567,18.972353446857877,0.2460720295449739,2069.9333333333334,51.931003146701386,0.7397956542573705
6bba_6feb10f0,"[3645, 457, 76, 1167, 815, 4049, 1811, 2836, 3189, 2135, 2457, 1501]",12,0,Group C: Unannotated Cell Candidates,28.333333333333332,2.880977737104371,11.975764915549236,0.37788266615976146,1147.75,36.333160400390625,0.7072728903571391
6bba_6feb10f0,"[1568, 808, 77, 1870, 2927, 1174, 2198, 2520, 478]",9,0,Group C: Unannotated Cell Candidates,48.55555555555556,1.5325991111995818,5.138701197773616,0.41908236781045904,1379.888888888889,38.179036458333336,0.5884053238363928
6bba_6feb10f0,"[2183, 1833, 2505, 78, 1519, 495, 1173, 824]",8,0,Group C: Unannotated Cell Candidates,45.875,1.5521267827378367,4.0625,0.3738765018310534,1615.875,41.015594482421875,0.45242527381828695
6bba_6feb10f0,[79],1,0,Group B: Static/Optical Noise (Yolk/Debris),37.0,0.0,0.0,0.0,2253.0,71.1083984375,0.9602125307914106
6bba_6feb10f0,[80],1,0,Group B: Static/Optical Noise (Yolk/Debris),32.0,0.0,0.0,0.0,1716.0,14.441650390625,-0.13048901298028573
6bba_6feb10f0,[81],1,0,Group B: Static/Optical Noise (Yolk/Debris),49.0,0.0,0.0,0.0,1947.0,45.3643798828125,0.04601201465519059
6bba_6feb10f0,"[1155, 5144, 5475, 1766, 775, 2087, 521, 2409, 5796, 3116, 1489, 82, 4820, 2741, 4184, 3481, 4509, 3839]",18,0,Group C: Unannotated Cell Candidates,21.0,2.1430388911355793,10.72530776073582,0.2943871631221883,1443.4444444444443,54.086276584201386,1.1926960282821675
6bba_6feb10f0,[83],1,0,Group B: Static/Optical Noise (Yolk/Debris),18.0,0.0,0.0,0.0,1348.0,46.535400390625,0.9656163349867486
6bba_6feb10f0,"[15104, 513, 3969, 4613, 16389, 9994, 3213, 8974, 5907, 2582, 15766, 2840, 3609, 13721, 17690, 7198, 11678, 8608, 19362, 14760, 20392, 12970, 6571, 11052, 12331, 18350, 9647, 16692, 1589, 4278, 4917, 5558, 14392, 8255, 18687, 20035, 9289, 19018, 13388, 17998, 15439, 1235, 84, 2260, 16089, 859, 17371, 10717, 11360, 5219, 6243, 12647, 12008, 10346, 17003, 7916, 7533, 14063, 6900, 19707, 1919]",61,0,Group C: Unannotated Cell Candidates,63.0,0.9809999022260405,8.974355826464649,0.15246694281276993,727.1639344262295,24.560906081903177,0.8464141150939527
6bba_6feb10f0,[85],1,0,Group B: Static/Optical Noise (Yolk/Debris),42.0,0.0,0.0,0.0,1597.0,49.9683837890625,0.44779015346132983
6bba_6feb10f0,"[420, 1831, 1512, 777, 86, 1149]",6,0,Group B: Static/Optical Noise (Yolk/Debris),63.0,0.56875,1.21875,0.4284207751120485,1245.1666666666667,53.400980631510414,1.6131343169675223
6bba_6feb10f0,"[2564, 3610, 2842, 5275, 3233, 1570, 4268, 828, 4928, 2242, 5974, 87, 476, 1245, 1894, 6380, 3957, 5629, 4607]",19,0,Group C: Unannotated Cell Candidates,63.0,1.1941000868921394,2.4375,0.1133995116324194,737.2631578947369,30.671287135074014,1.0594313114974778
6bba_6feb10f0,[88],1,0,Group B: Static/Optical Noise (Yolk/Debris),23.0,0.0,0.0,0.0,1181.0,44.028564453125,1.2734927962726887
6bba_6feb10f0,[89],1,0,Group B: Static/Optical Noise (Yolk/Debris),55.0,0.0,0.0,0.0,1445.0,33.7020263671875,-0.08074826049807407
6bba_6feb10f0,"[90, 508]",2,0,Group C: Unannotated Cell Candidates,52.0,3.2752922102462856,3.2752922102462856,0.9996947769198142,1481.5,58.44573974609375,2.127385452791613
6bba_6feb10f0,"[1176, 529, 91, 827]",4,0,Group C: Unannotated Cell Candidates,40.5,2.2621949881860237,5.816614806956019,0.8569490971130302,2046.0,49.0391845703125,0.9313080309644747
6bba_6feb10f0,[92],1,0,Group B: Static/Optical Noise (Yolk/Debris),31.0,0.0,0.0,0.0,1279.0,31.2686767578125,0.5237121829316258
6bba_6feb10f0,[93],1,0,Group B: Static/Optical Noise (Yolk/Debris),44.0,0.0,0.0,0.0,1694.0,47.0047607421875,1.0257364079830644
6bba_6feb10f0,"[512, 3585, 1474, 4897, 4587, 1804, 2156, 1198, 2478, 4209, 5590, 791, 3256, 3897, 5242, 2813, 94]",17,0,Group C: Unannotated Cell Candidates,61.1764705882353,2.158108972569267,6.550584420492571,0.1897029645162477,1625.4705882352941,47.00950712316177,0.757675247399438
6bba_6feb10f0,[95],1,0,Group B: Static/Optical Noise (Yolk/Debris),12.0,0.0,0.0,0.0,1334.0,47.087646484375,0.8760383915712888
6bba_6feb10f0,"[96, 1123, 1450, 399, 767]",5,0,Group C: Unannotated Cell Candidates,51.4,0.8604513079296447,1.8168052317185792,0.5277107211817692,1645.6,80.137548828125,1.6061133967025085
6bba_6feb10f0,[97],1,0,Group B: Static/Optical Noise (Yolk/Debris),37.0,0.0,0.0,0.0,1885.0,66.4210205078125,0.9549157454324017
6bba_6feb10f0,"[98, 931, 524, 1287]",4,0,Group C: Unannotated Cell Candidates,57.75,2.547221310279026,5.296851954227152,0.6930635707865024,1322.75,25.09637451171875,1.0594467937632492
6bba_6feb10f0,[99],1,0,Group B: Static/Optical Noise (Yolk/Debris),41.0,0.0,0.0,0.0,1912.0,44.8411865234375,1.321393389408394
6bba_6feb10f0,"[480, 2240, 2562, 2912, 1572, 100, 3714, 3280, 1238, 1943, 888]",11,0,Group C: Unannotated Cell Candidates,56.45454545454545,1.5033780839088404,4.33756303988772,0.2885019134173636,1117.8181818181818,28.628556685014203,0.7863682972403615
6bba_6feb10f0,[101],1,0,Group B: Static/Optical Noise (Yolk/Debris),45.0,0.0,0.0,0.0,1557.0,58.128173828125,1.1192473382828891
6bba_6feb10f0,[102],1,0,Group B: Static/Optical Noise (Yolk/Debris),38.0,0.0,0.0,0.0,2126.0,61.640380859375,1.5792454381429313
6bba_6feb10f0,[103],1,0,Group B: Static/Optical Noise (Yolk/Debris),63.0,0.0,0.0,0.0,883.0,32.6943359375,0.18324118821103716
6bba_6feb10f0,[104],1,0,Group B: Static/Optical Noise (Yolk/Debris),29.0,0.0,0.0,0.0,1061.0,44.44024658203125,1.4723365746273251
6bba_6feb10f0,"[105, 848, 1846, 473, 1211, 2237, 1502, 2559]",8,0,Group C: Unannotated Cell Candidates,48.75,2.2149635079810435,4.875,0.3143996073478021,1668.875,36.141082763671875,0.6279608563930239
6bba_6feb10f0,"[1186, 106, 494, 1584, 2001, 831]",6,0,Group C: Unannotated Cell Candidates,37.5,2.8362194166842323,6.3066959703556345,0.4446941755692921,1884.5,42.603535970052086,0.6894036041294841
6bba_6feb10f0,"[904, 107, 470]",3,0,Group C: Unannotated Cell Candidates,14.666666666666666,4.633672101715577,7.887948184572462,0.8510633627150287,1277.6666666666667,56.652180989583336,1.047261334023348
6bba_6feb10f0,[108],1,0,Group B: Static/Optical Noise (Yolk/Debris),37.0,0.0,0.0,0.0,1900.0,60.3504638671875,1.5590812523846023
6bba_6feb10f0,"[3554, 2116, 1126, 2438, 456, 3882, 109, 4206, 783, 1779, 1463, 2874, 3229]",13,0,Group C: Unannotated Cell Candidates,25.692307692307693,1.107652379377744,6.700046641628698,0.504034684202108,1013.2307692307693,57.45844914362981,1.2959466088639264
6bba_6feb10f0,"[438, 110, 804]",3,0,Group C: Unannotated Cell Candidates,42.666666666666664,2.4626953009416797,2.8726212985703494,0.5831087160389081,1766.3333333333333,45.517374674479164,0.592603777158019
6bba_6feb10f0,[111],1,0,Group B: Static/Optical Noise (Yolk/Debris),48.0,0.0,0.0,0.0,1607.0,35.7822265625,0.6838209554332048
6bba_6feb10f0,[112],1,0,Group B: Static/Optical Noise (Yolk/Debris),41.0,0.0,0.0,0.0,1976.0,59.43310546875,1.580601444306648
6bba_6feb10f0,[113],1,0,Group B: Static/Optical Noise (Yolk/Debris),36.0,0.0,0.0,0.0,1900.0,56.029296875,0.821389506586497
6bba_6feb10f0,"[833, 1863, 1165, 497, 114, 1532]",6,2,Group A: Annotated GT Cells,55.0,1.8923110544328945,4.958913218891817,0.5240564600430081,1311.6666666666667,31.595499674479168,1.207236398816278
6bba_6feb10f0,"[514, 115]",2,0,Group C: Unannotated Cell Candidates,25.5,2.0714766773970688,2.0714766773970688,0.999517485523043,1205.5,38.34991455078125,1.3997272974028487
6bba_6feb10f0,[116],1,0,Group B: Static/Optical Noise (Yolk/Debris),58.0,0.0,0.0,0.0,1703.0,32.6683349609375,0.576004081091137
6bba_6feb10f0,[117],1,0,Group B: Static/Optical Noise (Yolk/Debris),23.0,0.0,0.0,0.0,1434.0,46.5301513671875,0.5888853217416047
6bba_6feb10f0,"[2337, 1571, 2659, 594, 3063, 852, 118, 1207, 1974]",9,0,Group C: Unannotated Cell Candidates,24.444444444444443,2.369974034762938,1.21875,0.06427737734395463,1034.6666666666667,29.57290310329861,0.8049103233663547
6bba_6feb10f0,"[889, 498, 1289, 119]",4,0,Group C: Unannotated Cell Candidates,56.75,2.318467382814797,2.84375,0.408796090179451,779.25,27.98095703125,0.7615999738981002
6bba_6feb10f0,"[3297, 1826, 5345, 516, 2148, 2470, 6081, 811, 4428, 2893, 4760, 4047, 5720, 1202, 120, 1498, 3708, 5021]",18,0,Group C: Unannotated Cell Candidates,62.94444444444444,0.8841911764705882,4.755034338729848,0.31632219652612537,839.0,28.889940049913193,1.4751143767066668
6bba_6feb10f0,"[1224, 121, 882, 467]",4,0,Group C: Unannotated Cell Candidates,47.5,2.51293883176839,4.89189779763437,0.6488086017319409,1903.75,27.802154541015625,0.9168606868238813
