dataset,t,eval_result,gt_node_id,gt_z,gt_y,gt_x,pred_node_id,pred_z,pred_y,pred_x,distance_um
6bba_fc516dc6,0,FP,,,,,128.0,0.0,150.0,0.0,
6bba_fc516dc6,0,FP,,,,,129.0,13.0,122.0,6.0,
6bba_fc516dc6,0,FP,,,,,130.0,4.0,200.0,99.0,
6bba_fc516dc6,0,FP,,,,,131.0,59.0,134.0,205.0,
6bba_fc516dc6,0,FP,,,,,132.0,17.0,220.0,156.0,
6bba_fc516dc6,0,FP,,,,,133.0,59.0,139.0,211.0,
6bba_fc516dc6,0,FP,,,,,134.0,18.0,100.0,40.0,
6bba_fc516dc6,0,FP,,,,,135.0,37.0,49.0,74.0,
6bba_fc516dc6,0,FP,,,,,136.0,10.0,188.0,114.0,
6bba_fc516dc6,0,FP,,,,,137.0,0.0,232.0,78.0,
6bba_fc516dc6,0,FP,,,,,138.0,31.0,117.0,87.0,
6bba_fc516dc6,0,FP,,,,,139.0,0.0,250.0,145.0,
6bba_fc516dc6,0,TP,1000002.0,18.0,222.0,216.0,140.0,16.0,219.0,212.0,3.8326
6bba_fc516dc6,0,FP,,,,,141.0,42.0,121.0,147.0,
6bba_fc516dc6,0,FP,,,,,142.0,46.0,167.0,218.0,
6bba_fc516dc6,0,FP,,,,,143.0,32.0,176.0,162.0,
6bba_fc516dc6,0,FP,,,,,144.0,16.0,102.0,89.0,
6bba_fc516dc6,0,TP,1000010.0,49.0,28.0,112.0,145.0,48.0,20.0,108.0,3.9804
6bba_fc516dc6,0,FP,,,,,146.0,4.0,60.0,0.0,
6bba_fc516dc6,0,FP,,,,,147.0,37.0,181.0,189.0,
6bba_fc516dc6,0,FP,,,,,148.0,63.0,122.0,225.0,
6bba_fc516dc6,0,FP,,,,,149.0,33.0,235.0,255.0,
6bba_fc516dc6,0,FP,,,,,150.0,31.0,106.0,81.0,
6bba_fc516dc6,0,FP,,,,,151.0,0.0,218.0,49.0,
6bba_fc516dc6,0,FP,,,,,152.0,13.0,148.0,59.0,
6bba_fc516dc6,0,FP,,,,,153.0,24.0,43.0,30.0,
6bba_fc516dc6,0,FP,,,,,154.0,28.0,237.0,234.0,
6bba_fc516dc6,0,FP,,,,,155.0,5.0,186.0,41.0,
6bba_fc516dc6,0,FP,,,,,156.0,30.0,33.0,18.0,
6bba_fc516dc6,0,FP,,,,,157.0,10.0,208.0,88.0,
6bba_fc516dc6,0,FP,,,,,158.0,23.0,190.0,157.0,
6bba_fc516dc6,0,FP,,,,,159.0,47.0,34.0,115.0,
6bba_fc516dc6,0,FP,,,,,160.0,0.0,220.0,106.0,
6bba_fc516dc6,0,FP,,,,,161.0,16.0,171.0,94.0,
6bba_fc516dc6,0,FP,,,,,162.0,34.0,4.0,11.0,
6bba_fc516dc6,0,FP,,,,,163.0,0.0,169.0,0.0,
6bba_fc516dc6,0,FP,,,,,164.0,35.0,127.0,110.0,
6bba_fc516dc6,0,FP,,,,,165.0,12.0,219.0,133.0,
6bba_fc516dc6,0,FP,,,,,166.0,25.0,255.0,217.0,
6bba_fc516dc6,0,FP,,,,,167.0,3.0,156.0,50.0,
6bba_fc516dc6,0,FP,,,,,168.0,3.0,188.0,75.0,
6bba_fc516dc6,0,FP,,,,,169.0,25.0,86.0,72.0,
6bba_fc516dc6,0,FP,,,,,170.0,34.0,207.0,211.0,
6bba_fc516dc6,0,FP,,,,,171.0,7.0,255.0,170.0,
6bba_fc516dc6,0,FP,,,,,172.0,5.0,128.0,49.0,
6bba_fc516dc6,0,FP,,,,,173.0,4.0,102.0,65.0,
6bba_fc516dc6,0,FP,,,,,174.0,12.0,197.0,150.0,
6bba_fc516dc6,0,FP,,,,,175.0,0.0,225.0,116.0,
6bba_fc516dc6,0,FP,,,,,176.0,42.0,36.0,61.0,
6bba_fc516dc6,0,FP,,,,,177.0,46.0,49.0,89.0,
6bba_fc516dc6,0,FP,,,,,178.0,23.0,76.0,29.0,
6bba_fc516dc6,0,FP,,,,,179.0,12.0,33.0,8.0,
6bba_fc516dc6,0,FP,,,,,180.0,54.0,151.0,235.0,
6bba_fc516dc6,0,FP,,,,,181.0,14.0,118.0,93.0,
6bba_fc516dc6,0,FP,,,,,182.0,25.0,47.0,15.0,
6bba_fc516dc6,0,FP,,,,,183.0,44.0,0.0,58.0,
6bba_fc516dc6,0,FP,,,,,184.0,3.0,167.0,99.0,
6bba_fc516dc6,0,FP,,,,,185.0,34.0,145.0,142.0,
6bba_fc516dc6,0,FP,,,,,186.0,29.0,0.0,40.0,
6bba_fc516dc6,0,FP,,,,,187.0,33.0,149.0,146.0,
6bba_fc516dc6,0,FP,,,,,188.0,23.0,140.0,76.0,
6bba_fc516dc6,0,FP,,,,,189.0,17.0,46.0,4.0,
6bba_fc516dc6,0,FP,,,,,190.0,24.0,66.0,24.0,
6bba_fc516dc6,0,FP,,,,,191.0,0.0,90.0,30.0,
6bba_fc516dc6,0,FP,,,,,192.0,0.0,81.0,21.0,
6bba_fc516dc6,0,FP,,,,,193.0,3.0,174.0,104.0,
6bba_fc516dc6,0,FP,,,,,194.0,11.0,41.0,13.0,
6bba_fc516dc6,0,FP,,,,,195.0,63.0,25.0,139.0,
6bba_fc516dc6,0,FP,,,,,196.0,23.0,130.0,71.0,
6bba_fc516dc6,0,FP,,,,,197.0,0.0,162.0,65.0,
6bba_fc516dc6,0,FP,,,,,198.0,38.0,60.0,82.0,
6bba_fc516dc6,0,FP,,,,,199.0,0.0,170.0,45.0,
6bba_fc516dc6,0,FP,,,,,200.0,12.0,78.0,41.0,
6bba_fc516dc6,0,FP,,,,,201.0,39.0,212.0,249.0,
6bba_fc516dc6,0,FP,,,,,202.0,3.0,255.0,198.0,
6bba_fc516dc6,0,FP,,,,,203.0,23.0,8.0,0.0,
6bba_fc516dc6,0,FP,,,,,204.0,63.0,91.0,191.0,
6bba_fc516dc6,0,FP,,,,,205.0,36.0,254.0,255.0,
6bba_fc516dc6,0,FP,,,,,206.0,0.0,234.0,151.0,
6bba_fc516dc6,0,FP,,,,,207.0,21.0,255.0,189.0,
6bba_fc516dc6,0,FP,,,,,208.0,51.0,147.0,165.0,
6bba_fc516dc6,0,FP,,,,,209.0,50.0,142.0,155.0,
6bba_fc516dc6,0,FP,,,,,210.0,51.0,138.0,153.0,
6bba_fc516dc6,0,FP,,,,,211.0,35.0,192.0,238.0,
6bba_fc516dc6,0,FP,,,,,212.0,54.0,186.0,255.0,
6bba_fc516dc6,0,FP,,,,,213.0,33.0,191.0,130.0,
6bba_fc516dc6,0,FP,,,,,214.0,0.0,235.0,106.0,
6bba_fc516dc6,1,FP,,,,,215.0,49.0,189.0,226.0,
6bba_fc516dc6,1,FP,,,,,216.0,44.0,208.0,237.0,
6bba_fc516dc6,1,FP,,,,,217.0,48.0,98.0,121.0,
6bba_fc516dc6,1,FP,,,,,218.0,40.0,132.0,119.0,
6bba_fc516dc6,1,FP,,,,,219.0,42.0,196.0,206.0,
6bba_fc516dc6,1,FP,,,,,220.0,33.0,237.0,218.0,
6bba_fc516dc6,1,FP,,,,,221.0,49.0,69.0,95.0,
6bba_fc516dc6,1,FP,,,,,222.0,37.0,234.0,240.0,
6bba_fc516dc6,1,FP,,,,,223.0,63.0,69.0,158.0,
6bba_fc516dc6,1,FP,,,,,224.0,48.0,30.0,61.0,
6bba_fc516dc6,1,FP,,,,,225.0,35.0,199.0,179.0,
6bba_fc516dc6,1,FP,,,,,226.0,42.0,95.0,94.0,
6bba_fc516dc6,1,FP,,,,,227.0,63.0,26.0,134.0,
6bba_fc516dc6,1,FP,,,,,228.0,33.0,70.0,41.0,
6bba_fc516dc6,1,FP,,,,,229.0,36.0,184.0,159.0,
6bba_fc516dc6,1,FP,,,,,230.0,53.0,166.0,220.0,
6bba_fc516dc6,1,FP,,,,,231.0,63.0,121.0,216.0,
6bba_fc516dc6,1,FP,,,,,232.0,53.0,162.0,216.0,
6bba_fc516dc6,1,FP,,,,,233.0,53.0,46.0,97.0,
6bba_fc516dc6,1,FP,,,,,234.0,35.0,149.0,112.0,
6bba_fc516dc6,1,FP,,,,,235.0,42.0,174.0,174.0,
6bba_fc516dc6,1,FP,,,,,236.0,29.0,193.0,139.0,
6bba_fc516dc6,1,FP,,,,,237.0,57.0,82.0,147.0,
6bba_fc516dc6,1,FP,,,,,238.0,37.0,161.0,139.0,
6bba_fc516dc6,1,FP,,,,,239.0,59.0,34.0,117.0,
6bba_fc516dc6,1,TP,2000026.0,58.0,85.0,149.0,240.0,57.0,87.0,150.0,1.8617
6bba_fc516dc6,1,FP,,,,,241.0,47.0,158.0,179.0,
6bba_fc516dc6,1,FP,,,,,242.0,52.0,76.0,120.0,
6bba_fc516dc6,1,FP,,,,,243.0,30.0,171.0,118.0,
6bba_fc516dc6,1,FP,,,,,244.0,42.0,61.0,61.0,
6bba_fc516dc6,1,FP,,,,,245.0,24.0,176.0,97.0,
6bba_fc516dc6,1,FP,,,,,246.0,48.0,125.0,154.0,
6bba_fc516dc6,1,FP,,,,,247.0,43.0,154.0,154.0,
6bba_fc516dc6,1,FP,,,,,248.0,51.0,10.0,60.0,
6bba_fc516dc6,1,FP,,,,,249.0,49.0,134.0,162.0,
6bba_fc516dc6,1,FP,,,,,250.0,31.0,211.0,169.0,
6bba_fc516dc6,1,FP,,,,,251.0,52.0,149.0,188.0,
6bba_fc516dc6,1,FP,,,,,252.0,43.0,37.0,39.0,
6bba_fc516dc6,1,FP,,,,,253.0,63.0,47.0,143.0,
6bba_fc516dc6,1,FP,,,,,254.0,42.0,8.0,13.0,
6bba_fc516dc6,1,FP,,,,,255.0,18.0,233.0,180.0,
6bba_fc516dc6,1,FP,,,,,256.0,52.0,152.0,193.0,
6bba_fc516dc6,1,FP,,,,,257.0,37.0,95.0,69.0,
6bba_fc516dc6,1,FP,,,,,258.0,59.0,33.0,108.0,
6bba_fc516dc6,1,FP,,,,,259.0,25.0,241.0,182.0,
6bba_fc516dc6,1,FP,,,,,260.0,14.0,255.0,158.0,
6bba_fc516dc6,1,FP,,,,,261.0,53.0,188.0,255.0,
6bba_fc516dc6,1,FP,,,,,262.0,17.0,240.0,157.0,
6bba_fc516dc6,1,FP,,,,,263.0,36.0,214.0,206.0,
6bba_fc516dc6,1,FP,,,,,264.0,35.0,35.0,18.0,
6bba_fc516dc6,1,FP,,,,,265.0,16.0,213.0,112.0,
6bba_fc516dc6,1,FP,,,,,266.0,20.0,223.0,138.0,
6bba_fc516dc6,1,FP,,,,,267.0,46.0,0.0,28.0,
6bba_fc516dc6,1,FP,,,,,268.0,37.0,116.0,88.0,
6bba_fc516dc6,1,FP,,,,,269.0,41.0,136.0,186.0,
6bba_fc516dc6,1,FP,,,,,270.0,0.0,255.0,97.0,
6bba_fc516dc6,1,FP,,,,,271.0,60.0,145.0,228.0,
6bba_fc516dc6,1,FP,,,,,272.0,32.0,101.0,58.0,
6bba_fc516dc6,1,FP,,,,,273.0,24.0,158.0,73.0,
6bba_fc516dc6,1,FP,,,,,274.0,24.0,202.0,123.0,
6bba_fc516dc6,1,FP,,,,,275.0,60.0,160.0,255.0,
6bba_fc516dc6,1,FP,,,,,276.0,30.0,231.0,199.0,
6bba_fc516dc6,1,FP,,,,,277.0,59.0,108.0,181.0,
6bba_fc516dc6,1,FP,,,,,278.0,16.0,198.0,94.0,
6bba_fc516dc6,1,FP,,,,,279.0,29.0,123.0,64.0,
6bba_fc516dc6,1,FP,,,,,280.0,28.0,142.0,78.0,
6bba_fc516dc6,1,FP,,,,,281.0,5.0,89.0,0.0,
6bba_fc516dc6,1,FP,,,,,282.0,16.0,165.0,53.0,
6bba_fc516dc6,1,FP,,,,,283.0,25.0,80.0,14.0,
6bba_fc516dc6,1,FP,,,,,284.0,17.0,131.0,55.0,
6bba_fc516dc6,1,FP,,,,,285.0,44.0,16.0,33.0,
6bba_fc516dc6,1,FP,,,,,286.0,54.0,119.0,184.0,
6bba_fc516dc6,1,FP,,,,,287.0,0.0,204.0,52.0,
6bba_fc516dc6,1,FP,,,,,288.0,26.0,213.0,150.0,
6bba_fc516dc6,1,FP,,,,,289.0,18.0,143.0,33.0,
6bba_fc516dc6,1,FP,,,,,290.0,9.0,245.0,121.0,
6bba_fc516dc6,1,FP,,,,,291.0,16.0,70.0,32.0,
6bba_fc516dc6,1,FP,,,,,292.0,14.0,144.0,82.0,
6bba_fc516dc6,1,FP,,,,,293.0,63.0,92.0,186.0,
6bba_fc516dc6,1,FP,,,,,294.0,18.0,175.0,71.0,
6bba_fc516dc6,1,FP,,,,,295.0,14.0,238.0,137.0,
6bba_fc516dc6,1,FP,,,,,296.0,29.0,92.0,31.0,
6bba_fc516dc6,1,FP,,,,,297.0,34.0,255.0,255.0,
6bba_fc516dc6,1,FP,,,,,298.0,3.0,220.0,74.0,
6bba_fc516dc6,1,FP,,,,,299.0,8.0,132.0,0.0,
6bba_fc516dc6,1,FP,,,,,300.0,11.0,151.0,19.0,
6bba_fc516dc6,1,FP,,,,,301.0,36.0,175.0,186.0,
6bba_fc516dc6,1,FP,,,,,302.0,19.0,120.0,19.0,
6bba_fc516dc6,1,FP,,,,,303.0,56.0,15.0,87.0,
6bba_fc516dc6,1,FP,,,,,304.0,16.0,58.0,10.0,
6bba_fc516dc6,1,FP,,,,,305.0,23.0,153.0,94.0,
6bba_fc516dc6,1,FP,,,,,306.0,22.0,108.0,29.0,
6bba_fc516dc6,1,FP,,,,,307.0,8.0,230.0,99.0,
6bba_fc516dc6,1,FP,,,,,308.0,5.0,235.0,164.0,
6bba_fc516dc6,1,FP,,,,,309.0,6.0,138.0,72.0,
6bba_fc516dc6,1,FP,,,,,310.0,27.0,255.0,219.0,
6bba_fc516dc6,1,FP,,,,,311.0,8.0,84.0,20.0,
6bba_fc516dc6,1,FP,,,,,312.0,33.0,79.0,76.0,
6bba_fc516dc6,1,FP,,,,,313.0,24.0,225.0,198.0,
6bba_fc516dc6,1,FP,,,,,314.0,14.0,166.0,107.0,
6bba_fc516dc6,1,FP,,,,,315.0,45.0,165.0,211.0,
6bba_fc516dc6,1,FP,,,,,316.0,23.0,148.0,54.0,
6bba_fc516dc6,1,FP,,,,,317.0,55.0,0.0,69.0,
6bba_fc516dc6,1,FP,,,,,318.0,11.0,134.0,21.0,
6bba_fc516dc6,1,FP,,,,,319.0,22.0,213.0,179.0,
6bba_fc516dc6,1,FP,,,,,320.0,31.0,236.0,255.0,
6bba_fc516dc6,1,FP,,,,,321.0,23.0,255.0,211.0,
6bba_fc516dc6,1,FP,,,,,322.0,36.0,175.0,176.0,
6bba_fc516dc6,1,FP,,,,,323.0,30.0,44.0,0.0,
6bba_fc516dc6,1,FP,,,,,324.0,25.0,59.0,0.0,
6bba_fc516dc6,1,FP,,,,,325.0,19.0,131.0,98.0,
6bba_fc516dc6,1,FP,,,,,326.0,29.0,116.0,81.0,
6bba_fc516dc6,1,FP,,,,,327.0,10.0,205.0,89.0,
6bba_fc516dc6,1,FP,,,,,328.0,0.0,190.0,22.0,
6bba_fc516dc6,1,FP,,,,,329.0,8.0,166.0,32.0,
6bba_fc516dc6,1,FP,,,,,330.0,34.0,48.0,66.0,
6bba_fc516dc6,1,FP,,,,,331.0,7.0,171.0,73.0,
6bba_fc516dc6,1,FP,,,,,332.0,27.0,145.0,113.0,
6bba_fc516dc6,1,FP,,,,,333.0,57.0,134.0,197.0,
6bba_fc516dc6,1,FP,,,,,334.0,2.0,138.0,0.0,
6bba_fc516dc6,1,FP,,,,,335.0,9.0,176.0,51.0,
6bba_fc516dc6,1,FP,,,,,336.0,27.0,10.0,14.0,
6bba_fc516dc6,1,FP,,,,,337.0,11.0,116.0,0.0,
6bba_fc516dc6,1,TP,2000016.0,16.0,222.0,212.0,338.0,15.0,217.0,206.0,3.5648
6bba_fc516dc6,1,FP,,,,,339.0,12.0,189.0,69.0,
6bba_fc516dc6,1,FP,,,,,340.0,12.0,243.0,206.0,
6bba_fc516dc6,1,FP,,,,,341.0,3.0,159.0,14.0,
6bba_fc516dc6,1,FP,,,,,342.0,25.0,107.0,59.0,
6bba_fc516dc6,1,FP,,,,,343.0,34.0,16.0,0.0,
6bba_fc516dc6,1,FP,,,,,344.0,7.0,103.0,36.0,
6bba_fc516dc6,1,FP,,,,,345.0,5.0,221.0,120.0,
6bba_fc516dc6,1,FP,,,,,346.0,7.0,187.0,105.0,
6bba_fc516dc6,1,FP,,,,,347.0,15.0,218.0,149.0,
6bba_fc516dc6,1,FP,,,,,348.0,15.0,170.0,87.0,
6bba_fc516dc6,1,FP,,,,,349.0,19.0,255.0,182.0,
6bba_fc516dc6,1,FP,,,,,350.0,12.0,255.0,180.0,
6bba_fc516dc6,1,FP,,,,,351.0,15.0,112.0,3.0,
6bba_fc516dc6,1,FP,,,,,352.0,4.0,112.0,0.0,
6bba_fc516dc6,1,FP,,,,,353.0,30.0,174.0,154.0,
6bba_fc516dc6,1,FP,,,,,354.0,27.0,230.0,225.0,
6bba_fc516dc6,1,FP,,,,,355.0,16.0,101.0,88.0,
6bba_fc516dc6,1,FP,,,,,356.0,23.0,38.0,25.0,
6bba_fc516dc6,1,FP,,,,,357.0,0.0,221.0,150.0,
6bba_fc516dc6,1,FP,,,,,358.0,4.0,123.0,44.0,
6bba_fc516dc6,1,FP,,,,,359.0,22.0,87.0,38.0,
6bba_fc516dc6,1,FP,,,,,360.0,40.0,122.0,139.0,
6bba_fc516dc6,1,FP,,,,,361.0,20.0,186.0,147.0,
6bba_fc516dc6,1,FP,,,,,362.0,17.0,96.0,33.0,
6bba_fc516dc6,1,FP,,,,,363.0,31.0,223.0,196.0,
6bba_fc516dc6,1,FP,,,,,364.0,29.0,29.0,12.0,
6bba_fc516dc6,1,TP,2000023.0,47.0,28.0,106.0,365.0,45.0,28.0,105.0,3.2753
6bba_fc516dc6,1,FP,,,,,366.0,6.0,122.0,27.0,
6bba_fc516dc6,1,FP,,,,,367.0,5.0,255.0,164.0,
6bba_fc516dc6,1,FP,,,,,368.0,0.0,245.0,140.0,
6bba_fc516dc6,1,FP,,,,,369.0,33.0,138.0,134.0,
6bba_fc516dc6,1,FP,,,,,370.0,10.0,146.0,54.0,
6bba_fc516dc6,1,FP,,,,,371.0,45.0,46.0,84.0,
