dataset,n_nodes,n_frames,est_nodes,density_per_frame,mean_nn_dist,median_nn_dist,min_nn_dist,std_nn_dist,mean_intensity,std_intensity,snr_mean,snr_std,contrast_ratio,cell_radius_mean,cell_volume_mean
44b6_2a2eff9f,64155,100,56367,641.55,7.978810543599862,8.043339635996977,1.625,1.957603133800209,0.6038801180419298,0.15729003411637818,1.4333998023799863,0.7833004741185938,0.8744553086402083,2.3213829704701117,53.87554304320583
44b6_2f31fc2f,26695,81,24368,329.5679012345679,10.006579148018584,9.449097650863731,1.8168052317185792,3.668617283813982,0.6641980017587563,0.18926278746720665,1.5662829121937816,0.686045338235817,0.9619045307856049,2.369049659110695,57.24452157946057
44b6_33b596bf,26320,71,23330,370.7042253521127,8.648883363524249,8.788531233943473,2.1877232028983924,2.289598705399509,0.6845168706206307,0.24517072453799174,2.211947716023187,1.1722795090508575,1.1490042372514873,2.4053041687712766,59.80234202287842
44b6_341df25f,7996,100,7436,79.96,9.280942770394946,9.111196967722258,3.832554834897995,2.780144330792942,0.8636898388056529,0.29725440170486994,3.067326506797303,1.476785925751508,1.1755744707242162,2.378756111288144,57.986367537931464
44b6_3a861e03,46343,100,40546,463.43,7.952404296432188,8.255975582116266,2.368824207280903,2.4194917412253907,0.594825092828151,0.21990669069466226,2.476267441098709,1.4552249325753004,1.2298139124947447,2.4153510045398443,60.11101260845435
44b6_3bb3690f,43485,100,31937,434.85,7.330452868915748,7.267220926874317,1.7235727791422095,2.1127979205250598,0.7269410763773716,0.17651186373550012,1.2865833984683808,0.8827394882710176,0.798348974332946,2.3641208075469704,56.556481555124755
44b6_40c45f5a,41576,100,32681,415.76,7.601120798932314,7.4908798715504705,2.1877232028983924,2.2780600048937902,0.715848052818934,0.20155650754625348,1.8026967349226555,1.037337039472553,0.9475025567953503,2.3855017034043677,58.43152596845512
44b6_415c0a3a,63058,100,57292,630.58,7.985690966561326,8.063832254269679,2.03125,1.9894330952874895,0.608917235145263,0.1693944075257148,1.5195451112960847,0.7976878469300355,0.9403629475126333,2.3294677915942463,54.487189912030516
44b6_53f95252,46643,51,38715,914.5686274509804,9.242715442037635,9.348163675996169,2.569350598886808,2.695833324143384,0.6769029759695131,0.20017906479825745,1.7423556952941572,1.036744742649502,0.9966191637757362,2.4014050365754773,59.3249725766473
44b6_551a5dba,80053,100,57627,800.53,6.945166934958641,6.953879874753374,1.6750116604071745,1.9609437352752253,0.6821318039756162,0.18672359403697297,1.403758209404646,0.9036865038398344,0.905969628239578,2.3843997807841055,58.11092495668495
44b6_5740d24b,19252,100,19730,192.52,8.870066868682878,8.64654239060331,2.0714766773970688,2.6366509601897046,0.6263905062507792,0.19706991103672344,1.66236471354126,0.9102946304520497,1.014276060278457,2.3465169784302926,55.839593661296476
44b6_587a1e22,20126,100,18137,201.26,9.23431151934852,9.138367776851618,1.6750116604071745,2.290530988930705,0.7322083111616814,0.24395681157373547,2.096686618944078,1.01910369977076,1.0853296988207544,2.351081280011428,56.36973708998161
44b6_5f15d135,37539,100,29519,375.39,8.797927746169805,8.788531233943473,2.2980970388562794,2.092587803435564,0.6869763983803511,0.17633216202632324,1.4977635899855644,0.7582779828222914,0.8424688013732777,2.384379452042942,58.14171727135194
44b6_668e0cc7,41558,100,39701,415.58,8.12080574023681,8.335553089777546,1.8168052317185792,2.3571582115313054,0.7057226082766255,0.18239831691932223,1.8308366054253655,0.926634153047282,0.862760333551182,2.3320067962007314,54.71462453605131
44b6_66f9292d,63374,100,52710,633.74,7.846871270819767,7.845990715805111,1.4647552056572457,2.2104243737815774,0.639230692304415,0.14990241464758097,1.296566299755794,0.7475848752126808,0.7668907414184128,2.276532494858301,51.39242193657541
44b6_706092f0,97586,100,69898,975.86,6.44553953415187,6.345827861674157,1.625,2.2481645432500947,0.5709580569772919,0.21529828663056128,1.4189421459371245,0.9855483465116089,1.2790618534775704,2.313892807885865,53.45328651828182
44b6_71a4179f,88466,100,67688,884.66,6.726990396088326,6.700046641628698,1.4647552056572457,2.2252403779853123,0.6311299256279814,0.21100350421219224,1.4790099763328766,0.9622306549377512,1.134463680737884,2.318505446359957,53.86374837491014
44b6_74d0c52e,15465,100,15090,154.65,10.175762812426528,9.65645226325383,2.8726212985703494,3.370447000416147,0.5139185017226642,0.22124803380282015,1.693104771702302,0.9256496249054312,1.5050757006533453,2.381223050656321,57.94842859592629
44b6_7a302da0,84212,100,66858,842.12,7.293597840919566,7.198768340834423,1.625,1.9001506848186802,0.5968963021750463,0.2280489730152179,1.6679671811817152,1.0085843906917098,1.2251835862181029,2.4005524897562105,59.253921077648556
44b6_7e557709,65274,100,56060,652.74,7.42950883628255,7.708051796660425,1.8168052317185792,2.2686461291767004,0.629693970007032,0.21223293385654135,2.151980694984073,1.3114057873615785,1.1043983116822755,2.3564680168353402,56.17732598082239
44b6_808952d6,17250,100,15742,172.5,9.919382687993112,9.825876630738858,2.6012692214570947,2.9472095559606335,0.7792284724744928,0.23807396656550794,2.61726939473809,1.3878379650093178,1.0068663636378112,2.3716606233605795,57.61092761857855
44b6_81c256f0,11229,100,10052,112.29,9.779306608088449,10.091040658054053,2.368824207280903,2.6325590699357835,0.8835537845186572,0.31010014890286036,2.9002343544295117,1.4171641336818022,1.1497922329462265,2.3799463601148814,58.26021548987443
44b6_87bba6c4,32189,81,28102,397.39506172839504,9.641005048732582,9.36139223008118,3.040096626753827,2.8193074585296665,0.6611196841705862,0.20037788672850942,1.8389748545226274,0.9032622170159144,0.9852951487674072,2.3829612865478893,58.2366834931896
44b6_8cc6506c,41770,100,32172,417.7,7.180743145274712,7.141223306444072,1.9902104160113323,1.956595819131999,0.6833336842101987,0.1792892520880502,1.3571569999371238,0.8961542869795772,0.8612631782130471,2.3728419076191045,57.18178981525735
44b6_8f5ab931,30572,100,27571,305.72,8.253427864123424,8.09447390585083,1.6750116604071745,2.035177420414707,0.675434513848129,0.2384074410049495,1.870435696935153,0.9623370039063891,1.1610149763704245,2.3915905559515247,58.91398727902787
44b6_8f9ecab4,92530,100,74833,925.3,6.866292784642633,6.9181882111576005,1.4647552056572457,2.1342926428357973,0.6326489038699664,0.1683023716873472,1.506987200470455,0.8823964654985946,0.8693785828857118,2.322477342525127,53.94057755388231
44b6_90724892,28793,86,25532,334.80232558139534,8.28855212187583,8.290883231928635,2.368824207280903,2.283699433525026,0.5817506398089466,0.23948892923126128,2.0789816724810994,1.1625655087293798,1.4524692178961682,2.411807740788734,60.0941145571757
44b6_949adeb1,43898,100,37179,438.98,8.781978204992452,8.636993472846903,2.9295104113144914,2.1331643237710667,0.6372891102511732,0.20701607700537236,1.9227014538959915,1.0423699001831124,1.0832234585321585,2.4032635555198416,59.640913055408454
44b6_95029e92,5917,100,5161,59.17,11.40956814833134,11.162550103062202,2.0714766773970688,5.177391199080122,1.0144704200050703,0.5329081408771884,3.078069950640612,1.9080424308409474,1.4372882267723253,2.373269903537266,57.459370387358454
44b6_97725144,47295,100,35774,472.95,10.577551517441174,10.729153335902215,2.4375,3.2994133906297325,0.6808948022067449,0.19034806209528385,1.8106658569934342,1.0220320256100082,0.9053087462866964,2.3932918484725656,58.89431446746146
44b6_996155de,10346,100,7573,103.46,11.600664120566398,11.3894996872119,3.6336104634371584,3.7552328635137697,0.6006732257087763,0.31597110734676287,2.484210825097139,1.4020510779747544,1.7942861457805512,2.3397869634912043,55.623291022839744
44b6_9be80b04,85936,100,57877,859.36,6.871665119669,6.90625,1.9902104160113323,1.8054397914231677,0.6410127331836483,0.1781637837989441,1.263403927611753,0.8657856674903736,0.9179757868310617,2.375649888622696,57.42174128031932
44b6_9bfa6a0a,79214,100,64308,792.14,7.021648208596504,7.10647262184271,1.6750116604071745,2.057768965294644,0.6333974232502462,0.21220933634650047,1.7132642014516861,1.057635858371141,1.1495663823798856,2.3292114338117,54.46104414268552
44b6_a21120c2,24418,85,23040,287.2705882352941,8.935889906905052,8.9375,2.03125,2.315483267020071,0.7084483237568597,0.2564912255950206,2.512501542850961,1.278146350565425,1.1655841563031577,2.3645837700585632,57.135161565863704
44b6_a2bb48bb,78888,100,60613,788.88,7.52531131824502,7.501887783251626,1.8168052317185792,1.932079694353779,0.6946109781724724,0.15813631481487633,1.5212673994671368,0.8611586293086475,0.7582374515516372,2.3869967936757175,58.55895483763588
44b6_aaf8b0ea,22226,100,22099,222.26,9.683621260533496,9.223744176423036,1.6750116604071745,3.261655298095295,0.568496848505579,0.2261463072019934,2.291503003338932,1.313590393804333,1.2392139272137748,2.3570582857693694,56.66867435600198
44b6_abf82518,29902,58,27604,515.551724137931,8.22286552333868,8.375058302035873,2.368824207280903,1.9013360039409126,0.7181156098394756,0.19823843263649307,1.7040137894186045,0.9995862070540875,0.9417191789972431,2.3446439740973846,55.73999994595378
44b6_b2c44266,75735,100,59729,757.35,7.090608404056566,7.094851236107774,1.625,2.3630554212426054,0.6368991473615238,0.2168934335703908,1.6805155237546285,1.103011367566163,1.1265445689633133,2.3350883155703444,55.04798037295517
44b6_c15fded2,22883,75,20585,305.1066666666667,9.132517407292989,9.093105647274752,3.040096626753827,2.5127912539972406,0.6805578960936502,0.26526288234596684,2.2322083788895437,1.2478053388124257,1.253241682980373,2.4092565118695104,59.8168598957156
44b6_c50204e0,56899,100,47078,568.99,8.370264203007396,8.414378040740742,1.9902104160113323,2.1158042478144816,0.642084800006327,0.1633199945168946,1.652415563164271,0.8859739323268323,0.8730406210871579,2.381153160399304,58.15563849128631
44b6_c771cb04,64995,100,53345,649.95,7.685504858357188,7.675867723749543,1.9902104160113323,1.8295707626672755,0.6707066348465266,0.15638373720583043,1.442583791930036,0.7939609147926195,0.787916693065531,2.371487489893222,57.436642295874606
44b6_c8e2a523,37716,81,33144,465.6296296296296,8.21059856200771,8.414378040740742,2.0714766773970688,2.750521428485316,0.6500542445711899,0.28113432070688293,2.9996241099908865,1.8748111329936206,1.418752493916465,2.384148169322304,58.14444335737697
44b6_c96cfa10,53101,100,46236,531.01,8.112617888063323,8.295859754268994,2.03125,1.9234215435366806,0.5518485626789326,0.21162049946647524,2.1773886788994963,1.3462490468294093,1.283839530770882,2.4069483117756727,59.62150905040396
44b6_cf2536e8,69123,76,57565,909.5131578947369,7.4910603294498985,7.501887783251626,2.03125,2.1426129602245365,0.6888775968867092,0.14463925368220332,1.244947712748551,0.743634633423442,0.695854461795086,2.2701072844222616,50.78750941468889
44b6_cf8fed6b,47912,100,43729,479.12,9.103618845024421,8.414378040740742,2.2980970388562794,5.10505527452271,0.6825949530626982,0.15847016019059354,1.8222975520739795,0.9456084143699485,0.7734865624652754,2.317833335808357,53.73397266584571
44b6_d29c9ab2,44145,100,38055,441.45,8.253927882721179,8.608283165794443,2.1877232028983924,2.4658804056094663,0.6768186700030581,0.22803122302570616,2.643028285340468,1.6671758275416022,1.0642322031838776,2.3799354815168194,57.795852860371056
44b6_d2f34f90,28723,100,24074,287.23,7.936181075557396,7.89840272618458,2.6012692214570947,1.9668058430416502,0.6849581107081433,0.1640116974187354,1.4036458321905916,0.8082922083338564,0.7949648225742695,2.3821512079413716,57.9993367103203
44b6_d5e7d891,53892,100,44848,538.92,7.847511676696862,7.803807664371284,2.03125,1.9137216754003397,0.6713342927332443,0.17248362296158207,1.7469100742050483,0.9528407752392184,0.8543704833035962,2.3999126048554515,59.39412846744137
44b6_d754aa59,7365,76,5171,96.90789473684211,10.849405261009116,11.324104890122662,2.471122277933652,3.6248810796022966,0.767042337425662,0.3727305114863386,3.002539928564937,2.0933735655754138,1.3751906854903082,2.364570095401222,56.846817784851325
44b6_d78e09d9,24708,100,22259,247.08,8.53124577439636,8.375058302035873,2.03125,2.164128410704082,0.6338585223355594,0.2701322880913118,2.2359775507729927,1.1640038801635375,1.4175462860565067,2.3927328294139554,58.98493395226161
44b6_db3c847b,16872,100,15023,168.72,9.408946360295028,9.120289880261483,3.6336104634371584,2.1891048773286546,0.6253367353141299,0.23929480050387258,2.029258700253348,1.068161044443731,1.2774649993119134,2.3729477536119012,57.670330294421525
44b6_ddf577ad,64326,100,53492,643.26,7.203898484223011,7.368707591056928,1.6750116604071745,1.9613011595402758,0.6105755297158225,0.1806261158570272,1.6303530949284992,0.932193203359974,0.997566406957065,2.338205989987874,54.969844818044656
44b6_deabac95,15128,98,13989,154.3673469387755,9.073200045649093,9.205842628799683,2.0714766773970688,1.6936969771262544,0.7645839173560947,0.27975505865644085,2.6259943591176165,1.3603086307694234,1.2116327829179732,2.3924993336574567,59.00217464479772
44b6_e28840c6,96125,100,74686,961.25,6.800592811222477,6.761347521944128,1.625,2.103601235594207,0.6353174385955266,0.1865627901244517,1.4069714198764582,0.8851741287790175,0.9876728689553026,2.3023881620034334,52.698607365202186
44b6_e29f0176,13778,81,12969,170.09876543209876,8.987728631443217,9.277276071906858,1.8168052317185792,2.418741707706217,0.7867920032261576,0.2416837958031927,2.2423043928608504,1.147009183728513,1.0144928214898554,2.3608279523718974,57.12044759853607
44b6_e31261b4,83724,97,72856,863.1340206185567,7.315403234142313,7.556686815331174,2.03125,1.967003892684587,0.6616999017892121,0.1799953119173961,1.8150064837836364,1.0224832899851821,0.9121952321777506,2.3576270060865463,56.36379123597511
44b6_e35b117d,39054,100,28641,390.54,8.899940138397877,8.788531233943473,2.03125,2.2450617579910994,0.6301851674944948,0.15704794113541817,1.5577927389053672,0.7943267620400465,0.8305563788961279,2.3813354669997953,57.90960677599862
44b6_e57ff5c6,22176,100,20314,221.76,11.399285986903351,11.440103870267087,2.0714766773970688,3.5439882909210842,0.6273626465279581,0.21616989698500824,1.7453534987770247,0.909447358050993,1.121787436410672,2.386672506257215,58.3814364972583
44b6_eb2880fc,50595,100,48084,505.95,8.252620166803746,8.384905522723557,1.4647552056572457,1.8709491816057868,0.6823472339758869,0.16092106513534457,1.528988072926929,0.7959687717682024,0.7812887266955225,2.3149463641057415,53.50170080596206
44b6_f28707c6,22089,73,18656,302.5890410958904,9.202698563769294,9.165417765301264,2.569350598886808,2.032001999926675,0.7141121767807506,0.2499596829825082,2.3538651843971787,1.2435413336293146,1.094318774490077,2.4005387663434288,59.5533466658296
6bba_05b6850b,7881,100,6362,78.81,10.310832728712448,10.538893913831252,2.333728575156074,4.0012847932943325,0.913152767320137,0.4370733766714928,2.802342077397386,1.7490483014251703,1.4735579967410897,2.3646672795609693,57.06779265745464
6bba_05db0fb1,81767,100,69800,817.67,7.195965285555758,7.368707591056928,1.6750116604071745,1.8279462941813827,0.6518935480806438,0.20939392453462335,1.774423293341222,1.0294090038441603,1.060542048542747,2.391427743035577,58.498638091474916
6bba_062c8d37,6727,100,6030,67.27,10.340823131898018,10.60149053494366,2.471122277933652,3.1145880340488423,0.950699503618998,0.47632490594252064,3.205483260967192,1.6765067014466415,1.5189142349599074,2.3568254059610525,56.45740201828898
6bba_07477033,5713,100,4836,57.13,11.703930995968236,11.844121036404516,4.0625,4.672188419981301,1.0480703781235778,0.48090271742877483,2.6966552073780328,1.3965500583508215,1.6253739056271717,2.382241656786277,58.29956566791179
6bba_07e24132,38387,100,21485,383.87,8.35363124029937,8.09447390585083,1.6750116604071745,2.667979814483878,0.681130492063459,0.18840416681976935,1.553518984307734,0.8697295747270863,0.958112001091286,2.361465291164457,56.569855290744016
6bba_085bf656,9310,100,8463,93.1,10.584414547642242,10.416965388520014,2.03125,3.0147584049550544,0.7220931216911923,0.24140903062919958,2.9651804313422234,1.428857563364195,1.1493512167617985,2.389251761772288,58.82200120943073
6bba_09961292,38973,100,31117,389.73,6.899050247389618,7.012962328788028,1.625,2.0320209830772944,0.7083334996710543,0.2278860761847241,1.7684448154402241,1.1848177835371505,1.0625801699352833,2.266360805618505,50.54298210062633
6bba_0c7fa718,15776,100,13650,157.76,7.816381870753056,8.135149910265945,2.0714766773970688,2.285242533417641,0.6019463461166963,0.2667628854475695,2.571208297356383,1.7204563206775894,1.56095921918565,2.37621542607822,57.73792254765657
6bba_0e7c0d07,26441,86,22467,307.45348837209303,12.218808689507469,12.2213072771492,2.632800908728193,3.7547930439976955,0.7253853503336106,0.22863340759199863,2.100646248860677,1.1390240183938234,1.0136928749705685,2.3769509138652096,57.837232540998066
6bba_12665c0e,8842,100,8314,88.42,9.9488027202296,9.859412143353172,2.6012692214570947,2.64844456265505,0.7602053864584936,0.27126718240701514,3.2171785020671226,1.498987531393127,1.2022275780785245,2.3603955176634246,56.92186749278444
6bba_13f19531,6423,100,5773,64.23,12.73709574028147,13.06332234253599,3.8540258983302125,3.398681814616175,0.807540346004982,0.296935785159534,3.1421894747054493,1.6233082888895414,1.1398887370373776,2.3511870212315116,56.30133422167213
6bba_15403b9a,7350,100,6889,73.5,9.954709429192873,10.285428482202382,2.471122277933652,2.6648766410029996,0.7658905730462584,0.276310217310858,3.118903736482748,1.7040426706693537,1.1938094574801763,2.4223854586938773,60.703860233945576
6bba_1d0d8384,21497,100,17909,214.97,7.715939786787089,7.501887783251626,2.0714766773970688,2.2921571170280646,0.6538040188686793,0.2472351804575407,2.130295874443687,1.362256286065433,1.2723844719514072,2.3316225680443785,54.443932459481786
6bba_1ebfb80d,13223,100,11558,132.23,7.31365712764643,7.3125,1.6750116604071745,2.2204482751836223,0.5704523290615594,0.2716080673060379,2.1813852227052615,1.1411808747001329,1.6886268575469046,2.3196174853323757,54.20498238279815
6bba_1f58c2f6,35733,100,28903,357.33,8.405234530260536,8.463270828999862,2.03125,2.2090882705696835,0.6170910232670082,0.1854582785359767,1.5137079013688561,0.8454263308036645,1.0132692116469018,2.3408222166398005,55.16221089875997
6bba_207c6aaf,14724,100,11999,147.24,11.75970090683828,11.265657506887914,2.7252078475778685,5.12841704187126,0.7217394919206737,0.2072553713247501,1.748501376053532,0.8455274414831085,0.940525447360952,2.3727033039405057,57.469599615225476
6bba_20852818,11139,100,9758,111.39,8.762739811214633,8.960542008421202,2.7252078475778685,2.041988905926363,0.6730392622221025,0.28811589522199554,2.840770240119717,1.6799429981624197,1.4375615748615524,2.3857827603537123,58.383275983409646
6bba_2312ac41,12510,100,11950,125.1,10.444892848630438,10.313469822357737,3.494694639736067,2.4578978925887607,0.6979846003705037,0.22908342514873292,2.7677157836900723,1.1950331428568908,1.1581163863852204,2.3695221711910475,57.64802496900479
6bba_23af9eeb,5289,100,4450,52.89,11.279038634605822,10.164371752597402,2.6012692214570947,5.263840460993192,0.8060318188757798,0.38792628404207724,2.641770600925317,1.2306236274294606,1.4737176857468606,2.3199909601058804,54.14577854547174
6bba_2540cd90,4395,100,3783,43.95,13.174837860333016,13.05700392749041,2.03125,6.796130264942963,1.0054278522161546,0.4764251146237009,2.489710742139204,1.2667352832331626,1.3755839168540174,2.4333318636018206,61.29378982932423
6bba_2646afc7,6430,100,5495,64.3,10.697919034119067,11.809234006170763,2.03125,4.369531061569293,0.8745385908398133,0.37155512758582093,2.665125492466874,1.4238323925947376,1.2767696387272545,2.3872911437387248,58.5410400779409
6bba_268e1230,5844,100,5107,58.44,11.837875722231248,11.294919004246998,4.667457150312148,4.879348073738819,0.5508502576639288,0.33470239052280043,2.534669107099059,1.4069603340221675,2.3836556578150234,2.325240663451403,54.58736949530288
6bba_2819ca14,6173,100,5534,61.73,11.212894230137652,11.272980001978182,3.25,2.210278772471568,0.8480154100064798,0.300197083679631,2.6474364712549816,1.3401305634565244,1.1593889144342873,2.40865801960149,59.865942077433985
6bba_283bf9f1,21689,100,20861,216.89,10.231447963836283,10.309469251615235,2.569350598886808,2.596349336445458,0.7299669091152198,0.22653349926931574,2.62430687050977,1.1985505818713218,1.0022604440478786,2.375757155959242,57.969751689733506
6bba_312f0dc3,10552,81,9963,130.2716049382716,9.98118048330035,9.95105208005666,2.7252078475778685,2.739303302833178,0.6091514311579795,0.2558350975083372,3.0057696173617403,1.4532644013746394,1.5091760212204497,2.3777961272772936,58.089873949055146
6bba_32db13fc,46220,100,38705,462.2,8.098321439118125,8.255975582116266,2.03125,1.9042616147357283,0.5972398589882302,0.21979579457775686,1.7439432815994156,0.9804639062605605,1.2451439710654841,2.369962709570316,57.12607774963868
6bba_337b1b3a,32571,100,30480,325.71,9.547366227170555,9.514405234985466,2.1877232028983924,2.992501625343037,0.6171501778921434,0.21999242083616194,2.568578933346468,1.4102636595570108,1.1990085868716052,2.3627517764385497,56.70672454893033
6bba_372c8cb8,8332,100,7021,83.32,12.128744429282065,11.66156882670595,2.0714766773970688,4.925446961558117,0.790344588356457,0.3652792093498589,2.6316224419533123,1.4050646822618185,1.307606192993025,2.3581160789894384,56.60724288654585
6bba_3a1849c2,7964,100,7003,79.64,12.005968044228156,11.206905307108649,1.8168052317185792,6.369755463668277,0.8673836803227022,0.3686346687914034,2.3129168942508795,1.0654406955643991,1.3632770493122421,2.275970537694626,51.21837580210321
6bba_3abfe10a,62599,100,52065,625.99,8.09884763083171,7.761395352158012,2.569350598886808,2.652259468367581,0.6781856368462436,0.19810366675937405,1.8614070536645804,1.0362838132130197,0.9622658483298904,2.370069654861579,57.51385210158022
6bba_3c5691b6,7428,100,6258,74.28,15.744273162509097,14.542893368490088,4.394265616971737,6.710215360810889,0.8839307581677437,0.3894174354406945,2.8578536120296714,1.4308030961076126,1.230527049497589,2.381790387749058,58.05121622586161
6bba_3db54e20,24687,100,23236,246.87,15.48078239938474,15.94709290646994,4.596194077712559,4.829857338836025,0.7143347110520517,0.2425277996229861,2.143020166973611,1.100768855860216,1.0367121112786906,2.391863390260866,58.92149886313241
6bba_3fda6b25,10432,100,9842,104.32,10.29333960706596,10.34941310232131,2.368824207280903,3.7828628798798016,0.7886657669848544,0.29159149693655717,2.2030931742279036,1.2364424213119025,1.2028411768652456,2.2974763268078986,52.89935425902607
6bba_43fea39d,6387,100,5748,63.87,10.591928919104324,9.938583804445141,3.6787502123683256,3.6453341627846045,1.0011552032769688,0.42188081123934457,2.883895342271708,1.5162855137044464,1.3989661698131797,2.380748320220761,58.17376385036793
6bba_474be664,34260,100,28293,342.6,8.263415613863865,8.225935547097363,2.569350598886808,2.219191064944281,0.6436655241876824,0.21690248943591914,1.7630634484256298,0.9954403206997673,1.157255991477751,2.41811338690864,60.422120585591074
6bba_48816121,25497,100,23965,254.97,9.626111256694632,9.65645226325383,2.6012692214570947,2.4731949899221926,0.694865100744009,0.2235975343272436,2.7580737378405273,1.365996276262925,1.0681482847222554,2.4164065417331453,60.66499765510374
6bba_4aa14c89,7107,100,6787,71.07,15.232967247694061,15.256302471832285,3.350023320814349,6.765774168494122,0.571124150725482,0.2419418884866328,2.2713165975732097,1.4117806859671858,1.4944444396630365,2.319782546427466,54.16724259131138
6bba_4f99ce20,6675,100,5965,66.75,12.125961755791536,12.258383435278027,2.03125,3.3404132556648114,0.8347895218097379,0.34644151106988585,2.6075549142717604,1.1685911220752008,1.3485708133706618,2.391643094082397,58.78595022097378
6bba_4ffd3da3,18726,100,17637,187.26,10.696551930171264,10.65583760199075,2.9295104113144914,2.3512533845571,0.7627746568845455,0.22059176863992747,2.216087652586755,0.9707462480220096,0.9476768693530274,2.373731146609527,57.793972775493955
6bba_55b7eebe,5708,100,5257,57.08,11.492739684703412,11.11430409412905,2.03125,5.977489735489237,0.7295830480721794,0.4516481836890932,2.559121325722267,1.2430649266176423,2.561156477441317,2.37982705192712,58.07431721526104
6bba_55c70843,42246,100,35415,422.46,10.87360264433495,9.30835688037905,5.745242597140699,6.041526124653329,0.7282221026021399,0.18653644049138796,1.590811609706687,0.8948808621824489,0.8288953432694862,2.376364180499456,57.68776299924135
6bba_57b7cc1e,85101,100,65511,851.01,7.524311964812617,7.413366833800955,2.368824207280903,2.025245905867644,0.5752973880163335,0.19487821897749766,1.6130033956230894,13.612761782622036,1.1393010836123039,2.347132942444037,56.15566895540722
6bba_5a4d9360,6272,100,5976,62.72,9.621739314901294,9.917826437783633,3.2752922102462856,2.8195968087720162,0.8724980258721301,0.38755018797613217,3.4096560146535397,1.763156073075571,1.4120316701428612,2.385601146742666,58.53987540632653
6bba_5b28472a,7007,100,5802,70.07,11.272244573133053,11.095906480544976,2.03125,4.380336993756292,0.9567401761581276,0.47481591439934495,2.811786136094173,1.5712745975884181,1.4601683238745318,2.358904528400172,56.84236987712002
6bba_5c039895,9591,100,8570,95.91,10.029063105403793,10.017172754824587,3.494694639736067,2.8052613868762064,0.6976030087060786,0.2461902921760271,2.308233058784909,1.0535723868554099,1.2306286873653598,2.4160669238974037,60.292214969502666
6bba_5c824876,26520,100,24647,265.2,9.92098110536278,9.825876630738858,2.7252078475778685,2.603539434907768,0.6971910023800906,0.2465946966540837,2.523366741717452,1.2091492150770173,1.107730616005002,2.3975464224053544,59.19894564880694
6bba_5dfe9ad1,29955,100,26913,299.55,10.310200628317011,10.29344831069744,2.471122277933652,2.2051140857978475,0.6326127737813386,0.20877040145012546,1.8454902840822554,0.8467712133488288,1.1202368362438369,2.34268946207578,55.42963841239626
6bba_5f89039d,4891,100,4611,48.91,13.887847100421494,14.325664813172644,2.2980970388562794,4.863488871045632,0.9690267035677775,0.5041809638840562,2.8890508170517273,1.3865333378531222,1.6906209546591593,2.3855994676753225,58.43460167164179
