dataset,gt_node_id,has_prev,has_next,prev_detected,next_detected,both_surrounding_detected,dist_delta_t2_um,interp_error_um,is_recovered_node
44b6_12dfb391,193000000049.0,True,True,True,True,True,5.154734625807618,0.8375058302035873,True
44b6_144b256d,330000000014.0,True,True,True,True,True,2.4375,5.970631248033997,True
44b6_144b256d,331000000009.0,True,True,True,True,True,2.632800908728193,1.7473473198680336,True
44b6_144b256d,333000000009.0,True,True,True,True,True,4.1429533547941375,3.7454399357752353,True
44b6_144b256d,359000000012.0,True,True,True,True,True,1.86167137607581,2.732767384561847,True
44b6_144b256d,364000000012.0,True,True,True,True,True,1.86167137607581,1.5335601196643711,True
44b6_144b256d,422000000013.0,True,True,True,False,False,,,False
44b6_144b256d,423000000013.0,True,True,False,False,False,,,False
44b6_144b256d,424000000013.0,True,True,False,True,False,,,False
44b6_144b256d,426000000013.0,True,True,True,True,True,2.333728575156074,6.944974155144496,True
44b6_1574802b,157000000021.0,True,True,True,True,True,2.7252078475778685,0.8375058302035873,True
44b6_1574802b,160000000020.0,True,True,True,True,True,1.21875,1.5864569654185392,True
44b6_1574802b,182000000022.0,True,True,True,True,True,3.494694639736067,3.107215016095603,True
44b6_1574802b,195000000021.0,True,True,True,True,True,14.608063109546727,3.901903832185642,True
44b6_1574802b,199000000021.0,True,True,True,True,True,5.773897351442957,4.231635414499931,True
44b6_1574802b,212000000021.0,True,True,True,False,False,,,False
44b6_1574802b,213000000021.0,True,True,False,False,False,,,False
44b6_1574802b,214000000021.0,True,True,False,False,False,,,False
44b6_1574802b,215000000021.0,True,True,False,False,False,,,False
44b6_1574802b,216000000021.0,True,True,False,True,False,,,False
44b6_18ced818,257000000006.0,True,True,True,True,True,5.9150892850404215,1.1490485194281397,True
44b6_18ced818,259000000006.0,True,True,True,True,True,2.4375,1.625,True
44b6_18ced818,311000000008.0,True,True,True,True,True,3.2752922102462856,5.647459502123499,True
44b6_1d530831,112000000074.0,True,True,True,True,True,13.424703209009873,2.2980970388562794,True
44b6_1d530831,115000000074.0,True,True,True,True,True,4.614113030962723,2.762798697086887,True
44b6_1d530831,119000000086.0,True,True,True,True,True,6.550584420492571,3.494694639736067,True
44b6_1d530831,127000000086.0,True,True,True,True,True,3.72334275215162,2.7252078475778685,True
44b6_1d530831,141000000082.0,True,True,True,True,True,9.020213845164648,5.777469202914456,True
44b6_1d530831,147000000019.0,True,True,True,False,False,,,False
44b6_1d530831,148000000019.0,True,True,False,True,False,,,False
44b6_1d530831,150000000019.0,True,True,True,True,True,6.147678042358757,3.816372265073862,True
44b6_1d530831,150000000078.0,True,True,True,False,False,,,False
44b6_1d530831,151000000078.0,True,True,False,True,False,,,False
44b6_1d530831,152000000019.0,True,True,True,True,True,8.53125,4.187529151017936,True
44b6_1d530831,154000000068.0,True,True,True,False,False,,,False
44b6_1d530831,155000000068.0,True,True,False,True,False,,,False
44b6_1d530831,157000000078.0,True,True,True,False,False,,,False
44b6_1d530831,158000000078.0,True,True,False,True,False,,,False
44b6_1d530831,164000000060.0,True,True,True,True,True,9.056733078903232,1.5335601196643711,True
44b6_1d530831,172000000064.0,True,True,True,True,True,1.21875,5.378019682292451,True
44b6_1d530831,174000000066.0,True,True,True,True,True,1.7235727791422095,5.14672415534872,True
44b6_24264f12,101000000021.0,True,True,True,True,True,5.025034981221523,1.3006346107285474,True
44b6_24264f12,103000000009.0,True,True,True,False,False,,,False
44b6_24264f12,104000000009.0,True,True,False,True,False,,,False
44b6_24264f12,104000000021.0,True,True,True,True,True,4.318496736423452,0.8375058302035873,True
44b6_24264f12,106000000009.0,True,True,True,True,True,7.468815376282908,3.053638326856997,True
44b6_24264f12,108000000009.0,True,True,True,True,True,3.040096626753827,2.333728575156074,True
44b6_24264f12,113000000014.0,True,True,True,False,False,,,False
44b6_24264f12,114000000014.0,True,False,False,False,False,,,False
44b6_24264f12,129000000025.0,True,True,True,True,True,5.58501412822743,5.705607336482681,True
44b6_24264f12,135000000025.0,True,True,True,True,True,5.525597394173774,4.265625,True
44b6_24264f12,150000000024.0,True,True,True,False,False,,,False
44b6_24264f12,151000000024.0,True,True,False,True,False,,,False
44b6_267148e4,28000000002.0,True,True,True,False,False,,,False
44b6_267148e4,29000000002.0,True,True,False,True,False,,,False
44b6_267148e4,33000000002.0,True,True,True,True,True,7.012962328788028,3.1598834284273845,True
44b6_267148e4,34000000001.0,True,True,True,False,False,,,False
44b6_267148e4,35000000001.0,True,True,False,True,False,,,False
44b6_267148e4,35000000002.0,True,True,True,True,True,7.368707591056928,1.166864287578037,True
44b6_267148e4,41000000001.0,True,True,True,True,True,5.041429918683786,7.112276193754711,False
44b6_267148e4,46000000001.0,True,True,True,False,False,,,False
44b6_267148e4,46000000078.0,True,True,True,True,True,7.675867723749543,4.207189020370371,True
44b6_267148e4,47000000001.0,True,True,False,True,False,,,False
44b6_267148e4,48000000078.0,True,True,True,True,True,6.410516871711672,6.727701159432173,True
44b6_267148e4,50000000001.0,True,True,True,True,True,15.639305950872629,2.5853591687133144,True
44b6_267148e4,50000000078.0,True,True,True,False,False,,,False
44b6_267148e4,51000000078.0,True,True,False,False,False,,,False
44b6_267148e4,52000000078.0,True,True,False,False,False,,,False
44b6_267148e4,53000000078.0,True,True,False,True,False,,,False
44b6_267148e4,59000000001.0,True,True,True,True,True,7.198768340834423,4.950585902825038,True
44b6_267148e4,64000000002.0,True,True,True,True,True,19.007117293595577,1.4787723212601054,True
44b6_267148e4,64000000081.0,True,True,True,True,True,11.996418736439638,2.333728575156074,True
44b6_267148e4,65000000001.0,True,True,True,True,True,11.206905307108649,4.70706852941669,True
44b6_267148e4,68000000001.0,True,True,True,True,True,7.929683651476899,2.732767384561847,True
44b6_267148e4,71000000083.0,True,True,True,True,True,5.025034981221523,4.087811771366803,True
44b6_267148e4,72000000001.0,True,True,True,True,True,3.350023320814349,4.97552604002833,True
44b6_267148e4,75000000002.0,True,True,True,True,True,6.9181882111576005,1.6501953009416794,True
44b6_267148e4,86000000002.0,True,True,True,False,False,,,False
44b6_267148e4,87000000002.0,True,True,False,False,False,,,False
44b6_267148e4,88000000002.0,True,True,False,False,False,,,False
44b6_267148e4,89000000002.0,True,True,False,False,False,,,False
44b6_267148e4,90000000002.0,True,True,False,False,False,,,False
44b6_267148e4,91000000002.0,True,True,False,False,False,,,False
44b6_267148e4,91000000085.0,True,True,True,True,True,5.450415695155737,1.4647552056572457,True
44b6_267148e4,92000000002.0,True,True,False,True,False,,,False
44b6_267148e4,94000000002.0,True,True,True,True,True,3.494694639736067,2.5853591687133144,True
44b6_267148e4,101000000084.0,True,True,True,True,True,4.394265616971737,4.187529151017936,True
44b6_2a2eff9f,211000000035.0,True,True,True,True,True,1.284675299443404,5.837856319424965,True
44b6_2a2eff9f,215000000035.0,True,True,True,False,False,,,False
44b6_2a2eff9f,216000000035.0,True,True,False,True,False,,,False
44b6_2a2eff9f,244000000032.0,True,True,True,False,False,,,False
44b6_2a2eff9f,245000000032.0,True,True,False,False,False,,,False
44b6_2a2eff9f,246000000032.0,True,True,False,True,False,,,False
44b6_2f31fc2f,31000000020.0,True,True,True,False,False,,,False
44b6_2f31fc2f,32000000020.0,True,True,False,True,False,,,False
44b6_2f31fc2f,34000000020.0,True,True,True,True,True,5.28125,6.042755379636429,True
44b6_2f31fc2f,62000000022.0,True,True,True,True,True,18.35333012187434,4.793922136739916,True
44b6_2f31fc2f,75000000023.0,True,True,True,True,True,5.859020822628983,3.5648292823780494,True
44b6_2f31fc2f,77000000025.0,True,True,True,True,True,6.9181882111576005,4.072643586326945,True
44b6_2f31fc2f,92000000036.0,True,True,True,True,True,5.87308811976289,2.792507064113715,True
44b6_2f31fc2f,97000000036.0,True,True,True,True,True,16.750116604071746,1.4647552056572457,True
44b6_2f31fc2f,103000000027.0,True,True,True,True,True,11.036250637104976,1.9270129491651062,True
44b6_2f31fc2f,105000000027.0,True,True,True,True,True,5.816614806956019,6.653700362627175,True
44b6_2f31fc2f,108000000027.0,True,True,True,True,True,11.02128622257856,0.8125,True
44b6_33b596bf,83000000088.0,True,True,True,True,True,6.700046641628698,2.84375,True
44b6_33b596bf,85000000087.0,True,True,True,True,True,5.540511314400504,6.114028758212542,True
44b6_33b596bf,91000000087.0,True,True,True,True,True,3.093907824257213,6.779629702738196,True
44b6_33b596bf,93000000086.0,True,True,True,False,False,,,False
44b6_33b596bf,94000000086.0,True,True,False,True,False,,,False
44b6_341df25f,75000000024.0,False,True,False,True,False,,,False
44b6_341df25f,78000000026.0,True,False,True,False,False,,,False
44b6_341df25f,80000000027.0,False,True,False,True,False,,,False
44b6_341df25f,82000000027.0,True,True,True,False,False,,,False
44b6_341df25f,82000000028.0,True,True,True,False,False,,,False
44b6_341df25f,83000000027.0,True,True,False,True,False,,,False
44b6_341df25f,83000000028.0,True,True,False,True,False,,,False
44b6_341df25f,86000000027.0,True,False,True,False,False,,,False
44b6_341df25f,88000000001.0,True,True,True,True,True,1.21875,0.609375,True
44b6_3a861e03,20000000040.0,False,True,False,True,False,,,False
44b6_3a861e03,21000000068.0,True,False,True,False,False,,,False
44b6_3a861e03,32000000024.0,True,True,True,True,True,3.350023320814349,6.550584420492571,True
44b6_3a861e03,37000000071.0,True,True,True,True,True,5.296851954227152,2.9435609015697297,True
44b6_3a861e03,89000000083.0,True,True,True,True,True,2.9575446425202108,1.3626039237889342,True
44b6_3a861e03,90000000047.0,True,True,True,True,True,4.0827619710803615,1.166864287578037,True
44b6_3a861e03,90000000078.0,True,True,True,True,True,2.4375,3.65625,True
44b6_3a861e03,97000000041.0,True,True,True,True,True,3.832554834897995,3.0738390211793787,True
44b6_3a861e03,102000000020.0,True,True,True,False,False,,,False
44b6_3a861e03,102000000046.0,True,True,True,True,True,6.5253412267099105,3.553236310921355,True
44b6_3a861e03,103000000020.0,True,True,False,True,False,,,False
44b6_3a861e03,109000000031.0,True,True,True,True,True,3.5648292823780494,2.4794566094459083,True
44b6_3a861e03,112000000031.0,True,True,True,True,True,4.241374519244911,1.7824146411890247,True
44b6_3a861e03,114000000031.0,True,True,True,False,False,,,False
44b6_3a861e03,115000000031.0,True,True,False,True,False,,,False
44b6_3bb3690f,386000000005.0,False,True,False,True,False,,,False
44b6_3bb3690f,388000000004.0,True,True,True,True,True,0.9084026158592896,0.203125,True
44b6_3bb3690f,388000000005.0,True,True,True,False,False,,,False
44b6_3bb3690f,389000000005.0,True,True,False,False,False,,,False
44b6_3bb3690f,390000000004.0,True,True,True,True,True,1.8168052317185792,1.6750116604071745,True
44b6_3bb3690f,390000000005.0,True,True,False,True,False,,,False
44b6_3bb3690f,391000000003.0,True,True,True,True,True,7.379897738112636,1.5469539121286064,True
44b6_3bb3690f,393000000005.0,True,True,True,True,True,2.632800908728193,2.9991046841099096,True
44b6_3bb3690f,395000000005.0,True,True,True,False,False,,,False
44b6_3bb3690f,396000000005.0,True,True,False,False,False,,,False
44b6_3bb3690f,397000000005.0,True,True,False,True,False,,,False
44b6_3bb3690f,399000000003.0,True,True,True,True,True,6.613270867165506,3.6392835511436865,True
44b6_3bb3690f,402000000006.0,True,True,True,True,True,6.423376497217021,2.7100255130256614,True
44b6_3bb3690f,407000000005.0,True,True,True,True,True,6.858289350304491,2.2710065396482237,True
44b6_3bb3690f,408000000003.0,True,True,True,False,False,,,False
44b6_3bb3690f,409000000003.0,True,True,False,True,False,,,False
44b6_3bb3690f,409000000005.0,True,True,True,True,True,4.614113030962723,4.879229935719877,True
44b6_3bb3690f,413000000003.0,True,True,True,False,False,,,False
44b6_3bb3690f,413000000005.0,True,True,True,True,True,8.165523942160723,3.5648292823780494,True
44b6_3bb3690f,414000000003.0,True,True,False,True,False,,,False
44b6_3bb3690f,415000000005.0,True,True,True,False,False,,,False
44b6_3bb3690f,416000000005.0,True,True,False,True,False,,,False
44b6_3bb3690f,418000000005.0,True,True,True,True,True,6.345827861674157,5.202538442914189,True
44b6_3bb3690f,420000000005.0,True,True,True,False,False,,,False
44b6_3bb3690f,421000000005.0,True,True,False,True,False,,,False
44b6_3bb3690f,423000000005.0,True,True,True,False,False,,,False
44b6_3bb3690f,424000000005.0,True,True,False,False,False,,,False
44b6_3bb3690f,425000000005.0,True,True,False,False,False,,,False
44b6_3bb3690f,426000000005.0,True,True,False,True,False,,,False
44b6_3bb3690f,429000000005.0,True,True,True,False,False,,,False
44b6_3bb3690f,430000000005.0,True,True,False,True,False,,,False
44b6_3bb3690f,438000000005.0,True,True,True,True,True,9.165417765301264,3.524087038244799,True
44b6_3bb3690f,442000000006.0,True,True,True,True,True,13.698518681320984,4.600680358993113,True
44b6_3bb3690f,447000000007.0,True,True,True,True,True,1.86167137607581,6.439414915434864,True
44b6_3bb3690f,449000000006.0,True,True,True,True,True,0.40625,1.9162774174489976,True
44b6_3bb3690f,453000000006.0,True,True,True,True,True,7.761395352158012,2.159248368211726,True
44b6_40c45f5a,149000000026.0,True,True,True,True,True,3.350023320814349,2.6012692214570947,True
44b6_40c45f5a,175000000027.0,True,True,True,False,False,,,False
44b6_40c45f5a,176000000027.0,True,True,False,True,False,,,False
44b6_40c45f5a,202000000028.0,True,True,True,True,True,3.25,2.0714766773970688,True
44b6_40c45f5a,203000000027.0,True,True,True,True,True,4.487177913232324,2.16878151994386,True
44b6_40c45f5a,205000000027.0,True,True,True,False,False,,,False
44b6_40c45f5a,206000000027.0,True,True,False,False,False,,,False
44b6_40c45f5a,207000000027.0,True,True,False,True,False,,,False
44b6_40c45f5a,210000000027.0,True,True,True,False,False,,,False
44b6_40c45f5a,211000000027.0,True,True,False,True,False,,,False
44b6_40c45f5a,222000000027.0,True,True,True,True,True,8.52157189138248,2.9575446425202108,True
44b6_40c45f5a,224000000027.0,True,True,True,True,True,9.95105208005666,3.2752922102462856,True
44b6_40c45f5a,228000000027.0,True,True,True,True,True,9.27282867104208,2.0413809855401808,True
44b6_40c45f5a,229000000027.0,True,True,True,True,True,10.405076885828379,1.6750116604071745,True
44b6_415c0a3a,146000000038.0,False,True,False,False,False,,,False
44b6_415c0a3a,147000000038.0,True,True,False,False,False,,,False
44b6_415c0a3a,148000000007.0,True,True,True,True,True,7.278567102287373,4.4548790405155785,True
44b6_415c0a3a,148000000038.0,True,True,False,True,False,,,False
44b6_415c0a3a,150000000007.0,True,True,True,True,True,11.403980938689788,1.4072912811497127,True
44b6_415c0a3a,151000000011.0,True,True,True,False,False,,,False
44b6_415c0a3a,152000000011.0,True,True,False,False,False,,,False
44b6_415c0a3a,153000000011.0,True,True,False,True,False,,,False
44b6_415c0a3a,165000000062.0,True,True,True,True,True,5.025034981221523,3.306635433582753,True
44b6_415c0a3a,167000000011.0,True,True,True,True,True,1.86167137607581,6.191148703239569,True
44b6_415c0a3a,168000000038.0,True,True,True,False,False,,,False
44b6_415c0a3a,169000000036.0,True,True,False,True,False,,,False
44b6_415c0a3a,169000000059.0,True,True,True,False,False,,,False
44b6_415c0a3a,170000000058.0,True,True,False,True,False,,,False
44b6_415c0a3a,173000000011.0,True,True,True,True,True,1.86167137607581,6.578867238410044,True
44b6_415c0a3a,173000000060.0,True,True,True,True,True,2.0714766773970688,7.670490582827802,False
44b6_415c0a3a,175000000012.0,True,True,True,True,True,3.5648292823780494,6.191148703239569,True
44b6_415c0a3a,177000000012.0,True,True,True,True,True,7.357500424736651,3.65625,True
44b6_415c0a3a,179000000012.0,True,True,True,False,False,,,False
44b6_415c0a3a,180000000012.0,True,True,False,True,False,,,False
44b6_415c0a3a,181000000060.0,True,True,True,False,False,,,False
44b6_415c0a3a,182000000012.0,True,True,True,False,False,,,False
44b6_415c0a3a,182000000060.0,True,True,False,True,False,,,False
44b6_415c0a3a,183000000012.0,True,True,False,False,False,,,False
44b6_415c0a3a,184000000012.0,True,True,False,True,False,,,False
44b6_415c0a3a,186000000012.0,True,True,True,True,True,7.187296192762616,3.728879324358057,True
44b6_415c0a3a,187000000057.0,True,True,True,True,True,1.21875,3.4049954685175425,True
44b6_415c0a3a,190000000056.0,True,True,True,False,False,,,False
44b6_415c0a3a,191000000056.0,True,True,False,False,False,,,False
44b6_415c0a3a,192000000012.0,True,True,True,False,False,,,False
44b6_415c0a3a,192000000056.0,True,True,False,False,False,,,False
44b6_415c0a3a,193000000012.0,True,True,False,True,False,,,False
44b6_415c0a3a,193000000056.0,True,True,False,True,False,,,False
44b6_415c0a3a,204000000007.0,True,True,True,False,False,,,False
44b6_415c0a3a,205000000007.0,True,True,False,False,False,,,False
44b6_415c0a3a,206000000007.0,True,True,False,False,False,,,False
44b6_415c0a3a,207000000007.0,True,True,False,False,False,,,False
44b6_415c0a3a,208000000007.0,True,True,False,True,False,,,False
44b6_415c0a3a,212000000007.0,True,True,True,False,False,,,False
44b6_415c0a3a,213000000007.0,True,True,False,False,False,,,False
44b6_415c0a3a,214000000007.0,True,True,False,False,False,,,False
44b6_415c0a3a,215000000007.0,True,True,False,False,False,,,False
44b6_415c0a3a,216000000007.0,True,True,False,True,False,,,False
44b6_415c0a3a,221000000007.0,True,True,True,False,False,,,False
44b6_415c0a3a,222000000007.0,True,True,False,False,False,,,False
44b6_415c0a3a,223000000007.0,True,True,False,False,False,,,False
44b6_415c0a3a,224000000007.0,True,True,False,True,False,,,False
44b6_415c0a3a,228000000007.0,True,True,True,False,False,,,False
44b6_415c0a3a,229000000007.0,True,True,False,False,False,,,False
44b6_415c0a3a,230000000007.0,True,True,False,True,False,,,False
44b6_53f95252,181000000057.0,True,True,True,False,False,,,False
44b6_53f95252,182000000057.0,True,True,False,True,False,,,False
44b6_53f95252,185000000055.0,True,True,True,True,True,2.9575446425202108,1.015625,True
44b6_551a5dba,264000000005.0,False,True,False,False,False,,,False
44b6_551a5dba,265000000005.0,True,True,False,False,False,,,False
44b6_551a5dba,266000000005.0,True,True,False,True,False,,,False
44b6_551a5dba,272000000020.0,True,True,True,False,False,,,False
44b6_551a5dba,273000000020.0,True,True,False,False,False,,,False
44b6_551a5dba,274000000004.0,True,True,True,False,False,,,False
44b6_551a5dba,274000000020.0,True,True,False,False,False,,,False
44b6_551a5dba,275000000004.0,True,True,False,True,False,,,False
44b6_551a5dba,275000000020.0,True,True,False,False,False,,,False
44b6_551a5dba,276000000021.0,True,True,False,False,False,,,False
44b6_551a5dba,277000000021.0,True,True,False,True,False,,,False
44b6_551a5dba,305000000006.0,True,True,True,True,True,10.381257525584267,3.380673760972064,True
44b6_551a5dba,307000000006.0,True,True,True,True,True,11.051194788347548,2.1877232028983924,True
44b6_551a5dba,309000000006.0,True,True,True,True,True,4.394265616971737,3.750943891625813,True
44b6_551a5dba,311000000006.0,True,True,True,True,True,5.025034981221523,3.1794091555075137,True
44b6_5740d24b,147000000028.0,False,True,False,False,False,,,False
44b6_5740d24b,148000000028.0,True,True,False,True,False,,,False
44b6_5740d24b,199000000031.0,True,True,True,True,True,7.278567102287373,3.6392835511436865,True
44b6_5740d24b,201000000029.0,True,True,True,True,True,2.6012692214570947,5.8343214378901855,True
44b6_5740d24b,205000000029.0,True,True,True,True,True,3.8540258983302125,3.990773049328914,True
44b6_5740d24b,244000000026.0,True,True,True,True,True,0.40625,6.515849816265335,True
44b6_587a1e22,57000000020.0,True,True,True,False,False,,,False
44b6_587a1e22,58000000020.0,True,True,False,False,False,,,False
44b6_587a1e22,58000000024.0,True,True,True,False,False,,,False
44b6_587a1e22,59000000020.0,True,False,False,False,False,,,False
44b6_587a1e22,59000000025.0,True,True,False,True,False,,,False
44b6_587a1e22,71000000056.0,True,True,True,False,False,,,False
44b6_587a1e22,72000000056.0,True,True,False,True,False,,,False
44b6_587a1e22,74000000056.0,True,True,True,True,True,3.374565944310468,6.309966230347434,True
44b6_587a1e22,83000000059.0,True,True,True,True,True,4.942244555867304,5.92902355472636,True
44b6_587a1e22,85000000038.0,True,True,True,False,False,,,False
44b6_587a1e22,86000000038.0,True,True,False,True,False,,,False
44b6_587a1e22,87000000060.0,True,True,True,False,False,,,False
44b6_587a1e22,88000000060.0,True,True,False,False,False,,,False
44b6_587a1e22,89000000060.0,True,False,False,False,False,,,False
44b6_5f15d135,99000000026.0,True,True,True,False,False,,,False
44b6_5f15d135,100000000026.0,True,True,False,True,False,,,False
44b6_5f15d135,104000000026.0,True,True,True,True,True,7.761395352158012,1.015625,True
44b6_5f15d135,109000000026.0,True,True,True,False,False,,,False
44b6_5f15d135,110000000026.0,True,True,False,True,False,,,False
44b6_5f15d135,116000000026.0,True,True,True,True,True,9.510068677459696,8.404565351640738,False
44b6_5f15d135,118000000026.0,True,True,True,False,False,,,False
44b6_5f15d135,119000000026.0,True,True,False,False,False,,,False
44b6_5f15d135,120000000026.0,True,True,False,False,False,,,False
44b6_5f15d135,121000000027.0,True,True,False,True,False,,,False
44b6_5f15d135,123000000027.0,True,True,True,True,True,10.756039364584902,3.205258435855836,True
44b6_5f15d135,129000000012.0,True,True,True,False,False,,,False
44b6_5f15d135,129000000013.0,True,True,True,True,True,7.379897738112636,3.2626706133549552,True
44b6_5f15d135,130000000012.0,True,True,False,False,False,,,False
44b6_5f15d135,130000000029.0,True,True,True,True,True,3.2752922102462856,1.6376461051231428,True
44b6_5f15d135,131000000012.0,True,True,False,True,False,,,False
44b6_5f15d135,141000000013.0,True,True,True,True,True,3.9804208320226646,1.86167137607581,True
44b6_5f15d135,143000000013.0,True,True,True,False,False,,,False
44b6_5f15d135,144000000013.0,True,True,False,True,False,,,False
44b6_5f15d135,146000000013.0,True,True,True,True,True,1.9902104160113323,2.6012692214570947,True
44b6_5f15d135,154000000029.0,True,True,True,True,True,9.120289880261483,1.86167137607581,True
44b6_5f15d135,156000000013.0,True,True,True,False,False,,,False
44b6_5f15d135,157000000013.0,True,True,False,False,False,,,False
44b6_5f15d135,157000000029.0,True,True,True,False,False,,,False
44b6_5f15d135,158000000013.0,True,True,False,True,False,,,False
44b6_5f15d135,158000000029.0,True,True,False,True,False,,,False
44b6_5f15d135,159000000012.0,True,True,True,False,False,,,False
44b6_5f15d135,160000000012.0,True,True,False,False,False,,,False
44b6_5f15d135,160000000029.0,True,True,True,False,False,,,False
44b6_5f15d135,161000000012.0,True,True,False,False,False,,,False
44b6_5f15d135,161000000029.0,True,True,False,False,False,,,False
44b6_5f15d135,162000000012.0,True,True,False,False,False,,,False
44b6_5f15d135,162000000029.0,True,True,False,True,False,,,False
44b6_5f15d135,163000000012.0,True,True,False,False,False,,,False
44b6_5f15d135,164000000012.0,True,True,False,True,False,,,False
44b6_5f15d135,170000000012.0,True,True,True,False,False,,,False
44b6_5f15d135,171000000012.0,True,True,False,True,False,,,False
44b6_5f15d135,173000000012.0,True,True,True,True,True,1.6750116604071745,1.7824146411890247,True
44b6_668e0cc7,53000000042.0,True,True,True,True,True,8.443747686898277,2.6947576421637622,True
44b6_668e0cc7,62000000073.0,True,True,True,True,True,18.709565776962865,6.897282781329543,True
44b6_668e0cc7,92000000075.0,True,True,True,True,True,3.374565944310468,1.3006346107285474,True
44b6_668e0cc7,97000000034.0,True,True,True,True,True,14.743013440694545,2.0413809855401808,True
44b6_668e0cc7,102000000034.0,True,True,True,True,True,4.737648414561806,3.5648292823780494,True
44b6_668e0cc7,104000000006.0,True,True,True,True,True,4.1429533547941375,2.333728575156074,True
44b6_668e0cc7,106000000006.0,True,True,True,False,False,,,False
44b6_668e0cc7,107000000006.0,True,True,False,False,False,,,False
44b6_668e0cc7,108000000006.0,True,True,False,True,False,,,False
44b6_668e0cc7,110000000006.0,True,True,True,True,True,0.8125,0.5745242597140698,True
44b6_668e0cc7,111000000034.0,True,True,True,False,False,,,False
44b6_668e0cc7,112000000034.0,True,True,False,True,False,,,False
44b6_668e0cc7,118000000073.0,True,True,True,True,True,9.967623368938053,3.362317025690766,True
44b6_668e0cc7,129000000074.0,True,True,True,False,False,,,False
44b6_668e0cc7,130000000073.0,True,True,False,False,False,,,False
44b6_668e0cc7,131000000073.0,True,False,False,False,False,,,False
44b6_668e0cc7,134000000011.0,True,True,True,False,False,,,False
44b6_668e0cc7,135000000011.0,True,True,False,False,False,,,False
44b6_668e0cc7,136000000011.0,True,True,False,False,False,,,False
44b6_668e0cc7,137000000011.0,True,False,False,False,False,,,False
44b6_66f9292d,280000000008.0,True,True,True,True,True,4.021669817998489,1.8393751061841628,True
44b6_66f9292d,282000000008.0,True,True,True,False,False,,,False
44b6_66f9292d,283000000008.0,True,True,False,True,False,,,False
44b6_66f9292d,287000000009.0,True,True,True,True,True,2.03125,4.654178440189525,True
44b6_66f9292d,291000000014.0,True,True,True,True,True,1.86167137607581,3.880697676079006,True
44b6_66f9292d,293000000009.0,True,True,True,False,False,,,False
44b6_66f9292d,294000000009.0,True,True,False,False,False,,,False
44b6_66f9292d,295000000009.0,True,True,False,False,False,,,False
44b6_66f9292d,296000000009.0,True,True,False,False,False,,,False
44b6_66f9292d,297000000009.0,True,True,False,False,False,,,False
44b6_66f9292d,298000000009.0,True,True,False,False,False,,,False
44b6_66f9292d,298000000014.0,True,True,True,False,False,,,False
44b6_66f9292d,299000000009.0,True,True,False,True,False,,,False
44b6_66f9292d,299000000014.0,True,True,False,True,False,,,False
