dataset,is_true_edge,distance_um,forward_rank,reverse_rank,is_mutual_first,target_competition_count
6bba_6feb10f0,False,5.041429918683786,1,2,0,2
6bba_6feb10f0,False,5.28125,1,1,1,1
6bba_6feb10f0,False,4.958913218891817,1,1,1,1
6bba_6feb10f0,False,1.86167137607581,1,1,1,1
6bba_6feb10f0,False,0.8125,1,1,1,2
6bba_6feb10f0,False,0.8125,1,1,1,1
6bba_6feb10f0,False,5.6438053707139835,2,1,0,1
6bba_6feb10f0,False,4.823951472859154,1,1,1,2
6bba_6feb10f0,False,4.875,1,1,1,1
6bba_6feb10f0,False,1.6750116604071745,1,1,1,1
6bba_6feb10f0,False,5.154734625807618,2,1,0,1
6bba_6feb10f0,False,3.374565944310468,1,1,1,1
6bba_6feb10f0,False,6.319766856854769,2,1,0,1
6bba_6feb10f0,False,4.021669817998489,1,1,1,1
6bba_6feb10f0,False,6.5,2,1,0,1
6bba_6feb10f0,False,4.875,1,1,1,1
6bba_6feb10f0,False,5.6875,1,2,0,2
6bba_6feb10f0,False,5.450415695155737,1,1,1,1
6bba_6feb10f0,False,6.700046641628698,2,1,0,1
6bba_6feb10f0,False,6.90625,3,2,0,2
6bba_6feb10f0,False,3.25,1,1,1,1
6bba_6feb10f0,False,6.613270867165506,1,1,1,1
6bba_6feb10f0,False,2.03125,1,1,1,2
6bba_6feb10f0,False,5.138701197773616,1,1,1,1
6bba_6feb10f0,False,1.4647552056572457,1,1,1,1
6bba_6feb10f0,False,5.202538442914189,1,1,1,1
6bba_6feb10f0,False,2.0714766773970688,1,1,1,1
6bba_6feb10f0,False,4.908737426772795,1,1,1,1
6bba_6feb10f0,False,6.712351604504937,1,1,1,1
6bba_6feb10f0,False,5.138701197773616,1,2,0,2
6bba_6feb10f0,False,4.667457150312148,1,1,1,1
6bba_6feb10f0,False,0.40625,1,1,1,1
6bba_6feb10f0,False,4.0625,2,1,0,1
6bba_6feb10f0,False,3.5648292823780494,1,1,1,1
6bba_6feb10f0,False,1.6750116604071745,1,1,1,1
6bba_6feb10f0,False,4.318496736423452,1,1,1,1
6bba_6feb10f0,False,1.6750116604071745,1,1,1,1
6bba_6feb10f0,False,5.138701197773616,1,1,1,1
6bba_6feb10f0,False,1.86167137607581,1,1,1,1
6bba_6feb10f0,False,2.368824207280903,1,1,1,1
6bba_6feb10f0,False,0.40625,1,1,1,1
6bba_6feb10f0,False,4.908737426772795,1,1,1,1
6bba_6feb10f0,False,0.5745242597140698,1,1,1,1
6bba_6feb10f0,False,1.6750116604071745,1,1,1,1
6bba_6feb10f0,False,5.525597394173774,1,1,1,1
6bba_6feb10f0,False,4.908737426772795,1,1,1,1
6bba_6feb10f0,False,6.953879874753374,1,1,1,1
6bba_6feb10f0,False,2.368824207280903,1,1,1,1
6bba_6feb10f0,False,6.550584420492571,1,1,1,1
6bba_6feb10f0,False,1.8168052317185792,1,1,1,1
6bba_6feb10f0,False,4.875,1,2,0,2
6bba_6feb10f0,False,3.471001521535247,1,1,1,1
6bba_6feb10f0,False,4.958913218891817,1,1,1,1
6bba_6feb10f0,False,3.350023320814349,1,1,1,1
6bba_6feb10f0,False,2.03125,1,1,1,1
6bba_6feb10f0,False,6.563169608695177,3,3,0,3
6bba_6feb10f0,False,2.569350598886808,1,1,1,2
6bba_6feb10f0,False,5.9150892850404215,2,1,0,1
6bba_6feb10f0,False,4.89189779763437,1,1,1,1
6bba_6feb10f0,False,1.8168052317185792,1,1,1,1
6bba_6feb10f0,False,4.942244555867304,1,1,1,1
6bba_6feb10f0,False,3.471001521535247,1,1,1,1
6bba_6feb10f0,True,4.89189779763437,1,1,1,1
6bba_6feb10f0,False,1.7235727791422095,1,1,1,1
6bba_6feb10f0,False,3.350023320814349,1,1,1,2
6bba_6feb10f0,False,6.550584420492571,2,2,0,2
6bba_6feb10f0,False,3.350023320814349,1,1,1,1
6bba_6feb10f0,False,3.374565944310468,1,1,1,1
6bba_6feb10f0,False,5.58501412822743,2,2,0,3
6bba_6feb10f0,False,4.942244555867304,1,1,1,1
6bba_6feb10f0,False,5.525597394173774,2,1,0,1
6bba_6feb10f0,False,6.942003043070494,1,1,1,1
6bba_6feb10f0,False,5.154734625807618,1,1,1,1
6bba_6feb10f0,False,2.8145825622994254,1,1,1,1
6bba_6feb10f0,False,6.858289350304491,2,1,0,1
6bba_6feb10f0,False,1.4647552056572457,1,1,1,3
6bba_6feb10f0,False,4.4502457797294745,2,2,0,2
6bba_6feb10f0,False,3.65625,1,1,1,2
6bba_6feb10f0,False,3.5648292823780494,1,1,1,1
6bba_6feb10f0,False,3.2752922102462856,1,1,1,1
6bba_6feb10f0,False,0.40625,1,1,1,1
6bba_6feb10f0,False,5.759587794495366,2,2,0,2
6bba_6feb10f0,False,5.008586377412294,1,1,1,1
6bba_6feb10f0,False,1.8168052317185792,1,1,1,2
6bba_6feb10f0,False,4.772356925566235,2,3,0,3
6bba_6feb10f0,False,3.6787502123683256,1,1,1,1
6bba_6feb10f0,False,4.908737426772795,2,2,0,2
6bba_6feb10f0,False,1.1490485194281397,1,1,1,3
6bba_6feb10f0,False,2.333728575156074,1,1,1,1
6bba_6feb10f0,False,4.318496736423452,1,2,0,3
6bba_6feb10f0,False,6.942003043070494,2,1,0,1
6bba_6feb10f0,False,5.025034981221523,1,1,1,1
6bba_6feb10f0,False,3.2752922102462856,1,1,1,2
6bba_6feb10f0,False,2.333728575156074,1,1,1,1
6bba_6feb10f0,False,6.858289350304491,2,2,0,2
6bba_6feb10f0,False,3.2752922102462856,1,1,1,2
6bba_6feb10f0,False,6.9181882111576005,1,1,1,1
6bba_6feb10f0,False,6.953879874753374,2,1,0,1
6bba_6feb10f0,False,1.6750116604071745,1,1,1,1
6bba_6feb10f0,False,1.8168052317185792,1,1,1,2
6bba_6feb10f0,False,4.0827619710803615,1,1,1,2
6bba_6feb10f0,False,3.471001521535247,1,1,1,1
6bba_6feb10f0,False,2.1877232028983924,1,1,1,1
6bba_6feb10f0,False,3.471001521535247,1,1,1,1
6bba_6feb10f0,False,0.8125,1,1,1,1
6bba_6feb10f0,False,1.4647552056572457,1,1,1,1
6bba_6feb10f0,False,1.86167137607581,1,1,1,1
6bba_6feb10f0,False,3.5648292823780494,1,1,1,1
6bba_6feb10f0,False,4.875,1,1,1,1
6bba_6feb10f0,False,6.512682938889317,2,1,0,1
6bba_6feb10f0,False,2.03125,1,1,1,1
6bba_6feb10f0,False,5.6438053707139835,1,1,1,1
6bba_6feb10f0,False,4.375446405796785,1,2,0,2
6bba_6feb10f0,False,3.350023320814349,1,1,1,2
6bba_6feb10f0,False,6.894291116568838,2,1,0,1
6bba_6feb10f0,False,3.2752922102462856,1,1,1,1
6bba_6feb10f0,False,4.631962664465248,1,1,1,2
6bba_6feb10f0,False,4.772356925566235,1,1,1,1
6bba_6feb10f0,False,1.9902104160113323,1,1,1,1
6bba_6feb10f0,False,6.809990937035085,1,1,1,1
6bba_6feb10f0,False,0.0,1,1,1,2
6bba_6feb10f0,False,2.8726212985703494,1,1,1,1
6bba_6feb10f0,False,5.343384490423649,2,2,0,2
6bba_6feb10f0,False,1.1490485194281397,1,1,1,1
6bba_6feb10f0,False,6.700046641628698,2,2,0,2
6bba_6feb10f0,False,0.40625,1,1,1,1
6bba_6feb10f0,False,2.03125,1,1,1,1
6bba_6feb10f0,False,4.614113030962723,1,1,1,1
6bba_6feb10f0,False,6.662995408410545,2,2,0,2
6bba_6feb10f0,False,1.6750116604071745,1,1,1,2
6bba_6feb10f0,False,1.86167137607581,1,1,1,2
6bba_6feb10f0,False,6.858289350304491,2,2,0,2
6bba_6feb10f0,False,1.1490485194281397,1,1,1,1
6bba_6feb10f0,False,2.03125,1,1,1,1
6bba_6feb10f0,False,4.875,1,1,1,1
6bba_6feb10f0,False,0.5745242597140698,1,1,1,1
6bba_6feb10f0,False,3.2752922102462856,1,1,1,2
6bba_6feb10f0,False,2.7252078475778685,1,1,1,1
6bba_6feb10f0,False,6.613270867165506,1,1,1,1
6bba_6feb10f0,False,4.89189779763437,1,1,1,1
6bba_6feb10f0,False,0.5745242597140698,1,1,1,1
6bba_6feb10f0,False,5.090297909995052,1,1,1,1
6bba_6feb10f0,False,4.46875,1,2,0,2
6bba_6feb10f0,False,6.809990937035085,1,2,0,2
6bba_6feb10f0,False,1.8168052317185792,1,1,1,1
6bba_6feb10f0,False,2.0714766773970688,1,1,1,1
6bba_6feb10f0,False,6.550584420492571,1,2,0,2
6bba_6feb10f0,False,5.984436194204096,1,1,1,1
6bba_6feb10f0,False,6.345827861674157,2,1,0,1
6bba_6feb10f0,False,1.6750116604071745,1,1,1,1
6bba_6feb10f0,False,1.21875,1,1,1,1
6bba_6feb10f0,False,0.0,1,1,1,1
6bba_6feb10f0,False,1.7235727791422095,1,1,1,1
6bba_6feb10f0,False,6.700046641628698,1,2,0,2
6bba_6feb10f0,False,3.72334275215162,1,1,1,1
6bba_6feb10f0,False,1.8168052317185792,1,1,1,2
6bba_6feb10f0,False,6.358818311015027,1,2,0,2
6bba_6feb10f0,False,1.86167137607581,1,1,1,1
6bba_6feb10f0,False,0.40625,1,1,1,1
6bba_6feb10f0,False,0.9084026158592896,1,1,1,1
6bba_6feb10f0,False,5.025034981221523,1,1,1,1
6bba_6feb10f0,False,5.859020822628983,1,1,1,1
6bba_6feb10f0,False,4.0625,1,1,1,2
6bba_6feb10f0,False,1.8168052317185792,1,1,1,1
6bba_6feb10f0,False,0.40625,1,1,1,1
6bba_6feb10f0,False,0.5745242597140698,1,1,1,1
6bba_6feb10f0,False,2.1877232028983924,1,1,1,1
6bba_6feb10f0,False,0.8125,1,1,1,1
6bba_6feb10f0,False,0.40625,1,1,1,1
6bba_6feb10f0,False,1.21875,1,1,1,1
6bba_6feb10f0,False,2.03125,1,1,1,1
6bba_6feb10f0,False,0.9084026158592896,1,1,1,1
6bba_6feb10f0,False,1.8168052317185792,1,1,1,1
6bba_6feb10f0,False,2.03125,1,1,1,1
6bba_6feb10f0,False,2.7252078475778685,1,1,1,1
6bba_6feb10f0,False,0.40625,1,1,1,1
6bba_6feb10f0,True,0.0,1,1,1,1
6bba_6feb10f0,False,1.9902104160113323,1,1,1,1
6bba_6feb10f0,False,0.40625,1,1,1,1
6bba_6feb10f0,False,1.284675299443404,1,1,1,1
6bba_6feb10f0,False,1.7235727791422095,1,1,1,2
6bba_6feb10f0,False,6.214430032191206,2,1,0,1
6bba_6feb10f0,False,6.662995408410545,2,3,0,3
6bba_6feb10f0,False,1.7235727791422095,1,1,1,1
6bba_6feb10f0,False,3.350023320814349,1,1,1,1
6bba_6feb10f0,False,5.887121803139459,2,2,0,2
6bba_6feb10f0,False,1.625,1,1,1,1
6bba_6feb10f0,False,1.86167137607581,1,1,1,3
6bba_6feb10f0,False,5.420051026051323,2,3,0,3
6bba_6feb10f0,False,2.1877232028983924,1,1,1,1
6bba_6feb10f0,False,6.358818311015027,2,2,0,2
6bba_6feb10f0,False,6.9181882111576005,2,2,0,2
6bba_6feb10f0,False,0.9084026158592896,1,1,1,1
6bba_6feb10f0,False,4.162823748671087,2,1,0,2
6bba_6feb10f0,False,6.749131888620936,3,2,0,2
6bba_6feb10f0,False,0.8125,1,1,1,1
6bba_6feb10f0,False,0.8125,1,1,1,2
6bba_6feb10f0,False,5.041429918683786,2,2,0,3
6bba_6feb10f0,False,3.65625,1,1,1,3
6bba_6feb10f0,False,0.40625,1,1,1,1
6bba_6feb10f0,False,6.942003043070494,3,3,0,3
6bba_6feb10f0,False,6.09375,2,2,0,2
6bba_6feb10f0,False,1.7235727791422095,1,1,1,1
6bba_6feb10f0,False,5.998209368219819,2,1,0,1
6bba_6feb10f0,False,0.5745242597140698,1,1,1,1
6bba_6feb10f0,False,2.4375,1,1,1,1
6bba_6feb10f0,False,0.0,1,1,1,1
6bba_6feb10f0,False,6.9181882111576005,3,2,0,2
6bba_6feb10f0,False,2.1877232028983924,1,1,1,2
6bba_6feb10f0,False,5.2183757350827085,2,2,0,3
6bba_6feb10f0,True,0.40625,1,1,1,2
6bba_6feb10f0,False,5.58501412822743,2,2,0,2
6bba_6feb10f0,False,1.86167137607581,1,1,1,1
6bba_6feb10f0,False,2.03125,1,1,1,1
6bba_6feb10f0,False,1.6750116604071745,1,1,1,1
6bba_6feb10f0,False,6.20113711850496,2,2,0,2
6bba_6feb10f0,False,2.03125,1,1,1,2
6bba_6feb10f0,False,3.25,1,1,1,1
6bba_6feb10f0,False,6.09375,2,2,0,3
6bba_6feb10f0,False,1.625,1,1,1,2
6bba_6feb10f0,False,1.21875,1,1,1,3
6bba_6feb10f0,False,1.6750116604071745,1,1,1,1
6bba_6feb10f0,False,2.9295104113144914,1,1,1,1
6bba_6feb10f0,False,2.6012692214570947,1,1,1,1
6bba_6feb10f0,False,5.450415695155737,1,1,1,1
6bba_6feb10f0,False,6.147678042358757,2,2,0,2
6bba_6feb10f0,False,0.0,1,1,1,2
6bba_6feb10f0,False,3.374565944310468,1,1,1,1
6bba_6feb10f0,False,0.8125,1,1,1,1
6bba_6feb10f0,False,1.625,1,1,1,1
6bba_6feb10f0,False,0.5745242597140698,1,1,1,1
6bba_6feb10f0,False,1.625,1,1,1,1
6bba_6feb10f0,False,4.875,2,1,0,2
6bba_6feb10f0,False,0.40625,1,1,1,1
6bba_6feb10f0,False,2.1877232028983924,1,1,1,1
6bba_6feb10f0,False,0.0,1,1,1,1
6bba_6feb10f0,False,2.0714766773970688,1,1,1,1
6bba_6feb10f0,False,1.8168052317185792,1,1,1,1
6bba_6feb10f0,False,4.0625,1,1,1,1
6bba_6feb10f0,False,1.8168052317185792,1,1,1,2
6bba_6feb10f0,False,4.46875,2,2,0,2
6bba_6feb10f0,False,2.7252078475778685,1,1,1,2
6bba_6feb10f0,False,1.86167137607581,1,1,1,1
6bba_6feb10f0,False,1.625,1,1,1,1
6bba_6feb10f0,False,1.4647552056572457,1,1,1,1
6bba_6feb10f0,False,0.0,1,1,1,1
6bba_6feb10f0,False,0.9084026158592896,1,1,1,1
6bba_6feb10f0,False,0.0,1,1,1,1
6bba_6feb10f0,False,0.0,1,1,1,1
6bba_6feb10f0,False,0.0,1,1,1,1
6bba_6feb10f0,False,0.40625,1,1,1,1
6bba_6feb10f0,False,3.917733121653388,1,1,1,1
6bba_6feb10f0,False,3.6336104634371584,1,1,1,1
6bba_6feb10f0,False,4.823951472859154,1,2,0,2
6bba_6feb10f0,False,0.40625,1,1,1,2
6bba_6feb10f0,False,5.138701197773616,2,2,0,2
6bba_6feb10f0,False,0.0,1,1,1,1
6bba_6feb10f0,False,2.03125,1,1,1,1
6bba_6feb10f0,False,0.0,1,1,1,1
6bba_6feb10f0,False,1.6750116604071745,1,1,1,1
6bba_6feb10f0,False,6.662995408410545,1,1,1,1
6bba_6feb10f0,False,3.6336104634371584,2,2,0,2
6bba_6feb10f0,False,3.2752922102462856,1,1,1,2
6bba_6feb10f0,False,1.7235727791422095,1,1,1,1
6bba_6feb10f0,False,1.6750116604071745,1,1,1,1
6bba_6feb10f0,False,1.21875,1,1,1,1
6bba_6feb10f0,False,1.86167137607581,1,1,1,2
6bba_6feb10f0,False,3.040096626753827,1,1,1,1
6bba_6feb10f0,False,1.6750116604071745,1,1,1,1
6bba_6feb10f0,False,2.4375,1,1,1,1
6bba_6feb10f0,False,1.6750116604071745,1,1,1,1
6bba_6feb10f0,False,0.9084026158592896,1,1,1,1
6bba_6feb10f0,False,0.8125,1,1,1,1
6bba_6feb10f0,False,0.40625,1,1,1,1
6bba_6feb10f0,False,6.039340428598143,2,2,0,2
6bba_6feb10f0,False,1.21875,1,1,1,1
6bba_6feb10f0,False,2.0714766773970688,1,1,1,1
6bba_6feb10f0,True,0.0,1,1,1,1
6bba_6feb10f0,False,0.0,1,1,1,1
6bba_6feb10f0,False,0.8125,1,1,1,1
6bba_6feb10f0,False,2.569350598886808,1,1,1,1
6bba_6feb10f0,False,0.0,1,1,1,1
6bba_6feb10f0,False,3.6787502123683256,1,1,1,1
6bba_6feb10f0,False,0.8125,1,1,1,1
6bba_6feb10f0,False,1.8168052317185792,1,1,1,1
6bba_6feb10f0,False,0.5745242597140698,1,1,1,1
6bba_6feb10f0,False,0.5745242597140698,1,1,1,1
6bba_6feb10f0,False,4.0827619710803615,1,1,1,1
6bba_6feb10f0,False,1.21875,1,1,1,1
6bba_6feb10f0,False,3.2752922102462856,1,1,1,1
6bba_6feb10f0,False,0.0,1,1,1,1
6bba_6feb10f0,False,2.03125,1,1,1,1
6bba_6feb10f0,False,1.284675299443404,1,1,1,1
6bba_6feb10f0,False,1.21875,1,1,1,1
6bba_6feb10f0,False,0.0,1,1,1,1
6bba_6feb10f0,False,6.345827861674157,2,1,0,1
6bba_6feb10f0,False,0.0,1,1,1,1
6bba_6feb10f0,False,1.7235727791422095,1,1,1,1
6bba_6feb10f0,False,0.8125,1,1,1,1
6bba_6feb10f0,False,1.7235727791422095,1,1,1,1
6bba_6feb10f0,False,6.749131888620936,2,1,0,1
6bba_6feb10f0,False,0.8125,1,1,1,1
6bba_6feb10f0,False,1.4647552056572457,1,1,1,1
6bba_6feb10f0,False,1.6750116604071745,1,1,1,1
6bba_6feb10f0,False,1.6750116604071745,1,1,1,1
6bba_6feb10f0,False,0.0,1,1,1,1
6bba_6feb10f0,False,1.8168052317185792,1,1,1,1
6bba_6feb10f0,False,0.8125,1,1,1,1
6bba_6feb10f0,True,0.40625,1,1,1,1
6bba_6feb10f0,False,4.1429533547941375,1,1,1,1
6bba_6feb10f0,False,1.625,1,1,1,1
6bba_6feb10f0,True,0.5745242597140698,1,1,1,1
6bba_6feb10f0,False,1.6750116604071745,1,1,1,1
6bba_6feb10f0,False,0.40625,1,1,1,1
6bba_6feb10f0,False,0.40625,1,1,1,1
6bba_6feb10f0,False,2.9295104113144914,1,1,1,1
6bba_6feb10f0,False,0.40625,1,1,1,2
6bba_6feb10f0,False,6.550584420492571,3,2,0,2
6bba_6feb10f0,False,6.358818311015027,2,2,0,2
6bba_6feb10f0,True,1.7235727791422095,1,1,1,2
6bba_6feb10f0,False,6.942003043070494,2,2,0,2
6bba_6feb10f0,False,1.625,1,1,1,1
6bba_6feb10f0,False,2.4375,1,1,1,1
6bba_6feb10f0,False,0.9084026158592896,1,1,1,1
6bba_6feb10f0,False,0.5745242597140698,1,1,1,2
6bba_6feb10f0,False,5.540511314400504,2,2,0,2
6bba_6feb10f0,False,3.25,1,1,1,2
6bba_6feb10f0,False,6.563169608695177,2,1,0,2
6bba_6feb10f0,False,5.170718337426629,1,1,1,1
6bba_6feb10f0,False,5.28125,1,1,1,1
6bba_6feb10f0,False,1.4647552056572457,1,1,1,2
6bba_6feb10f0,False,2.9295104113144914,1,1,1,1
6bba_6feb10f0,False,6.90625,2,2,0,2
6bba_6feb10f0,False,0.40625,1,1,1,3
6bba_6feb10f0,False,0.8125,1,1,1,1
6bba_6feb10f0,False,5.154734625807618,1,1,1,1
6bba_6feb10f0,False,0.8125,1,1,1,1
6bba_6feb10f0,False,2.03125,1,1,1,1
6bba_6feb10f0,False,4.487177913232324,1,2,0,3
6bba_6feb10f0,False,3.350023320814349,1,1,1,2
6bba_6feb10f0,False,0.40625,1,1,1,2
6bba_6feb10f0,False,0.0,1,1,1,1
6bba_6feb10f0,False,6.942003043070494,2,3,0,3
6bba_6feb10f0,False,0.40625,1,1,1,3
6bba_6feb10f0,False,1.86167137607581,1,1,1,1
6bba_6feb10f0,False,6.858289350304491,2,1,0,1
6bba_6feb10f0,False,6.662995408410545,2,3,0,3
6bba_6feb10f0,False,5.887121803139459,1,2,0,2
6bba_6feb10f0,False,0.5745242597140698,1,1,1,1
6bba_6feb10f0,False,2.368824207280903,1,1,1,1
6bba_6feb10f0,False,0.40625,1,1,1,1
6bba_6feb10f0,False,3.350023320814349,1,1,1,2
6bba_6feb10f0,False,1.86167137607581,1,1,1,1
6bba_6feb10f0,False,3.300390601883359,1,1,1,1
6bba_6feb10f0,False,0.40625,1,1,1,2
6bba_6feb10f0,False,1.6750116604071745,1,1,1,1
6bba_6feb10f0,False,0.40625,1,1,1,3
6bba_6feb10f0,False,6.700046641628698,3,3,0,3
6bba_6feb10f0,False,5.28125,2,2,0,2
6bba_6feb10f0,False,0.40625,1,1,1,1
6bba_6feb10f0,False,1.7235727791422095,1,1,1,1
6bba_6feb10f0,False,1.625,1,1,1,1
6bba_6feb10f0,False,6.700046641628698,3,2,0,3
6bba_6feb10f0,False,6.613270867165506,2,2,0,3
6bba_6feb10f0,False,1.8168052317185792,1,1,1,2
6bba_6feb10f0,False,6.2541392543258905,2,2,0,2
6bba_6feb10f0,False,3.2752922102462856,1,1,1,1
6bba_6feb10f0,False,1.625,1,1,1,1
6bba_6feb10f0,False,6.20113711850496,2,2,0,2
6bba_6feb10f0,False,0.40625,1,1,1,2
6bba_6feb10f0,False,0.40625,1,1,1,1
6bba_6feb10f0,False,0.8125,1,1,1,1
6bba_6feb10f0,False,3.471001521535247,1,1,1,1
6bba_6feb10f0,False,1.4647552056572457,1,1,1,1
6bba_6feb10f0,False,0.9084026158592896,1,1,1,1
6bba_6feb10f0,False,3.0671202393287422,1,1,1,1
6bba_6feb10f0,False,0.0,1,1,1,1
6bba_6feb10f0,False,2.632800908728193,1,1,1,1
6bba_6feb10f0,True,0.5745242597140698,1,1,1,1
6bba_6feb10f0,False,2.9575446425202108,1,1,1,1
6bba_6feb10f0,False,1.21875,1,1,1,1
6bba_6feb10f0,False,6.625736987309412,1,1,1,1
6bba_6feb10f0,False,2.333728575156074,1,1,1,1
6bba_6feb10f0,False,0.5745242597140698,1,1,1,1
6bba_6feb10f0,False,0.0,1,1,1,1
6bba_6feb10f0,False,1.6750116604071745,1,1,1,1
6bba_6feb10f0,False,5.773897351442957,1,2,0,2
6bba_6feb10f0,False,1.7235727791422095,1,1,1,1
6bba_6feb10f0,False,5.404804720107841,1,1,1,1
6bba_6feb10f0,False,0.8125,1,1,1,1
6bba_6feb10f0,False,3.2752922102462856,1,1,1,1
6bba_6feb10f0,False,2.03125,1,1,1,1
6bba_6feb10f0,False,3.25,1,1,1,2
6bba_6feb10f0,False,6.809990937035085,2,2,0,2
6bba_6feb10f0,False,3.0671202393287422,1,1,1,1
6bba_6feb10f0,False,6.147678042358757,2,1,0,1
6bba_6feb10f0,False,2.471122277933652,1,1,1,1
6bba_6feb10f0,False,4.182599744775969,1,2,0,2
6bba_6feb10f0,False,0.0,1,1,1,1
6bba_6feb10f0,False,2.8726212985703494,1,1,1,2
6bba_6feb10f0,False,6.809990937035085,1,1,1,1
6bba_6feb10f0,False,5.202538442914189,1,1,1,1
6bba_6feb10f0,True,0.0,1,1,1,1
6bba_6feb10f0,False,0.40625,1,1,1,1
6bba_6feb10f0,False,2.4375,1,1,1,1
6bba_6feb10f0,False,4.755034338729848,1,2,0,2
6bba_6feb10f0,False,1.1490485194281397,1,1,1,1
6bba_6feb10f0,False,0.40625,1,1,1,1
6bba_6feb10f0,False,6.613270867165506,1,1,1,1
6bba_6feb10f0,False,2.471122277933652,1,1,1,1
6bba_6feb10f0,False,2.84375,1,1,1,1
6bba_6feb10f0,False,0.40625,1,1,1,1
6bba_6feb10f0,False,0.0,1,1,1,1
6bba_6feb10f0,False,6.724634051381532,2,2,0,2
6bba_6feb10f0,False,0.9084026158592896,1,1,1,1
6bba_6feb10f0,False,1.625,1,1,1,1
6bba_6feb10f0,False,4.0827619710803615,1,1,1,1
6bba_6feb10f0,False,2.03125,1,1,1,1
6bba_6feb10f0,False,0.0,1,1,1,1
6bba_6feb10f0,False,2.1877232028983924,1,1,1,1
6bba_6feb10f0,False,2.0714766773970688,1,1,1,1
6bba_6feb10f0,False,5.296851954227152,1,2,0,2
6bba_6feb10f0,False,1.284675299443404,1,1,1,1
6bba_6feb10f0,False,0.5745242597140698,1,1,1,1
6bba_6feb10f0,False,0.40625,1,1,1,1
6bba_6feb10f0,False,2.6012692214570947,1,1,1,1
6bba_6feb10f0,False,0.5745242597140698,1,1,1,1
6bba_6feb10f0,False,1.8168052317185792,1,1,1,1
6bba_6feb10f0,True,3.25,1,1,1,1
6bba_6feb10f0,False,1.8168052317185792,1,1,1,1
6bba_6feb10f0,True,0.5745242597140698,1,1,1,1
6bba_6feb10f0,False,1.284675299443404,1,1,1,1
6bba_6feb10f0,False,0.40625,1,1,1,1
6bba_6feb10f0,False,0.5745242597140698,1,1,1,2
6bba_6feb10f0,False,1.7235727791422095,1,1,1,1
6bba_6feb10f0,False,0.0,1,1,1,3
6bba_6feb10f0,False,1.21875,1,1,1,1
6bba_6feb10f0,False,0.8125,1,1,1,1
6bba_6feb10f0,False,6.625736987309412,1,2,0,2
6bba_6feb10f0,False,1.6750116604071745,1,1,1,1
6bba_6feb10f0,False,5.025034981221523,1,1,1,1
