dataset,chosen_method,gt_sampled_nodes,current_recall,hybrid_recall,recall_diff,avg_pred_current,avg_pred_hybrid,bg_median,bg_noise,snr_proxy,dyn_range,fg_ratio,vol_max,max_to_med,bg_gradient_std
44b6_74d0c52e,Method 1: Standard Bg-Sub,5,0.9999999998,0.9999999998,0.0,163.25,1099.0,214.0,553.0022238695329,4.475569624161617,2689.0,0.07930946350097656,3335.0,15.584111421303204,3.114181515637692
44b6_7a302da0,Method 2: Mild Bg-Sub,21,0.8571428571020409,0.9047619047188209,0.04761904761678004,830.25,1004.75,974.0,607.8576723498888,3.6422999400797242,3100.0,0.017259597778320312,4793.0,4.920944507998517,0.570790561087398
44b6_7e557709,Method 2: Mild Bg-Sub,25,0.99999999996,0.99999999996,0.0,649.0,730.0,401.0,226.09340252038547,5.90906203372706,1690.0,0.04740333557128906,3139.0,7.827929979353367,0.5710926246444716
44b6_808952d6,Method 2: Mild Bg-Sub,7,0.9999999998571428,0.9999999998571428,0.0,185.0,221.75,188.0,213.49147516679022,4.440458125341041,1089.0,0.03283119201660156,1831.0,9.739361184076532,1.0997323607813572
44b6_81c256f0,Method 1: Standard Bg-Sub,7,0.9999999998571428,0.9999999998571428,0.0,120.5,189.5,90.0,105.26315789473685,8.431866698972685,949.5650000000023,0.091033935546875,1954.0,21.7111086987657,1.6518569806313423
44b6_87bba6c4,Method 1: Standard Bg-Sub,8,0.74999999990625,0.999999999875,0.24999999996875,308.0,481.75,92.0,156.412157153447,7.429089572424558,1230.0,0.1111602783203125,2151.0,23.380432241257363,2.670036523265816
44b6_8cc6506c,Method 2: Mild Bg-Sub,16,0.9374999999414062,0.9374999999414062,0.0,452.25,599.5,654.0,1404.0029651593773,2.48717421670962,4104.0,0.000232696533203125,5464.0,8.354739933413763,1.6574221483001201
44b6_8f5ab931,Method 2: Mild Bg-Sub,25,0.8799999999648,0.8399999999664,-0.03999999999840009,335.0,392.0,412.0,621.9421793921423,3.2189486967537335,2367.0,0.0084228515625,3623.0,8.793689106949294,1.2275943643323197
44b6_8f9ecab4,Method 2: Mild Bg-Sub,16,0.9999999999375,0.9999999999375,0.0,935.0,1063.25,715.0,329.1326908821349,4.025731859668642,1947.0,0.022472381591796875,3332.0,4.66013979496308,0.44489135119961837
44b6_90724892,Method 2: Mild Bg-Sub,4,0.99999999975,0.99999999975,0.0,298.5,357.5,282.0,283.1727205337287,4.142348021255826,1438.0,0.022771835327148438,2880.0,10.212765595292002,0.8872073244438339
44b6_949adeb1,Method 2: Mild Bg-Sub,11,0.9999999999090909,0.9999999999090909,0.0,425.0,502.0,289.0,400.29651593773167,3.834657311611987,1789.0,0.021112442016601562,3044.0,10.532871607859114,1.2243369975697083
44b6_95029e92,Method 0: Global Norm,8,0.999999999875,0.999999999875,0.0,80.5,80.5,49.0,33.35804299481097,12.92041834896792,462.0,0.0661468505859375,1438.0,29.346932786340247,0.9881916754208634
44b6_97725144,Method 2: Mild Bg-Sub,9,0.8888888887901234,0.9999999998888889,0.11111111109876548,422.5,537.0,195.0,456.63454410674575,3.2586233052616422,1650.0,0.010461807250976562,2463.0,12.630768583037508,2.016027885145605
44b6_996155de,Method 1: Standard Bg-Sub,15,0.9999999999333333,0.9999999999333333,0.0,101.0,234.25,107.0,126.7605633802817,11.028665796627475,1488.0,0.06877899169921875,3872.0,36.186912505896025,1.9401960609611595
44b6_9be80b04,Method 2: Mild Bg-Sub,8,0.999999999875,0.999999999875,0.0,874.5,1034.5,1117.0,941.4381022979985,2.5769086340452776,3509.0,0.0010433197021484375,4917.0,4.401969521916119,0.6814928121865852
44b6_9bfa6a0a,Method 2: Mild Bg-Sub,13,0.9999999999230769,0.9999999999230769,0.0,805.0,915.75,548.0,415.1223128243143,3.3074588488971077,1879.0,0.008739471435546875,3543.0,6.46532834917284,0.6041300865250555
44b6_a21120c2,Method 1: Standard Bg-Sub,12,0.9999999999166667,0.9999999999166667,0.0,254.5,299.75,131.0,165.3076352853966,7.879641608536492,1408.5650000000023,0.06007575988769531,2521.0,19.244273340131805,1.465027558989726
44b6_a2bb48bb,Method 2: Mild Bg-Sub,18,0.9444444443919753,0.9999999999444444,0.05555555555246916,768.25,924.0,1891.0,1205.3372868791698,1.8492748924066922,3956.0,2.09808349609375e-05,5824.0,3.0798519139087683,0.4628375920068246
44b6_aaf8b0ea,Method 2: Mild Bg-Sub,7,0.9999999998571428,0.9999999998571428,0.0,238.5,370.25,273.0,484.06226834692364,4.418852894930589,2365.0,0.014081954956054688,3379.0,12.377288923908832,1.6004939907814704
44b6_abf82518,Method 2: Mild Bg-Sub,5,0.9999999998,0.9999999998,0.0,327.75,374.5,228.0,454.41067457375834,3.036900422564785,1596.0,0.0054302215576171875,2528.0,11.087718811942157,1.5097683696116533
44b6_b2c44266,Method 2: Mild Bg-Sub,7,0.8571428570204082,0.8571428570204082,0.0,775.25,910.75,678.0,498.8880652335063,3.375506618817854,2299.0,0.009725570678710938,4595.0,6.777286035733245,0.623719062720543
44b6_c15fded2,Method 2: Mild Bg-Sub,4,0.99999999975,0.99999999975,0.0,245.5,336.75,176.0,193.47664936990364,4.7809384502112655,1089.0,0.032764434814453125,1999.0,11.357953900116255,1.014737765137192
44b6_c50204e0,Method 2: Mild Bg-Sub,13,0.8461538460887574,0.9230769230059171,0.07692307691715972,532.0,670.0,439.0,779.8369162342476,2.58772049913655,2403.0,0.0010242462158203125,3760.0,8.564920078247834,1.3835660232601703
44b6_c771cb04,Method 2: Mild Bg-Sub,8,0.999999999875,0.999999999875,0.0,635.5,791.0,1229.0,1041.5122312824315,2.2208092313461094,3457.0,0.0001087188720703125,4793.0,3.899918601302534,0.6361073503501488
44b6_c8e2a523,Method 2: Mild Bg-Sub,8,0.999999999875,0.999999999875,0.0,376.0,415.0,224.0,137.13862120088956,10.121145207922979,1554.0,0.05303955078125,2999.0,13.388392259446775,0.6929203132825404
44b6_c96cfa10,Method 2: Mild Bg-Sub,24,0.9999999999583333,0.9999999999583333,0.0,514.5,608.25,375.0,375.8339510748703,3.8474436846114095,1805.0,0.017642974853515625,3164.0,8.437333108337784,0.8280050234927827
44b6_cf2536e8,Method 2: Mild Bg-Sub,4,0.7499999998125,0.7499999998125,0.0,703.75,849.5,687.0,410.67457375833953,2.118465652386098,1500.0,0.00052642822265625,2575.0,3.7481804403467187,0.4630297020113717
44b6_cf8fed6b,Method 0: Global Norm,6,0.9999999998333333,0.9999999998333333,0.0,440.0,440.0,11.0,14.084507042253522,48.10708084397277,687.5650000000023,0.1165924072265625,1885.0,171.36348057865402,7.346974022726031
44b6_d29c9ab2,Method 2: Mild Bg-Sub,51,0.9999999999803922,0.9999999999803922,0.0,398.5,444.25,255.0,180.87472201630837,7.397384836923273,1540.0,0.048336029052734375,3289.0,12.898038709880835,0.7339974508228634
44b6_d2f34f90,Method 1: Standard Bg-Sub,10,0.9999999999,0.9999999999,0.0,297.75,543.0,209.0,754.6330615270571,4.305403675756488,3431.0,0.06066703796386719,5335.0,25.52631456811892,4.019145864533242
44b6_d5e7d891,Method 2: Mild Bg-Sub,36,0.9166666666412038,0.9166666666412038,0.0,501.25,589.25,373.0,667.9021497405486,3.1860954017975285,2450.0,0.0081329345703125,4029.0,10.80160828950112,1.4989083632267364
44b6_d754aa59,Method 1: Standard Bg-Sub,3,0.9999999996666666,0.9999999996666666,0.0,86.0,204.5,50.0,37.805782060785766,11.003604932575872,447.0,0.07266998291015625,990.0,19.799996040000792,1.0940503030405253
44b6_d78e09d9,Method 1: Standard Bg-Sub,18,0.8888888888395061,0.9444444443919753,0.05555555555246916,271.75,342.75,208.0,288.3617494440326,5.985537067493843,1905.0,0.07041168212890625,2993.0,14.389422385123924,1.6393216151937475
44b6_db3c847b,Method 2: Mild Bg-Sub,8,0.999999999875,0.999999999875,0.0,184.25,232.5,222.0,382.50555967383247,4.436536705719225,1880.0,0.05840873718261719,2805.0,12.635134565984929,1.8923600177815025
44b6_ddf577ad,Method 2: Mild Bg-Sub,30,0.9666666666344444,0.9999999999666667,0.033333333332222215,641.25,732.75,427.0,348.40622683469235,3.5533233022673807,1619.0,0.013029098510742188,3232.0,7.569086473791886,0.6747396342365573
44b6_deabac95,Method 1: Standard Bg-Sub,4,0.99999999975,0.99999999975,0.0,174.5,229.0,116.0,258.7101556708673,5.1292920653462755,1428.0,0.04878997802734375,2778.0,23.948273797562603,2.281654424298379
44b6_e28840c6,Method 2: Mild Bg-Sub,12,0.9999999999166667,0.9999999999166667,0.0,1012.0,1166.5,769.0,272.0533728687917,3.980836365936015,1697.0,0.020841598510742188,2742.0,3.5656696545426576,0.3259525926365987
44b6_e29f0176,Method 1: Standard Bg-Sub,2,0.9999999995,0.9999999995,0.0,157.0,229.5,35.0,137.87991104521868,5.519295298627454,793.0,0.06988525390625,1321.0,37.74284635918675,4.493155367329493
44b6_e31261b4,Method 2: Mild Bg-Sub,5,0.9999999998,0.9999999998,0.0,851.75,953.5,611.0,278.7249814677539,3.2884205868064087,1449.5650000000023,0.008340835571289062,2646.0,4.330605493770777,0.390003653728459
44b6_e35b117d,Method 2: Mild Bg-Sub,11,0.8181818181074381,0.9999999999090909,0.18181818180165288,388.5,633.75,367.0,824.3143068939955,2.609441515106685,2486.0,0.00052642822265625,3266.0,8.899182318823371,1.8179206040970204
44b6_e57ff5c6,Method 1: Standard Bg-Sub,9,0.8888888887901234,0.8888888887901234,0.0,217.75,486.0,89.0,83.02446256486286,9.033481054806613,816.0,0.08798599243164062,1470.0,16.516852076758195,1.4815375560048216
44b6_eb2880fc,Method 2: Mild Bg-Sub,17,0.9999999999411765,0.9999999999411765,0.0,528.0,582.0,465.0,463.3061527057079,1.9447183580251992,1360.0,5.53131103515625e-05,2129.0,4.578494525193666,0.6642448036335123
44b6_f28707c6,Method 2: Mild Bg-Sub,2,0.49999999975,0.9999999995,0.49999999975,244.25,276.5,241.0,251.29725722757598,3.3466340851147676,1051.0,0.009891510009765625,1729.0,7.174273561233462,0.8333160561132147
6bba_05b6850b,Method 0: Global Norm,33,0.9999999999696971,0.9999999999696971,0.0,87.25,87.25,45.0,40.7709414381023,17.855850165901476,763.0,0.10087776184082031,1849.0,41.08887975802672,1.8017543603523296
6bba_05db0fb1,Method 2: Mild Bg-Sub,50,0.9999999999800001,0.9799999999804001,-0.019999999999600004,858.0,976.5,941.0,412.89844329132694,3.480274601527999,2266.0,0.010229110717773438,4074.0,4.32943672338537,0.41354982623751513
6bba_062c8d37,Method 0: Global Norm,33,0.9999999999696971,0.9999999999696971,0.0,81.75,81.75,53.0,32.61675315048184,14.716359124461711,509.0,0.06336784362792969,1799.0,33.94338982200192,0.8999371540047085
6bba_07477033,Method 0: Global Norm,23,0.9999999999565218,0.9999999999565218,0.0,59.75,59.75,30.0,17.790956263899186,30.858357655031465,570.0,0.1284332275390625,1409.0,46.96665101111633,1.883764274829226
6bba_07e24132,Method 2: Mild Bg-Sub,12,0.8333333332638889,0.9999999999166667,0.16666666665277774,433.0,699.0,371.0,306.15270570793183,2.691467224436095,1152.0,0.0029296875,1837.0,4.951482346321231,0.6383728924624684
6bba_085bf656,Method 2: Mild Bg-Sub,46,0.999999999978261,0.999999999978261,0.0,104.0,122.5,160.0,120.83024462564863,5.677386033202836,808.0,0.04918861389160156,1568.0,9.799999387500039,0.7988182522284002
6bba_09961292,Method 1: Standard Bg-Sub,78,0.987179487166831,0.9999999999871795,0.012820512820348462,424.5,543.75,117.0,239.43661971830986,4.1555880617372045,1070.0,0.025629043579101562,2252.0,19.24786160274687,1.8531101305768585
6bba_0c7fa718,Method 2: Mild Bg-Sub,24,0.9166666666284722,0.9999999999583333,0.08333333332986115,192.0,260.25,203.0,300.2223869532987,3.6572887670695673,1289.0,0.01202392578125,2368.0,11.665024055910145,1.16311993060466
6bba_0e7c0d07,Method 0: Global Norm,9,0.9999999998888889,0.9999999998888889,0.0,238.0,238.0,33.0,24.46256486286138,17.33259897524969,446.0,0.06787490844726562,1095.0,33.18180812672481,1.5058541792081912
6bba_12665c0e,Method 2: Mild Bg-Sub,41,0.9756097560737657,0.9999999999756098,0.02439024390184419,107.75,122.0,101.0,114.89992587101557,4.743257651699705,622.0,0.03532600402832031,1376.0,13.623761027350392,1.0755771289651357
6bba_13f19531,Method 1: Standard Bg-Sub,26,0.9999999999615384,0.9999999999615384,0.0,69.25,129.0,56.0,54.11415863602669,9.036450384908004,527.0,0.08063888549804688,921.0,16.44642563456685,1.3446765950755382
6bba_15403b9a,Method 1: Standard Bg-Sub,26,0.9230769230414201,0.9999999999615384,0.07692307692011835,87.75,152.75,83.0,111.93476649369904,6.405515984037015,787.0,0.05498695373535156,2048.0,24.674695822325802,1.417261251644211
6bba_1d0d8384,Method 2: Mild Bg-Sub,66,0.9242424242284205,0.9545454545309917,0.0303030303025712,259.25,320.5,148.0,208.3024462564863,4.623085187311675,1069.0,0.032657623291015625,2059.0,13.91216122215127,1.3624091387703918
6bba_1ebfb80d,Method 1: Standard Bg-Sub,29,0.8620689654875149,0.931034482726516,0.06896551723900113,170.25,338.5,115.0,141.77168272794663,8.302080460156521,1248.0,0.1336231231689453,2115.0,18.39130274858237,2.141366656312886
6bba_1f58c2f6,Method 2: Mild Bg-Sub,12,0.9166666665902777,0.9999999999166667,0.08333333332638893,401.25,493.0,365.0,295.0333580429948,2.457349162940603,1058.0,0.0008544921875,1657.0,4.539725903021209,0.6202169588077332
6bba_207c6aaf,Method 0: Global Norm,19,0.6842105262797784,0.6842105262797784,0.0,144.5,144.5,41.0,31.134173461823572,12.012519951216806,398.0,0.11007118225097656,733.0,17.878044419989166,1.5572077046718535
6bba_20852818,Method 1: Standard Bg-Sub,36,0.9166666666412038,0.9166666666412038,0.0,143.5,203.75,143.0,197.1830985915493,5.18299973714787,1123.0,0.044124603271484375,2311.0,16.160838030710625,1.4111523475046435
6bba_2312ac41,Method 2: Mild Bg-Sub,49,0.9795918367147023,0.9999999999795919,0.02040816326488959,143.0,161.25,210.0,204.59599703484062,3.2649708549113883,842.0,0.008710861206054688,1325.0,6.309523509070309,0.7912559495793298
6bba_23af9eeb,Method 0: Global Norm,24,0.9999999999583333,0.9999999999583333,0.0,67.25,67.25,58.0,31.134173461823572,18.500565486365993,609.0,0.10709571838378906,1175.0,20.258617196790137,1.13307551875348
6bba_2540cd90,Method 0: Global Norm,21,0.999999999952381,0.999999999952381,0.0,49.75,49.75,52.0,49.66641957005189,14.536982147703146,769.0,0.0467376708984375,1629.0,31.32691705251595,1.3310381457081841
6bba_2646afc7,Method 0: Global Norm,32,0.9999999999687501,0.9999999999687501,0.0,75.5,75.5,51.0,37.805782060785766,24.75811109829571,969.0,0.10430717468261719,2328.0,45.64704987312747,2.0123279590085343
6bba_268e1230,Method 0: Global Norm,24,0.9166666666284722,0.9166666666284722,0.0,50.25,50.25,23.0,8.895478131949593,31.58904782197874,292.0,0.10226249694824219,724.0,31.47824718337079,1.4131233042148168
6bba_2819ca14,Method 1: Standard Bg-Sub,38,0.9473684210277009,0.9736842105006926,0.026315789472991735,69.0,244.5,48.0,60.04447739065975,8.227233197711408,535.0,0.07559013366699219,1368.0,28.499994062501234,1.5788362710615351
6bba_283bf9f1,Method 2: Mild Bg-Sub,50,0.9199999999816001,0.9199999999816001,0.0,229.25,254.25,186.0,237.21275018532248,3.0015248734669666,867.0,0.00505828857421875,1343.0,7.220429719331736,0.9905425328767875
6bba_312f0dc3,Method 1: Standard Bg-Sub,21,0.999999999952381,0.999999999952381,0.0,97.25,140.25,84.0,79.3180133432172,7.917494328906555,684.0,0.08784866333007812,1432.0,17.04761701814083,1.2737872105935983
6bba_32db13fc,Method 2: Mild Bg-Sub,38,0.8684210526087258,0.9736842105006926,0.10526315789196683,538.0,668.5,899.0,245.36693847294293,4.222247562060061,1681.0,0.023242950439453125,3125.0,3.47608449970985,0.29014120320207576
6bba_337b1b3a,Method 2: Mild Bg-Sub,45,0.9777777777560495,0.9999999999777779,0.022222222221728427,306.25,337.25,153.0,145.29280948851002,5.0174537362987195,851.0,0.027334213256835938,1559.0,10.189541817677005,0.8911053442866707
6bba_372c8cb8,Method 2: Mild Bg-Sub,37,0.9999999999729731,0.9999999999729731,0.0,101.75,113.5,62.0,38.5470719051149,11.829689238797926,497.0,0.07255172729492188,921.0,14.854836313736078,0.8940383945792407
6bba_3a1849c2,Method 0: Global Norm,45,0.7555555555387655,0.7555555555387655,0.0,84.0,84.0,60.0,28.910303928836175,15.63455869461034,484.0,0.08775711059570312,1055.0,17.583330402778266,0.904930345394096
6bba_3abfe10a,Method 1: Standard Bg-Sub,23,0.8695652173534971,0.9999999999565218,0.13043478260302466,590.5,897.5,214.0,413.63973313565606,4.288756168718064,1929.0,0.04397392272949219,4217.0,19.70560655581278,2.0213132965453044
6bba_3c5691b6,Method 0: Global Norm,27,0.999999999962963,0.999999999962963,0.0,78.5,78.5,53.0,27.42772424017791,16.69842634427645,493.0,0.07611656188964844,1045.0,19.716977411891055,0.9224413444861186
6bba_3db54e20,Method 0: Global Norm,23,0.913043478221172,0.913043478221172,0.0,201.5,201.5,56.0,31.875463306152707,13.521367851087156,467.0,0.06689262390136719,980.0,17.49999687500056,0.9198535911464011
6bba_3fda6b25,Method 1: Standard Bg-Sub,36,0.9722222221952161,0.9999999999722223,0.027777777777006185,116.5,343.5,85.0,84.50704225352113,6.2124992648542525,579.0,0.06049537658691406,1237.0,14.552939464360062,1.1158217071057641
6bba_43fea39d,Method 0: Global Norm,34,0.9999999999705883,0.9999999999705883,0.0,62.25,62.25,27.0,17.049666419570052,23.695464362964596,424.0,0.14523696899414062,955.0,35.370357270238046,2.0877307647618983
6bba_474be664,Method 2: Mild Bg-Sub,12,0.5833333332847223,0.7499999999375,0.16666666665277774,373.25,514.75,807.0,773.9065974796146,3.347949190456097,3297.0,0.009796142578125,5197.0,6.4399007876096555,0.8261243677641033
6bba_48816121,Method 2: Mild Bg-Sub,34,0.9411764705605538,0.970588235265571,0.029411764705017274,271.25,304.75,332.0,234.24759080800592,4.004309955638793,1217.0,0.019666671752929688,3167.0,9.539156339182039,0.6082062595508045
6bba_4aa14c89,Method 0: Global Norm,27,0.999999999962963,0.999999999962963,0.0,63.75,63.75,46.0,23.721275018532246,17.916398697118176,458.0,0.09805488586425781,976.0,21.217386691872456,1.1069570705727665
6bba_4f99ce20,Method 1: Standard Bg-Sub,40,0.9999999999750001,0.9999999999750001,0.0,70.75,296.75,54.0,42.25352112676057,9.300997798763852,431.0,0.09175872802734375,1108.0,20.51851471879357,1.1407279975078721
6bba_4ffd3da3,Method 2: Mild Bg-Sub,31,0.6129032257866805,0.7419354838470343,0.1290322580603538,200.0,244.25,132.0,206.07857672349888,2.5524243365748047,653.0,0.0015201568603515625,992.0,7.5151509458218975,1.1456192767064586
6bba_55b7eebe,Method 1: Standard Bg-Sub,27,0.999999999962963,0.999999999962963,0.0,70.0,243.75,83.0,71.16382505559675,9.962925683334712,780.0,0.09786033630371094,2807.0,33.819273033822526,1.4617817967438629
6bba_55c70843,Method 1: Standard Bg-Sub,15,0.7999999999466667,0.7999999999466667,0.0,392.5,695.25,144.0,144.55151964418087,11.649824835096734,1779.0,0.06877708435058594,3857.0,26.784720362172198,1.8076764017021596
6bba_57b7cc1e,Method 2: Mild Bg-Sub,71,0.7887323943550882,0.8732394366074191,0.08450704225233086,892.0,1103.0,1114.0,193.47664936990364,2.971934712293489,1038.0,0.0047016143798828125,2782.0,2.497306979377855,0.1281410767371551
6bba_5a4d9360,Method 0: Global Norm,26,0.8846153845813609,0.8846153845813609,0.0,74.5,74.5,38.0,32.61675315048184,17.9968808459563,607.0,0.11632156372070312,1392.0,36.63156930748176,1.9163797254387234
6bba_5b28472a,Method 0: Global Norm,27,0.999999999962963,0.999999999962963,0.0,82.5,82.5,63.0,41.51223128243143,15.079889224505257,665.0,0.06835746765136719,1603.0,25.44444040564438,1.036229044813594
6bba_5c039895,Method 2: Mild Bg-Sub,44,0.9772727272505166,0.9772727272505166,0.0,104.0,139.75,156.0,138.62120088954782,5.5186359655272765,878.0,0.04505157470703125,1643.0,10.532050606919833,0.8880359373842648
6bba_5c824876,Method 2: Mild Bg-Sub,50,0.9799999999804001,0.9799999999804001,0.0,264.0,291.0,204.0,269.0882134914752,4.388895153701941,1339.0,0.030364990234375,2763.0,13.54411698313152,1.221113556486468
6bba_5dfe9ad1,Method 2: Mild Bg-Sub,54,0.9444444444269547,0.9629629629451304,0.018518518518175653,287.0,335.25,260.0,271.3120830244626,3.438844135546428,1182.0,0.010379791259765625,1955.0,7.519230480029598,0.894441775619427
6bba_5f89039d,Method 0: Global Norm,35,0.9999999999714286,0.9999999999714286,0.0,51.5,51.5,39.0,22.979985174203115,20.583120075280974,491.0,0.08198165893554688,1308.0,33.53845293885822,1.2711354444254068
6bba_61dd1e0d,Method 0: Global Norm,20,0.99999999995,0.99999999995,0.0,99.5,99.5,47.0,22.979985174203115,18.798959561355982,456.0,0.10725975036621094,1104.0,23.48935670439219,1.0713859064163962
6bba_61ecbe65,Method 0: Global Norm,23,0.8695652173534971,0.8695652173534971,0.0,79.5,79.5,34.0,31.134173461823572,13.522114704444586,439.0,0.12958526611328125,826.0,24.294110501732202,1.851891814442435
