dataset,prev_id,curr_id,next_id,edge_type,speed_prev_um,speed_curr_um,cos_similarity,speed_ratio,accel_norm_um
44b6_0113de3b,63000000003,64000000003,65000000003,GT_True_Edge,2.3337286,4.450246,0.9216804,1.9069171,2.4711223
44b6_0113de3b,64000000003,65000000003,66000000003,GT_True_Edge,4.450246,3.3500233,0.39852667,0.75277096,4.3754463
44b6_0113de3b,65000000003,66000000003,67000000003,GT_True_Edge,3.3500233,2.7252078,0.6507913,0.8134868,2.6012692
44b6_0113de3b,66000000003,67000000003,68000000003,GT_True_Edge,2.7252078,1.8168052,0.39999992,0.66666424,2.6012692
44b6_0113de3b,67000000003,68000000003,69000000003,GT_True_Edge,1.8168052,1.8616713,0.87830985,1.0246894,0.9084026
44b6_0113de3b,68000000003,69000000003,70000000003,GT_True_Edge,1.8616713,5.138701,0.96609175,2.7602472,3.3745658
44b6_0113de3b,69000000003,70000000003,71000000003,GT_True_Edge,5.138701,2.3337286,0.880771,0.45414668,3.2752922
44b6_0113de3b,70000000003,71000000003,72000000003,GT_True_Edge,2.3337286,2.1877232,0.8404605,0.9374328,1.2846752
44b6_0113de3b,71000000003,72000000003,73000000003,GT_True_Edge,2.1877232,2.1877232,0.7241378,0.9999954,1.625
44b6_0113de3b,72000000003,73000000003,74000000003,GT_True_Edge,2.1877232,1.2846752,0.6459421,0.5872175,1.6750116
44b6_0113de3b,73000000003,74000000003,75000000003,GT_True_Edge,1.2846752,2.03125,0.5692098,1.5811266,1.6750116
44b6_0113de3b,74000000003,75000000003,76000000003,GT_True_Edge,2.03125,4.02167,0.9495433,1.9798893,2.1877232
44b6_0113de3b,75000000003,76000000003,77000000003,GT_True_Edge,4.02167,3.3003907,0.8703882,0.8206498,1.9902104
44b6_0113de3b,76000000003,77000000003,78000000003,GT_True_Edge,3.3003907,3.3745658,0.69646823,1.0224715,2.6012692
44b6_0113de3b,77000000003,78000000003,79000000003,GT_True_Edge,3.3745658,3.2752922,0.68687326,0.9705789,2.6328008
44b6_0113de3b,78000000003,79000000003,80000000004,GT_True_Edge,3.2752922,1.8616713,0.81199783,0.5683968,2.0714767
44b6_0113de3b,79000000003,80000000004,81000000004,GT_True_Edge,1.8616713,3.0400965,0.7581753,1.6329844,2.03125
44b6_0113de3b,80000000004,81000000004,82000000004,GT_True_Edge,3.0400965,2.2980971,0.944911,0.7559265,1.1490486
44b6_0113de3b,81000000004,82000000004,83000000004,GT_True_Edge,2.2980971,1.8616713,0.9258198,0.810089,0.9084026
44b6_0113de3b,82000000004,83000000004,84000000004,GT_True_Edge,1.8616713,1.8168052,0.9758998,0.97589487,0.40625
44b6_0113de3b,83000000004,84000000004,85000000004,GT_True_Edge,1.8168052,2.4375,0.89442694,1.3416334,1.1490486
44b6_0113de3b,84000000004,85000000004,86000000004,GT_True_Edge,2.4375,1.1490486,0.23570217,0.47140262,2.4375
44b6_0b24845f,90000000036,91000000036,92000000036,GT_True_Edge,2.4375,2.6012692,0.67675287,1.067183,2.03125
44b6_0b24845f,91000000036,92000000036,93000000036,GT_True_Edge,2.6012692,0.40625,0.46852085,0.15617315,2.4375
44b6_0b24845f,92000000036,93000000036,94000000036,GT_True_Edge,0.40625,2.0714767,-0.1961159,5.098894,2.1877232
44b6_0b24845f,93000000036,94000000036,95000000036,GT_True_Edge,2.0714767,2.4375,0.8498364,1.176691,1.2846752
44b6_0b24845f,94000000036,95000000036,96000000036,GT_True_Edge,2.4375,2.7252078,0.79504627,1.1180294,1.6750116
44b6_0b24845f,95000000036,96000000036,97000000036,GT_True_Edge,2.7252078,3.3500233,0.97618693,1.2292681,0.9084026
44b6_0b24845f,96000000036,97000000036,98000000036,GT_True_Edge,3.3500233,2.3337286,0.92884064,0.69662845,1.4647552
44b6_0b24845f,97000000036,98000000036,99000000036,GT_True_Edge,2.3337286,0.40625,0.17407748,0.17407691,2.2980971
44b6_0b24845f,98000000036,99000000036,100000000036,GT_True_Edge,0.40625,2.9295104,0.0,7.2109246,2.9575446
44b6_0b24845f,99000000036,100000000036,101000000036,GT_True_Edge,2.9295104,2.9575446,0.990521,1.0095662,0.40625
44b6_0b24845f,100000000036,101000000036,102000000036,GT_True_Edge,2.9575446,2.3688242,0.87161416,0.80094016,1.4647552
44b6_0b24845f,101000000036,102000000036,103000000036,GT_True_Edge,2.3688242,3.3003907,0.8444005,1.3932552,1.8168052
44b6_0b24845f,102000000036,103000000036,104000000036,GT_True_Edge,3.3003907,3.3003907,0.9999998,0.99999696,0.0
44b6_0b24845f,103000000036,104000000036,105000000036,GT_True_Edge,3.3003907,1.6750116,0.8657679,0.50751764,2.03125
44b6_0b24845f,104000000036,105000000036,106000000036,GT_True_Edge,1.6750116,1.8168052,0.65079117,1.0846459,1.4647552
44b6_0b24845f,105000000036,106000000036,107000000036,GT_True_Edge,1.8168052,3.74544,0.6305925,2.0615416,2.9575446
44b6_0b24845f,106000000036,107000000036,108000000036,GT_True_Edge,3.74544,0.9084026,0.9701422,0.24253498,2.8726213
44b6_0b24845f,107000000036,108000000036,109000000036,GT_True_Edge,0.9084026,2.9575446,0.7985834,3.255728,2.2980971
44b6_0b24845f,108000000036,109000000036,110000000036,GT_True_Edge,2.9575446,2.6328008,0.9961741,0.8901952,0.40625
44b6_0b24845f,109000000036,110000000036,111000000036,GT_True_Edge,2.6328008,1.8616713,0.8417937,0.7071041,1.4647552
44b6_0b24845f,110000000036,111000000036,112000000036,GT_True_Edge,1.8616713,4.9589133,0.9117323,2.6636746,3.3500233
44b6_0b24845f,111000000036,112000000036,113000000036,GT_True_Edge,4.9589133,1.8616713,0.9296094,0.37541845,3.3003907
44b6_0b24845f,112000000036,113000000036,114000000036,GT_True_Edge,1.8616713,4.082762,0.86853963,2.1930509,2.6328008
44b6_0b24845f,113000000036,114000000036,115000000036,GT_True_Edge,4.082762,0.9084026,0.48949346,0.22249654,3.7233427
44b6_0b24845f,114000000036,115000000036,116000000036,GT_True_Edge,0.9084026,1.7235727,-0.31622759,1.8973457,2.1877232
44b6_0b24845f,115000000036,116000000036,117000000036,GT_True_Edge,1.7235727,0.9084026,0.10540919,0.5270432,1.8616713
44b6_0b24845f,116000000036,117000000036,118000000036,GT_True_Edge,0.9084026,2.0714767,0.087705754,2.2803257,2.1877232
44b6_0b24845f,117000000036,118000000036,119000000036,GT_True_Edge,2.0714767,0.5745243,0.5546997,0.27734876,1.8168052
44b6_0b24845f,118000000027,119000000027,120000000027,GT_True_Edge,3.2752922,1.6750116,0.9626508,0.5114067,1.7235727
44b6_0b24845f,118000000036,119000000036,120000000036,GT_True_Edge,0.5745243,4.337563,0.0,7.5497026,4.3754463
44b6_0b24845f,119000000027,120000000027,121000000028,GT_True_Edge,1.6750116,1.7235727,-0.97182506,1.0289854,3.3745658
44b6_0b24845f,119000000036,120000000036,121000000037,GT_True_Edge,4.337563,5.1547346,0.8931409,1.1883914,2.3337286
44b6_0b24845f,120000000027,121000000028,122000000028,GT_True_Edge,1.7235727,0.0,0.0,0.0,1.7235727
44b6_0b24845f,120000000036,121000000037,122000000037,GT_True_Edge,5.1547346,0.9084026,0.31720826,0.1762265,4.9422445
44b6_0b24845f,121000000028,122000000028,123000000028,GT_True_Edge,0.0,0.5745243,0.0,57452.43,0.5745243
44b6_0b24845f,121000000037,122000000037,123000000037,GT_True_Edge,0.9084026,2.0714767,0.6139403,2.2803257,1.6750116
44b6_0b24845f,122000000028,123000000028,124000000028,GT_True_Edge,0.5745243,2.0714767,-0.27734986,3.6054883,2.2980971
44b6_0b24845f,122000000037,123000000037,124000000037,GT_True_Edge,2.0714767,1.8616713,0.9843089,0.89871264,0.40625
44b6_0b24845f,123000000028,124000000028,125000000028,GT_True_Edge,2.0714767,0.9084026,-0.43852878,0.4385269,2.6012692
44b6_0b24845f,123000000037,124000000037,125000000037,GT_True_Edge,1.8616713,1.1490486,0.46290982,0.61721015,1.6750116
44b6_0b24845f,124000000028,125000000028,126000000029,GT_True_Edge,0.9084026,1.625,0.0,1.7888347,1.8616713
44b6_0b24845f,124000000037,125000000037,126000000038,GT_True_Edge,1.1490486,1.8616713,0.15430327,1.620171,2.03125
44b6_0b24845f,125000000028,126000000029,127000000029,GT_True_Edge,1.625,0.9084026,0.0,0.55901355,1.8616713
44b6_0b24845f,125000000037,126000000038,127000000038,GT_True_Edge,1.8616713,0.9084026,0.4879498,0.48794743,1.625
44b6_0b24845f,126000000029,127000000029,128000000029,GT_True_Edge,0.9084026,1.2846752,-0.14142124,1.4141979,1.6750116
44b6_0b24845f,126000000038,127000000038,128000000038,GT_True_Edge,0.9084026,2.0714767,0.43852878,2.2803257,1.8616713
44b6_0b24845f,127000000038,128000000038,129000000039,GT_True_Edge,2.0714767,2.3337286,0.7852069,1.126596,1.4647552
44b6_0c582fdc,108000000086,109000000086,110000000085,GT_True_Edge,2.0714767,2.1877232,0.98328185,1.0561125,0.40625
44b6_0c582fdc,109000000086,110000000085,111000000085,GT_True_Edge,2.1877232,3.2752922,0.8522088,1.4971168,1.8168052
44b6_0c582fdc,110000000085,111000000085,112000000085,GT_True_Edge,3.2752922,3.4946947,0.93721837,1.0669839,1.21875
44b6_0c582fdc,111000000085,112000000085,113000000085,GT_True_Edge,3.4946947,5.025035,0.9867967,1.4378997,1.6750116
44b6_0c582fdc,112000000085,113000000085,114000000085,GT_True_Edge,5.025035,1.1490486,0.85749274,0.22866434,4.082762
44b6_0c582fdc,113000000085,114000000085,115000000085,GT_True_Edge,1.1490486,2.1877232,0.9191447,1.9039266,1.21875
44b6_0c582fdc,114000000085,115000000085,116000000085,GT_True_Edge,2.1877232,2.6012692,0.75401914,1.1890249,1.7235727
44b6_0c582fdc,115000000085,116000000085,117000000085,GT_True_Edge,2.6012692,2.0714767,0.70444834,0.79633,1.8616713
44b6_0c582fdc,116000000085,117000000085,118000000085,GT_True_Edge,2.0714767,2.9575446,0.9967289,1.4277401,0.9084026
44b6_0c582fdc,117000000085,118000000085,119000000085,GT_True_Edge,2.9575446,2.6012692,0.8151803,0.8795338,1.7235727
44b6_0c582fdc,118000000085,119000000085,120000000085,GT_True_Edge,2.6012692,2.4375,0.67675287,0.93703896,2.03125
44b6_0c582fdc,119000000085,120000000085,121000000085,GT_True_Edge,2.4375,2.7252078,0.049690392,1.1180294,3.5648293
44b6_0c582fdc,120000000085,121000000085,122000000085,GT_True_Edge,2.7252078,4.8239512,0.36406773,1.7701159,4.5961943
44b6_0c582fdc,121000000085,122000000085,123000000085,GT_True_Edge,4.8239512,2.5693505,0.93209136,0.5326225,2.6012692
44b6_0c582fdc,122000000085,123000000085,124000000085,GT_True_Edge,2.5693505,2.6012692,0.64202416,1.012419,2.1877232
44b6_0c582fdc,123000000085,124000000085,125000000084,GT_True_Edge,2.6012692,2.7252078,0.16296704,1.0476414,3.4471455
44b6_0c582fdc,124000000085,125000000084,126000000085,GT_True_Edge,2.7252078,4.1825995,0.50676763,1.5347762,3.65625
44b6_0c582fdc,125000000084,126000000085,127000000085,GT_True_Edge,4.1825995,0.5745243,0.824163,0.13736024,3.7233427
44b6_0c582fdc,126000000085,127000000085,128000000085,GT_True_Edge,0.5745243,1.8616713,0.4629096,3.2403138,1.6750116
44b6_0c582fdc,127000000085,128000000085,129000000085,GT_True_Edge,1.8616713,0.9084026,0.39035982,0.48794743,1.7235727
44b6_0c582fdc,128000000085,129000000085,130000000084,GT_True_Edge,0.9084026,3.3500233,0.86772156,3.687777,2.6012692
44b6_0c582fdc,129000000085,130000000084,131000000083,GT_True_Edge,3.3500233,1.6750116,0.6470587,0.4999985,2.6012692
44b6_0c582fdc,130000000084,131000000083,132000000083,GT_True_Edge,1.6750116,1.21875,0.24253552,0.72760254,1.8168052
44b6_0c582fdc,131000000083,132000000083,133000000083,GT_True_Edge,1.21875,3.3745658,0.24077167,2.7688518,3.3003907
44b6_0c582fdc,132000000083,133000000083,134000000083,GT_True_Edge,3.3745658,0.5745243,-0.42562804,0.17025082,3.65625
44b6_0c582fdc,133000000083,134000000083,135000000083,GT_True_Edge,0.5745243,2.4375,-0.7071063,4.2425666,2.8726213
44b6_0c582fdc,134000000083,135000000083,136000000083,GT_True_Edge,2.4375,1.8616713,0.21821786,0.76375943,2.7252078
44b6_0c582fdc,135000000083,136000000083,137000000083,GT_True_Edge,1.8616713,0.5745243,0.15430321,0.30860507,1.8616713
44b6_0c582fdc,136000000083,137000000083,138000000083,GT_True_Edge,0.5745243,2.8726213,-0.19999987,4.9999127,3.0400965
44b6_0c582fdc,137000000083,138000000083,139000000082,GT_True_Edge,2.8726213,4.7376485,0.824621,1.6492366,2.8726213
44b6_0c582fdc,138000000083,139000000082,140000000081,GT_True_Edge,4.7376485,3.172914,0.9881164,0.66972196,1.6750116
44b6_0c582fdc,139000000082,140000000081,141000000081,GT_True_Edge,3.172914,3.0400965,0.78704375,0.9581372,2.03125
44b6_0c582fdc,140000000081,141000000081,142000000080,GT_True_Edge,3.0400965,1.2846752,0.8451541,0.42257574,2.0714767
44b6_0c582fdc,141000000081,142000000080,143000000080,GT_True_Edge,1.2846752,1.8616713,0.48304573,1.4491264,1.6750116
44b6_0c582fdc,142000000080,143000000080,144000000080,GT_True_Edge,1.8616713,2.5693505,0.48304585,1.3801236,2.3337286
44b6_0c582fdc,143000000080,144000000080,145000000079,GT_True_Edge,2.5693505,2.0714767,0.6201736,0.8062227,2.0714767
44b6_0c582fdc,144000000080,145000000079,146000000079,GT_True_Edge,2.0714767,2.1877232,0.6191034,1.0561125,1.8616713
44b6_0c582fdc,145000000079,146000000079,147000000079,GT_True_Edge,2.1877232,2.4375,0.7427812,1.114167,1.6750116
44b6_0c582fdc,146000000079,147000000079,148000000079,GT_True_Edge,2.4375,2.03125,0.66666657,0.8333299,1.8616713
44b6_0c582fdc,147000000079,148000000079,149000000079,GT_True_Edge,2.03125,1.21875,0.5999998,0.59999704,1.625
44b6_0c582fdc,148000000079,149000000079,150000000077,GT_True_Edge,1.21875,2.1877232,0.5570858,1.7950401,1.8168052
44b6_0c582fdc,149000000079,150000000077,151000000077,GT_True_Edge,2.1877232,2.0714767,-0.473432,0.94685984,3.65625
44b6_0c582fdc,150000000077,151000000077,152000000077,GT_True_Edge,2.0714767,3.2752922,0.12162605,1.5811311,3.65625
44b6_0c582fdc,151000000077,152000000077,153000000077,GT_True_Edge,3.2752922,0.9084026,0.99846,0.27734926,2.3688242
44b6_0c582fdc,152000000077,153000000077,154000000077,GT_True_Edge,0.9084026,2.6012692,0.768273,2.8635325,1.9902104
44b6_0c582fdc,153000000077,154000000077,155000000077,GT_True_Edge,2.6012692,3.0939078,0.75874484,1.1893793,2.03125
44b6_0c582fdc,154000000077,155000000077,156000000077,GT_True_Edge,3.0939078,0.9084026,0.998274,0.29360917,2.1877232
44b6_0c582fdc,155000000077,156000000077,157000000077,GT_True_Edge,0.9084026,1.1490486,0.9486824,1.2648971,0.40625
44b6_0c582fdc,156000000077,157000000077,158000000077,GT_True_Edge,1.1490486,2.1877232,0.65653193,1.9039266,1.6750116
44b6_0c582fdc,157000000077,158000000077,159000000077,GT_True_Edge,2.1877232,1.21875,0.5570858,0.5570835,1.8168052
44b6_0c582fdc,158000000077,159000000077,160000000075,GT_True_Edge,1.21875,1.2846752,0.9486828,1.0540838,0.40625
44b6_0c582fdc,159000000077,160000000075,161000000076,GT_True_Edge,1.2846752,1.8168052,0.1414213,1.4142026,2.0714767
44b6_0c582fdc,160000000075,161000000076,162000000076,GT_True_Edge,1.8168052,1.2846752,-0.1414213,0.70710284,2.3688242
44b6_0c582fdc,161000000076,162000000076,163000000076,GT_True_Edge,1.2846752,0.9084026,0.98994875,0.7071013,0.40625
44b6_0c582fdc,162000000076,163000000076,164000000076,GT_True_Edge,0.9084026,2.1877232,0.66436356,2.4082923,1.7235727
44b6_0c582fdc,163000000076,164000000076,165000000076,GT_True_Edge,2.1877232,1.4647552,0.6695339,0.669531,1.625
44b6_0c582fdc,164000000076,165000000076,166000000076,GT_True_Edge,1.4647552,1.8616713,0.48418188,1.2709692,1.7235727
44b6_0c582fdc,165000000076,166000000076,167000000076,GT_True_Edge,1.8616713,1.8168052,-0.5855399,0.97589487,3.2752922
44b6_0c582fdc,166000000076,167000000076,168000000076,GT_True_Edge,1.8168052,2.3688242,0.23008944,1.3038334,2.6328008
44b6_0c582fdc,167000000076,168000000076,169000000073,GT_True_Edge,2.3688242,3.3003907,0.5488603,1.3932552,2.8145826
44b6_0c582fdc,168000000076,169000000073,170000000072,GT_True_Edge,3.3003907,0.5745243,-0.52223265,0.17407712,3.6336105
44b6_0c582fdc,169000000073,170000000072,171000000072,GT_True_Edge,0.5745243,2.3688242,0.0,4.1230335,2.4375
44b6_0c582fdc,170000000072,171000000072,172000000073,GT_True_Edge,2.3688242,0.5745243,0.72760636,0.24253461,1.9902104
44b6_0c582fdc,171000000072,172000000073,173000000074,GT_True_Edge,0.5745243,0.9084026,0.9486815,1.5811112,0.40625
44b6_0c582fdc,172000000073,173000000074,174000000075,GT_True_Edge,0.9084026,2.6328008,-0.7590719,2.8982432,3.3745658
44b6_0c582fdc,173000000074,174000000075,175000000074,GT_True_Edge,2.6328008,1.8168052,-0.89708513,0.69006294,4.337563
44b6_0c582fdc,174000000075,175000000074,176000000074,GT_True_Edge,1.8168052,3.2752922,0.38829008,1.8027656,3.0671203
44b6_0c582fdc,175000000074,176000000074,177000000074,GT_True_Edge,3.2752922,2.4711223,0.9379945,0.75447154,1.2846752
44b6_0c582fdc,176000000074,177000000074,178000000074,GT_True_Edge,2.4711223,1.1490486,0.8137332,0.46498868,1.6750116
44b6_0db75fae,41000000019,42000000019,43000000019,GT_True_Edge,3.3745658,5.540511,-0.48549154,1.6418393,7.7613955
44b6_0db75fae,41000000023,42000000023,43000000023,GT_True_Edge,1.8168052,6.3588185,0.3142857,3.499981,6.0393405
44b6_0db75fae,42000000019,43000000019,44000000019,GT_True_Edge,5.540511,5.3433843,-0.5964915,0.96441907,9.724576
44b6_0db75fae,43000000019,44000000019,45000000019,GT_True_Edge,5.3433843,2.0714767,-0.19383563,0.38767058,6.09375
44b6_0db75fae,44000000002,45000000002,46000000002,GT_True_Edge,0.40625,3.9804208,-0.40824804,9.797717,4.1628237
44b6_0db75fae,44000000019,45000000019,46000000019,GT_True_Edge,2.0714767,2.8726213,-0.05547001,1.3867438,3.6336105
44b6_0db75fae,45000000002,46000000002,47000000002,GT_True_Edge,3.9804208,2.1877232,-0.6064784,0.5496197,5.5850143
44b6_0db75fae,45000000019,46000000019,47000000019,GT_True_Edge,2.8726213,2.03125,0.70710665,0.7071043,2.03125
44b6_0db75fae,46000000002,47000000002,48000000002,GT_True_Edge,2.1877232,2.1877232,0.10344826,0.9999954,2.9295104
44b6_0db75fae,46000000019,47000000019,48000000019,GT_True_Edge,2.03125,1.7235727,-0.42426395,0.8485239,3.172914
44b6_0db75fae,47000000002,48000000002,49000000002,GT_True_Edge,2.1877232,2.6012692,0.43501103,1.1890249,2.5693505
44b6_0db75fae,47000000019,48000000019,49000000019,GT_True_Edge,1.7235727,2.3688242,0.0,1.3743606,2.9295104
44b6_0db75fae,48000000002,49000000002,50000000002,GT_True_Edge,2.6012692,4.614113,-0.5087623,1.7737861,6.345828
44b6_0db75fae,48000000019,49000000019,50000000019,GT_True_Edge,2.3688242,4.082762,-0.39248917,1.7235321,5.4655347
44b6_0db75fae,49000000019,50000000019,51000000019,GT_True_Edge,4.082762,3.3003907,0.72263557,0.8083701,2.84375
44b6_0db75fae,50000000019,51000000019,52000000019,GT_True_Edge,3.3003907,2.7252078,0.27524093,0.82572025,3.65625
44b6_0db75fae,51000000019,52000000019,53000000019,GT_True_Edge,2.7252078,3.65625,-0.29814237,1.3416358,5.170718
44b6_0db75fae,52000000019,53000000019,54000000020,GT_True_Edge,3.65625,3.0671203,0.3090575,0.8388682,3.9804208
44b6_0db75fae,53000000019,54000000020,55000000020,GT_True_Edge,3.0671203,2.3337286,-0.7378286,0.7608834,5.04143
44b6_0db75fae,54000000020,55000000020,56000000020,GT_True_Edge,2.3337286,2.3337286,-0.030303026,0.9999957,3.3500233
44b6_0db75fae,55000000020,56000000020,57000000020,GT_True_Edge,2.3337286,4.614113,0.96558106,1.9771335,2.4375
44b6_0db75fae,56000000020,57000000020,58000000020,GT_True_Edge,4.614113,7.6327443,0.93723357,1.6542135,3.6787503
44b6_0db75fae,57000000020,58000000020,59000000020,GT_True_Edge,7.6327443,5.5255976,-0.9900276,0.7239323,13.126339
44b6_0db75fae,58000000020,59000000020,60000000020,GT_True_Edge,5.5255976,3.8325548,0.4286292,0.6935988,5.2025385
44b6_0db75fae,59000000020,60000000020,61000000020,GT_True_Edge,3.8325548,3.8540258,0.8603486,1.0055996,2.03125
44b6_0db75fae,60000000020,61000000020,62000000020,GT_True_Edge,3.8540258,4.8239512,0.25743476,1.2516623,5.3433843
44b6_0db75fae,61000000020,62000000020,63000000020,GT_True_Edge,4.8239512,2.9575446,-0.41644248,0.61309457,6.625737
44b6_0db75fae,62000000020,63000000020,64000000020,GT_True_Edge,2.9575446,3.6787503,0.83429146,1.2438487,2.03125
44b6_0db75fae,63000000020,64000000020,65000000020,GT_True_Edge,3.6787503,4.8239512,0.93930113,1.311298,1.8616713
44b6_0db75fae,64000000020,65000000020,66000000020,GT_True_Edge,4.8239512,1.625,0.92636704,0.3368601,3.3745658
44b6_0db75fae,65000000020,66000000020,67000000020,GT_True_Edge,1.625,2.8145826,0.57735014,1.7320402,2.2980971
44b6_0db75fae,65000000025,66000000025,67000000025,GT_True_Edge,2.03125,2.7252078,0.7453559,1.3416342,1.8168052
44b6_0db75fae,66000000020,67000000020,68000000020,GT_True_Edge,2.8145826,1.4647552,0.8006406,0.52041465,1.8616713
44b6_0db75fae,66000000025,67000000025,68000000025,GT_True_Edge,2.7252078,2.6328008,0.8970852,0.96608824,1.21875
44b6_0db75fae,67000000020,68000000020,69000000021,GT_True_Edge,1.4647552,1.21875,0.55469996,0.8320446,1.2846752
44b6_0db75fae,67000000025,68000000025,69000000026,GT_True_Edge,2.6328008,0.9084026,0.6210588,0.34503147,2.1877232
44b6_0db75fae,68000000020,69000000021,70000000021,GT_True_Edge,1.21875,1.8168052,0.44721338,1.4906998,1.6750116
44b6_0db75fae,68000000025,69000000026,70000000026,GT_True_Edge,0.9084026,1.21875,0.89442635,1.341626,0.5745243
44b6_0db75fae,69000000021,70000000021,71000000021,GT_True_Edge,1.8168052,0.9084026,0.19999988,0.49999726,1.8616713
44b6_0db75fae,69000000026,70000000026,71000000026,GT_True_Edge,1.21875,2.4375,0.66666645,1.9999835,1.8616713
44b6_0db75fae,70000000021,71000000021,72000000021,GT_True_Edge,0.9084026,2.3337286,0.46709916,2.5690181,2.0714767
44b6_0db75fae,70000000026,71000000026,72000000026,GT_True_Edge,2.4375,2.9575446,0.22893424,1.2133466,3.3745658
44b6_0db75fae,71000000021,72000000021,73000000021,GT_True_Edge,2.3337286,2.1877232,-0.064650804,0.9374328,3.3003907
44b6_0db75fae,71000000026,72000000026,73000000026,GT_True_Edge,2.9575446,1.2846752,0.82530713,0.43437076,2.03125
44b6_0db75fae,72000000021,73000000021,74000000021,GT_True_Edge,2.1877232,1.8616713,0.6078305,0.85095906,1.8168052
44b6_0db75fae,72000000026,73000000026,74000000026,GT_True_Edge,1.2846752,2.0714767,0.0,1.612439,2.4375
44b6_0db75fae,73000000021,74000000021,75000000021,GT_True_Edge,1.8616713,2.3688242,-0.03742405,1.2724112,3.0671203
44b6_0db75fae,73000000026,74000000026,75000000026,GT_True_Edge,2.0714767,2.1877232,-0.036417846,1.0561125,3.0671203
44b6_0db75fae,74000000021,75000000021,76000000022,GT_True_Edge,2.3688242,1.2846752,0.6507912,0.5423238,1.8168052
44b6_0db75fae,74000000026,75000000026,76000000027,GT_True_Edge,2.1877232,0.9084026,0.083045445,0.4152255,2.2980971
44b6_0db75fae,75000000021,76000000022,77000000023,GT_True_Edge,1.2846752,2.03125,0.5692098,1.5811266,1.6750116
44b6_0db75fae,75000000026,76000000027,77000000028,GT_True_Edge,0.9084026,3.6336105,0.19999994,3.999956,3.5648293
44b6_0db75fae,76000000022,77000000023,78000000023,GT_True_Edge,2.03125,1.1490486,0.4242639,0.56568265,1.8616713
44b6_0db75fae,76000000027,77000000028,78000000028,GT_True_Edge,3.6336105,1.7235727,0.94868314,0.47434032,2.0714767
