dataset,current_recall,new_recall,recall_diff,bg_median,bg_noise,snr_proxy,dyn_range,fg_ratio,vol_min,vol_max,vol_mean,vol_std,max_to_med,p995_to_med,p75_to_p25,skewness_proxy,border_ratio,bg_gradient_std
44b6_8f5ab931,0.8799999999648,0.8399999999664,-0.0399999999984,412.0,621.9421793921423,3.2189486967537335,2367.0,0.0084228515625,15.0,3623.0,627.06787109375,559.8850708007812,8.793689106949294,5.85922315875672,6.1472388866724605,3.256249898242191,0.7592922,1.2275943643323197
44b6_949adeb1,0.9999999999090908,0.9999999999090908,0.0,289.0,400.29651593773167,3.834657311611987,1789.0,0.021112442016601562,12.0,3044.0,426.76104736328125,397.03192138671875,10.532871607859114,6.311418466732926,6.346534025095641,3.0170938881583806,0.896101,1.2243369975697083
44b6_97725144,0.8888888887901234,0.9999999998888888,0.1111111110987654,195.0,456.63454410674575,3.2586233052616422,1650.0,0.010461807250976562,10.0,2463.0,410.1112060546875,419.7038879394531,12.630768583037508,8.630768788165703,8.60493720926701,6.167831736515263,0.91916776,2.016027885145605
44b6_a2bb48bb,0.9444444443919752,0.9999999999444444,0.0555555555524691,1891.0,1205.3372868791698,1.8492748924066922,3956.0,2.09808349609375e-05,59.0,5824.0,1743.49755859375,980.6360473632812,3.0798519139087683,2.178741395141505,2.9877750245993275,0.6889176883414279,0.74552584,0.4628375920068246
44b6_c50204e0,0.8461538460887574,0.9230769230059171,0.0769230769171597,439.0,779.8369162342476,2.58772049913655,2403.0,0.0010242462158203125,19.0,3760.0,704.2274780273438,636.2718505859375,8.564920078247834,5.5968108064507796,7.414633694229653,3.591953919771439,1.1443763,1.3835660232601703
44b6_cf2536e8,0.7499999998125,0.99999999975,0.2499999999375,687.0,410.67457375833953,2.118465652386098,1500.0,0.00052642822265625,18.0,2575.0,637.303955078125,353.63702392578125,3.7481804403467187,2.266375512862074,2.7258566129016635,0.662565893452269,0.8255098,0.4630297020113717
44b6_d5e7d891,0.9166666666412038,0.94444444441821,0.0277777777770061,373.0,667.9021497405486,3.1860954017975285,2450.0,0.0081329345703125,16.0,4029.0,629.8695068359375,602.4951782226562,10.80160828950112,6.705093654018937,6.9668869558353,4.173610966194064,0.9168004,1.4989083632267364
44b6_db3c847b,0.999999999875,0.999999999875,0.0,222.0,382.50555967383247,4.436536705719225,1880.0,0.05840873718261719,16.0,2805.0,424.387451171875,445.9514465332031,12.635134565984929,8.644143754768299,6.159999384000061,5.879746463307185,0.7191431,1.8923600177815025
44b6_deabac95,0.99999999975,0.99999999975,0.0,116.0,258.7101556708673,5.1292920653462755,1428.0,0.04878997802734375,0.0,2778.0,260.06231689453125,302.5050964355469,23.948273797562603,12.439654100029818,7.979998404000319,6.918603846673971,0.5481699,2.281654424298379
44b6_e29f0176,0.9999999995,0.9999999995,0.0,35.0,137.87991104521868,5.519295298627454,793.0,0.06988525390625,0.0,1321.0,127.3728256225586,173.59471130371094,37.74284635918675,22.742850644899814,16.49998625001146,12.785709719389386,0.8130039,4.493155367329493
44b6_e35b117d,0.8181818181074381,0.9999999999090908,0.1818181818016528,367.0,824.3143068939955,2.609441515106685,2486.0,0.00052642822265625,4.0,3266.0,704.604248046875,690.2144165039062,8.899182318823371,6.8610352353941355,10.840707005247168,4.632786733351255,1.0619467,1.8179206040970204
44b6_e57ff5c6,0.8888888887901234,0.8888888887901234,0.0,89.0,83.02446256486286,9.033481054806613,816.0,0.08798599243164062,7.0,1470.0,139.61993408203125,147.0974884033203,16.516852076758195,9.426965232925255,3.2857136151604864,4.054544717355506,1.019026,1.4815375560048216
44b6_f28707c6,0.49999999975,0.9999999995,0.49999999975,241.0,251.29725722757598,3.3466340851147676,1051.0,0.009891510009765625,7.0,1729.0,289.10791015625,227.73878479003906,7.174273561233462,4.4896263697250465,4.988234707266505,1.816753831583569,0.9318554,0.8333160561132147
6bba_07e24132,0.8333333332638889,0.9999999999166668,0.1666666666527777,371.0,306.15270570793183,2.691467224436095,1152.0,0.0029296875,18.0,1837.0,363.9128723144531,247.26193237304688,4.951482346321231,3.2210241719400496,4.251968169136364,0.9867109306740556,0.9358135,0.6383728924624684
6bba_0c7fa718,0.9166666666284722,0.9999999999583332,0.0833333333298611,203.0,300.2223869532987,3.6572887670695673,1289.0,0.01202392578125,2.0,2368.0,269.9786071777344,264.7613525390625,11.665024055910145,6.408866679366174,15.464280191328504,2.1075267684125394,0.88013715,1.16311993060466
6bba_0e7c0d07,0.9999999998888888,0.9999999998888888,0.0,33.0,24.46256486286138,17.33259897524969,446.0,0.06787490844726562,2.0,1095.0,49.32798385620117,61.63302993774414,33.18180812672481,13.848480651975558,2.4999988636368804,3.2499979687512695,0.9957969,1.5058541792081912
6bba_1d0d8384,0.9242424242284204,0.9848484848335628,0.0606060606051422,148.0,208.3024462564863,4.623085187311675,1069.0,0.032657623291015625,18.0,2059.0,241.3150634765625,222.1453857421875,13.91216122215127,7.506756249543496,4.6973678029779204,4.593406088636693,1.072728,1.3624091387703918
6bba_1ebfb80d,0.8620689654875149,0.931034482726516,0.0689655172390011,115.0,141.77168272794663,8.302080460156521,1248.0,0.1336231231689453,19.0,2115.0,231.7928466796875,260.89385986328125,18.39130274858237,11.23478163175812,3.51644690573067,9.660712560587042,1.1386914,2.141366656312886
6bba_207c6aaf,0.6842105262797784,0.94736842100277,0.2631578947229916,41.0,31.134173461823572,12.012519951216806,398.0,0.11007118225097656,3.0,733.0,68.39013671875,71.5440673828125,17.878044419989166,10.121948750744206,2.399999200000267,6.117643460209729,0.77374417,1.5572077046718535
6bba_20852818,0.9166666666412038,0.9166666666412038,0.0,143.0,197.1830985915493,5.18299973714787,1123.0,0.044124603271484375,19.0,2311.0,241.06614685058594,228.32469177246094,16.160838030710625,8.146852577143177,4.410255844838994,4.976743607355394,0.6182948,1.4111523475046435
6bba_2646afc7,0.99999999996875,0.9687499999697268,-0.0312499999990234,51.0,37.805782060785766,24.75811109829571,969.0,0.10430717468261719,2.0,2328.0,92.80886840820312,137.4510498046875,45.64704987312747,19.352937381776982,2.3783777355735847,5.409088450414341,0.8077296,2.0123279590085343
6bba_268e1230,0.9166666666284722,0.9583333332934028,0.0416666666649305,23.0,8.895478131949593,31.58904782197874,292.0,0.10226249694824219,1.0,724.0,33.452613830566406,39.583160400390625,31.47824718337079,13.217385557658453,1.6315780886431113,3.8571373469466472,1.7103313,1.4131233042148168
6bba_283bf9f1,0.9199999999816,0.9599999999808,0.0399999999992,186.0,237.21275018532248,3.0015248734669666,867.0,0.00505828857421875,13.0,1343.0,242.73483276367188,203.95619201660156,7.220429719331736,4.827956729679745,6.2459006154261285,2.3706292048511046,0.9531725,0.9905425328767875
6bba_32db13fc,0.8684210526087258,0.9736842105006926,0.1052631578919668,899.0,245.36693847294293,4.222247562060061,1681.0,0.023242950439453125,129.0,3125.0,898.498779296875,325.066650390625,3.47608449970985,2.152391522220339,1.4485094654673514,0.830508456980753,0.70407784,0.29014120320207576
6bba_3a1849c2,0.7555555555387655,0.8444444444256791,0.0888888888869136,60.0,28.910303928836175,15.63455869461034,484.0,0.08775711059570312,9.0,1055.0,82.05763244628906,73.67268371582031,17.583330402778266,8.533331911111347,1.8478256852552857,3.4545438842982343,0.8830634,0.904930345394096
6bba_3db54e20,0.913043478221172,0.9565217390888467,0.0434782608676748,56.0,31.875463306152707,13.521367851087156,467.0,0.06689262390136719,5.0,980.0,72.57553100585938,68.57332611083984,17.49999687500056,8.696427018495175,2.162161577794168,2.3214277423472347,0.9201172,0.9198535911464011
6bba_474be664,0.5833333332847223,0.9166666665902776,0.3333333333055555,807.0,773.9065974796146,3.347949190456097,3297.0,0.009796142578125,50.0,5197.0,947.3397827148438,719.3319091796875,6.4399007876096555,4.21065670123102,4.0705881155709385,1.8357487627093598,0.76322216,0.8261243677641033
6bba_4ffd3da3,0.6129032257866805,0.8709677419073881,0.2580645161207076,132.0,206.07857672349888,2.5524243365748047,653.0,0.0015201568603515625,0.0,992.0,183.8143310546875,163.5282745361328,7.5151509458218975,4.984848107208476,8.942854587755832,2.3697477000212017,0.68811035,1.1456192767064586
6bba_55c70843,0.7999999999466667,0.7999999999466667,0.0,144.0,144.55151964418087,11.649824835096734,1779.0,0.06877708435058594,11.0,3857.0,240.61000061035156,273.508544921875,26.784720362172198,12.694443562885864,3.0967738605619504,4.849295091648415,1.608593,1.8076764017021596
6bba_57b7cc1e,0.7887323943550882,0.9154929577335844,0.1267605633784962,1114.0,193.47664936990364,2.971934712293489,1038.0,0.0047016143798828125,432.0,2782.0,1119.2060546875,196.65444946289062,2.497306979377855,1.5161579756179715,1.2657841011630948,1.075949321689902,1.0033029,0.1281410767371551
6bba_5a4d9360,0.8846153845813609,0.92307692304142,0.0384615384600591,38.0,32.61675315048184,17.9968808459563,607.0,0.11632156372070312,4.0,1392.0,72.70728302001953,95.02694702148438,36.63156930748176,16.44736409279892,2.5714276530615523,7.733328177781215,1.1267631,1.9163797254387234
6bba_5dfe9ad1,0.9444444444269549,0.981481481463306,0.0370370370363511,260.0,271.3120830244626,3.438844135546428,1182.0,0.010379791259765625,0.0,1955.0,306.2662353515625,256.91790771484375,7.519230480029598,4.588461361982255,5.357142219387831,1.7533038875196525,0.67717546,0.894441775619427
6bba_6479435d,0.9599999999616,0.9599999999616,0.0,346.0,352.85396590066716,2.1878738875747508,1099.0,0.000331878662109375,2.0,1829.0,359.0196838378906,272.7012939453125,5.286127014851821,3.2312137794446887,5.958332712673675,1.269360226620868,0.82380617,0.7440419946740934
6bba_6feb10f0,0.2105263157857802,0.9824561403336411,0.7719298245478609,283.0,467.75389177168273,3.593770129191824,1910.0,0.021091461181640625,26.0,2810.0,498.0885314941406,470.1960754394531,9.929328271048472,6.939929083394732,5.968503467046971,4.746268420583661,1.2619098,1.6167651572311341
6bba_705ec2c9,0.7826086956181475,0.9565217390888467,0.1739130434706993,37.0,30.39288361749444,12.239703289912258,399.0,0.12205696105957031,0.0,711.0,63.53913116455078,70.86198425292969,19.216211022645666,11.054051066472685,2.5769220857991977,6.277774290125395,0.6989621,1.6475103925911523
6bba_74686d6a,0.8499999999575,0.8499999999575,0.0,528.0,272.79466271312083,3.8087254038594955,1407.0,0.015970230102539062,92.0,2997.0,591.297119140625,277.53564453125,5.676136256133783,2.9678029740946408,1.9316455207178351,1.880341799985393,1.0444738,0.48616726272425287
6bba_767a1e17,0.9333333332711112,0.9999999999333332,0.0666666666622222,480.0,335.80429948109713,2.513368578575404,1260.0,0.0014801025390625,28.0,2391.0,474.78009033203125,287.5333557128906,4.981249896223961,2.7583332758680568,3.146919282136527,1.024657506173767,0.6382464,0.5239233543599953
6bba_78a7bd97,0.7999999999771429,0.9714285714008164,0.1714285714236735,105.0,178.650852483321,6.918522434311752,1309.0,0.1311798095703125,13.0,1875.0,253.8311004638672,306.0680847167969,17.857141156462745,12.771427355102157,4.88709598595226,10.983331502778082,1.0877476,2.8210902842451215
6bba_969618f6,0.92307692304142,0.9999999999615384,0.0769230769201183,122.0,201.6308376575241,3.134441021016142,748.0,0.006824493408203125,0.0,1168.0,190.03964233398438,174.93263244628906,9.573769707068056,6.180327362268248,6.787232598461149,3.038094948752862,0.60293645,1.3076896220963936
6bba_a90a0b9c,0.8333333333159723,0.9791666666462674,0.1458333333302951,581.0,290.58561897702003,5.874344185599737,2182.0,0.05835723876953125,48.0,3210.0,672.8626098632812,401.61907958984375,5.524956875646182,3.9380377979683687,1.9116278625202823,2.0252365291723495,1.0520176,0.6469021027621465
6bba_ab78413d,0.3913043478175804,0.9347826086753308,0.5434782608577505,219.0,300.2223869532987,5.898960297340805,1936.0,0.09230232238769531,29.0,3068.0,413.79931640625,425.003662109375,14.00913178040494,9.086757575947143,4.188976048112122,6.362962491632408,0.7533941,1.8399962538725312
6bba_b329af44,0.9137931034325208,0.9310344827425684,0.0172413793100475,1296.0,543.3654558932543,2.600459706575441,2480.0,0.001918792724609375,124.0,4485.0,1228.104736328125,532.7846069335938,3.4606481214456166,2.0902777616490913,1.8852656777141827,0.6757719634706418,0.75915843,0.35171647448008847
6bba_c328f2fd,0.8333333332870371,0.8888888888395061,0.055555555552469,238.0,292.06819866567827,3.591626780581104,1237.0,0.015003204345703125,20.0,2097.0,331.98333740234375,271.5614013671875,8.810923999541009,5.407562798001563,4.6481477177641,2.862424068943925,0.64483273,1.0392880684278583
6bba_c73a1d11,0.7037037036776406,0.999999999962963,0.2962962962853224,108.0,97.85025945144552,6.407749345147433,702.0,0.06431770324707031,16.0,1788.0,152.37872314453125,135.84112548828125,16.555554022633885,6.805554925411581,3.2758615041618095,3.359374475097738,0.9060658,1.1548271522765656
6bba_d1acb6ff,0.8695652173534971,0.9565217390888467,0.0869565217353497,108.0,134.173461823573,3.1973533528602394,520.0,0.0077075958251953125,0.0,834.0,151.5743408203125,119.02386474609375,7.722221507201712,4.972221761831318,4.415093506586131,2.8648644777210164,0.7096967,0.9804447113963591
6bba_d6ecebbb,0.9642857142512756,0.9642857142512756,0.0,29.0,14.084507042253522,42.4579698548414,619.0,0.12144660949707031,0.0,1318.0,51.779808044433594,87.19189453125,45.448260190255105,21.620682199764758,1.8636355165293108,4.142854183675583,0.73800963,2.2134986347916885
6bba_debd7bfa,0.8260869564858223,0.9565217390888467,0.1304347826030245,162.0,125.27798369162343,3.98314169389005,631.0,0.01930999755859375,11.0,1363.0,181.90325927734375,127.53248596191406,8.413579727556806,4.0802466617131685,3.1666662606838125,1.6120688265457908,0.8477795,0.6576472688843796
6bba_e5e44988,0.9655172413460168,0.9999999999655173,0.0344827586195005,40.0,42.9948109710897,8.791756575848341,401.0,0.06469917297363281,4.0,793.0,67.8095474243164,66.67709350585938,19.824995043751237,10.449997387500652,3.071427474490188,5.352938027683513,1.2056086,1.3248650099702708
6bba_ebff6e76,0.8421052631431211,0.9473684210360112,0.10526315789289,795.0,217.1979243884359,3.6188189460141036,1299.0,0.01461029052734375,180.0,2148.0,800.6173706054688,251.3341827392578,2.7018867584668333,1.988679220268186,1.4507692084497046,1.0927151956054573,1.0027704,0.27691477301296274
6bba_f17befbc,0.9534883720708492,0.9999999999767444,0.0465116279058951,127.0,186.0637509266123,4.842426034564434,999.0,0.03719329833984375,9.0,1776.0,214.50637817382812,206.71646118164062,13.98425086738182,8.094487551615153,5.048386282518341,4.5833327876984775,1.0965214,1.450743913934719
6bba_f1fde7e0,0.8181818181446281,0.9999999999545456,0.1818181818099173,144.0,264.6404744255004,3.17411752711808,973.0,0.0074005126953125,1.0,1693.0,244.2664794921875,234.7829132080078,11.756943627990026,6.833332858796329,7.8653831028109416,3.6747964492035408,0.97767633,1.4659915541805453
6bba_fc5f39dc,0.79999999996,0.99999999995,0.1999999999899999,48.0,73.38769458858414,8.816190717874617,687.0,0.14457130432128906,0.0,1316.0,114.92023468017578,144.50755310058594,27.416660954862298,14.479163650174238,4.413791581451179,9.799996733334423,0.5594297,2.738861467062552
6bba_fc83837d,0.8888888888641976,0.9166666666412038,0.0277777777770061,99.0,148.25796886582654,8.991084393551358,1394.0,0.10561943054199219,18.0,2055.0,219.1455078125,265.2194519042969,20.757573660851143,14.464645003571212,4.124999355468851,9.64583132378514,1.297729,2.6150762825680522
