dataset,t,source_id,target_id,source_is_tp,target_is_tp,spatial_dist,spatial_dist_xy,delta_z_scaled,delta_y_scaled,delta_x_scaled,abs_delta_z,spatial_rank,spatial_margin,int_diff,int_ratio,snr_diff,snr_ratio,snr_min,radius_diff,radius_ratio,volume_diff,volume_ratio,z_depth_diff,density_source,density_target,density_diff,mahalanobis_dist,total_cost_4d,label
44b6_0113de3b,0,6,455,False,False,6.613270867165506,4.46875,4.875,4.46875,0.0,4.875,2,4.582020867165506,0.33789540000000007,1.4033947270365779,2.9870556,2.313403671247988,2.2742684,0.2935268,0.879362373423431,19.30957,0.6799998912870858,0.04761905,3,2,1,3.0225957209274266,9.635866588092933,0
44b6_0113de3b,0,7,293,False,False,2.6012692214570947,2.03125,1.625,1.625,1.21875,1.625,1,0.0,0.04566849999999989,0.9636403132002733,0.2931304000000008,1.0379949814339189,7.7147036,0.0,0.9999960581413119,0.0,0.9999998537756658,0.015873009999999965,0,0,0,0.33328429268259285,2.9345535141396875,0
44b6_0113de3b,0,8,290,False,False,2.569350598886808,2.569350598886808,0.0,0.8125,2.4375,0.0,1,0.0,0.17882620000000005,0.8608902590308907,3.5995099999999987,0.7281272630758769,9.640204,0.014139399999999913,0.9933726848612214,0.8045670000000058,0.980262879660961,0.0,0,0,0,2.269921162022954,4.839271760909762,0
44b6_0113de3b,0,9,300,False,False,1.86167137607581,0.9084026158592896,1.625,0.40625,0.8125,1.625,1,0.0,0.04828409999999983,1.0422293377030467,0.6170432999999997,1.1214445054149125,5.080774,0.0,0.9999960632807153,0.0,0.9999998543468578,0.015873019999999988,1,2,1,0.38989665528797995,2.25156803136379,0
44b6_0113de3b,0,9,331,False,False,2.4375,1.8168052317185792,1.625,1.625,-0.8125,1.625,2,0.5758286239241901,0.22958279999999986,1.2386802164928024,2.7153350999999994,1.91042152599762,2.9824822,0.03351550000000003,1.0133665343437412,2.681884999999994,1.0406502524654457,0.015873019999999988,1,1,0,1.7183021087620072,4.155802108762007,0
44b6_0113de3b,0,9,573,False,False,5.28125,5.28125,0.0,-4.875,-2.03125,0.0,3,3.41957862392419,0.8723975999999999,3.7345190607213534,5.8014526559999995,-54.984779014896695,-0.103635356,1.0762611999999998,1.73518192530355,55.515015,5.224485960044121,0.0,1,2,1,8.34026323706949,13.62151323706949,0
44b6_0113de3b,0,10,297,False,False,1.9902104160113323,1.1490485194281397,1.625,0.8125,0.8125,1.625,1,0.0,0.026124119999999973,0.971287316182372,0.04375700000000027,1.0057543382793783,7.602428,0.0,0.9999960581413119,0.0,0.9999998537756658,0.015873020000000015,0,0,0,0.1268072074808445,2.1170176234921767,0
44b6_0113de3b,0,11,291,False,False,1.7235727791422095,0.5745242597140698,1.625,0.40625,0.40625,1.625,1,0.0,0.03991850000000019,0.9672772385836255,0.5226575999999996,0.9382678128833034,7.9440274,0.0,0.9999960581413119,0.0,0.9999998537756658,0.01587301999999996,0,0,0,0.3299407046209543,2.053513483763164,0
44b6_0113de3b,0,12,304,False,False,0.8125,0.8125,0.0,0.8125,0.0,0.0,1,0.0,0.005593299999999912,1.0051268621295286,0.5566389999999997,1.1085334513633245,5.12863,0.0,0.9999960581413119,0.0,0.9999998537756658,0.0,2,2,0,0.3749892332952458,1.1874892332952458,0
44b6_0113de3b,0,12,346,False,False,3.65625,3.2752922102462856,1.625,2.84375,1.625,1.625,2,2.84375,0.1737380999999999,1.1886536402688763,2.7884594,1.962589938289564,2.8968096,0.05075099999999999,1.0204096876450175,4.022825999999995,1.0624998174480624,0.015873010000000076,2,2,0,1.795567678302401,5.451817678302401,0
44b6_0113de3b,0,13,305,False,False,2.1877232028983924,1.4647552056572457,1.625,0.8125,1.21875,1.625,1,0.0,0.030433859999999924,1.0315096249587536,0.8081760000000004,1.221428446176541,3.649774,0.031208499999999972,0.9874947885772664,2.4136959999999945,0.9629628197473646,0.015873020000000015,1,1,0,0.6779064137126408,2.865629616611033,0
44b6_0113de3b,0,13,327,False,False,4.375446405796785,4.0625,1.625,-3.25,2.4375,1.625,2,2.1877232028983924,0.03875096,1.0404721691782504,1.4669038000000003,1.490426692751544,2.9910462,0.007043700000000097,1.002861336423958,0.5363770000000017,1.0086205282417056,0.015873020000000015,1,2,1,0.9508504126963644,5.326296818493149,0
44b6_0113de3b,0,14,317,False,False,2.368824207280903,1.7235727791422095,1.625,1.21875,1.21875,1.625,1,0.0,0.029477419999999976,1.037390119318041,1.3977442,0.8228429218085951,6.4921603,0.0033292999999998685,0.9986819699664559,0.26818500000000256,0.996062896763764,0.015873009999999965,1,1,0,1.0203575118154855,3.3891817190963884,0
44b6_0113de3b,0,15,313,False,False,1.7235727791422095,1.7235727791422095,0.0,1.21875,-1.21875,0.0,1,0.0,0.04113975999999997,1.046995324457819,1.6975653,1.4038670287037207,4.203243,0.07164359999999981,1.029057564470538,5.631955999999995,1.0897433834096226,0.0,0,1,1,1.3676221166376663,3.091194895779876,0
44b6_0113de3b,0,15,320,False,False,2.7252078475778685,2.1877232028983924,1.625,2.03125,0.8125,1.625,2,1.001635068435659,0.024775700000000067,1.0277781765827787,1.4461607999999995,1.3246379323213961,4.4546475,0.026811599999999824,1.010677661558016,2.1455100000000016,1.0323885429548616,0.015873000000000026,0,1,1,0.9938331487553714,3.71904099633324,0
44b6_0113de3b,0,16,325,False,False,2.1877232028983924,2.1877232028983924,0.0,2.03125,0.8125,0.0,1,0.0,0.042771869999999934,1.0509641243390642,0.3248955000000002,0.9464330744199179,5.740507,0.037933299999999726,1.0153614151104122,2.9500730000000033,1.0468083406937216,0.0,0,0,0,0.5819295551967272,2.76965275809512,0
44b6_0113de3b,0,17,311,False,False,2.368824207280903,2.368824207280903,0.0,2.03125,1.21875,0.0,1,0.0,0.12090620000000007,1.126243785770197,0.13755369999999978,1.0303556668581446,4.5310616,0.023428899999999864,1.0093174492670498,1.8773199999999974,1.0282256627688005,0.0,1,2,1,0.5500459805644198,2.918870187845323,0
44b6_0113de3b,0,17,310,False,False,2.471122277933652,2.471122277933652,0.0,2.4375,-0.40625,0.0,2,0.10229807065274876,0.09469300000000003,1.096236840018946,0.20408130000000035,1.045709326641198,4.464534,0.0033205000000000595,1.0013066626017573,0.26818999999998994,1.0039368830362,0.0,1,3,2,0.3661783080910279,2.83730058602468,0
44b6_0113de3b,0,18,359,False,False,1.6750116604071745,1.6750116604071745,0.0,-0.40625,1.625,0.0,1,0.0,0.04809775999999999,1.0603806051325027,0.2858278999999997,0.9261953375684397,3.5870597,0.017385899999999843,1.0070383751629475,1.3409419999999983,1.0212764276231094,0.0,2,2,0,0.39493749688959107,2.0699491572967657,0
44b6_0113de3b,0,19,405,False,False,2.03125,1.21875,1.625,0.0,1.21875,1.625,1,0.0,0.09413115000000005,1.1045309713087537,3.4658308000000004,2.033960126753479,3.3519769,0.023777700000000124,1.0112828021540323,1.3409419999999983,1.0342463010586906,0.015873009999999965,0,1,1,2.2452429141036148,4.276492914103615,0
44b6_0113de3b,0,19,384,False,False,2.569350598886808,2.569350598886808,0.0,2.4375,0.8125,0.0,2,0.5381005988868082,0.13655311000000003,1.1591426302742855,1.3994551,1.2582782296629613,5.4183526,0.3729494,0.8510110817477335,25.209720000000004,0.6163264069945312,0.0,0,1,1,2.95469131048219,5.524041909368998,0
44b6_0113de3b,0,20,301,False,False,2.6012692214570947,2.03125,1.625,1.21875,1.625,1.625,1,0.0,0.03050144999999993,0.9689627668556414,0.3101596999999998,1.0847874122050305,3.6579587,0.04458519999999977,0.9822811269081229,3.486450000000005,0.9477910251345707,0.015873040000000005,1,2,1,0.6395789423429961,3.2408481638000906,0
44b6_0113de3b,0,20,309,False,False,4.021669817998489,3.6787502123683256,1.625,3.65625,0.40625,1.625,2,1.420400596541394,0.06633685,0.9348835257803797,1.3412940999999998,0.7473728828323608,3.9681184,0.06464029999999976,0.9745157653258579,5.095579999999998,0.925490074511534,0.015873040000000005,1,1,0,1.1184070115516371,5.140076829550126,0
44b6_0113de3b,0,20,346,False,False,6.039340428598143,6.039340428598143,0.0,-5.6875,2.03125,0.0,3,3.438071207141048,0.031674250000000015,1.0343846276387285,1.0713087999999997,1.3698189559336038,2.8968096,0.013889299999999771,0.9944092475220356,1.0727540000000033,0.9833331790057378,0.0,1,2,1,0.7333139510205199,6.772654379618663,0
44b6_0113de3b,0,21,365,True,True,2.7252078475778685,2.7252078475778685,0.0,2.4375,1.21875,0.0,1,0.0,0.025009100000000006,1.0313097685861792,0.1851685999999999,1.0378523250980805,4.8915944,0.004692399999999708,1.0021979796462501,0.26819000000000415,1.006622305598488,0.0,1,1,0,0.12485253477967564,2.8500603823575443,1
44b6_0113de3b,0,22,319,False,False,2.03125,1.21875,1.625,0.0,1.21875,1.625,1,0.0,0.001705100000000126,0.9984863687137328,0.6827616999999995,1.1424020087862499,4.794527,0.0033920000000002837,1.0013491999567394,0.26818499999998835,1.0040648357790427,0.015873009999999993,2,1,1,0.4725823623606932,2.503832362360693,0
44b6_0113de3b,0,23,315,False,False,2.8726212985703494,2.368824207280903,1.625,2.03125,1.21875,1.625,1,0.0,0.00014855999999996428,0.9998380532827987,0.01981210000000022,1.0055160721575032,3.5898814,0.020491100000000095,0.991832435102119,1.6091299999999933,0.9757083663433298,0.015873029999999955,1,1,0,0.2644580802370502,3.1370793788073996,0
44b6_0113de3b,0,23,308,False,False,5.540511314400504,5.296851954227152,1.625,2.84375,4.46875,1.625,2,2.667890015830155,0.10531499999999994,0.9028594686170831,0.4127002000000002,0.8973971210298957,3.6096935,0.05061459999999984,0.9800705160905134,4.022829999999999,0.9414060713473178,0.015873029999999955,1,2,1,0.7392582045489311,6.279769518949435,0
44b6_0113de3b,0,24,309,False,False,0.9084026158592896,0.9084026158592896,0.0,0.8125,0.40625,0.0,1,0.0,0.03849430000000009,0.9622097468335794,1.0276804999999998,0.8064402484450993,4.281732,0.061153299999999966,0.9758902914503884,4.827389999999994,0.929411664929278,0.0,1,1,0,0.975766903742916,1.8841695196022057,0
44b6_0113de3b,0,24,301,False,False,2.2980970388562794,2.2980970388562794,0.0,-1.625,1.625,0.0,2,1.3896944229969899,0.0026589000000000196,0.9972851086546534,0.6237732999999999,1.1705217707302962,3.6579587,0.041098199999999974,0.9836666058491607,3.218260000000001,0.9518071116432815,0.0,1,2,1,0.7066540869529118,3.0047511258091912,0
44b6_0113de3b,0,25,333,False,False,4.823951472859154,4.5420130792964475,1.625,4.0625,2.03125,1.625,1,0.0,0.13589225000000005,0.8596980419425708,0.15791789999999972,0.9540617696340915,3.2799037,0.01366069999999997,0.9945462720731526,1.0727550000000008,0.9837396716528197,0.015873040000000005,1,1,0,0.5508144702150493,5.374765943074203,0
44b6_0113de3b,0,26,345,False,False,2.03125,1.21875,1.625,0.0,1.21875,1.625,1,0.0,0.08755669999999993,1.1033639107624718,2.3675758000000005,1.746247715458028,3.1726172,0.02355380000000018,1.0093924582913902,1.8773199999999974,1.0284551388323118,0.015873020000000015,0,2,2,1.5170973067731723,3.5483473067731723,0
44b6_0113de3b,0,26,350,False,False,2.8726212985703494,2.368824207280903,1.625,2.03125,1.21875,1.625,2,0.8413712985703494,0.010589730000000075,0.9887848015546523,1.2343725,1.286672338820583,4.3058205,0.006685000000000052,1.0026450943208933,0.5363750000000067,1.0079679484551214,0.015873020000000015,0,2,2,0.8691109215046144,3.741732220074964,0
44b6_0113de3b,0,27,303,False,False,2.6012692214570947,2.03125,1.625,1.21875,-1.625,1.625,1,0.0,0.10521239999999998,0.8715280584281264,1.617528,1.3425517592066036,4.7219567,0.0033737999999998713,1.0013383222886003,0.26819000000000415,1.004032130144375,0.015873009999999965,1,0,1,1.3617374940764129,3.9630067155335076,0
44b6_0113de3b,0,28,298,False,False,1.4647552056572457,1.4647552056572457,0.0,-1.21875,0.8125,0.0,1,0.0,0.18218053999999995,1.2042709718790898,0.12832799999999978,1.038513821160661,3.331729,0.0890941999999999,1.0438454225430445,4.827393000000001,1.1374042700959504,0.0,1,1,0,0.849721138080671,2.3144763437379168,0
44b6_0113de3b,0,28,302,False,False,5.296851954227152,5.296851954227152,0.0,-0.40625,-5.28125,0.0,2,3.832096748569906,0.1148828999999999,1.1197708198854788,0.9389876999999998,1.3724506801511558,2.5210693,0.06356699999999993,1.0308933138774687,3.486449999999998,1.0955879290697668,0.0,1,2,1,0.670603550576625,5.967455504803777,0
44b6_0113de3b,0,28,289,False,False,5.816614806956019,5.816614806956019,0.0,2.4375,-5.28125,0.0,3,4.351859601298774,0.22562630000000006,0.8263822111639053,2.0544400000000005,0.6274462975566084,3.460057,0.014139399999999913,0.9933726848612214,0.8045670000000058,0.980262879660961,0.0,1,2,1,1.3339441108767809,7.1505589178328,0
44b6_0113de3b,0,28,295,False,False,6.319766856854769,6.319766856854769,0.0,4.46875,-4.46875,0.0,4,4.855011651197524,0.03529419999999983,1.033969753958478,0.4554562,1.1515824279137916,3.0046008,0.009532300000000049,1.0045100726756226,0.5363769999999946,1.0136051862792435,0.0,1,2,1,0.28269261912779575,6.602459475982565,0
44b6_0113de3b,0,29,330,False,False,3.350023320814349,3.350023320814349,0.0,3.25,0.8125,0.0,1,0.0,0.024905399999999966,1.0276188751870998,0.5582883000000001,1.1489238268098223,3.7487407,0.010460799999999715,0.9957765377532141,0.8045649999999966,0.9873948099376415,0.0,1,1,0,0.39114345708707904,3.741166777901428,0
44b6_0113de3b,0,30,294,False,False,2.9575446425202108,2.9575446425202108,0.0,2.84375,0.8125,0.0,1,0.0,0.08023939999999996,0.9223897670166906,1.6723995,0.7821021602042943,6.0027905,0.010734999999999939,0.9956098875383522,0.8045639999999992,0.9868994256630731,0.0,0,0,0,1.051536633035188,4.009081275555399,0
44b6_0113de3b,0,31,421,False,False,1.284675299443404,1.284675299443404,0.0,-0.40625,1.21875,0.0,1,0.0,0.20024505000000004,1.3445140578252168,0.5254854,1.370263992617767,1.4191812,0.19998490000000002,1.1091688863032025,9.386595999999997,1.3645827733780613,0.0,2,1,1,2.0053874976500863,3.2900627970934906,0
44b6_0113de3b,0,31,306,False,False,4.0010984819796676,4.0010984819796676,0.0,3.65625,1.625,0.0,2,2.7164231825362632,0.021046650000000056,1.0276649327302365,1.2915406,0.600907318581707,1.9446666,0.0,0.9999950782043793,0.0,0.9999997153648879,0.0,2,1,1,0.9315397371497696,4.932638219129437,0
44b6_0113de3b,0,32,304,False,False,1.7235727791422095,1.7235727791422095,0.0,-1.21875,-1.21875,0.0,1,0.0,0.13528980000000002,0.8757610336623818,2.1443404000000004,0.581887127971548,2.9842896,0.03360489999999983,0.986749481438635,2.6818799999999925,0.960784242046895,0.0,2,2,0,1.3674613429792646,3.0910341221214743,0
44b6_0113de3b,0,32,346,False,False,1.86167137607581,0.9084026158592896,1.625,0.8125,0.40625,1.625,2,0.13809859693360038,0.03285499999999997,1.0356668196718393,0.08747999999999978,1.0301951837111292,2.8968096,0.017146100000000164,1.0068926991674145,1.3409460000000024,1.0208332310524606,0.015873010000000076,2,2,0,0.23451984284884145,2.0961912189246514,0
44b6_0113de3b,0,33,383,False,False,2.0714766773970688,1.284675299443404,1.625,0.40625,1.21875,1.625,1,0.0,0.0807907000000001,1.0774296233318221,0.46307149999999986,1.1313786428260757,3.524623,0.03782869999999994,1.015297378807993,2.9500699999999966,1.0466099532503776,0.015872999999999915,3,2,1,0.5438159834432278,2.6152926608402964,0
44b6_0113de3b,0,33,366,False,False,2.333728575156074,1.6750116604071745,1.625,1.625,-0.40625,1.625,2,0.26225189775900537,0.17873970000000006,1.1890659346471604,1.4568827,1.5756520273375232,2.5308118,0.08771420000000019,1.0362062684209148,6.7047099999999915,1.1126123969877983,0.015872999999999915,3,2,1,1.2864202316826616,3.6201488068387357,0
44b6_0113de3b,0,33,354,False,False,4.394265616971737,4.0827619710803615,1.625,-0.40625,4.0625,1.625,3,2.322788939574668,0.2370622400000001,1.2672494321524648,1.4180338,1.5518309408283326,2.5696607,0.04483199999999998,1.0181816655130898,3.4864459999999937,1.0555553200760646,0.015872999999999915,3,2,1,1.1269855730504157,5.521251190022152,0
44b6_0113de3b,0,34,323,False,False,2.1877232028983924,1.4647552056572457,1.625,0.8125,1.21875,1.625,1,0.0,0.03508429999999996,1.0397008415388094,0.3055411000000001,1.0816843878792708,3.7403755,0.035321600000000064,1.0144695987058512,2.6818859999999987,1.0440527123451229,0.015873000000000026,1,1,0,0.41591985651731644,2.6036430594157087,0
44b6_0113de3b,0,35,327,False,False,2.0714766773970688,1.284675299443404,1.625,0.40625,1.21875,1.625,1,0.0,0.08980769999999993,0.9061686352222211,0.21548299999999987,0.9279542122946403,2.7755632,0.007043700000000097,1.002861336423958,0.5363770000000017,1.0086205282417056,0.015873020000000015,2,2,0,0.3711174133607536,2.4425940907578223,0
44b6_0113de3b,0,35,305,False,False,4.755034338729848,4.46875,1.625,4.46875,0.0,1.625,2,2.683557661332779,0.09812480000000001,0.8983629709247182,0.8742107999999997,0.7604732773227129,2.7755632,0.031208499999999972,0.9874947885772664,2.4136959999999945,0.9629628197473646,0.015873020000000015,2,1,1,0.6350418767062691,5.3900762154361175,0
44b6_0113de3b,0,36,336,False,False,2.2980970388562794,1.625,1.625,1.625,0.0,1.625,1,0.0,0.002766959999999985,1.0035003406438232,0.6287640000000003,1.1306592770613644,4.812155,0.0,0.9999960581413119,0.0,0.9999998537756658,0.015873009999999993,1,2,1,0.4291903675906199,2.7272874064468993,0
44b6_0113de3b,0,36,353,False,False,4.021669817998489,3.6787502123683256,1.625,3.65625,-0.40625,1.625,2,1.7235727791422093,0.019085059999999987,1.024730791754942,0.8119060000000005,1.175392518032423,4.629013,0.0033205000000000595,1.0013066626017573,0.26818999999998994,1.0039368830362,0.015873009999999993,1,1,0,0.5295435580023078,4.5512133760007965,0
44b6_0113de3b,0,37,318,False,False,1.6750116604071745,0.40625,1.625,0.40625,0.0,1.625,1,0.0,0.07381646000000008,0.924856313251768,0.11015180000000058,0.9778692035452169,4.8675985,0.007003300000000046,1.0028367730452163,0.5363759999999971,1.0085468325843119,0.015873009999999965,0,0,0,0.31423426598605947,1.989245926393234,0
44b6_0113de3b,0,38,373,False,False,4.33756303988772,2.8726212985703494,3.25,2.03125,2.03125,3.25,1,0.0,0.04153689999999988,1.0397785568473028,0.06471689999999963,1.0202234240662962,3.1995916,0.01660280000000025,1.006566500179826,1.3409440000000075,1.0198411428966117,0.031746029999999995,1,2,1,0.26959964066193465,4.607162680549655,0
44b6_0113de3b,0,38,434,False,False,5.296851954227152,2.0714766773970688,-4.875,-2.03125,-0.40625,4.875,2,0.9592889143394316,0.17886799999999992,1.197279832979786,0.9141279,1.3889547937090718,2.3501806,0.06776820000000017,1.0273690775333733,5.363770000000002,1.0843880210218015,0.04761905,1,1,0,1.076042657265734,6.372894611492885,0
44b6_0113de3b,0,38,339,False,False,6.90625,4.89189779763437,4.875,3.25,3.65625,4.875,3,2.56868696011228,0.13044469999999997,1.1365745309562145,0.18344479999999974,1.0595398636432256,3.0808637,0.05736590000000019,1.0230704164994553,4.559206000000003,1.0708331968725233,0.04761904999999998,1,1,0,0.8712297211644291,7.777479721164429,0
44b6_0113de3b,0,39,389,False,False,2.1877232028983924,1.4647552056572457,1.625,1.21875,0.8125,1.625,1,0.0,0.11114075000000001,1.118440904883259,1.3667217000000003,1.5838741217985939,2.3407543,0.04434130000000014,1.0178813053349265,3.4864529999999974,1.0546217278147831,0.01587299999999997,2,4,2,0.9642091829881503,3.1519323858865427,0
44b6_0113de3b,0,39,362,False,False,2.8145825622994254,2.2980970388562794,1.625,-1.625,1.625,1.625,2,0.626859359401033,0.11689090000000002,0.8997687410862172,0.1851029999999998,0.9524447610574864,3.707476,0.03741620000000001,1.0150459955063371,2.9500759999999957,1.0458332139624917,0.01587299999999997,2,4,2,0.7132283778968904,3.527810940196316,0
44b6_0113de3b,0,39,378,False,False,3.7454399357752353,3.7454399357752353,0.0,-3.65625,0.8125,0.0,3,1.5577167328768429,0.05480700000000005,1.0550937403951424,1.0877410000000003,1.4152049149821835,2.619735,0.03396789999999994,1.0136400575906312,2.6818899999999957,1.0414936976112825,0.0,2,4,2,0.7714825127963982,4.516922448571633,0
44b6_0113de3b,0,40,333,False,False,2.7252078475778685,2.1877232028983924,1.625,0.8125,2.03125,1.625,1,0.0,0.11371054999999997,0.882597853704646,0.2210242,0.9357053440313946,3.2167974,0.01709909999999981,0.9931745721526166,1.340945000000005,0.9796746085127748,0.015873040000000005,1,1,0,0.4677465115537594,3.192954359131628,0
44b6_0113de3b,0,40,409,False,False,6.9181882111576005,6.9181882111576005,0.0,-0.40625,6.90625,0.0,2,4.192980363579732,0.021773730000000047,1.0261220074918185,1.1135406999999997,1.529429149427412,2.1032567,0.056360600000000094,1.02315894511409,4.2910129999999995,1.0711108903708646,0.0,1,5,4,0.9249584563017497,7.84314666745935,0
44b6_0113de3b,0,41,348,False,False,4.33756303988772,4.021669817998489,1.625,2.84375,2.84375,1.625,1,0.0,0.04877602999999997,1.0575621655306313,0.09053230000000001,0.971342333840163,3.068902,0.014087200000000077,1.0057349108235463,1.0727540000000033,1.0173158546417598,0.015873029999999955,0,1,1,0.2799189019752271,4.617481941862947,0
44b6_0113de3b,0,42,358,False,False,1.6750116604071745,0.40625,1.625,0.40625,0.0,1.625,1,0.0,0.07013889999999989,1.0629265984216867,0.6256491999999998,1.1650018549677623,3.7917001,0.02355380000000018,0.9906870714436603,1.8773199999999974,0.9723318628959822,0.015873040000000005,3,4,1,0.5594275263017867,2.2344391867089612,0
44b6_0113de3b,0,42,344,False,False,1.8168052317185792,1.8168052317185792,0.0,-1.625,-0.8125,0.0,2,0.1417935713114047,0.2531858699999999,1.271820403897267,1.9633992999999998,1.8000901807690426,2.45395,0.06269309999999972,1.0256479846623798,4.827392000000003,1.078947182071109,0.0,3,2,1,1.4202837237138977,3.237088955432477,0
44b6_0113de3b,0,42,335,False,False,4.737648414561806,3.447145558284419,3.25,2.4375,2.4375,3.25,3,3.0626367541546315,0.2357328999999999,1.24842706249257,1.6858524999999998,1.6171840758368237,2.7314968,0.0414399999999997,1.016805729378593,3.2182610000000054,1.0512818719145038,0.03174604999999997,3,3,0,1.2082930214083776,5.945941435970184,0
44b6_0113de3b,0,43,363,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.048246300000000075,1.0590510440190501,0.4638933999999999,1.1108786906906851,4.183692,0.01789200000000024,0.9926963493578196,1.3409429999999958,0.9782607011031824,0.0,0,3,3,0.38560707191713195,0.38560707191713195,0
44b6_0113de3b,0,43,379,False,False,2.2980970388562794,1.625,1.625,0.0,1.625,1.625,2,2.2980970388562794,0.027485900000000063,1.0328024191454317,0.43406760000000055,0.9145796169482313,4.6475854,0.014334499999999917,0.9941392305066443,1.0727529999999987,0.9825326055435489,0.015873020000000015,0,2,2,0.38919305730514975,2.687290096161429,0
44b6_0113de3b,0,43,486,False,False,6.319766856854769,5.420051026051323,-3.25,5.28125,-1.21875,3.25,3,6.319766856854769,0.28189575,1.4833363554099244,3.1631113999999996,3.1307750033008097,1.484474,0.05909960000000014,1.0248891437865975,4.291017000000004,1.0765548585762355,0.03174602999999998,0,3,3,1.9921010800594723,8.311867936914242,0
44b6_0113de3b,0,44,344,False,False,0.5745242597140698,0.5745242597140698,0.0,0.40625,0.40625,0.0,1,0.0,0.07044697,1.0756241328792497,0.2746271,1.1119077328073808,2.45395,0.01773619999999987,1.0072530124662353,1.3409419999999983,1.021929651050813,0.0,5,2,3,0.3141616899922138,0.8886859497062836,0
44b6_0113de3b,0,44,358,False,False,3.1729139308370784,2.7252078475778685,1.625,2.4375,1.21875,1.625,2,2.598389671123009,0.11260000000000003,0.898955149043174,1.063123,0.7196164865030161,2.7285771,0.06851070000000004,0.97291912239408,5.363770000000002,0.9209484744633128,0.015873040000000005,5,4,1,1.0216770112397155,4.194590942076794,0
